n_samples,speed_mean,speed_std,speed_min,speed_max,speed_q10,speed_q50,speed_q90,speed_range,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_zero_frac,throttle_full_frac,throttle_mid_frac,brake_mean,brake_std,brake_active_frac,brake_on_count,rpm_mean,rpm_std,rpm_diff_abs_mean,gear_mean,gear_std,gear_change_count,speed_diff_abs_mean,throttle_diff_abs_mean,lap_key,Driver,Team,season,round,session_key,event_name,LapTimeSeconds
310,214.55483870967743,69.98799175184341,89.0,321.0,112.9,230.5,299.1,232.0,69.1741935483871,42.634010822316135,0.0,100.0,0.2032258064516129,0.5903225806451613,0.2064516129032258,0.16129032258064516,0.36839318673869953,0.16129032258064516,7,10013.81935483871,1229.5189180532013,289.79611650485435,5.474193548387097,1.774772466739358,30,5.258899676375404,4.1035598705501615,2018_r03_Q_RIC_lap8,RIC,Red Bull Racing,2018,3,2018_3_Q,Chinese Grand Prix,91.948
313,211.2555910543131,71.46385030020187,85.0,320.0,108.0,226.0,300.0,235.0,68.70287539936102,42.32980126387215,0.0,100.0,0.1853035143769968,0.5750798722044729,0.23961661341853036,0.18210862619808307,0.3865520178727619,0.18210862619808307,6,10022.73162939297,1304.246820003777,315.23397435897436,5.348242811501597,1.8887670085662975,33,5.288461538461538,4.512820512820513,2018_r03_Q_SAI_lap17,SAI,Renault,2018,3,2018_3_Q,Chinese Grand Prix,92.819
306,215.35294117647058,72.86452469160993,82.0,323.0,110.0,230.0,305.5,241.0,70.0,40.431362603395065,0.0,100.0,0.09803921568627451,0.5849673202614379,0.31699346405228757,0.16666666666666666,0.3732884438274,0.16666666666666666,10,10262.228758169935,1324.2380079111479,312.07540983606555,5.620915032679738,1.812548377005809,31,5.714754098360656,4.9049180327868855,2018_r03_Q_VET_lap13,VET,Ferrari,2018,3,2018_3_Q,Chinese Grand Prix,91.095
350,184.0457142857143,71.97642220944898,70.0,324.0,98.0,176.5,292.0,254.0,61.92,44.35619564041245,0.0,100.0,0.2714285714285714,0.5085714285714286,0.22,0.2542857142857143,0.4360823619947247,0.2542857142857143,13,10376.837142857143,1071.515636144355,448.1862464183381,4.708571428571428,2.103533856837207,75,9.037249283667622,6.269340974212034,2018_r04_Q_ALO_lap15,ALO,McLaren,2018,4,2018_4_Q,Azerbaijan Grand Prix,104.019
342,187.37719298245614,72.70831821026795,73.0,336.0,103.0,179.5,294.0,263.0,61.58187134502924,44.73326642369799,0.0,100.0,0.28362573099415206,0.5058479532163743,0.21052631578947367,0.21637426900584794,0.412375651189235,0.21637426900584794,11,10092.169590643274,1480.2779224702742,482.88269794721407,4.815789473684211,1.9202537839683806,56,9.082111436950147,6.357771260997067,2018_r04_Q_BOT_lap19,BOT,Mercedes,2018,4,2018_4_Q,Azerbaijan Grand Prix,101.837
352,183.65625,70.12242867700215,69.0,328.0,99.0,178.5,287.90000000000003,259.0,63.72159090909091,44.04836489455028,0.0,100.0,0.2528409090909091,0.5198863636363636,0.22727272727272727,0.23295454545454544,0.4233152539134447,0.23295454545454544,11,9982.943181818182,1523.7747147718003,487.4102564102564,4.6164772727272725,1.8422274018295897,47,8.658119658119658,6.313390313390314,2018_r04_Q_GAS_lap4,GAS,Toro Rosso,2018,4,2018_4_Q,Azerbaijan Grand Prix,104.496
342,187.67543859649123,72.85386839308119,70.0,337.0,102.0,179.5,295.90000000000003,267.0,63.29824561403509,42.63882205775884,0.0,100.0,0.2222222222222222,0.49707602339181284,0.2807017543859649,0.23684210526315788,0.4257675128472596,0.23684210526315788,12,10170.140350877193,1480.4455650759185,484.63049853372434,4.821637426900585,1.925382151990895,50,9.252199413489736,6.504398826979473,2018_r04_Q_HAM_lap19,HAM,Mercedes,2018,4,2018_4_Q,Azerbaijan Grand Prix,101.677
346,184.97109826589596,73.21114413828467,69.0,336.0,99.0,174.5,293.0,267.0,60.51445086705202,43.57377311652759,0.0,100.0,0.17052023121387283,0.47109826589595377,0.3583815028901734,0.2658959537572254,0.4424489563758437,0.2658959537572254,12,10074.557803468208,1584.0134033102324,481.1101449275362,4.716763005780347,1.877589245696459,46,9.240579710144928,6.3652173913043475,2018_r04_Q_OCO_lap13,OCO,Force India,2018,4,2018_4_Q,Azerbaijan Grand Prix,102.967
343,188.59475218658892,69.61583536655607,72.0,326.0,105.0,184.0,293.8,254.0,62.64139941690962,44.53072046017864,0.0,100.0,0.26239067055393583,0.5160349854227405,0.22157434402332363,0.23615160349854228,0.4253368809888141,0.23615160349854228,11,9994.862973760934,1323.8509224208894,439.7865497076023,4.737609329446064,1.8067327297837308,53,8.836257309941521,6.497076023391813,2018_r04_Q_RIC_lap19,RIC,Red Bull Racing,2018,4,2018_4_Q,Azerbaijan Grand Prix,101.911
347,184.850144092219,71.81535829051722,73.0,329.0,100.0,177.0,293.40000000000003,256.0,60.654178674351584,44.541936511682536,0.0,100.0,0.2824207492795389,0.4956772334293948,0.2219020172910663,0.2564841498559078,0.43732274910730995,0.2564841498559078,11,9594.317002881844,1650.2746829775158,457.67630057803467,4.792507204610951,1.8096246526886355,53,8.878612716763005,6.300578034682081,2018_r04_Q_SAI_lap19,SAI,Renault,2018,4,2018_4_Q,Azerbaijan Grand Prix,103.351
347,185.65417867435158,72.98500323906367,70.0,325.0,98.0,179.0,293.40000000000003,255.0,62.737752161383284,41.98241909242122,0.0,100.0,0.06051873198847262,0.49855907780979825,0.4409221902017291,0.2276657060518732,0.41993121244400006,0.2276657060518732,12,10013.668587896254,1559.1935618322,449.64161849710985,4.812680115273775,1.9359873043139326,55,9.11849710982659,6.4393063583815024,2018_r04_Q_VET_lap4,VET,Ferrari,2018,4,2018_4_Q,Azerbaijan Grand Prix,103.129
261,220.9272030651341,63.1230671252666,77.0,313.0,130.0,232.0,304.0,236.0,75.14942528735632,40.588041646135565,0.0,100.0,0.1839080459770115,0.6666666666666666,0.14942528735632185,0.1839080459770115,0.3881534876482173,0.1839080459770115,6,10494.091954022988,867.7918657611208,299.3346153846154,5.850574712643678,1.7879644784299604,39,6.503846153846154,4.730769230769231,2018_r05_Q_ALO_lap20,ALO,McLaren,2018,5,2018_5_Q,Spanish Grand Prix,77.721
257,225.84824902723736,65.50009189259006,83.0,325.0,136.2,233.0,312.4,242.0,74.72373540856032,39.807612789417774,0.0,100.0,0.1867704280155642,0.6536964980544747,0.15953307392996108,0.14396887159533073,0.35174315775468523,0.14396887159533073,6,10540.665369649805,1188.939599794757,318.70703125,5.821011673151751,1.7519704720740745,30,6.5390625,4.8203125,2018_r05_Q_BOT_lap12,BOT,Mercedes,2018,5,2018_5_Q,Spanish Grand Prix,76.213
267,216.81647940074907,63.54809934542439,78.0,317.0,127.2,224.0,301.4,239.0,74.0561797752809,40.28386854623406,0.0,100.0,0.1797752808988764,0.6367041198501873,0.18352059925093633,0.14606741573033707,0.35383702753467544,0.14606741573033707,6,10230.550561797752,1188.7285525644675,322.312030075188,5.53932584269663,1.699554429281111,25,6.402255639097745,4.7894736842105265,2018_r05_Q_GAS_lap12,GAS,Toro Rosso,2018,5,2018_5_Q,Spanish Grand Prix,79.306
256,225.83203125,65.51598449903238,82.0,323.0,133.5,234.0,313.0,241.0,75.375,38.48595363832083,0.0,100.0,0.14453125,0.625,0.23046875,0.1640625,0.3710577091631594,0.1640625,6,10625.57421875,999.7352484628093,317.7372549019608,5.82421875,1.829057234655892,31,6.698039215686275,5.207843137254902,2018_r05_Q_HAM_lap15,HAM,Mercedes,2018,5,2018_5_Q,Spanish Grand Prix,76.173
265,218.70943396226414,66.9633726889212,79.0,328.0,127.2,225.0,309.6,249.0,70.89433962264151,40.72910514260721,0.0,100.0,0.10943396226415095,0.5849056603773585,0.30566037735849055,0.22264150943396227,0.41680672317341705,0.22264150943396227,7,10412.958490566038,1248.460480047381,327.0871212121212,5.694339622641509,1.7669541390975885,30,6.916666666666667,5.087121212121212,2018_r05_Q_OCO_lap13,OCO,Force India,2018,5,2018_5_Q,Spanish Grand Prix,78.696
258,223.89922480620154,61.868235151792675,83.0,315.0,137.8,231.0,304.0,232.0,75.90310077519379,40.054271427757634,0.0,100.0,0.18604651162790697,0.6627906976744186,0.1511627906976744,0.15891472868217055,0.36630713720940333,0.15891472868217055,6,10505.480620155038,864.850933834991,293.9260700389105,5.538759689922481,1.678558306618799,27,6.143968871595331,4.747081712062257,2018_r05_Q_RIC_lap16,RIC,Red Bull Racing,2018,5,2018_5_Q,Spanish Grand Prix,76.818
262,221.31679389312978,63.68248302388677,81.0,317.0,132.1,231.0,305.0,236.0,74.53053435114504,39.96211116106114,0.0,100.0,0.1717557251908397,0.6450381679389313,0.183206106870229,0.19083969465648856,0.39371506543158746,0.19083969465648856,7,10319.240458015267,1035.0012120805552,330.8352490421456,5.580152671755725,1.7307416454424087,28,6.475095785440613,4.888888888888889,2018_r05_Q_SAI_lap18,SAI,Renault,2018,5,2018_5_Q,Spanish Grand Prix,77.79
257,226.30739299610894,65.40285962167562,80.0,325.0,134.6,235.0,313.0,245.0,75.14396887159533,38.64722626850506,0.0,100.0,0.042801556420233464,0.6536964980544747,0.3035019455252918,0.16731517509727625,0.37398533284459085,0.16731517509727625,7,10648.249027237354,1126.2826716651512,313.33203125,5.817120622568093,1.6868108190605164,29,6.7890625,5.171875,2018_r05_Q_VET_lap15,VET,Ferrari,2018,5,2018_5_Q,Spanish Grand Prix,76.305
243,168.11522633744855,67.49039642923898,45.0,286.0,82.0,168.0,263.8,241.0,55.32921810699588,44.519364463074204,0.0,100.0,0.2880658436213992,0.42386831275720166,0.2880658436213992,0.27983539094650206,0.4498447547436831,0.27983539094650206,12,9844.753086419752,1555.5299317383203,467.8099173553719,4.366255144032922,1.8524088540955785,39,8.330578512396695,8.111570247933884,2018_r06_Q_ALO_lap23,ALO,McLaren,2018,6,2018_6_Q,Monaco Grand Prix,72.11
241,169.8423236514523,69.58382260203503,47.0,291.0,84.0,168.0,270.0,244.0,53.83402489626556,44.8422866367901,0.0,100.0,0.3278008298755187,0.4190871369294606,0.25311203319502074,0.25311203319502074,0.43569946625657635,0.25311203319502074,11,9977.323651452281,1598.947589764367,488.26666666666665,4.149377593360996,1.9478860407278753,35,8.4875,7.575,2018_r06_Q_BOT_lap24,BOT,Mercedes,2018,6,2018_6_Q,Monaco Grand Prix,71.441
243,167.6008230452675,67.16583275914093,42.0,285.0,83.0,166.0,262.0,243.0,54.8724279835391,44.91594745539799,0.0,100.0,0.32098765432098764,0.41975308641975306,0.25925925925925924,0.2222222222222222,0.41659779045053097,0.2222222222222222,10,9987.024691358025,1469.912118376964,470.40495867768595,4.016460905349795,1.8894379727326684,30,8.111570247933884,7.586776859504132,2018_r06_Q_GAS_lap28,GAS,Toro Rosso,2018,6,2018_6_Q,Monaco Grand Prix,72.221
240,170.3875,69.38694373043855,46.0,292.0,81.9,168.0,271.0,246.0,56.28333333333333,43.969880016609494,0.0,100.0,0.2875,0.4083333333333333,0.30416666666666664,0.2375,0.42644045825313814,0.2375,12,10175.358333333334,1640.5437245206713,521.1087866108786,4.125,1.9558409463786621,29,8.518828451882845,7.97489539748954,2018_r06_Q_HAM_lap21,HAM,Mercedes,2018,6,2018_6_Q,Monaco Grand Prix,71.232
242,168.47520661157026,69.42766471335828,44.0,294.0,82.0,164.5,269.9,250.0,53.264462809917354,42.84465204720806,0.0,100.0,0.1652892561983471,0.3677685950413223,0.4669421487603306,0.3181818181818182,0.466735817836442,0.3181818181818182,11,10018.07438016529,1665.755206920391,519.3485477178423,4.078512396694215,1.9125142197966847,31,8.477178423236515,7.925311203319502,2018_r06_Q_OCO_lap26,OCO,Force India,2018,6,2018_6_Q,Monaco Grand Prix,72.061
238,172.69327731092437,67.7702936191868,47.0,291.0,85.7,173.0,267.0,244.0,55.81512605042017,44.754174571152866,0.0,100.0,0.29831932773109243,0.42016806722689076,0.2815126050420168,0.24369747899159663,0.430217030003474,0.24369747899159663,10,9995.66806722689,1355.2948964872369,467.0464135021097,4.117647058823529,1.8878982602756038,34,8.151898734177216,8.565400843881857,2018_r06_Q_RIC_lap13,RIC,Red Bull Racing,2018,6,2018_6_Q,Monaco Grand Prix,70.81
243,168.4814814814815,68.82792853599818,46.0,293.0,81.2,165.0,268.0,247.0,52.699588477366255,44.9710223485037,0.0,100.0,0.3374485596707819,0.39094650205761317,0.2716049382716049,0.2757201646090535,0.4477987897251529,0.2757201646090535,11,9655.872427983539,1608.4625185999125,505.504132231405,4.094650205761317,1.9314952085818777,32,8.388429752066116,8.024793388429751,2018_r06_Q_SAI_lap27,SAI,Renault,2018,6,2018_6_Q,Monaco Grand Prix,72.13
239,170.94979079497907,69.24658768068095,44.0,293.0,82.8,170.0,269.40000000000003,249.0,55.92468619246862,43.44622119276339,0.0,100.0,0.16317991631799164,0.42677824267782427,0.4100418410041841,0.25523012552301255,0.43690547764884347,0.25523012552301255,12,10061.008368200837,1657.9741764206035,491.51680672268907,4.154811715481172,1.943824488185745,35,8.735294117647058,8.487394957983193,2018_r06_Q_VET_lap19,VET,Ferrari,2018,6,2018_6_Q,Monaco Grand Prix,71.039
245,205.9061224489796,71.16734034101916,61.0,309.0,105.0,219.0,293.6,248.0,70.0326530612245,41.70808678395978,0.0,100.0,0.15918367346938775,0.5836734693877551,0.2571428571428571,0.20408163265306123,0.40385396629931,0.20408163265306123,6,10367.546938775511,1224.2649060917008,356.4754098360656,5.453061224489796,1.9676796313125011,43,7.668032786885246,4.991803278688525,2018_r07_Q_ALO_lap13,ALO,McLaren,2018,7,2018_7_Q,Canadian Grand Prix,72.856
239,212.20502092050208,71.90414236308051,64.0,317.0,109.6,223.0,302.20000000000005,253.0,71.418410041841,41.278525100059014,0.0,100.0,0.20502092050209206,0.6108786610878661,0.18410041841004185,0.17573221757322174,0.3813909023931418,0.17573221757322174,6,10301.54811715481,1505.1023209817301,420.84033613445376,5.573221757322176,1.95158696385988,36,7.869747899159663,4.285714285714286,2018_r07_Q_BOT_lap16,BOT,Mercedes,2018,7,2018_7_Q,Canadian Grand Prix,70.857
239,210.66108786610877,72.26420793443603,61.0,314.0,108.8,222.0,301.0,253.0,73.93305439330544,40.65808078437124,0.0,100.0,0.200836820083682,0.6150627615062761,0.18410041841004185,0.17154811715481172,0.37777837527612923,0.17154811715481172,6,10344.941422594142,1328.569175985127,391.546218487395,5.468619246861925,2.0328340985100026,36,7.949579831932773,4.546218487394958,2018_r07_Q_HAM_lap20,HAM,Mercedes,2018,7,2018_7_Q,Canadian Grand Prix,70.996
242,207.11157024793388,71.85439367547505,62.0,317.0,107.1,215.5,298.0,255.0,68.67768595041322,40.992907974020625,0.0,100.0,0.1115702479338843,0.5619834710743802,0.32644628099173556,0.19834710743801653,0.39958141398516867,0.19834710743801653,6,10160.644628099173,1618.0882108985995,405.0373443983402,5.479338842975206,1.8382707621790848,33,7.946058091286307,4.759336099585062,2018_r07_Q_OCO_lap13,OCO,Force India,2018,7,2018_7_Q,Canadian Grand Prix,72.084
239,212.03347280334728,69.47207081095908,67.0,316.0,111.8,223.0,299.0,249.0,72.68200836820084,41.771679956277524,0.0,100.0,0.20502092050209206,0.6234309623430963,0.17154811715481172,0.17573221757322174,0.3813909023931418,0.17573221757322174,6,10246.790794979079,1194.1908542546705,371.5378151260504,5.347280334728033,1.8788693768774758,35,7.684873949579832,4.61344537815126,2018_r07_Q_RIC_lap17,RIC,Red Bull Racing,2018,7,2018_7_Q,Canadian Grand Prix,71.116
243,208.2880658436214,71.82744000713876,66.0,318.0,105.4,218.0,298.6,252.0,69.8724279835391,42.31889196101203,0.0,100.0,0.2222222222222222,0.588477366255144,0.18930041152263374,0.1934156378600823,0.39579120998729506,0.1934156378600823,6,9859.872427983539,1524.8709971792025,413.6900826446281,5.448559670781893,1.874256872995305,33,7.855371900826446,4.462809917355372,2018_r07_Q_SAI_lap5,SAI,Renault,2018,7,2018_7_Q,Canadian Grand Prix,72.097
238,212.82773109243698,73.43638531176042,63.0,322.0,108.0,224.0,305.0,259.0,72.19747899159664,39.57121009930307,0.0,100.0,0.05042016806722689,0.6134453781512605,0.33613445378151263,0.20168067226890757,0.4021006430427725,0.20168067226890757,6,10341.974789915967,1557.9193387426824,415.789029535865,5.592436974789916,1.8865126294500003,37,8.164556962025317,4.776371308016878,2018_r07_Q_VET_lap17,VET,Ferrari,2018,7,2018_7_Q,Canadian Grand Prix,70.764
304,237.00328947368422,68.52286353785486,89.0,330.0,139.3,247.0,319.0,241.0,72.57565789473684,40.05442913455538,0.0,100.0,0.18421052631578946,0.6118421052631579,0.20394736842105263,0.13157894736842105,0.3385897861006643,0.13157894736842105,9,10504.049342105263,1072.3811300029315,280.5181518151815,6.180921052631579,1.793874194978597,32,5.478547854785479,5.438943894389439,2018_r08_Q_BOT_lap16,BOT,Mercedes,2018,8,2018_8_Q,French Grand Prix,90.147
312,231.86217948717947,67.38031126642235,92.0,328.0,133.0,240.5,315.0,236.0,73.0448717948718,40.86977876207163,0.0,100.0,0.20192307692307693,0.6217948717948718,0.1762820512820513,0.15064102564102563,0.358273242626664,0.15064102564102563,8,10900.538461538461,937.5844888633295,326.65594855305466,5.564102564102564,1.8134172576157106,27,5.42443729903537,5.260450160771704,2018_r08_Q_GAS_lap16,GAS,Toro Rosso,2018,8,2018_8_Q,French Grand Prix,92.46
303,237.34323432343234,68.40278797497618,88.0,331.0,140.0,246.0,320.0,243.0,72.8019801980198,40.062704114506474,0.0,100.0,0.1551155115511551,0.594059405940594,0.2508250825082508,0.132013201320132,0.3390650953695997,0.132013201320132,8,10637.83498349835,1077.1632319702182,275.1655629139073,6.052805280528053,1.7521558296460826,27,5.503311258278146,4.410596026490066,2018_r08_Q_HAM_lap18,HAM,Mercedes,2018,8,2018_8_Q,French Grand Prix,90.029
310,232.20967741935485,70.17932119130927,88.0,330.0,134.0,242.0,319.1,242.0,72.33870967741936,38.8272014333407,0.0,100.0,0.05806451612903226,0.5903225806451613,0.35161290322580646,0.1935483870967742,0.39571776077755355,0.1935483870967742,13,10658.087096774194,1017.8718942169743,301.28155339805824,5.893548387096774,1.8708175330554504,32,5.58252427184466,5.262135922330097,2018_r08_Q_OCO_lap13,OCO,Force India,2018,8,2018_8_Q,French Grand Prix,92.075
306,235.11764705882354,66.01191558374654,96.0,327.0,137.5,244.5,314.5,231.0,72.27450980392157,41.07398128114087,0.0,100.0,0.16339869281045752,0.6241830065359477,0.21241830065359477,0.1437908496732026,0.35145226858895773,0.1437908496732026,8,10289.441176470587,945.2315657667649,270.4131147540984,6.0,1.7101433167820836,29,5.177049180327868,5.285245901639344,2018_r08_Q_RIC_lap15,RIC,Red Bull Racing,2018,8,2018_8_Q,French Grand Prix,90.895
309,233.11974110032364,67.94388846065209,93.0,326.0,134.6,242.0,316.2,233.0,71.6051779935275,41.21750320560344,0.0,100.0,0.1715210355987055,0.6181229773462783,0.21035598705501618,0.1715210355987055,0.37757507687802105,0.1715210355987055,9,10376.818770226537,1014.5882375251829,302.2564935064935,5.883495145631068,1.863704787916351,30,5.467532467532467,4.987012987012987,2018_r08_Q_SAI_lap15,SAI,Renault,2018,8,2018_8_Q,French Grand Prix,92.016
