n_samples,speed_mean,speed_std,speed_min,speed_max,speed_q10,speed_q50,speed_q90,speed_range,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_zero_frac,throttle_full_frac,throttle_mid_frac,brake_mean,brake_std,brake_active_frac,brake_on_count,rpm_mean,rpm_std,rpm_diff_abs_mean,gear_mean,gear_std,gear_change_count,speed_diff_abs_mean,throttle_diff_abs_mean,lap_key,Driver,Team,season,round,session_key,event_name,LapTimeSeconds
245,230.4408163265306,74.82132793585649,62.0,330.0,117.0,258.0,314.0,268.0,75.18775510204081,40.21822456490209,0.0,100.0,0.17959183673469387,0.6775510204081633,0.14285714285714285,0.1469387755102041,0.35476963249105575,0.1469387755102041,5,10404.65306122449,1329.0985597762105,320.07377049180326,5.742857142857143,1.9802301571811887,27,6.557377049180328,4.422131147540983,2019_r11_Q_RIC_lap11,RIC,Renault,2019,11,2019_11_Q,German Grand Prix,72.799
245,230.6,76.42436526761198,53.0,328.0,114.0,264.0,315.6,275.0,76.08571428571429,39.254800270314654,0.0,100.0,0.1673469387755102,0.6816326530612244,0.1510204081632653,0.1510204081632653,0.3588017678303625,0.1510204081632653,5,10431.281632653061,1451.5467690766961,309.09016393442624,5.987755102040817,1.9658594930301014,27,6.536885245901639,3.901639344262295,2019_r11_Q_SAI_lap11,SAI,McLaren,2019,11,2019_11_Q,German Grand Prix,72.632
252,218.015873015873,57.5186072961662,103.0,317.0,133.0,224.5,290.0,214.0,71.06746031746032,41.19547480151097,0.0,100.0,0.21031746031746032,0.5833333333333334,0.20634920634920634,0.1746031746031746,0.38038280318909434,0.1746031746031746,8,10807.496031746032,963.527402703775,344.7609561752988,5.492063492063492,1.6252295295868653,34,7.342629482071713,7.5458167330677295,2019_r12_Q_BOT_lap17,BOT,Mercedes,2019,12,2019_12_Q,Hungarian Grand Prix,74.59
254,214.73228346456693,56.04740354179699,102.0,309.0,130.2,223.0,282.70000000000005,207.0,71.72047244094489,41.48294347060492,0.0,100.0,0.2125984251968504,0.6062992125984252,0.18110236220472442,0.18110236220472442,0.3858632913340436,0.18110236220472442,10,10645.531496062993,950.0500075209927,341.4703557312253,5.397637795275591,1.5865524095128687,30,7.047430830039525,7.5019762845849804,2019_r12_Q_GAS_lap18,GAS,Red Bull Racing,2019,12,2019_12_Q,Hungarian Grand Prix,75.45
252,217.5595238095238,58.32598688054127,100.0,317.0,132.1,223.0,289.9,217.0,73.2063492063492,38.65164009762244,0.0,100.0,0.15079365079365079,0.5793650793650794,0.2698412698412698,0.1746031746031746,0.38038280318909434,0.1746031746031746,8,10809.111111111111,1161.4640556407132,346.34661354581675,5.476190476190476,1.5549139980280315,32,7.422310756972111,6.717131474103586,2019_r12_Q_HAM_lap20,HAM,Mercedes,2019,12,2019_12_Q,Hungarian Grand Prix,74.769
261,210.68965517241378,59.24343073185951,92.0,324.0,128.0,217.0,286.0,232.0,67.16858237547893,43.16634115994147,0.0,100.0,0.23371647509578544,0.5402298850574713,0.2260536398467433,0.19157088122605365,0.394293213517249,0.19157088122605365,9,10428.199233716476,993.1727629553347,384.11538461538464,5.088122605363985,1.6040491792727223,37,7.85,7.376923076923077,2019_r12_Q_RIC_lap5,RIC,Renault,2019,12,2019_12_Q,Hungarian Grand Prix,77.257
255,214.07843137254903,59.11887235389273,99.0,317.0,129.0,219.0,287.0,218.0,69.82745098039216,41.675556377598966,0.0,100.0,0.1568627450980392,0.5725490196078431,0.27058823529411763,0.19607843137254902,0.39780934791539063,0.19607843137254902,9,10490.501960784313,1044.835216162409,359.40944881889766,5.552941176470588,1.6422513044354297,35,7.346456692913386,7.409448818897638,2019_r12_Q_SAI_lap19,SAI,McLaren,2019,12,2019_12_Q,Hungarian Grand Prix,75.852
252,216.97222222222223,61.143316899041025,94.0,325.0,131.0,222.0,293.9,231.0,70.02380952380952,40.378481170110994,0.0,100.0,0.11507936507936507,0.5555555555555556,0.32936507936507936,0.20238095238095238,0.40257424362193694,0.20238095238095238,9,10808.61507936508,1187.147395606465,375.1354581673307,5.448412698412699,1.5231668690833475,30,7.860557768924303,7.434262948207171,2019_r12_Q_VET_lap17,VET,Ferrari,2019,12,2019_12_Q,Hungarian Grand Prix,75.071
349,248.25501432664757,64.89917697184886,78.0,335.0,156.4,267.0,316.0,257.0,79.48710601719198,36.35351616921209,0.0,100.0,0.14040114613180515,0.6876790830945558,0.17191977077363896,0.09455587392550144,0.2930206151806689,0.09455587392550144,7,10647.214899713466,1364.6095383629538,246.44252873563218,6.492836676217765,1.4906144028424433,25,5.172413793103448,4.747126436781609,2019_r13_Q_BOT_lap18,BOT,Mercedes,2019,13,2019_13_Q,Belgian Grand Prix,103.415
358,242.37150837988827,66.7315704241691,73.0,333.0,149.0,259.0,314.0,260.0,77.32122905027933,38.399348539175804,0.0,100.0,0.164804469273743,0.6815642458100558,0.15363128491620112,0.12849162011173185,0.33510475587280514,0.12849162011173185,7,10799.977653631286,999.2605779177288,263.7086834733893,6.122905027932961,1.8535998579877133,30,5.288515406162465,5.602240896358543,2019_r13_Q_GAS_lap3,GAS,Toro Rosso,2019,13,2019_13_Q,Belgian Grand Prix,106.435
348,247.8477011494253,64.54096231096732,80.0,332.0,156.0,264.0,314.3,252.0,80.4683908045977,34.4258235414878,0.0,100.0,0.07183908045977011,0.6637931034482759,0.26436781609195403,0.10919540229885058,0.31233329715075137,0.10919540229885058,6,10860.37356321839,1298.9027351498548,245.94812680115274,6.339080459770115,1.5221595702147426,29,5.129682997118156,4.3976945244956775,2019_r13_Q_HAM_lap14,HAM,Mercedes,2019,13,2019_13_Q,Belgian Grand Prix,103.282
351,244.23931623931625,68.29076276033442,79.0,340.0,152.0,260.0,322.0,261.0,75.37606837606837,38.541271347343965,0.0,100.0,0.1396011396011396,0.6296296296296297,0.23076923076923078,0.1168091168091168,0.3216512139872994,0.1168091168091168,7,10685.162393162393,926.81513296664,262.8142857142857,5.985754985754986,1.8149606646101766,33,5.2942857142857145,4.902857142857143,2019_r13_Q_RIC_lap10,RIC,Renault,2019,13,2019_13_Q,Belgian Grand Prix,104.103
359,240.69359331476323,67.78421017304743,69.0,330.0,148.4,261.0,315.0,261.0,75.1058495821727,37.891641216324956,0.0,100.0,0.14206128133704735,0.637883008356546,0.2200557103064067,0.13649025069637882,0.34378755342206013,0.13649025069637882,7,10416.955431754875,1122.9367340249619,258.13966480446925,6.3983286908078,1.7829413564353112,29,5.11731843575419,4.810055865921788,2019_r13_Q_SAI_lap3,SAI,McLaren,2019,13,2019_13_Q,Belgian Grand Prix,106.507
347,248.95965417867436,67.81949510755051,74.0,341.0,154.8,269.0,320.40000000000003,267.0,77.63400576368876,35.61769218148793,0.0,100.0,0.03170028818443804,0.6657060518731989,0.3025936599423631,0.11239193083573487,0.3163041390402705,0.11239193083573487,7,10708.07204610951,1330.1763227886938,261.6271676300578,6.443804034582133,1.5353768329924853,30,5.427745664739884,5.190751445086705,2019_r13_Q_VET_lap9,VET,Ferrari,2019,13,2019_13_Q,Belgian Grand Prix,103.037
270,254.35185185185185,71.34854950876012,72.0,335.0,138.0,270.0,329.1,263.0,81.05555555555556,36.52356608823589,0.0,100.0,0.12962962962962962,0.7444444444444445,0.1259259259259259,0.11481481481481481,0.3193903389698708,0.11481481481481481,5,10819.814814814816,1452.9074897450976,249.17843866171003,6.537037037037037,1.6975048708994172,24,5.41635687732342,4.052044609665428,2019_r14_Q_BOT_lap2,BOT,Mercedes,2019,14,2019_14_Q,Italian Grand Prix,80.156
271,254.39483394833948,75.25125205719854,70.0,344.0,129.0,269.0,337.0,274.0,79.15867158671587,38.53676345372093,0.0,100.0,0.16605166051660517,0.7453874538745388,0.08856088560885608,0.11439114391143912,0.3188746098549838,0.11439114391143912,5,11046.121771217711,1129.82480284195,269.35925925925926,6.354243542435424,1.9455482136350453,26,5.7444444444444445,4.066666666666666,2019_r14_Q_GAS_lap8,GAS,Toro Rosso,2019,14,2019_14_Q,Italian Grand Prix,80.508
270,254.04444444444445,72.58548265625255,72.0,339.0,135.9,269.0,331.1,267.0,81.32592592592593,35.43271116517813,0.0,100.0,0.12222222222222222,0.7296296296296296,0.14814814814814814,0.11481481481481481,0.3193903389698708,0.11481481481481481,6,11001.477777777778,1180.7751271903242,276.3717472118959,6.4037037037037035,1.8683395171347597,31,5.587360594795539,4.4535315985130115,2019_r14_Q_HAM_lap2,HAM,Mercedes,2019,14,2019_14_Q,Italian Grand Prix,80.272
268,254.4589552238806,75.89512151690253,71.0,346.0,130.7,266.5,337.0,275.0,78.83582089552239,38.29115621970639,0.0,100.0,0.13059701492537312,0.7276119402985075,0.1417910447761194,0.11194029850746269,0.31588287217218,0.11194029850746269,5,10799.014925373134,1118.1605412601004,251.2921348314607,6.17910447761194,1.9635279197570046,29,5.797752808988764,4.044943820224719,2019_r14_Q_RIC_lap10,RIC,Renault,2019,14,2019_14_Q,Italian Grand Prix,79.839
271,254.4022140221402,77.5177198063052,67.0,354.0,126.0,269.0,334.0,287.0,77.84132841328413,37.42737051161846,0.0,99.0,0.13653136531365315,0.11439114391143912,0.7490774907749077,0.12915129151291513,0.33598779076719754,0.12915129151291513,5,10845.19188191882,1279.272073141221,266.4888888888889,6.501845018450185,1.9010222176997447,26,5.855555555555555,3.962962962962963,2019_r14_Q_SAI_lap13,SAI,McLaren,2019,14,2019_14_Q,Italian Grand Prix,80.202
267,255.1573033707865,75.86497188833688,70.0,344.0,126.80000000000001,269.0,337.0,274.0,80.3632958801498,36.07582659183717,0.0,100.0,0.04868913857677903,0.7453183520599251,0.20599250936329588,0.12734082397003746,0.3339803919383869,0.12734082397003746,6,10898.94756554307,1274.3498110210219,262.98496240601503,6.468164794007491,1.8863173741178167,29,5.860902255639098,4.338345864661654,2019_r14_Q_VET_lap14,VET,Ferrari,2019,14,2019_14_Q,Italian Grand Prix,79.457
327,188.62385321100916,65.10837435287486,70.0,315.0,105.0,181.0,288.40000000000003,245.0,61.58103975535168,43.46416627333185,0.0,100.0,0.26605504587155965,0.47706422018348627,0.25688073394495414,0.23547400611620795,0.4249449676713906,0.23547400611620795,12,10436.2874617737,1253.9254302377442,435.42024539877303,4.663608562691132,1.9081653266400913,52,8.699386503067485,7.45398773006135,2019_r15_Q_BOT_lap8,BOT,Mercedes,2019,15,2019_15_Q,Singapore Grand Prix,97.142
332,185.2078313253012,66.1264160469183,66.0,316.0,101.1,175.0,285.80000000000007,250.0,61.62951807228916,43.79930301708179,0.0,100.0,0.28012048192771083,0.4789156626506024,0.24096385542168675,0.20481927710843373,0.4041786612394184,0.20481927710843373,11,10136.05421686747,1206.7207530757125,443.0815709969788,4.686746987951807,1.8455643621791096,48,8.770392749244714,7.287009063444109,2019_r15_Q_GAS_lap8,GAS,Toro Rosso,2019,15,2019_15_Q,Singapore Grand Prix,98.699
325,190.40923076923076,66.28479920681619,72.0,319.0,105.0,180.0,290.0,247.0,64.36615384615385,41.90691579731113,0.0,100.0,0.20615384615384616,0.4492307692307692,0.3446153846153846,0.23076923076923078,0.4219747362848611,0.23076923076923078,11,10328.61846153846,1548.002506905759,435.1882716049383,4.781538461538462,1.8202303059150784,48,8.780864197530864,7.444444444444445,2019_r15_Q_HAM_lap17,HAM,Mercedes,2019,15,2019_15_Q,Singapore Grand Prix,96.408
330,186.74242424242425,66.55735707898285,70.0,319.0,101.9,175.5,289.20000000000005,249.0,61.22121212121212,43.53752710023274,0.0,100.0,0.2545454545454545,0.4484848484848485,0.296969696969697,0.21515151515151515,0.4115514512599506,0.21515151515151515,11,9832.69393939394,1445.894842968756,427.6595744680851,4.703030303030303,1.7213984645778477,46,8.759878419452887,7.4650455927051675,2019_r15_Q_RIC_lap17,RIC,Renault,2019,15,2019_15_Q,Singapore Grand Prix,98.095
329,187.14893617021278,67.80917679566889,65.0,320.0,102.80000000000001,177.0,292.2,255.0,61.12765957446808,43.164272089941335,0.0,100.0,0.24620060790273557,0.46504559270516715,0.2887537993920973,0.24012158054711247,0.4278077808645209,0.24012158054711247,11,9872.103343465045,1534.566768217283,464.359756097561,5.0303951367781155,1.8591370019908158,45,9.24390243902439,7.429878048780488,2019_r15_Q_SAI_lap18,SAI,McLaren,2019,15,2019_15_Q,Singapore Grand Prix,97.818
325,190.09230769230768,67.50064541916468,67.0,321.0,104.0,180.0,290.6,254.0,63.51384615384615,41.16907279264239,0.0,100.0,0.036923076923076927,0.47692307692307695,0.48615384615384616,0.21846153846153846,0.41383941079810727,0.21846153846153846,12,10253.190769230769,1466.868393295003,458.5833333333333,4.843076923076923,1.7204264141583367,48,9.179012345679013,7.6419753086419755,2019_r15_Q_VET_lap13,VET,Ferrari,2019,15,2019_15_Q,Singapore Grand Prix,96.437
312,239.3301282051282,57.407579767610024,100.0,324.0,154.3,246.5,315.0,224.0,80.49679487179488,36.05167766363906,0.0,100.0,0.13141025641025642,0.7243589743589743,0.14423076923076922,0.1282051282051282,0.3348551295517537,0.1282051282051282,9,10822.96794871795,886.1882782819165,279.3118971061093,6.137820512820513,1.5014181055953009,37,6.070739549839228,4.951768488745981,2019_r16_Q_BOT_lap15,BOT,Mercedes,2019,16,2019_16_Q,Russian Grand Prix,92.632
316,236.00316455696202,59.56399777737915,101.0,328.0,149.0,243.5,316.0,227.0,78.73417721518987,38.266802342802286,0.0,100.0,0.16455696202531644,0.7183544303797469,0.11708860759493671,0.11708860759493671,0.3220357937267683,0.11708860759493671,7,10761.136075949367,745.2264450758748,275.8888888888889,6.041139240506329,1.6217423413786707,36,6.250793650793651,5.003174603174603,2019_r16_Q_GAS_lap10,GAS,Toro Rosso,2019,16,2019_16_Q,Russian Grand Prix,93.95
310,240.40322580645162,56.249979410976266,109.0,326.0,156.9,248.5,314.1,217.0,80.72258064516129,36.47050241930835,0.0,100.0,0.11612903225806452,0.7387096774193549,0.14516129032258066,0.13548387096774195,0.3427930084826392,0.13548387096774195,8,11007.438709677419,773.8001513471464,307.80906148867314,6.090322580645161,1.6145284639724187,39,6.142394822006472,5.284789644012945,2019_r16_Q_HAM_lap17,HAM,Mercedes,2019,16,2019_16_Q,Russian Grand Prix,92.03
316,236.5632911392405,59.900969443283024,97.0,327.0,148.0,245.0,316.5,230.0,79.31645569620254,37.27539528200575,0.0,100.0,0.12974683544303797,0.7151898734177216,0.1550632911392405,0.11392405063291139,0.31822291367029204,0.11392405063291139,7,10676.718354430379,934.7351444474632,274.3079365079365,5.7784810126582276,1.5639730348080143,34,6.285714285714286,4.876190476190477,2019_r16_Q_RIC_lap17,RIC,Renault,2019,16,2019_16_Q,Russian Grand Prix,93.661
314,237.2484076433121,58.94689829450368,97.0,325.0,150.6,247.0,316.0,228.0,79.11146496815287,36.87952490139268,0.0,100.0,0.12420382165605096,0.7261146496815286,0.14968152866242038,0.1337579617834395,0.3409354056342664,0.1337579617834395,7,10681.866242038217,920.2139048144988,297.038338658147,6.226114649681529,1.5612580532564702,39,6.134185303514377,5.105431309904153,2019_r16_Q_SAI_lap19,SAI,McLaren,2019,16,2019_16_Q,Russian Grand Prix,93.222
309,240.88673139158576,59.017745394282635,102.0,327.0,151.0,249.0,318.0,225.0,79.85760517799353,35.68066042007127,0.0,100.0,0.032362459546925564,0.7087378640776699,0.2588996763754045,0.1262135922330097,0.33262859979121906,0.1262135922330097,7,10888.786407766991,918.3542873463261,288.1136363636364,6.174757281553398,1.4799121450715405,34,6.2564935064935066,5.353896103896104,2019_r16_Q_VET_lap20,VET,Ferrari,2019,16,2019_16_Q,Russian Grand Prix,92.053
294,241.98979591836735,56.370876021571966,77.0,329.0,173.0,250.0,306.7,252.0,81.07482993197279,33.96978951657384,0.0,100.0,0.10884353741496598,0.6802721088435374,0.2108843537414966,0.11904761904761904,0.3243967009198623,0.11904761904761904,8,10692.244897959185,1193.156673563923,238.1467576791809,6.295918367346939,1.371647451247853,25,4.689419795221843,4.744027303754266,2019_r17_Q_BOT_lap20,BOT,Mercedes,2019,17,2019_17_Q,Japanese Grand Prix,87.293
299,239.42140468227424,57.226176222076134,73.0,334.0,163.0,247.0,308.2,261.0,77.95986622073579,37.61583980198885,0.0,100.0,0.15719063545150502,0.6755852842809364,0.16722408026755853,0.10367892976588629,0.3053546358170417,0.10367892976588629,7,10588.84949832776,1095.7353208602067,270.3691275167785,6.187290969899665,1.4580391651113906,26,4.956375838926174,5.6644295302013425,2019_r17_Q_GAS_lap14,GAS,Toro Rosso,2019,17,2019_17_Q,Japanese Grand Prix,88.779
293,242.44027303754265,55.56263295369571,76.0,329.0,174.0,249.0,306.6,253.0,81.30034129692832,33.09448749599915,0.0,100.0,0.08191126279863481,0.6313993174061433,0.28668941979522183,0.10921501706484642,0.31244243006109557,0.10921501706484642,7,10879.040955631399,1158.106835970832,240.56849315068493,6.194539249146757,1.384739803953385,26,4.736301369863014,4.602739726027397,2019_r17_Q_HAM_lap19,HAM,Mercedes,2019,17,2019_17_Q,Japanese Grand Prix,87.302
303,236.11551155115512,56.98678123403933,76.0,331.0,162.2,240.0,308.0,255.0,76.96369636963696,37.42668774855762,0.0,100.0,0.1353135313531353,0.6303630363036303,0.23432343234323433,0.11221122112211221,0.31614827229062153,0.11221122112211221,8,10531.128712871287,864.8751316299446,256.9867549668874,5.841584158415841,1.5487615642165744,28,5.0198675496688745,6.086092715231788,2019_r17_Q_RIC_lap7,RIC,Renault,2019,17,2019_17_Q,Japanese Grand Prix,89.822
297,239.53535353535352,56.38393600262613,73.0,328.0,164.2,246.0,306.40000000000003,255.0,80.28282828282828,35.08292504640441,0.0,100.0,0.10774410774410774,0.7171717171717171,0.1750841750841751,0.11447811447811448,0.3189284429387754,0.11447811447811448,7,10711.670033670034,921.5496416936758,250.91554054054055,6.239057239057239,1.4750480249017917,25,4.726351351351352,5.702702702702703,2019_r17_Q_SAI_lap20,SAI,McLaren,2019,17,2019_17_Q,Japanese Grand Prix,88.304
292,243.7705479452055,57.22505238970574,73.0,333.0,171.0,250.0,312.0,260.0,80.5,33.92527669195094,0.0,100.0,0.0410958904109589,0.6883561643835616,0.2705479452054795,0.17465753424657535,0.38032571387850983,0.17465753424657535,9,10749.729452054795,1145.580609745612,245.9106529209622,6.318493150684931,1.4158893808432,25,4.8728522336769755,5.326460481099656,2019_r17_Q_VET_lap15,VET,Ferrari,2019,17,2019_17_Q,Japanese Grand Prix,87.064
254,215.73622047244095,82.53664479657087,77.0,343.0,103.0,217.5,328.0,266.0,65.06692913385827,42.46746544547422,0.0,100.0,0.18503937007874016,0.5039370078740157,0.3110236220472441,0.18503937007874016,0.3890961940783307,0.18503937007874016,9,10488.330708661417,1504.814250904472,352.75889328063244,5.417322834645669,2.1243588007533423,29,7.169960474308301,6.632411067193676,2019_r18_Q_BOT_lap15,BOT,Mercedes,2019,18,2019_18_Q,Mexican Grand Prix,75.338
258,212.81007751937983,83.27395353732858,78.0,349.0,102.10000000000001,211.5,328.3,271.0,64.14341085271317,43.686791751453015,0.0,100.0,0.26744186046511625,0.5193798449612403,0.2131782945736434,0.1937984496124031,0.39604109718445324,0.1937984496124031,8,10315.945736434109,1644.5829308670513,356.8093385214008,5.426356589147287,2.0395894673454777,25,7.2412451361867705,6.482490272373541,2019_r18_Q_GAS_lap21,GAS,Toro Rosso,2019,18,2019_18_Q,Mexican Grand Prix,76.586
253,217.61264822134387,83.56843121975261,79.0,350.0,102.2,220.0,330.8,271.0,66.56916996047431,41.93220338424285,0.0,100.0,0.18181818181818182,0.5098814229249012,0.308300395256917,0.18972332015810275,0.39285928168745154,0.18972332015810275,8,10425.371541501976,1757.6022482337758,366.2857142857143,5.525691699604743,1.9931260880803265,23,7.285714285714286,6.603174603174603,2019_r18_Q_HAM_lap19,HAM,Mercedes,2019,18,2019_18_Q,Mexican Grand Prix,75.262
259,210.86100386100387,83.63581527932857,78.0,348.0,102.8,209.0,327.0,270.0,63.28185328185328,43.395442581705645,0.0,100.0,0.22393822393822393,0.5096525096525096,0.26640926640926643,0.18146718146718147,0.38615096493109907,0.18146718146718147,8,10300.629343629344,1453.3730140247217,336.2751937984496,5.077220077220077,2.128120689348363,34,7.321705426356589,6.542635658914729,2019_r18_Q_RIC_lap13,RIC,Renault,2019,18,2019_18_Q,Mexican Grand Prix,76.933
256,214.6171875,84.02801783847305,74.0,347.0,103.5,217.0,331.5,273.0,64.46484375,42.77692632550688,0.0,99.0,0.2265625,0.51953125,0.25390625,0.21484375,0.411518440012824,0.21484375,8,10403.5,1328.8148722474032,372.0,5.55859375,2.236174160804784,30,7.5058823529411764,6.576470588235294,2019_r18_Q_SAI_lap18,SAI,McLaren,2019,18,2019_18_Q,Mexican Grand Prix,76.014
253,217.07509881422925,87.05406943075369,76.0,359.0,104.0,215.0,338.6,283.0,64.52569169960475,41.689093155295694,0.0,100.0,0.09090909090909091,0.5019762845849802,0.40711462450592883,0.2015810276679842,0.40197610876714385,0.2015810276679842,8,10555.640316205534,1571.7993710939475,376.718253968254,5.430830039525691,2.1602832024180536,28,7.75,7.357142857142857,2019_r18_Q_VET_lap13,VET,Ferrari,2019,18,2019_18_Q,Mexican Grand Prix,75.17
310,212.07096774193548,73.27225550128036,79.0,325.0,103.0,223.5,304.20000000000005,246.0,70.69354838709677,40.61445081741124,0.0,100.0,0.17419354838709677,0.5774193548387097,0.24838709677419354,0.17419354838709677,0.37988905034645143,0.17419354838709677,7,10327.025806451613,1381.5229903243214,340.621359223301,5.474193548387097,1.9782748428880021,38,6.73462783171521,5.17799352750809,2019_r19_Q_BOT_lap13,BOT,Mercedes,2019,19,2019_19_Q,United States Grand Prix,92.029
315,209.84126984126985,74.60601535429156,77.0,330.0,100.0,217.0,307.0,253.0,68.67619047619047,42.442729169159946,0.0,100.0,0.23809523809523808,0.5682539682539682,0.19365079365079366,0.15555555555555556,0.3630101408357771,0.15555555555555556,6,10406.15238095238,1190.7169369081194,370.52547770700636,5.339682539682539,2.0632158809754864,39,7.009554140127388,5.312101910828026,2019_r19_Q_GAS_lap7,GAS,Toro Rosso,2019,19,2019_19_Q,United States Grand Prix,93.556
311,212.7138263665595,74.03890717694887,77.0,324.0,103.0,226.0,306.0,247.0,74.0032154340836,38.5539838025461,0.0,100.0,0.15112540192926044,0.5852090032154341,0.26366559485530544,0.17041800643086816,0.37660557642028036,0.17041800643086816,7,10482.032154340835,1379.6435159927466,366.1645161290323,5.427652733118971,2.028921679671866,41,6.906451612903226,4.774193548387097,2019_r19_Q_HAM_lap14,HAM,Mercedes,2019,19,2019_19_Q,United States Grand Prix,92.321
307,212.50162866449512,72.1556675308039,83.0,322.0,104.0,228.0,303.40000000000003,239.0,71.66449511400651,41.11638363544792,0.0,100.0,0.1986970684039088,0.6058631921824105,0.19543973941368079,0.15309446254071662,0.3606664141412363,0.15309446254071662,7,10329.156351791531,1078.742205865729,356.7875816993464,5.195439739413681,2.086584612521861,42,7.062091503267974,5.339869281045751,2019_r19_Q_RIC_lap14,RIC,Renault,2019,19,2019_19_Q,United States Grand Prix,93.488
313,210.04792332268372,74.4310100703777,72.0,325.0,99.2,219.0,305.0,253.0,70.41214057507987,41.19387533304599,0.0,99.0,0.18210862619808307,0.6038338658146964,0.21405750798722045,0.16932907348242812,0.37564286394840085,0.16932907348242812,7,10257.974440894568,1323.7231387501643,364.0128205128205,5.460063897763578,1.9820919397047279,39,6.887820512820513,5.346153846153846,2019_r19_Q_SAI_lap11,SAI,McLaren,2019,19,2019_19_Q,United States Grand Prix,92.847
310,212.59354838709677,76.03024409071968,78.0,328.0,101.80000000000001,225.0,309.0,250.0,71.6,39.28612163030106,0.0,100.0,0.041935483870967745,0.6,0.3580645161290323,0.1870967741935484,0.39061973454014604,0.1870967741935484,9,10173.922580645161,1525.7710175089646,347.9805825242718,5.606451612903226,1.860844274384269,36,7.064724919093851,5.4627831715210355,2019_r19_Q_VET_lap12,VET,Ferrari,2019,19,2019_19_Q,United States Grand Prix,92.041
229,212.8951965065502,68.35791656806845,93.0,327.0,118.8,220.0,309.40000000000003,234.0,68.00873362445415,40.691931100927036,0.0,100.0,0.17903930131004367,0.519650655021834,0.30131004366812225,0.19213973799126638,0.3948453590719192,0.19213973799126638,7,10516.554585152839,1249.2537571919765,348.4298245614035,5.401746724890829,1.8602953233173305,29,6.951754385964913,6.078947368421052,2019_r20_Q_BOT_lap13,BOT,Mercedes,2019,20,2019_20_Q,Brazilian Grand Prix,67.874
232,209.80603448275863,71.9394367564132,85.0,332.0,115.1,215.5,311.70000000000005,247.0,65.64224137931035,43.020749349681836,0.0,100.0,0.2629310344827586,0.5086206896551724,0.22844827586206898,0.16810344827586207,0.37476668365024807,0.16810344827586207,7,10466.306034482759,1301.0578268117126,371.4155844155844,5.3405172413793105,1.9273595624113138,28,7.238095238095238,6.545454545454546,2019_r20_Q_GAS_lap12,GAS,Toro Rosso,2019,20,2019_20_Q,Brazilian Grand Prix,68.77
228,214.2719298245614,68.9682663524338,90.0,330.0,120.7,219.0,311.3,240.0,68.94298245614036,41.028638261409476,0.0,100.0,0.20614035087719298,0.5263157894736842,0.2675438596491228,0.19736842105263158,0.39888843931104107,0.19736842105263158,7,10613.57456140351,1271.4829763602088,372.9030837004405,5.4035087719298245,1.8736254203500082,27,7.18942731277533,5.9823788546255505,2019_r20_Q_HAM_lap15,HAM,Mercedes,2019,20,2019_20_Q,Brazilian Grand Prix,67.699
232,209.72413793103448,70.01831377091914,89.0,331.0,118.1,217.5,310.6,242.0,64.5603448275862,43.06690431758042,0.0,100.0,0.2543103448275862,0.5,0.24568965517241378,0.17672413793103448,0.38225980118934066,0.17672413793103448,6,10386.995689655172,1103.7509227848645,346.6320346320346,5.064655172413793,1.8978572702501968,28,7.034632034632034,6.3896103896103895,2019_r20_Q_RIC_lap8,RIC,Renault,2019,20,2019_20_Q,Brazilian Grand Prix,68.903
228,214.4078947368421,71.63733509007893,89.0,330.0,116.7,224.0,316.3,241.0,67.71491228070175,41.286389331656686,0.0,100.0,0.06140350877192982,0.5614035087719298,0.37719298245614036,0.2149122807017544,0.41166524532653154,0.2149122807017544,8,10467.96052631579,1238.4393167072183,347.74449339207047,5.464912280701754,1.7941649159359327,30,7.378854625550661,6.616740088105727,2019_r20_Q_VET_lap11,VET,Ferrari,2019,20,2019_20_Q,Brazilian Grand Prix,67.631
320,214.359375,78.48078797459192,76.0,326.0,105.0,233.5,314.1,250.0,70.946875,40.68134818952343,0.0,100.0,0.146875,0.603125,0.25,0.16875,0.37511753643918144,0.16875,7,10533.109375,1305.140738963111,347.1442006269593,5.4,2.2034455776789916,40,6.80564263322884,5.498432601880878,2019_r21_Q_BOT_lap14,BOT,Mercedes,2019,21,2019_21_Q,Abu Dhabi Grand Prix,94.973
327,209.96024464831805,80.32836145426903,65.0,326.0,98.0,229.0,314.40000000000003,261.0,70.09480122324159,41.69477395722157,0.0,100.0,0.21712538226299694,0.5963302752293578,0.18654434250764526,0.1559633027522936,0.36337659637959674,0.1559633027522936,8,10265.024464831804,1353.3942716793063,350.3496932515337,5.400611620795107,2.1850860055765273,37,6.892638036809816,5.251533742331288,2019_r21_Q_GAS_lap11,GAS,Toro Rosso,2019,21,2019_21_Q,Abu Dhabi Grand Prix,97.089
319,214.1755485893417,78.30516359430862,71.0,323.0,105.8,233.0,314.0,252.0,72.141065830721,40.32722491445059,0.0,100.0,0.1536050156739812,0.6081504702194357,0.23824451410658307,0.1724137931034483,0.37833315897528885,0.1724137931034483,8,10512.015673981192,1419.2860094015982,342.8867924528302,5.432601880877743,2.15317590534715,40,6.839622641509434,5.2578616352201255,2019_r21_Q_HAM_lap17,HAM,Mercedes,2019,21,2019_21_Q,Abu Dhabi Grand Prix,94.779
