season,round,event_name,Driver,n_clean_laps
2025,6,Miami Grand Prix,LEC,8
2025,6,Miami Grand Prix,NOR,9
2025,6,Miami Grand Prix,OCO,7
2025,6,Miami Grand Prix,PIA,6
2025,6,Miami Grand Prix,RUS,6
2025,6,Miami Grand Prix,SAI,6
2025,6,Miami Grand Prix,STR,3
2025,6,Miami Grand Prix,TSU,7
2025,6,Miami Grand Prix,VER,6
2025,7,Emilia Romagna Grand Prix,ALB,6
2025,7,Emilia Romagna Grand Prix,ALO,6
2025,7,Emilia Romagna Grand Prix,ANT,4
2025,7,Emilia Romagna Grand Prix,BEA,2
2025,7,Emilia Romagna Grand Prix,BOR,5
2025,7,Emilia Romagna Grand Prix,COL,1
2025,7,Emilia Romagna Grand Prix,GAS,5
2025,7,Emilia Romagna Grand Prix,HAD,4
2025,7,Emilia Romagna Grand Prix,HAM,4
2025,7,Emilia Romagna Grand Prix,HUL,3
2025,7,Emilia Romagna Grand Prix,LAW,1
2025,7,Emilia Romagna Grand Prix,LEC,4
2025,7,Emilia Romagna Grand Prix,NOR,6
2025,7,Emilia Romagna Grand Prix,OCO,2
2025,7,Emilia Romagna Grand Prix,PIA,7
2025,7,Emilia Romagna Grand Prix,RUS,5
2025,7,Emilia Romagna Grand Prix,SAI,7
2025,7,Emilia Romagna Grand Prix,STR,6
2025,7,Emilia Romagna Grand Prix,VER,5
2025,8,Monaco Grand Prix,ALB,19
2025,8,Monaco Grand Prix,ALO,17
2025,8,Monaco Grand Prix,ANT,7
2025,8,Monaco Grand Prix,BEA,9
2025,8,Monaco Grand Prix,BOR,9
2025,8,Monaco Grand Prix,COL,8
2025,8,Monaco Grand Prix,GAS,7
2025,8,Monaco Grand Prix,HAD,12
2025,8,Monaco Grand Prix,HAM,16
2025,8,Monaco Grand Prix,HUL,13
2025,8,Monaco Grand Prix,LAW,14
2025,8,Monaco Grand Prix,LEC,17
2025,8,Monaco Grand Prix,NOR,15
2025,8,Monaco Grand Prix,OCO,18
2025,8,Monaco Grand Prix,PIA,17
2025,8,Monaco Grand Prix,RUS,8
2025,8,Monaco Grand Prix,SAI,15
2025,8,Monaco Grand Prix,STR,7
2025,8,Monaco Grand Prix,TSU,11
2025,8,Monaco Grand Prix,VER,9
2025,9,Spanish Grand Prix,ALB,4
2025,9,Spanish Grand Prix,ALO,3
2025,9,Spanish Grand Prix,ANT,6
2025,9,Spanish Grand Prix,BEA,5
2025,9,Spanish Grand Prix,BOR,4
2025,9,Spanish Grand Prix,COL,2
2025,9,Spanish Grand Prix,GAS,6
2025,9,Spanish Grand Prix,HAD,5
2025,9,Spanish Grand Prix,HAM,5
2025,9,Spanish Grand Prix,HUL,2
2025,9,Spanish Grand Prix,LAW,4
2025,9,Spanish Grand Prix,LEC,3
2025,9,Spanish Grand Prix,NOR,5
2025,9,Spanish Grand Prix,OCO,3
2025,9,Spanish Grand Prix,PIA,4
2025,9,Spanish Grand Prix,RUS,4
2025,9,Spanish Grand Prix,SAI,2
2025,9,Spanish Grand Prix,STR,5
2025,9,Spanish Grand Prix,TSU,2
2025,9,Spanish Grand Prix,VER,4
2025,10,Canadian Grand Prix,ALB,15
2025,10,Canadian Grand Prix,ALO,15
2025,10,Canadian Grand Prix,ANT,7
2025,10,Canadian Grand Prix,BEA,9
2025,10,Canadian Grand Prix,BOR,5
2025,10,Canadian Grand Prix,COL,10
2025,10,Canadian Grand Prix,GAS,6
2025,10,Canadian Grand Prix,HAD,9
2025,10,Canadian Grand Prix,HAM,15
2025,10,Canadian Grand Prix,HUL,8
2025,10,Canadian Grand Prix,LAW,6
2025,10,Canadian Grand Prix,LEC,15
2025,10,Canadian Grand Prix,NOR,10
2025,10,Canadian Grand Prix,OCO,11
2025,10,Canadian Grand Prix,PIA,11
2025,10,Canadian Grand Prix,RUS,7
2025,10,Canadian Grand Prix,SAI,7
2025,10,Canadian Grand Prix,STR,6
2025,10,Canadian Grand Prix,TSU,5
2025,10,Canadian Grand Prix,VER,8
2025,11,Austrian Grand Prix,ALB,5
2025,11,Austrian Grand Prix,ALO,4
2025,11,Austrian Grand Prix,ANT,5
2025,11,Austrian Grand Prix,BEA,5
2025,11,Austrian Grand Prix,BOR,7
2025,11,Austrian Grand Prix,COL,5
2025,11,Austrian Grand Prix,GAS,6
2025,11,Austrian Grand Prix,HAD,4
2025,11,Austrian Grand Prix,HAM,6
2025,11,Austrian Grand Prix,HUL,3
2025,11,Austrian Grand Prix,LAW,4
2025,11,Austrian Grand Prix,LEC,6
2025,11,Austrian Grand Prix,NOR,5
2025,11,Austrian Grand Prix,OCO,3
2025,11,Austrian Grand Prix,PIA,7
2025,11,Austrian Grand Prix,RUS,5
2025,11,Austrian Grand Prix,SAI,4
2025,11,Austrian Grand Prix,STR,3
2025,11,Austrian Grand Prix,TSU,2
2025,11,Austrian Grand Prix,VER,5
2025,12,British Grand Prix,ALB,4
2025,12,British Grand Prix,ALO,5
2025,12,British Grand Prix,ANT,6
2025,12,British Grand Prix,BEA,6
2025,12,British Grand Prix,BOR,2
2025,12,British Grand Prix,COL,3
2025,12,British Grand Prix,GAS,9
2025,12,British Grand Prix,HAD,4
2025,12,British Grand Prix,HAM,7
2025,12,British Grand Prix,HUL,2
2025,12,British Grand Prix,LAW,2
2025,12,British Grand Prix,LEC,8
2025,12,British Grand Prix,NOR,7
2025,12,British Grand Prix,OCO,4
2025,12,British Grand Prix,PIA,7
2025,12,British Grand Prix,RUS,7
2025,12,British Grand Prix,SAI,4
2025,12,British Grand Prix,STR,2
2025,12,British Grand Prix,TSU,5
2025,12,British Grand Prix,VER,6
2025,13,Belgian Grand Prix,ALB,6
2025,13,Belgian Grand Prix,ALO,2
2025,13,Belgian Grand Prix,ANT,2
2025,13,Belgian Grand Prix,BEA,3
2025,13,Belgian Grand Prix,BOR,6
2025,13,Belgian Grand Prix,COL,2
2025,13,Belgian Grand Prix,GAS,4
2025,13,Belgian Grand Prix,HAD,6
2025,13,Belgian Grand Prix,HAM,2
2025,13,Belgian Grand Prix,HUL,4
2025,13,Belgian Grand Prix,LAW,6
2025,13,Belgian Grand Prix,LEC,4
2025,13,Belgian Grand Prix,NOR,7
2025,13,Belgian Grand Prix,OCO,4
2025,13,Belgian Grand Prix,PIA,9
2025,13,Belgian Grand Prix,RUS,6
2025,13,Belgian Grand Prix,SAI,3
2025,13,Belgian Grand Prix,STR,2
2025,13,Belgian Grand Prix,TSU,5
2025,13,Belgian Grand Prix,VER,5
2025,14,Hungarian Grand Prix,ALB,3
2025,14,Hungarian Grand Prix,ALO,5
2025,14,Hungarian Grand Prix,ANT,3
2025,14,Hungarian Grand Prix,BEA,4
2025,14,Hungarian Grand Prix,BOR,6
2025,14,Hungarian Grand Prix,COL,4
2025,14,Hungarian Grand Prix,GAS,2
2025,14,Hungarian Grand Prix,HAD,5
2025,14,Hungarian Grand Prix,HAM,4
2025,14,Hungarian Grand Prix,HUL,2
2025,14,Hungarian Grand Prix,LAW,6
2025,14,Hungarian Grand Prix,LEC,6
2025,14,Hungarian Grand Prix,NOR,6
2025,14,Hungarian Grand Prix,OCO,2
2025,14,Hungarian Grand Prix,PIA,6
2025,14,Hungarian Grand Prix,RUS,5
2025,14,Hungarian Grand Prix,SAI,5
2025,14,Hungarian Grand Prix,STR,6
2025,14,Hungarian Grand Prix,TSU,2
2025,14,Hungarian Grand Prix,VER,6
2025,15,Dutch Grand Prix,ALB,4
2025,15,Dutch Grand Prix,ALO,5
2025,15,Dutch Grand Prix,ANT,4
2025,15,Dutch Grand Prix,BEA,3
2025,15,Dutch Grand Prix,BOR,4
2025,15,Dutch Grand Prix,COL,3
2025,15,Dutch Grand Prix,GAS,5
2025,15,Dutch Grand Prix,HAD,6
2025,15,Dutch Grand Prix,HAM,6
2025,15,Dutch Grand Prix,HUL,3
2025,15,Dutch Grand Prix,LAW,6
2025,15,Dutch Grand Prix,LEC,7
2025,15,Dutch Grand Prix,NOR,6
2025,15,Dutch Grand Prix,OCO,3
2025,15,Dutch Grand Prix,PIA,6
2025,15,Dutch Grand Prix,RUS,6
2025,15,Dutch Grand Prix,SAI,6
2025,15,Dutch Grand Prix,TSU,5
2025,15,Dutch Grand Prix,VER,6
2025,16,Italian Grand Prix,ALB,6
2025,16,Italian Grand Prix,ALO,6
2025,16,Italian Grand Prix,ANT,10
2025,16,Italian Grand Prix,BEA,5
2025,16,Italian Grand Prix,BOR,7
2025,16,Italian Grand Prix,COL,3
2025,16,Italian Grand Prix,GAS,3
2025,16,Italian Grand Prix,HAD,2
2025,16,Italian Grand Prix,HAM,6
2025,16,Italian Grand Prix,HUL,5
2025,16,Italian Grand Prix,LAW,1
2025,16,Italian Grand Prix,LEC,6
2025,16,Italian Grand Prix,NOR,9
2025,16,Italian Grand Prix,OCO,5
2025,16,Italian Grand Prix,PIA,7
2025,16,Italian Grand Prix,RUS,6
2025,16,Italian Grand Prix,SAI,7
2025,16,Italian Grand Prix,STR,3
2025,16,Italian Grand Prix,TSU,6
2025,16,Italian Grand Prix,VER,6
2025,18,Singapore Grand Prix,ALB,4
2025,18,Singapore Grand Prix,ALO,6
2025,18,Singapore Grand Prix,ANT,5
2025,18,Singapore Grand Prix,BEA,5
2025,18,Singapore Grand Prix,BOR,2
2025,18,Singapore Grand Prix,COL,2
2025,18,Singapore Grand Prix,GAS,2
2025,18,Singapore Grand Prix,HAD,6
2025,18,Singapore Grand Prix,HAM,8
2025,18,Singapore Grand Prix,HUL,4
2025,18,Singapore Grand Prix,LAW,3
2025,18,Singapore Grand Prix,LEC,8
2025,18,Singapore Grand Prix,NOR,7
2025,18,Singapore Grand Prix,OCO,1
2025,18,Singapore Grand Prix,PIA,8
2025,18,Singapore Grand Prix,RUS,5
2025,18,Singapore Grand Prix,SAI,3
2025,18,Singapore Grand Prix,STR,4
2025,18,Singapore Grand Prix,TSU,3
2025,18,Singapore Grand Prix,VER,6
2025,19,United States Grand Prix,ALB,2
2025,19,United States Grand Prix,ALO,5
2025,19,United States Grand Prix,ANT,6
2025,19,United States Grand Prix,BEA,5
2025,19,United States Grand Prix,BOR,2
2025,19,United States Grand Prix,COL,4
2025,19,United States Grand Prix,GAS,4
2025,19,United States Grand Prix,HAM,5
2025,19,United States Grand Prix,HUL,4
2025,19,United States Grand Prix,LAW,4
2025,19,United States Grand Prix,LEC,5
2025,19,United States Grand Prix,NOR,8
2025,19,United States Grand Prix,OCO,2
2025,19,United States Grand Prix,PIA,8
2025,19,United States Grand Prix,RUS,6
2025,19,United States Grand Prix,SAI,5
2025,19,United States Grand Prix,STR,2
2025,19,United States Grand Prix,TSU,4
2025,19,United States Grand Prix,VER,4
2025,20,Mexico City Grand Prix,ALB,3
2025,20,Mexico City Grand Prix,ALO,5
2025,20,Mexico City Grand Prix,ANT,6
2025,20,Mexico City Grand Prix,BEA,7
2025,20,Mexico City Grand Prix,BOR,3
2025,20,Mexico City Grand Prix,COL,2
2025,20,Mexico City Grand Prix,GAS,3
2025,20,Mexico City Grand Prix,HAD,6
2025,20,Mexico City Grand Prix,HAM,9
2025,20,Mexico City Grand Prix,HUL,5
2025,20,Mexico City Grand Prix,LAW,3
2025,20,Mexico City Grand Prix,LEC,8
2025,20,Mexico City Grand Prix,NOR,9
2025,20,Mexico City Grand Prix,OCO,5
2025,20,Mexico City Grand Prix,PIA,8
2025,20,Mexico City Grand Prix,RUS,6
2025,20,Mexico City Grand Prix,SAI,6
2025,20,Mexico City Grand Prix,STR,3
2025,20,Mexico City Grand Prix,TSU,4
2025,20,Mexico City Grand Prix,VER,6
2025,21,São Paulo Grand Prix,ALB,5
2025,21,São Paulo Grand Prix,ALO,5
2025,21,São Paulo Grand Prix,ANT,4
2025,21,São Paulo Grand Prix,BEA,5
2025,21,São Paulo Grand Prix,COL,3
2025,21,São Paulo Grand Prix,GAS,7
2025,21,São Paulo Grand Prix,HAD,9
2025,21,São Paulo Grand Prix,HAM,6
2025,21,São Paulo Grand Prix,HUL,7
2025,21,São Paulo Grand Prix,LAW,7
2025,21,São Paulo Grand Prix,LEC,10
2025,21,São Paulo Grand Prix,NOR,9
2025,21,São Paulo Grand Prix,OCO,3
2025,21,São Paulo Grand Prix,PIA,5
2025,21,São Paulo Grand Prix,RUS,5
2025,21,São Paulo Grand Prix,SAI,4
2025,21,São Paulo Grand Prix,STR,5
2025,21,São Paulo Grand Prix,TSU,5
2025,21,São Paulo Grand Prix,VER,5
2025,23,Qatar Grand Prix,ALB,9
2025,23,Qatar Grand Prix,ALO,9
2025,23,Qatar Grand Prix,ANT,10
2025,23,Qatar Grand Prix,BEA,12
2025,23,Qatar Grand Prix,BOR,8
2025,23,Qatar Grand Prix,COL,3
2025,23,Qatar Grand Prix,GAS,7
2025,23,Qatar Grand Prix,HAD,6
2025,23,Qatar Grand Prix,HAM,3
2025,23,Qatar Grand Prix,HUL,8
2025,23,Qatar Grand Prix,LAW,5
2025,23,Qatar Grand Prix,LEC,7
2025,23,Qatar Grand Prix,NOR,5
2025,23,Qatar Grand Prix,OCO,7
2025,23,Qatar Grand Prix,PIA,6
2025,23,Qatar Grand Prix,RUS,16
2025,23,Qatar Grand Prix,SAI,11
2025,23,Qatar Grand Prix,STR,6
2025,23,Qatar Grand Prix,TSU,5
2025,23,Qatar Grand Prix,VER,13
2025,24,Abu Dhabi Grand Prix,ALB,2
2025,24,Abu Dhabi Grand Prix,ALO,6
2025,24,Abu Dhabi Grand Prix,ANT,4
2025,24,Abu Dhabi Grand Prix,BEA,3
2025,24,Abu Dhabi Grand Prix,BOR,7
2025,24,Abu Dhabi Grand Prix,COL,3
2025,24,Abu Dhabi Grand Prix,GAS,3
2025,24,Abu Dhabi Grand Prix,HAD,6
2025,24,Abu Dhabi Grand Prix,HAM,3
2025,24,Abu Dhabi Grand Prix,HUL,3
2025,24,Abu Dhabi Grand Prix,LAW,4
2025,24,Abu Dhabi Grand Prix,LEC,6
2025,24,Abu Dhabi Grand Prix,NOR,5
2025,24,Abu Dhabi Grand Prix,OCO,6
2025,24,Abu Dhabi Grand Prix,PIA,5
2025,24,Abu Dhabi Grand Prix,RUS,6
2025,24,Abu Dhabi Grand Prix,SAI,4
2025,24,Abu Dhabi Grand Prix,STR,7
2025,24,Abu Dhabi Grand Prix,TSU,5
2025,24,Abu Dhabi Grand Prix,VER,6
