n_samples,speed_mean,speed_std,speed_min,speed_max,speed_q10,speed_q50,speed_q90,speed_range,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_zero_frac,throttle_full_frac,throttle_mid_frac,brake_mean,brake_std,brake_min,brake_max,brake_active_frac,brake_on_count,first_brake_frac_pos,last_brake_frac_pos,rpm_mean,rpm_std,rpm_min,rpm_max,gear_mean,gear_std,gear_min,gear_max,gear_change_count,speed_diff_mean,speed_diff_std,speed_diff_abs_mean,throttle_diff_mean,throttle_diff_std,throttle_diff_abs_mean,rpm_diff_mean,rpm_diff_std,rpm_diff_abs_mean,drs_active_frac,lap_key,Driver,season,round,LapNumber,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,Compound,TyreLife,Team,session_key,event_name,analysis_team,leader_driver
296,242.09121621621622,56.569277676322585,74.0,331.0,170.0,248.0,309.5,257.0,79.4391891891892,36.400451915866924,0.0,100.0,0.12837837837837837,0.6891891891891891,0.18243243243243243,0.125,0.33127898018417107,0.0,1.0,0.125,9,0.10508474576271186,0.8406779661016949,10625.523648648648,851.7521319926941,6862.0,11887.0,6.27027027027027,1.5386306683171334,2,8,25,0.06779661016949153,7.6136835435516375,4.854237288135593,0.0,16.62000270144137,5.2677966101694915,2.294915254237288,350.4775815628427,244.75593220338982,1.0,2019_r17_Q_ALB_lap18,ALB,2019,17,18.0,87.851,30.597,39.634,17.62,SOFT,2.0,Red Bull Racing,2019_17_Q,Japanese Grand Prix,Red Bull Racing,VER
294,241.98979591836735,56.370876021571966,77.0,329.0,173.0,250.0,306.7,252.0,81.07482993197279,33.96978951657384,0.0,100.0,0.10884353741496598,0.6802721088435374,0.2108843537414966,0.11904761904761904,0.3243967009198623,0.0,1.0,0.11904761904761904,8,0.11262798634812286,0.8430034129692833,10692.244897959185,1193.156673563923,5405.0,11973.0,6.295918367346939,1.371647451247853,3,8,25,0.08191126279863481,7.500692691686044,4.689419795221843,0.0,14.349120540087904,4.744027303754266,-1.6689419795221843,377.12646804746936,238.1467576791809,1.0,2019_r17_Q_BOT_lap20,BOT,2019,17,20.0,87.293,30.462,39.502,17.329,SOFT,2.0,Mercedes,2019_17_Q,Japanese Grand Prix,Mercedes,HAM
293,242.44027303754265,55.56263295369571,76.0,329.0,174.0,249.0,306.6,253.0,81.30034129692832,33.09448749599915,0.0,100.0,0.08191126279863481,0.6313993174061433,0.28668941979522183,0.10921501706484642,0.31244243006109557,0.0,1.0,0.10921501706484642,7,0.10616438356164383,0.8424657534246576,10879.040955631399,1158.106835970832,5434.0,12351.0,6.194539249146757,1.384739803953385,3,8,26,0.06506849315068493,7.282649837462075,4.736301369863014,0.0,12.498247299802093,4.602739726027397,-0.1643835616438356,371.4164403979723,240.56849315068493,1.0,2019_r17_Q_HAM_lap19,HAM,2019,17,19.0,87.302,30.483,39.524,17.295,SOFT,2.0,Mercedes,2019_17_Q,Japanese Grand Prix,Mercedes,HAM
294,243.44557823129253,57.742769275377,74.0,333.0,174.3,251.0,312.0,259.0,82.27551020408163,31.12754142336069,0.0,100.0,0.02040816326530612,0.673469387755102,0.30612244897959184,0.1054421768707483,0.30764598087103023,0.0,1.0,0.1054421768707483,8,0.09897610921501707,0.825938566552901,10796.272108843537,1091.652184652681,5573.0,12234.0,6.261904761904762,1.4031088511717944,3,8,26,0.06143344709897611,7.4564705278511685,4.825938566552901,0.0,15.530350312272992,5.686006825938566,2.2969283276450514,371.01906667043176,240.37883959044368,1.0,2019_r17_Q_LEC_lap15,LEC,2019,17,15.0,87.253,30.366,39.346,17.541,SOFT,2.0,Ferrari,2019_17_Q,Japanese Grand Prix,Ferrari,LEC
295,241.86779661016948,55.49020395461237,73.0,332.0,175.4,248.0,305.6,259.0,79.89491525423729,35.902444460998844,0.0,100.0,0.10847457627118644,0.688135593220339,0.2033898305084746,0.1152542372881356,0.3198711258997368,0.0,1.0,0.1152542372881356,7,0.10884353741496598,0.8401360544217688,10720.511864406779,824.037186492638,6652.0,11863.0,6.183050847457627,1.4847469999526273,2,8,23,0.05782312925170068,7.425170964075042,4.663265306122449,0.0,16.996285480554825,5.598639455782313,2.0408163265306123,323.9549620564093,216.29931972789115,1.0,2019_r17_Q_VER_lap15,VER,2019,17,15.0,87.851,30.441,39.8,17.61,SOFT,2.0,Red Bull Racing,2019_17_Q,Japanese Grand Prix,Red Bull Racing,VER
292,243.7705479452055,57.22505238970574,73.0,333.0,171.0,250.0,312.0,260.0,80.5,33.92527669195094,0.0,100.0,0.0410958904109589,0.6883561643835616,0.2705479452054795,0.17465753424657535,0.38032571387850983,0.0,1.0,0.17465753424657535,9,0.09621993127147767,0.8419243986254296,10749.729452054795,1145.580609745612,5584.0,12219.0,6.318493150684931,1.4158893808432,3,8,25,0.06872852233676977,7.391660125591046,4.8728522336769755,0.0,14.493993999894077,5.326460481099656,3.5876288659793816,390.46093237159624,245.9106529209622,1.0,2019_r17_Q_VET_lap15,VET,2019,17,15.0,87.064,30.256,39.372,17.436,SOFT,2.0,Ferrari,2019_17_Q,Japanese Grand Prix,Ferrari,LEC
254,216.82677165354332,82.10964370124907,79.0,346.0,107.3,217.5,328.70000000000005,267.0,64.09055118110236,44.22780219999672,0.0,100.0,0.2559055118110236,0.5,0.2440944881889764,0.19291338582677164,0.3953646642844748,0.0,1.0,0.19291338582677164,8,0.1857707509881423,1.0,10256.311023622047,1546.337898060063,5904.0,12492.0,5.574803149606299,2.035338722679218,3,8,24,-0.5454545454545454,10.810548800498768,7.312252964426878,-0.3952569169960474,19.310379878829007,6.790513833992095,-4.474308300395257,483.36560271179445,361.699604743083,1.0,2019_r18_Q_ALB_lap14,ALB,2019,18,14.0,75.336,26.979,28.82,19.537,SOFT,2.0,Red Bull Racing,2019_18_Q,Mexican Grand Prix,Red Bull Racing,VER
254,215.73622047244095,82.53664479657087,77.0,343.0,103.0,217.5,328.0,266.0,65.06692913385827,42.46746544547422,0.0,100.0,0.18503937007874016,0.5039370078740157,0.3110236220472441,0.18503937007874016,0.3890961940783307,0.0,1.0,0.18503937007874016,9,0.1857707509881423,1.0,10488.330708661417,1504.814250904472,6880.0,12337.0,5.417322834645669,2.1243588007533423,2,8,29,-0.5928853754940712,10.946309661844927,7.169960474308301,-0.3952569169960474,15.977721879589389,6.632411067193676,-6.972332015810276,496.31677035239517,352.75889328063244,1.0,2019_r18_Q_BOT_lap15,BOT,2019,18,15.0,75.338,27.068,28.792,19.478,SOFT,2.0,Mercedes,2019_18_Q,Mexican Grand Prix,Mercedes,HAM
253,217.61264822134387,83.56843121975261,79.0,350.0,102.2,220.0,330.8,271.0,66.56916996047431,41.93220338424285,0.0,100.0,0.18181818181818182,0.5098814229249012,0.308300395256917,0.18972332015810275,0.39285928168745154,0.0,1.0,0.18972332015810275,8,0.19444444444444445,1.0,10425.371541501976,1757.6022482337758,5896.0,12614.0,5.525691699604743,1.9931260880803265,3,8,23,-0.5079365079365079,10.997823784547228,7.285714285714286,-0.3968253968253968,16.1030443609433,6.603174603174603,-2.9682539682539684,507.96090191336225,366.2857142857143,1.0,2019_r18_Q_HAM_lap19,HAM,2019,18,19.0,75.262,26.965,28.611,19.686,SOFT,2.0,Mercedes,2019_18_Q,Mexican Grand Prix,Mercedes,HAM
252,217.5793650793651,86.08250033160219,75.0,358.0,101.0,220.0,334.8,283.0,66.72619047619048,40.144366329281006,0.0,100.0,0.051587301587301584,0.5238095238095238,0.4246031746031746,0.20634920634920634,0.4054894306463505,0.0,1.0,0.20634920634920634,9,0.17928286852589642,1.0,10441.36507936508,1590.7165295367456,6220.0,12848.0,5.531746031746032,2.0440819559921946,2,8,26,-0.5418326693227091,11.515608669448978,7.776892430278885,-0.3904382470119522,17.646272926801604,6.844621513944223,-6.394422310756972,492.54850706175625,357.5816733067729,1.0,2019_r18_Q_LEC_lap13,LEC,2019,18,13.0,75.024,26.689,28.812,19.523,SOFT,2.0,Ferrari,2019_18_Q,Mexican Grand Prix,Ferrari,LEC
252,217.18650793650792,83.25193928629065,75.0,350.0,103.1,222.0,330.8,275.0,64.09920634920636,43.84673232548338,0.0,100.0,0.24206349206349206,0.5357142857142857,0.2222222222222222,0.2222222222222222,0.41656705316562165,0.0,1.0,0.2222222222222222,10,0.18326693227091634,1.0,10374.07142857143,1595.1282089054032,5612.0,12648.0,5.496031746031746,2.030637871782867,3,8,25,-0.6215139442231076,10.71653746780203,7.378486055776892,-0.398406374501992,19.089490235472482,6.749003984063745,-1.450199203187251,502.0350510770739,367.6972111553785,1.0,2019_r18_Q_VER_lap14,VER,2019,18,14.0,74.758,26.732,28.586,19.44,SOFT,2.0,Red Bull Racing,2019_18_Q,Mexican Grand Prix,Red Bull Racing,VER
253,217.07509881422925,87.05406943075369,76.0,359.0,104.0,215.0,338.6,283.0,64.52569169960475,41.689093155295694,0.0,100.0,0.09090909090909091,0.5019762845849802,0.40711462450592883,0.2015810276679842,0.40197610876714385,0.0,1.0,0.2015810276679842,8,0.18253968253968253,1.0,10555.640316205534,1571.7993710939475,6692.0,12869.0,5.430830039525691,2.1602832024180536,2,8,28,-0.6150793650793651,11.960703036408443,7.75,-0.373015873015873,18.02686535517508,7.357142857142857,-11.075396825396826,525.0646917739286,376.718253968254,1.0,2019_r18_Q_VET_lap13,VET,2019,18,13.0,75.17,26.528,28.967,19.675,SOFT,2.0,Ferrari,2019_18_Q,Mexican Grand Prix,Ferrari,LEC
311,211.38585209003216,73.69417401031049,79.0,324.0,101.0,223.0,306.0,245.0,70.31189710610933,41.00954829732545,0.0,100.0,0.2057877813504823,0.5594855305466238,0.2347266881028939,0.17684887459807075,0.38215565101613774,0.0,1.0,0.17684887459807075,7,0.08387096774193549,0.9483870967741935,10204.942122186496,1271.5667031305595,6340.0,11806.0,5.540192926045016,1.9586430362127336,2,8,36,-0.16129032258064516,10.21483398206431,6.645161290322581,0.0,16.32358866565702,5.135483870967742,0.2838709677419355,479.3122669550358,337.7483870967742,1.0,2019_r19_Q_ALB_lap10,ALB,2019,19,10.0,92.548,24.847,37.092,30.609,SOFT,2.0,Red Bull Racing,2019_19_Q,United States Grand Prix,Red Bull Racing,VER
310,212.07096774193548,73.27225550128036,79.0,325.0,103.0,223.5,304.20000000000005,246.0,70.69354838709677,40.61445081741124,0.0,100.0,0.17419354838709677,0.5774193548387097,0.24838709677419354,0.17419354838709677,0.37988905034645143,0.0,1.0,0.17419354838709677,7,0.08737864077669903,0.9385113268608414,10327.025806451613,1381.5229903243214,6552.0,12212.0,5.474193548387097,1.9782748428880021,2,8,38,-0.1262135922330097,10.1226372375257,6.73462783171521,0.0,14.569582261435201,5.17799352750809,-1.190938511326861,481.2271237086991,340.621359223301,1.0,2019_r19_Q_BOT_lap13,BOT,2019,19,13.0,92.029,24.758,36.718,30.553,SOFT,2.0,Mercedes,2019_19_Q,United States Grand Prix,Mercedes,HAM
311,212.7138263665595,74.03890717694887,77.0,324.0,103.0,226.0,306.0,247.0,74.0032154340836,38.5539838025461,0.0,100.0,0.15112540192926044,0.5852090032154341,0.26366559485530544,0.17041800643086816,0.37660557642028036,0.0,1.0,0.17041800643086816,7,0.08709677419354839,0.9387096774193548,10482.032154340835,1379.6435159927466,6207.0,12304.0,5.427652733118971,2.028921679671866,2,8,41,-0.11290322580645161,11.408713014373099,6.906451612903226,0.0,14.250418718653776,4.774193548387097,0.4096774193548387,526.2548479155209,366.1645161290323,1.0,2019_r19_Q_HAM_lap14,HAM,2019,19,14.0,92.321,24.652,36.866,30.803,SOFT,2.0,Mercedes,2019_19_Q,United States Grand Prix,Mercedes,HAM
310,212.6483870967742,74.29754477237066,78.0,323.0,101.0,226.0,306.0,245.0,73.33548387096774,38.43774059266063,0.0,100.0,0.07096774193548387,0.5935483870967742,0.33548387096774196,0.16451612903225807,0.3713426937198871,0.0,1.0,0.16451612903225807,9,0.07766990291262135,0.9449838187702265,10089.40322580645,1490.5808522224531,5784.0,11928.0,5.690322580645161,1.7937963644803978,3,8,33,-0.18122977346278318,10.293083532771758,6.854368932038835,0.0,15.013846423071751,5.132686084142395,-2.482200647249191,469.6699903597122,334.5857605177994,1.0,2019_r19_Q_LEC_lap18,LEC,2019,19,18.0,92.137,24.574,36.989,30.574,SOFT,2.0,Ferrari,2019_19_Q,United States Grand Prix,Ferrari,LEC
310,213.18709677419355,73.50197911139247,80.0,323.0,104.0,225.5,304.20000000000005,243.0,70.5516129032258,41.642517566002,0.0,100.0,0.1967741935483871,0.603225806451613,0.2,0.1774193548387097,0.38264086385557283,0.0,1.0,0.1774193548387097,7,0.08737864077669903,0.9514563106796117,10196.98064516129,1386.2796384099902,6172.0,12138.0,5.541935483870968,1.8875806322044604,3,8,34,-0.1650485436893204,10.349820019181688,6.715210355987055,0.0,16.024332147681562,5.029126213592233,0.5922330097087378,489.3926882536164,335.75728155339806,1.0,2019_r19_Q_VER_lap14,VER,2019,19,14.0,92.096,24.706,36.968,30.422,SOFT,2.0,Red Bull Racing,2019_19_Q,United States Grand Prix,Red Bull Racing,VER
310,212.59354838709677,76.03024409071968,78.0,328.0,101.80000000000001,225.0,309.0,250.0,71.6,39.28612163030106,0.0,100.0,0.041935483870967745,0.6,0.3580645161290323,0.1870967741935484,0.39061973454014604,0.0,1.0,0.1870967741935484,9,0.08737864077669903,0.948220064724919,10173.922580645161,1525.7710175089646,5891.0,12140.0,5.606451612903226,1.860844274384269,3,8,36,-0.1715210355987055,10.69073961838142,7.064724919093851,0.0,15.64479914411624,5.4627831715210355,-1.4498381877022655,498.29147207678983,347.9805825242718,1.0,2019_r19_Q_VET_lap12,VET,2019,19,12.0,92.041,24.615,36.765,30.661,SOFT,2.0,Ferrari,2019_19_Q,United States Grand Prix,Ferrari,LEC
229,212.68558951965065,69.820363566944,88.0,332.0,121.0,217.0,313.20000000000005,244.0,66.0174672489083,43.3208111190589,0.0,100.0,0.2576419213973799,0.5065502183406113,0.23580786026200873,0.2052401746724891,0.40476174381493824,0.0,1.0,0.2052401746724891,7,0.039473684210526314,0.956140350877193,10446.056768558952,1202.5697562690577,6637.0,11953.0,5.393013100436681,1.8288967302249808,3,8,25,-0.6228070175438597,10.638133014033418,7.157894736842105,0.0,18.398429352615178,6.2368421052631575,-1.1359649122807018,447.52272988855685,344.9429824561403,1.0,2019_r20_Q_ALB_lap10,ALB,2019,20,10.0,67.935,17.654,34.384,15.897,SOFT,2.0,Red Bull Racing,2019_20_Q,Brazilian Grand Prix,Red Bull Racing,VER
229,212.8951965065502,68.35791656806845,93.0,327.0,118.8,220.0,309.40000000000003,234.0,68.00873362445415,40.691931100927036,0.0,100.0,0.17903930131004367,0.519650655021834,0.30131004366812225,0.19213973799126638,0.3948453590719192,0.0,1.0,0.19213973799126638,7,0.03508771929824561,0.9473684210526315,10516.554585152839,1249.2537571919765,6654.0,12679.0,5.401746724890829,1.8602953233173305,3,8,29,-0.6008771929824561,10.473099550998086,6.951754385964913,0.0,15.92797666147946,6.078947368421052,0.6666666666666666,482.9784002369546,348.4298245614035,1.0,2019_r20_Q_BOT_lap13,BOT,2019,20,13.0,67.874,17.621,34.33,15.923,SOFT,2.0,Mercedes,2019_20_Q,Brazilian Grand Prix,Mercedes,HAM
228,214.2719298245614,68.9682663524338,90.0,330.0,120.7,219.0,311.3,240.0,68.94298245614036,41.028638261409476,0.0,100.0,0.20614035087719298,0.5263157894736842,0.2675438596491228,0.19736842105263158,0.39888843931104107,0.0,1.0,0.19736842105263158,7,0.04405286343612335,0.9559471365638766,10613.57456140351,1271.4829763602088,6763.0,12709.0,5.4035087719298245,1.8736254203500082,3,8,27,-0.5814977973568282,10.588280859137912,7.18942731277533,0.0,16.8191841583417,5.9823788546255505,1.4052863436123348,510.43788556119017,372.9030837004405,1.0,2019_r20_Q_HAM_lap15,HAM,2019,20,15.0,67.699,17.532,34.309,15.858,SOFT,2.0,Mercedes,2019_20_Q,Brazilian Grand Prix,Mercedes,HAM
228,214.76754385964912,71.96268856485734,86.0,334.0,115.7,223.5,319.3,248.0,68.5219298245614,39.61271156895567,0.0,100.0,0.07456140350877193,0.5263157894736842,0.3991228070175439,0.20175438596491227,0.40219276859291225,0.0,1.0,0.20175438596491227,10,0.04405286343612335,0.9955947136563876,10407.236842105263,1270.1612218776756,6509.0,12118.0,5.557017543859649,1.7862159100242885,3,8,27,-0.7797356828193832,11.200700591263791,7.343612334801762,-0.11013215859030837,16.75411014108553,6.5506607929515415,-4.691629955947136,474.96795613431766,355.5022026431718,1.0,2019_r20_Q_LEC_lap16,LEC,2019,20,16.0,67.728,17.442,34.265,16.021,SOFT,2.0,Ferrari,2019_20_Q,Brazilian Grand Prix,Ferrari,LEC
228,214.34649122807016,69.90445421367524,90.0,333.0,118.7,220.0,313.6,243.0,65.30263157894737,43.39807129543003,0.0,100.0,0.22807017543859648,0.5350877192982456,0.23684210526315788,0.20614035087719298,0.40542251582540695,0.0,1.0,0.20614035087719298,7,0.039647577092511016,0.9515418502202643,10689.201754385966,1063.3945619374504,7426.0,12385.0,5.245614035087719,1.8869428623552273,2,8,29,-0.5770925110132159,10.896821181568745,7.299559471365638,0.0,19.06022128408351,6.546255506607929,-0.2026431718061674,484.00302912830216,359.2511013215859,1.0,2019_r20_Q_VER_lap5,VER,2019,20,5.0,67.503,17.425,34.245,15.833,SOFT,2.0,Red Bull Racing,2019_20_Q,Brazilian Grand Prix,Red Bull Racing,VER
228,214.4078947368421,71.63733509007893,89.0,330.0,116.7,224.0,316.3,241.0,67.71491228070175,41.286389331656686,0.0,100.0,0.06140350877192982,0.5614035087719298,0.37719298245614036,0.2149122807017544,0.41166524532653154,0.0,1.0,0.2149122807017544,8,0.04405286343612335,0.960352422907489,10467.96052631579,1238.4393167072183,6671.0,12329.0,5.464912280701754,1.7941649159359327,3,8,30,-0.6916299559471366,10.699105515692086,7.378854625550661,0.0,18.048116612941538,6.616740088105727,0.801762114537445,489.8721165940661,347.74449339207047,1.0,2019_r20_Q_VET_lap11,VET,2019,20,11.0,67.631,17.462,34.346,15.823,SOFT,2.0,Ferrari,2019_20_Q,Brazilian Grand Prix,Ferrari,LEC
323,211.94427244582045,77.76739079543889,72.0,322.0,104.0,230.0,311.8,250.0,69.70897832817337,41.4967125826146,0.0,100.0,0.20123839009287925,0.5851393188854489,0.21362229102167182,0.17647058823529413,0.3818115387869978,0.0,1.0,0.17647058823529413,7,0.046583850931677016,1.0,10312.770897832817,1260.3417374566623,6573.0,12162.0,5.461300309597523,2.1105077646009494,2,8,35,-0.3167701863354037,11.16258903199329,6.77639751552795,-0.3105590062111801,16.25870905844884,5.409937888198757,-2.37888198757764,499.302072948914,355.39130434782606,1.0,2019_r21_Q_ALB_lap17,ALB,2019,21,17.0,95.682,17.063,40.942,37.677,SOFT,2.0,Red Bull Racing,2019_21_Q,Abu Dhabi Grand Prix,Red Bull Racing,VER
320,214.359375,78.48078797459192,76.0,326.0,105.0,233.5,314.1,250.0,70.946875,40.68134818952343,0.0,100.0,0.146875,0.603125,0.25,0.16875,0.37511753643918144,0.0,1.0,0.16875,7,0.047021943573667714,0.9717868338557993,10533.109375,1305.140738963111,6640.0,12529.0,5.4,2.2034455776789916,2,8,40,-0.335423197492163,11.237727018697143,6.80564263322884,-0.018808777429467086,15.169263771073423,5.498432601880878,-2.2978056426332287,511.9103716891937,347.1442006269593,1.0,2019_r21_Q_BOT_lap14,BOT,2019,21,14.0,94.973,16.964,40.687,37.322,SOFT,2.0,Mercedes,2019_21_Q,Abu Dhabi Grand Prix,Mercedes,HAM
319,214.1755485893417,78.30516359430862,71.0,323.0,105.8,233.0,314.0,252.0,72.141065830721,40.32722491445059,0.0,100.0,0.1536050156739812,0.6081504702194357,0.23824451410658307,0.1724137931034483,0.37833315897528885,0.0,1.0,0.1724137931034483,8,0.050314465408805034,0.9748427672955975,10512.015673981192,1419.2860094015982,6261.0,12900.0,5.432601880877743,2.15317590534715,2,8,40,-0.33647798742138363,11.049215518829056,6.839622641509434,-0.018867924528301886,16.147963979096506,5.2578616352201255,-2.0943396226415096,503.12176615277923,342.8867924528302,1.0,2019_r21_Q_HAM_lap17,HAM,2019,21,17.0,94.779,16.903,40.641,37.235,SOFT,2.0,Mercedes,2019_21_Q,Abu Dhabi Grand Prix,Mercedes,HAM
320,213.546875,81.4375791667986,72.0,331.0,105.0,232.0,318.1,259.0,70.121875,39.39567974639162,0.0,100.0,0.0625,0.5625,0.375,0.184375,0.3883970555079849,0.0,1.0,0.184375,7,0.0438871473354232,1.0,10195.459375,1586.6767655130782,5333.0,12477.0,5.571875,1.973449849969547,2,8,40,-0.3605015673981191,11.525408398028667,7.1191222570532915,-0.3103448275862069,15.382980452973639,5.463949843260188,-8.021943573667711,502.30402119199147,348.57993730407526,1.0,2019_r21_Q_LEC_lap13,LEC,2019,21,13.0,95.219,16.806,40.542,37.871,SOFT,2.0,Ferrari,2019_21_Q,Abu Dhabi Grand Prix,Ferrari,LEC
321,212.9190031152648,77.749274395348,71.0,322.0,103.0,233.0,312.0,251.0,69.30529595015577,42.11799203565223,0.0,100.0,0.19314641744548286,0.5981308411214953,0.2087227414330218,0.1806853582554517,0.38535798787127706,0.0,1.0,0.1806853582554517,7,0.05,1.0,10341.006230529594,1285.9119623679762,6505.0,11915.0,5.417445482866044,2.0931900783373316,2,8,35,-0.29375,11.019274578015802,6.85,-0.3125,17.34426901635231,5.6875,0.10625,504.3224524160825,354.90625,1.0,2019_r21_Q_VER_lap11,VER,2019,21,11.0,95.139,16.967,40.823,37.349,SOFT,2.0,Red Bull Racing,2019_21_Q,Abu Dhabi Grand Prix,Red Bull Racing,VER
320,213.928125,81.77577238676142,68.0,331.0,103.0,231.5,320.0,263.0,69.45625,40.30795978782669,0.0,100.0,0.028125,0.584375,0.3875,0.1625,0.3694866386969204,0.0,1.0,0.1625,8,0.047021943573667714,1.0,10309.8875,1541.2777237690923,6014.0,12255.0,5.503125,2.064779186202315,2,8,39,-0.3605015673981191,11.282749999285688,7.1191222570532915,-0.29780564263322884,16.399178195388906,5.808777429467084,-9.952978056426332,491.5154856408403,342.73667711598745,1.0,2019_r21_Q_VET_lap12,VET,2019,21,12.0,95.339,16.811,40.488,38.04,SOFT,2.0,Ferrari,2019_21_Q,Abu Dhabi Grand Prix,Ferrari,LEC
263,243.62737642585552,63.078391882481434,71.0,325.0,142.0,257.0,316.0,254.0,76.90494296577947,38.52631813727198,0.0,100.0,0.1444866920152091,0.6653992395437263,0.19011406844106463,0.155893536121673,0.3634460018431469,0.0,1.0,0.155893536121673,7,0.05725190839694656,0.9122137404580153,10977.977186311788,958.5511049764614,6744.0,12465.0,6.14828897338403,1.708998110627937,2,8,33,-0.019083969465648856,10.535636402548981,6.645038167938932,0.0,17.276653571241443,5.435114503816794,-0.5916030534351145,475.20820724787,314.4770992366412,1.0,2020_r01_Q_ALB_lap11,ALB,2020,1,11.0,63.746,16.167,28.232,19.347,SOFT,2.0,Red Bull Racing,2020_1_Q,Austrian Grand Prix,Red Bull Racing,VER
260,246.34230769230768,62.755409698220014,73.0,323.0,148.3,261.5,316.0,250.0,80.5576923076923,35.588713158900596,0.0,100.0,0.11538461538461539,0.7153846153846154,0.16923076923076924,0.13076923076923078,0.33779803745361536,0.0,1.0,0.13076923076923078,7,0.05791505791505792,0.915057915057915,10796.680769230768,1139.185081799266,5873.0,12515.0,6.357692307692307,1.712699122244851,2,8,32,-0.02702702702702703,10.567026895311825,6.4903474903474905,0.0,14.938115236592113,5.065637065637065,0.7606177606177607,489.01817929739366,318.43629343629345,1.0,2020_r01_Q_BOT_lap14,BOT,2020,1,14.0,62.939,16.05,27.905,18.984,SOFT,2.0,Mercedes,2020_1_Q,Austrian Grand Prix,Mercedes,HAM
260,246.36923076923077,63.69632811726447,72.0,326.0,143.8,260.0,318.0,254.0,80.51538461538462,36.12061190094382,0.0,100.0,0.10384615384615385,0.7115384615384616,0.18461538461538463,0.11923076923076924,0.32468485554496596,0.0,1.0,0.11923076923076924,6,0.05791505791505792,0.915057915057915,10747.507692307692,1183.016227176531,5376.0,12553.0,6.453846153846154,1.718001615694686,2,8,29,-0.03474903474903475,10.658309576014748,6.521235521235521,0.0,14.841017955433124,5.281853281853282,-0.8494208494208494,459.28524317941725,307.4131274131274,1.0,2020_r01_Q_HAM_lap16,HAM,2020,1,16.0,63.061,15.898,28.114,19.049,SOFT,2.0,Mercedes,2020_1_Q,Austrian Grand Prix,Mercedes,HAM
264,242.67045454545453,61.66826280231154,73.0,318.0,145.0,258.5,311.0,245.0,83.0909090909091,32.27341712869598,0.0,100.0,0.011363636363636364,0.7462121212121212,0.24242424242424243,0.14772727272727273,0.35550337237567875,0.0,1.0,0.14772727272727273,7,0.057034220532319393,0.9163498098859315,10693.625,899.9860410303205,6702.0,11848.0,6.337121212121212,1.6395726654148977,2,8,33,-0.026615969581749048,10.575214737720662,6.346007604562738,0.0,15.81380206901119,4.996197718631179,4.136882129277566,402.19816368446766,275.9239543726236,1.0,2020_r01_Q_LEC_lap13,LEC,2020,1,13.0,64.041,16.442,28.251,19.348,SOFT,2.0,Ferrari,2020_1_Q,Austrian Grand Prix,Ferrari,LEC
262,244.6946564885496,60.94000480716155,75.0,321.0,152.1,258.5,312.9,246.0,79.18702290076335,37.97043798077105,0.0,100.0,0.1297709923664122,0.7366412213740458,0.13358778625954199,0.1297709923664122,0.33669446943092424,0.0,1.0,0.1297709923664122,6,0.05747126436781609,0.9118773946360154,10837.75572519084,747.4555365917467,7393.0,12037.0,6.251908396946565,1.7169138822122245,2,8,35,-0.01532567049808429,10.696861275324215,6.436781609195402,0.0,18.837973106712695,5.616858237547893,-0.011494252873563218,425.66228472417515,295.57471264367814,1.0,2020_r01_Q_VER_lap18,VER,2020,1,18.0,63.551,16.132,28.065,19.354,SOFT,2.0,Red Bull Racing,2020_1_Q,Austrian Grand Prix,Red Bull Racing,VER
265,242.48301886792453,62.061802456786964,71.0,318.0,149.0,259.0,311.6,247.0,80.01132075471698,35.27290605632162,0.0,100.0,0.033962264150943396,0.7169811320754716,0.2490566037735849,0.13962264150943396,0.3472509040945915,0.0,1.0,0.13962264150943396,7,0.056818181818181816,0.9128787878787878,10778.25283018868,986.3021312803172,6519.0,12197.0,6.222641509433962,1.71210502074444,2,8,34,-0.022727272727272728,9.691018074329033,6.340909090909091,0.0,15.997861073761117,5.242424242424242,4.534090909090909,421.6541556421246,293.35227272727275,1.0,2020_r01_Q_VET_lap12,VET,2020,1,12.0,64.206,16.272,28.547,19.387,SOFT,2.0,Ferrari,2020_1_Q,Austrian Grand Prix,Ferrari,LEC
311,207.59163987138263,57.838237666222206,94.0,320.0,128.0,208.0,283.0,226.0,66.51446945337621,42.78979697829167,0.0,100.0,0.2347266881028939,0.5273311897106109,0.2379421221864952,0.21221864951768488,0.4095377769484126,0.0,1.0,0.21221864951768488,12,0.07741935483870968,0.9225806451612903,10551.620578778135,1064.1344524986037,6834.0,12122.0,5.170418006430868,1.5491598614474502,3,8,37,-0.01935483870967742,9.925920411858506,7.27741935483871,0.0,19.575263434021185,7.122580645161291,-0.867741935483871,484.32626803375643,368.98387096774195,1.0,2020_r03_Q_ALB_lap12,ALB,2020,3,12.0,75.715,27.586,26.72,21.409,SOFT,2.0,Red Bull Racing,2020_3_Q,Hungarian Grand Prix,Red Bull Racing,VER
