experiment,model,importance_type,feature,importance
experiment_b_without_time_features,random_forest,feature_importance,num__gear_std,0.017581836379631365
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_diff_abs_max,0.017336588742505345
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_p10,0.016826931378735584
experiment_b_without_time_features,random_forest,feature_importance,num__speed_diff_std,0.016739172816620355
experiment_b_without_time_features,random_forest,feature_importance,num__rpm_std,0.016654875003761144
experiment_b_without_time_features,random_forest,feature_importance,num__rpm_cv,0.016143347444154844
experiment_b_without_time_features,random_forest,feature_importance,num__last_brake_frac_pos,0.01608315821986379
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_high_frac,0.015601695835884177
experiment_b_without_time_features,random_forest,feature_importance,num__speed_diff_abs_mean,0.015499371717578012
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_p25,0.015471971505055438
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_mean,0.015300715401295096
experiment_b_without_time_features,random_forest,feature_importance,num__first_brake_frac_pos,0.014823244755689455
experiment_b_without_time_features,random_forest,feature_importance,num__speed_p90,0.014233652218082865
experiment_b_without_time_features,random_forest,feature_importance,num__speed_range,0.013672355039198766
experiment_b_without_time_features,random_forest,feature_importance,num__n_samples,0.013577323510864733
experiment_b_without_time_features,random_forest,feature_importance,num__speed_std,0.013562176297638145
experiment_b_without_time_features,random_forest,feature_importance,num__speed_max,0.013412342010701747
experiment_b_without_time_features,random_forest,feature_importance,num__last_full_throttle_frac_pos,0.013229022906842023
experiment_b_without_time_features,random_forest,feature_importance,num__speed_p25,0.013072455271034103
experiment_b_without_time_features,random_forest,feature_importance,num__speed_min,0.013054232513290461
experiment_b_without_time_features,random_forest,feature_importance,num__speed_p10,0.013035674358504347
experiment_b_without_time_features,random_forest,feature_importance,num__speed_p75,0.01294564272615504
experiment_b_without_time_features,random_forest,feature_importance,num__brake_on_count,0.012945270022245155
experiment_b_without_time_features,random_forest,feature_importance,num__speed_median,0.012785593446804662
experiment_b_without_time_features,random_forest,feature_importance,num__speed_cv,0.012733439751641849
experiment_b_without_time_features,random_forest,feature_importance,num__speed_mean,0.012501724152096994
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_p90,0.007103419988023845
experiment_b_without_time_features,random_forest,feature_importance,num__gear_median,0.005912781018650047
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_diff_mean,0.0058007912797001645
experiment_b_without_time_features,random_forest,feature_importance,num__gear_min,0.002606732091327511
experiment_b_without_time_features,random_forest,feature_importance,num__TyreLife,0.002605010875305658
experiment_b_without_time_features,random_forest,feature_importance,num__throttle_max,0.002508953605360408
experiment_b_without_time_features,random_forest,feature_importance,cat__Compound_SOFT,0.0005907187709350467
experiment_b_without_time_features,random_forest,feature_importance,num__gear_max,0.0003269419939642213
experiment_b_without_time_features,random_forest,feature_importance,cat__Compound_MEDIUM,0.00028787426054475274
experiment_b_without_time_features,random_forest,feature_importance,cat__Compound_HARD,0.00023340697531554192
experiment_b_without_time_features,random_forest,feature_importance,num__brake_p90,0.00019624819139756123
experiment_b_without_time_features,random_forest,feature_importance,num__first_full_throttle_frac_pos,3.932119941347385e-05
experiment_b_without_time_features,random_forest,feature_importance,num__brake_diff_abs_max,2.4528548751144276e-05
experiment_b_without_time_features,random_forest,feature_importance,num__brake_max,2.217090872558813e-05
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_p75,0.06717772036790848
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_median,0.05135110393166542
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_p10,0.042866915464401245
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_max,0.03482752665877342
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_diff_abs_max,0.03306999430060387
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_zero_frac,0.03142803907394409
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_diff_mean,0.02865046076476574
experiment_b_without_time_features,xgboost,feature_importance,num__brake_on_count,0.023733770474791527
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_p90,0.022471221163868904
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_max,0.02176528610289097
experiment_b_without_time_features,xgboost,feature_importance,num__brake_std,0.02130831964313984
experiment_b_without_time_features,xgboost,feature_importance,cat__Compound_SOFT,0.02126144990324974
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_diff_abs_mean,0.018814699724316597
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_mid_frac,0.018500884994864464
experiment_b_without_time_features,xgboost,feature_importance,num__brake_mean,0.017887257039546967
experiment_b_without_time_features,xgboost,feature_importance,num__gear_median,0.017037859186530113
experiment_b_without_time_features,xgboost,feature_importance,num__brake_diff_abs_mean,0.017012037336826324
experiment_b_without_time_features,xgboost,feature_importance,num__gear_mean,0.016216618940234184
experiment_b_without_time_features,xgboost,feature_importance,num__gear_max,0.016067175194621086
experiment_b_without_time_features,xgboost,feature_importance,num__brake_diff_std,0.01578867807984352
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_std,0.015426226891577244
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_min,0.01528097316622734
experiment_b_without_time_features,xgboost,feature_importance,num__gear_change_count,0.01500595174729824
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_mean,0.014973676763474941
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_median,0.014929231256246567
experiment_b_without_time_features,xgboost,feature_importance,num__TyreLife,0.014327967539429665
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_full_frac,0.014269465580582619
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_diff_std,0.013695003464818
experiment_b_without_time_features,xgboost,feature_importance,num__speed_mean,0.013556985184550285
experiment_b_without_time_features,xgboost,feature_importance,num__speed_max,0.013354121707379818
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_diff_mean,0.013289546594023705
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_low_frac,0.013195499777793884
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_diff_abs_max,0.013026310130953789
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_high_frac,0.012852458283305168
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_diff_abs_mean,0.012756725773215294
experiment_b_without_time_features,xgboost,feature_importance,num__speed_diff_abs_mean,0.012597580440342426
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_mean,0.012334778904914856
experiment_b_without_time_features,xgboost,feature_importance,num__speed_median,0.012187445536255836
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_diff_std,0.01205440703779459
experiment_b_without_time_features,xgboost,feature_importance,num__speed_diff_abs_max,0.011763563379645348
experiment_b_without_time_features,xgboost,feature_importance,num__speed_p10,0.011708900332450867
experiment_b_without_time_features,xgboost,feature_importance,num__speed_range,0.011513418518006802
experiment_b_without_time_features,xgboost,feature_importance,num__speed_p90,0.011490239761769772
experiment_b_without_time_features,xgboost,feature_importance,num__speed_cv,0.011287471279501915
experiment_b_without_time_features,xgboost,feature_importance,num__gear_std,0.010721666738390923
experiment_b_without_time_features,xgboost,feature_importance,num__speed_p25,0.01055784523487091
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_std,0.010536285117268562
experiment_b_without_time_features,xgboost,feature_importance,num__rpm_cv,0.010237379930913448
experiment_b_without_time_features,xgboost,feature_importance,num__speed_diff_mean,0.01017596572637558
experiment_b_without_time_features,xgboost,feature_importance,num__n_samples,0.009990776889026165
experiment_b_without_time_features,xgboost,feature_importance,num__speed_min,0.009883140213787556
experiment_b_without_time_features,xgboost,feature_importance,num__first_brake_frac_pos,0.009730097837746143
experiment_b_without_time_features,xgboost,feature_importance,num__speed_diff_std,0.0094688655808568
experiment_b_without_time_features,xgboost,feature_importance,num__speed_p75,0.009288804605603218
experiment_b_without_time_features,xgboost,feature_importance,num__throttle_p25,0.008753464557230473
experiment_b_without_time_features,xgboost,feature_importance,num__last_brake_frac_pos,0.008732589893043041
experiment_b_without_time_features,xgboost,feature_importance,num__speed_std,0.008051583543419838
experiment_b_without_time_features,xgboost,feature_importance,num__brake_active_frac,0.007295222021639347
experiment_b_without_time_features,xgboost,feature_importance,num__last_full_throttle_frac_pos,0.006924563553184271
experiment_b_without_time_features,xgboost,feature_importance,num__gear_min,0.005536682438105345
experiment_b_without_time_features,xgboost,feature_importance,num__first_full_throttle_frac_pos,0.0
experiment_b_without_time_features,xgboost,feature_importance,num__brake_max,0.0
experiment_b_without_time_features,xgboost,feature_importance,num__brake_diff_abs_max,0.0
experiment_b_without_time_features,xgboost,feature_importance,num__brake_p90,0.0
experiment_b_without_time_features,xgboost,feature_importance,cat__Compound_HARD,0.0
experiment_b_without_time_features,xgboost,feature_importance,cat__Compound_MEDIUM,0.0
