lap_key,season,round,Driver,LapNumber,status,merged_rows
2022_r18_Q_OCO_lap17,2022,18,OCO,17.0,ok,342
2022_r18_Q_RIC_lap7,2022,18,RIC,7.0,ok,339
2022_r18_Q_SAI_lap11,2022,18,SAI,11.0,ok,342
2022_r18_Q_VET_lap14,2022,18,VET,14.0,ok,344
2022_r19_Q_ALO_lap16,2022,19,ALO,16.0,ok,366
2022_r19_Q_BOT_lap17,2022,19,BOT,17.0,ok,362
2022_r19_Q_GAS_lap5,2022,19,GAS,5.0,ok,365
2022_r19_Q_HAM_lap14,2022,19,HAM,14.0,ok,361
2022_r19_Q_OCO_lap5,2022,19,OCO,5.0,ok,368
2022_r19_Q_RIC_lap5,2022,19,RIC,5.0,ok,367
2022_r19_Q_SAI_lap12,2022,19,SAI,12.0,ok,355
2022_r19_Q_VET_lap11,2022,19,VET,11.0,ok,356
2022_r20_Q_ALO_lap14,2022,20,ALO,14.0,ok,291
2022_r20_Q_BOT_lap17,2022,20,BOT,17.0,ok,290
2022_r20_Q_GAS_lap14,2022,20,GAS,14.0,ok,301
2022_r20_Q_HAM_lap18,2022,20,HAM,18.0,ok,286
2022_r20_Q_OCO_lap17,2022,20,OCO,17.0,ok,299
2022_r20_Q_RIC_lap10,2022,20,RIC,10.0,ok,282
2022_r20_Q_SAI_lap13,2022,20,SAI,13.0,ok,302
2022_r20_Q_VET_lap9,2022,20,VET,9.0,ok,305
2022_r22_Q_ALO_lap11,2022,22,ALO,11.0,ok,316
2022_r22_Q_BOT_lap5,2022,22,BOT,5.0,ok,314
2022_r22_Q_GAS_lap5,2022,22,GAS,5.0,ok,333
2022_r22_Q_HAM_lap20,2022,22,HAM,20.0,ok,314
2022_r22_Q_OCO_lap16,2022,22,OCO,16.0,ok,312
2022_r22_Q_RIC_lap14,2022,22,RIC,14.0,ok,311
2022_r22_Q_SAI_lap15,2022,22,SAI,15.0,ok,308
2022_r22_Q_VET_lap17,2022,22,VET,17.0,ok,309
2023_r01_Q_ALO_lap14,2023,1,ALO,14.0,ok,343
2023_r01_Q_BOT_lap11,2023,1,BOT,11.0,ok,347
2023_r01_Q_GAS_lap5,2023,1,GAS,5.0,ok,358
2023_r01_Q_HAM_lap14,2023,1,HAM,14.0,ok,333
2023_r01_Q_OCO_lap11,2023,1,OCO,11.0,ok,345
2023_r01_Q_SAI_lap17,2023,1,SAI,17.0,ok,327
2023_r02_Q_ALO_lap17,2023,2,ALO,17.0,ok,344
2023_r02_Q_BOT_lap17,2023,2,BOT,17.0,ok,338
2023_r02_Q_GAS_lap22,2023,2,GAS,22.0,ok,326
2023_r02_Q_HAM_lap17,2023,2,HAM,17.0,ok,321
2023_r02_Q_OCO_lap23,2023,2,OCO,23.0,ok,331
2023_r02_Q_SAI_lap23,2023,2,SAI,23.0,ok,326
2023_r04_Q_ALO_lap22,2023,4,ALO,22.0,ok,393
2023_r04_Q_BOT_lap16,2023,4,BOT,16.0,ok,384
2023_r04_Q_GAS_lap2,2023,4,GAS,2.0,ok,393
2023_r04_Q_HAM_lap20,2023,4,HAM,20.0,ok,382
2023_r04_Q_OCO_lap18,2023,4,OCO,18.0,ok,386
2023_r04_Q_SAI_lap20,2023,4,SAI,20.0,ok,385
2023_r05_Q_ALO_lap13,2023,5,ALO,13.0,ok,323
2023_r05_Q_BOT_lap12,2023,5,BOT,12.0,ok,338
2023_r05_Q_GAS_lap14,2023,5,GAS,14.0,ok,328
2023_r05_Q_HAM_lap8,2023,5,HAM,8.0,ok,331
2023_r05_Q_OCO_lap14,2023,5,OCO,14.0,ok,325
2023_r05_Q_SAI_lap10,2023,5,SAI,10.0,ok,333
2023_r06_Q_ALO_lap24,2023,6,ALO,24.0,ok,269
2023_r06_Q_BOT_lap21,2023,6,BOT,21.0,ok,278
2023_r06_Q_GAS_lap24,2023,6,GAS,24.0,ok,276
2023_r06_Q_HAM_lap29,2023,6,HAM,29.0,ok,276
2023_r06_Q_OCO_lap25,2023,6,OCO,25.0,ok,276
2023_r06_Q_SAI_lap27,2023,6,SAI,27.0,ok,270
2023_r09_Q_ALO_lap26,2023,9,ALO,26.0,ok,242
2023_r09_Q_BOT_lap13,2023,9,BOT,13.0,ok,254
2023_r09_Q_GAS_lap14,2023,9,GAS,14.0,ok,249
2023_r09_Q_HAM_lap24,2023,9,HAM,24.0,ok,242
2023_r09_Q_OCO_lap14,2023,9,OCO,14.0,ok,255
2023_r09_Q_SAI_lap24,2023,9,SAI,24.0,ok,236
2023_r11_Q_ALO_lap20,2023,11,ALO,20.0,ok,279
2023_r11_Q_BOT_lap19,2023,11,BOT,19.0,ok,280
2023_r11_Q_GAS_lap15,2023,11,GAS,15.0,ok,296
2023_r11_Q_HAM_lap19,2023,11,HAM,19.0,ok,278
2023_r11_Q_OCO_lap15,2023,11,OCO,15.0,ok,298
2023_r11_Q_RIC_lap14,2023,11,RIC,14.0,ok,289
2023_r11_Q_SAI_lap14,2023,11,SAI,14.0,ok,289
2023_r14_Q_ALO_lap15,2023,14,ALO,15.0,ok,302
2023_r14_Q_BOT_lap13,2023,14,BOT,13.0,ok,306
2023_r14_Q_GAS_lap6,2023,14,GAS,6.0,ok,316
2023_r14_Q_HAM_lap20,2023,14,HAM,20.0,ok,307
2023_r14_Q_OCO_lap7,2023,14,OCO,7.0,ok,317
2023_r14_Q_SAI_lap19,2023,14,SAI,19.0,ok,296
2023_r15_Q_ALO_lap16,2023,15,ALO,16.0,ok,339
2023_r15_Q_BOT_lap8,2023,15,BOT,8.0,ok,336
2023_r15_Q_GAS_lap8,2023,15,GAS,8.0,ok,350
2023_r15_Q_HAM_lap15,2023,15,HAM,15.0,ok,341
2023_r15_Q_OCO_lap17,2023,15,OCO,17.0,ok,340
2023_r15_Q_SAI_lap19,2023,15,SAI,19.0,ok,341
2023_r16_Q_ALO_lap11,2023,16,ALO,11.0,ok,331
2023_r16_Q_BOT_lap4,2023,16,BOT,4.0,ok,333
2023_r16_Q_GAS_lap11,2023,16,GAS,11.0,ok,332
2023_r16_Q_HAM_lap17,2023,16,HAM,17.0,ok,328
2023_r16_Q_OCO_lap11,2023,16,OCO,11.0,ok,335
2023_r16_Q_SAI_lap13,2023,16,SAI,13.0,ok,336
2023_r17_Q_ALO_lap20,2023,17,ALO,20.0,ok,315
2023_r17_Q_BOT_lap20,2023,17,BOT,20.0,ok,316
2023_r17_Q_GAS_lap22,2023,17,GAS,22.0,ok,313
2023_r17_Q_HAM_lap17,2023,17,HAM,17.0,ok,316
2023_r17_Q_OCO_lap23,2023,17,OCO,23.0,ok,316
2023_r17_Q_SAI_lap17,2023,17,SAI,17.0,ok,324
2023_r18_Q_ALO_lap7,2023,18,ALO,7.0,ok,349
2023_r18_Q_BOT_lap14,2023,18,BOT,14.0,ok,364
2023_r18_Q_GAS_lap18,2023,18,GAS,18.0,ok,340
2023_r18_Q_HAM_lap17,2023,18,HAM,17.0,ok,344
2023_r18_Q_OCO_lap20,2023,18,OCO,20.0,ok,344
2023_r18_Q_RIC_lap8,2023,18,RIC,8.0,ok,365
2023_r18_Q_SAI_lap17,2023,18,SAI,17.0,ok,345
2023_r19_Q_ALO_lap13,2023,19,ALO,13.0,ok,290
2023_r19_Q_BOT_lap10,2023,19,BOT,10.0,ok,289
2023_r19_Q_GAS_lap14,2023,19,GAS,14.0,ok,286
2023_r19_Q_HAM_lap17,2023,19,HAM,17.0,ok,291
2023_r19_Q_OCO_lap2,2023,19,OCO,2.0,ok,294
2023_r19_Q_RIC_lap11,2023,19,RIC,11.0,ok,296
2023_r19_Q_SAI_lap13,2023,19,SAI,13.0,ok,294
2023_r21_Q_ALO_lap19,2023,21,ALO,19.0,ok,347
2023_r21_Q_BOT_lap18,2023,21,BOT,18.0,ok,354
2023_r21_Q_GAS_lap24,2023,21,GAS,24.0,ok,354
2023_r21_Q_HAM_lap11,2023,21,HAM,11.0,ok,350
2023_r21_Q_OCO_lap7,2023,21,OCO,7.0,ok,353
2023_r21_Q_RIC_lap17,2023,21,RIC,17.0,ok,360
2023_r21_Q_SAI_lap22,2023,21,SAI,22.0,ok,353
2023_r22_Q_ALO_lap17,2023,22,ALO,17.0,ok,305
2023_r22_Q_BOT_lap5,2023,22,BOT,5.0,ok,312
2023_r22_Q_GAS_lap11,2023,22,GAS,11.0,ok,319
2023_r22_Q_HAM_lap11,2023,22,HAM,11.0,ok,324
2023_r22_Q_OCO_lap11,2023,22,OCO,11.0,ok,321
2023_r22_Q_RIC_lap11,2023,22,RIC,11.0,ok,326
2023_r22_Q_SAI_lap5,2023,22,SAI,5.0,ok,316
2024_r01_Q_ALO_lap13,2024,1,ALO,13.0,ok,342
2024_r01_Q_BOT_lap5,2024,1,BOT,5.0,ok,344
2024_r01_Q_GAS_lap8,2024,1,GAS,8.0,ok,340
2024_r01_Q_HAM_lap17,2024,1,HAM,17.0,ok,345
2024_r01_Q_OCO_lap8,2024,1,OCO,8.0,ok,344
2024_r01_Q_RIC_lap11,2024,1,RIC,11.0,ok,332
2024_r01_Q_SAI_lap17,2024,1,SAI,17.0,ok,345
2024_r02_Q_ALO_lap16,2024,2,ALO,16.0,ok,330
2024_r02_Q_BOT_lap7,2024,2,BOT,7.0,ok,328
2024_r02_Q_GAS_lap5,2024,2,GAS,5.0,ok,334
2024_r02_Q_HAM_lap23,2024,2,HAM,23.0,ok,330
2024_r02_Q_OCO_lap9,2024,2,OCO,9.0,ok,331
2024_r02_Q_RIC_lap8,2024,2,RIC,8.0,ok,337
2024_r04_Q_ALO_lap11,2024,4,ALO,11.0,ok,338
2024_r04_Q_BOT_lap11,2024,4,BOT,11.0,ok,345
2024_r04_Q_GAS_lap5,2024,4,GAS,5.0,ok,338
2024_r04_Q_HAM_lap11,2024,4,HAM,11.0,ok,338
2024_r04_Q_OCO_lap5,2024,4,OCO,5.0,ok,333
2024_r04_Q_RIC_lap11,2024,4,RIC,11.0,ok,343
2024_r04_Q_SAI_lap8,2024,4,SAI,8.0,ok,344
2024_r05_Q_ALO_lap14,2024,5,ALO,14.0,ok,360
2024_r05_Q_BOT_lap14,2024,5,BOT,14.0,ok,361
2024_r05_Q_GAS_lap8,2024,5,GAS,8.0,ok,355
2024_r05_Q_HAM_lap2,2024,5,HAM,2.0,ok,363
2024_r05_Q_OCO_lap14,2024,5,OCO,14.0,ok,358
2024_r05_Q_RIC_lap11,2024,5,RIC,11.0,ok,361
2024_r05_Q_SAI_lap16,2024,5,SAI,16.0,ok,356
2024_r06_Q_ALO_lap14,2024,6,ALO,14.0,ok,329
2024_r06_Q_BOT_lap5,2024,6,BOT,5.0,ok,331
2024_r06_Q_GAS_lap8,2024,6,GAS,8.0,ok,329
2024_r06_Q_HAM_lap14,2024,6,HAM,14.0,ok,328
2024_r06_Q_OCO_lap8,2024,6,OCO,8.0,ok,329
2024_r06_Q_RIC_lap2,2024,6,RIC,2.0,ok,333
2024_r06_Q_SAI_lap17,2024,6,SAI,17.0,ok,324
2024_r07_Q_ALO_lap2,2024,7,ALO,2.0,ok,292
2024_r07_Q_BOT_lap5,2024,7,BOT,5.0,ok,291
2024_r07_Q_GAS_lap13,2024,7,GAS,13.0,ok,291
2024_r07_Q_HAM_lap19,2024,7,HAM,19.0,ok,289
2024_r07_Q_OCO_lap14,2024,7,OCO,14.0,ok,295
2024_r07_Q_RIC_lap14,2024,7,RIC,14.0,ok,294
2024_r07_Q_SAI_lap19,2024,7,SAI,19.0,ok,297
2024_r08_Q_ALO_lap10,2024,8,ALO,10.0,ok,271
2024_r08_Q_BOT_lap10,2024,8,BOT,10.0,ok,272
2024_r08_Q_GAS_lap21,2024,8,GAS,21.0,ok,265
2024_r08_Q_HAM_lap27,2024,8,HAM,27.0,ok,268
2024_r08_Q_OCO_lap15,2024,8,OCO,15.0,ok,267
2024_r08_Q_RIC_lap20,2024,8,RIC,20.0,ok,268
2024_r08_Q_SAI_lap27,2024,8,SAI,27.0,ok,268
2024_r10_Q_ALO_lap11,2024,10,ALO,11.0,ok,272
2024_r10_Q_BOT_lap11,2024,10,BOT,11.0,ok,272
2024_r10_Q_GAS_lap17,2024,10,GAS,17.0,ok,272
2024_r10_Q_HAM_lap17,2024,10,HAM,17.0,ok,274
2024_r10_Q_OCO_lap11,2024,10,OCO,11.0,ok,273
2024_r10_Q_RIC_lap8,2024,10,RIC,8.0,ok,275
2024_r10_Q_SAI_lap5,2024,10,SAI,5.0,ok,265
2024_r11_Q_ALO_lap11,2024,11,ALO,11.0,ok,246
2024_r11_Q_BOT_lap5,2024,11,BOT,5.0,ok,238
2024_r11_Q_GAS_lap17,2024,11,GAS,17.0,ok,254
2024_r11_Q_HAM_lap17,2024,11,HAM,17.0,ok,253
2024_r11_Q_OCO_lap17,2024,11,OCO,17.0,ok,248
2024_r11_Q_RIC_lap14,2024,11,RIC,14.0,ok,249
2024_r11_Q_SAI_lap17,2024,11,SAI,17.0,ok,249
2024_r15_Q_ALO_lap15,2024,15,ALO,15.0,ok,269
2024_r15_Q_BOT_lap8,2024,15,BOT,8.0,ok,268
2024_r15_Q_GAS_lap13,2024,15,GAS,13.0,ok,274
2024_r15_Q_HAM_lap12,2024,15,HAM,12.0,ok,267
2024_r15_Q_OCO_lap8,2024,15,OCO,8.0,ok,274
2024_r15_Q_RIC_lap8,2024,15,RIC,8.0,ok,271
2024_r15_Q_SAI_lap17,2024,15,SAI,17.0,ok,275
2024_r16_Q_ALO_lap10,2024,16,ALO,10.0,ok,295
2024_r16_Q_BOT_lap2,2024,16,BOT,2.0,ok,311
2024_r16_Q_GAS_lap11,2024,16,GAS,11.0,ok,301
2024_r16_Q_HAM_lap17,2024,16,HAM,17.0,ok,313
2024_r16_Q_OCO_lap5,2024,16,OCO,5.0,ok,302
2024_r16_Q_RIC_lap11,2024,16,RIC,11.0,ok,300
2024_r16_Q_SAI_lap17,2024,16,SAI,17.0,ok,314
2024_r17_Q_ALO_lap18,2024,17,ALO,18.0,ok,395
2024_r17_Q_BOT_lap6,2024,17,BOT,6.0,ok,391
2024_r17_Q_GAS_lap14,2024,17,GAS,14.0,ok,392
2024_r17_Q_HAM_lap21,2024,17,HAM,21.0,ok,400
2024_r17_Q_OCO_lap5,2024,17,OCO,5.0,ok,387
2024_r17_Q_RIC_lap7,2024,17,RIC,7.0,ok,383
2024_r17_Q_SAI_lap22,2024,17,SAI,22.0,ok,399
2024_r18_Q_ALO_lap16,2024,18,ALO,16.0,ok,342
2024_r18_Q_BOT_lap8,2024,18,BOT,8.0,ok,342
2024_r18_Q_GAS_lap8,2024,18,GAS,8.0,ok,342
2024_r18_Q_HAM_lap15,2024,18,HAM,15.0,ok,337
2024_r18_Q_OCO_lap14,2024,18,OCO,14.0,ok,331
2024_r18_Q_RIC_lap5,2024,18,RIC,5.0,ok,335
2024_r18_Q_SAI_lap14,2024,18,SAI,14.0,ok,331
2024_r19_Q_ALO_lap17,2024,19,ALO,17.0,ok,360
2024_r19_Q_BOT_lap8,2024,19,BOT,8.0,ok,351
2024_r19_Q_GAS_lap17,2024,19,GAS,17.0,ok,354
2024_r19_Q_HAM_lap5,2024,19,HAM,5.0,ok,355
2024_r19_Q_OCO_lap14,2024,19,OCO,14.0,ok,359
2024_r19_Q_SAI_lap16,2024,19,SAI,16.0,ok,343
2024_r20_Q_ALO_lap10,2024,20,ALO,10.0,ok,288
2024_r20_Q_BOT_lap8,2024,20,BOT,8.0,ok,291
2024_r20_Q_GAS_lap17,2024,20,GAS,17.0,ok,293
2024_r20_Q_HAM_lap15,2024,20,HAM,15.0,ok,291
2024_r20_Q_OCO_lap8,2024,20,OCO,8.0,ok,296
2024_r20_Q_SAI_lap20,2024,20,SAI,20.0,ok,292
2024_r22_Q_ALO_lap5,2024,22,ALO,5.0,ok,353
2024_r22_Q_BOT_lap7,2024,22,BOT,7.0,ok,347
2024_r22_Q_GAS_lap24,2024,22,GAS,24.0,ok,348
2024_r22_Q_HAM_lap17,2024,22,HAM,17.0,ok,350
2024_r22_Q_OCO_lap17,2024,22,OCO,17.0,ok,354
2024_r22_Q_SAI_lap23,2024,22,SAI,23.0,ok,349
2024_r23_Q_ALO_lap12,2024,23,ALO,12.0,ok,305
2024_r23_Q_BOT_lap18,2024,23,BOT,18.0,ok,304
2024_r23_Q_GAS_lap13,2024,23,GAS,13.0,ok,314
2024_r23_Q_HAM_lap22,2024,23,HAM,22.0,ok,306
2024_r23_Q_OCO_lap9,2024,23,OCO,9.0,ok,313
2024_r23_Q_SAI_lap25,2024,23,SAI,25.0,ok,298
2024_r24_Q_ALO_lap18,2024,24,ALO,18.0,ok,325
2024_r24_Q_BOT_lap14,2024,24,BOT,14.0,ok,315
2024_r24_Q_GAS_lap17,2024,24,GAS,17.0,ok,319
2024_r24_Q_HAM_lap3,2024,24,HAM,3.0,ok,313
2024_r24_Q_SAI_lap15,2024,24,SAI,15.0,ok,322
2025_r01_Q_ALO_lap5,2025,1,ALO,5.0,ok,298
2025_r01_Q_GAS_lap20,2025,1,GAS,20.0,ok,279
2025_r01_Q_HAM_lap14,2025,1,HAM,14.0,ok,284
2025_r01_Q_OCO_lap5,2025,1,OCO,5.0,ok,298
2025_r01_Q_SAI_lap20,2025,1,SAI,20.0,ok,285
2025_r02_Q_ALO_lap14,2025,2,ALO,14.0,ok,337
2025_r02_Q_GAS_lap8,2025,2,GAS,8.0,ok,345
2025_r02_Q_HAM_lap17,2025,2,HAM,17.0,ok,342
2025_r02_Q_OCO_lap14,2025,2,OCO,14.0,ok,349
2025_r02_Q_SAI_lap8,2025,2,SAI,8.0,ok,340
2025_r03_Q_ALO_lap11,2025,3,ALO,11.0,ok,320
2025_r03_Q_GAS_lap11,2025,3,GAS,11.0,ok,325
2025_r03_Q_HAM_lap14,2025,3,HAM,14.0,ok,328
2025_r03_Q_OCO_lap8,2025,3,OCO,8.0,ok,334
2025_r03_Q_SAI_lap14,2025,3,SAI,14.0,ok,319
2025_r04_Q_ALO_lap8,2025,4,ALO,8.0,ok,335
2025_r04_Q_GAS_lap18,2025,4,GAS,18.0,ok,322
2025_r04_Q_HAM_lap17,2025,4,HAM,17.0,ok,323
2025_r04_Q_OCO_lap5,2025,4,OCO,5.0,ok,333
2025_r04_Q_SAI_lap18,2025,4,SAI,18.0,ok,335
2025_r05_Q_ALO_lap13,2025,5,ALO,13.0,ok,322
2025_r05_Q_GAS_lap14,2025,5,GAS,14.0,ok,325
2025_r05_Q_HAM_lap14,2025,5,HAM,14.0,ok,323
2025_r05_Q_OCO_lap5,2025,5,OCO,5.0,ok,328
2025_r05_Q_SAI_lap14,2025,5,SAI,14.0,ok,336
2025_r06_Q_ALO_lap8,2025,6,ALO,8.0,ok,328
2025_r06_Q_GAS_lap8,2025,6,GAS,8.0,ok,331
2025_r06_Q_HAM_lap11,2025,6,HAM,11.0,ok,329
2025_r06_Q_OCO_lap20,2025,6,OCO,20.0,ok,324
2025_r06_Q_SAI_lap19,2025,6,SAI,19.0,ok,312
2025_r07_Q_ALO_lap18,2025,7,ALO,18.0,ok,283
2025_r07_Q_GAS_lap10,2025,7,GAS,10.0,ok,281
2025_r07_Q_HAM_lap10,2025,7,HAM,10.0,ok,284
2025_r07_Q_OCO_lap2,2025,7,OCO,2.0,ok,290
2025_r07_Q_SAI_lap14,2025,7,SAI,14.0,ok,289
2025_r08_Q_ALO_lap29,2025,8,ALO,29.0,ok,262
2025_r08_Q_GAS_lap10,2025,8,GAS,10.0,ok,260
2025_r08_Q_HAM_lap27,2025,8,HAM,27.0,ok,260
2025_r08_Q_OCO_lap31,2025,8,OCO,31.0,ok,264
2025_r08_Q_SAI_lap20,2025,8,SAI,20.0,ok,269
2025_r09_Q_ALO_lap13,2025,9,ALO,13.0,ok,267
2025_r09_Q_GAS_lap17,2025,9,GAS,17.0,ok,273
2025_r09_Q_HAM_lap14,2025,9,HAM,14.0,ok,269
2025_r09_Q_OCO_lap8,2025,9,OCO,8.0,ok,273
2025_r09_Q_SAI_lap5,2025,9,SAI,5.0,ok,274
2025_r10_Q_ALO_lap24,2025,10,ALO,24.0,ok,267
2025_r10_Q_GAS_lap9,2025,10,GAS,9.0,ok,277
2025_r10_Q_HAM_lap25,2025,10,HAM,25.0,ok,269
2025_r10_Q_OCO_lap12,2025,10,OCO,12.0,ok,269
2025_r10_Q_SAI_lap12,2025,10,SAI,12.0,ok,268
2025_r11_Q_ALO_lap13,2025,11,ALO,13.0,ok,244
2025_r11_Q_GAS_lap14,2025,11,GAS,14.0,ok,240
2025_r11_Q_HAM_lap17,2025,11,HAM,17.0,ok,243
2025_r11_Q_OCO_lap8,2025,11,OCO,8.0,ok,242
2025_r11_Q_SAI_lap8,2025,11,SAI,8.0,ok,244
2025_r12_Q_ALO_lap8,2025,12,ALO,8.0,ok,316
2025_r12_Q_GAS_lap14,2025,12,GAS,14.0,ok,324
2025_r12_Q_HAM_lap12,2025,12,HAM,12.0,ok,314
2025_r12_Q_OCO_lap8,2025,12,OCO,8.0,ok,323
2025_r12_Q_SAI_lap11,2025,12,SAI,11.0,ok,313
2025_r13_Q_ALO_lap7,2025,13,ALO,7.0,ok,379
2025_r13_Q_GAS_lap13,2025,13,GAS,13.0,ok,383
2025_r13_Q_HAM_lap7,2025,13,HAM,7.0,ok,368
2025_r13_Q_OCO_lap13,2025,13,OCO,13.0,ok,368
2025_r13_Q_SAI_lap4,2025,13,SAI,4.0,ok,381
2025_r14_Q_ALO_lap5,2025,14,ALO,5.0,ok,281
2025_r14_Q_GAS_lap5,2025,14,GAS,5.0,ok,290
2025_r14_Q_HAM_lap11,2025,14,HAM,11.0,ok,278
2025_r14_Q_OCO_lap5,2025,14,OCO,5.0,ok,296
2025_r14_Q_SAI_lap8,2025,14,SAI,8.0,ok,283
2025_r15_Q_ALO_lap10,2025,15,ALO,10.0,ok,260
2025_r15_Q_GAS_lap14,2025,15,GAS,14.0,ok,256
2025_r15_Q_HAM_lap13,2025,15,HAM,13.0,ok,256
2025_r15_Q_OCO_lap8,2025,15,OCO,8.0,ok,266
2025_r15_Q_SAI_lap11,2025,15,SAI,11.0,ok,256
2025_r16_Q_ALO_lap13,2025,16,ALO,13.0,ok,298
2025_r16_Q_GAS_lap8,2025,16,GAS,8.0,ok,298
2025_r16_Q_HAM_lap16,2025,16,HAM,16.0,ok,297
2025_r16_Q_OCO_lap14,2025,16,OCO,14.0,ok,299
2025_r16_Q_SAI_lap18,2025,16,SAI,18.0,ok,299
2025_r18_Q_ALO_lap17,2025,18,ALO,17.0,ok,325
2025_r18_Q_GAS_lap5,2025,18,GAS,5.0,ok,338
2025_r18_Q_HAM_lap19,2025,18,HAM,19.0,ok,327
2025_r18_Q_OCO_lap2,2025,18,OCO,2.0,ok,337
2025_r18_Q_SAI_lap10,2025,18,SAI,10.0,ok,342
2025_r19_Q_ALO_lap17,2025,19,ALO,17.0,ok,348
2025_r19_Q_GAS_lap7,2025,19,GAS,7.0,ok,341
2025_r19_Q_HAM_lap17,2025,19,HAM,17.0,ok,343
2025_r19_Q_OCO_lap7,2025,19,OCO,7.0,ok,342
2025_r19_Q_SAI_lap10,2025,19,SAI,10.0,ok,355
2025_r20_Q_ALO_lap14,2025,20,ALO,14.0,ok,292
2025_r20_Q_GAS_lap8,2025,20,GAS,8.0,ok,285
2025_r20_Q_HAM_lap20,2025,20,HAM,20.0,ok,278
2025_r20_Q_OCO_lap14,2025,20,OCO,14.0,ok,286
2025_r20_Q_SAI_lap17,2025,20,SAI,17.0,ok,282
2025_r21_Q_ALO_lap11,2025,21,ALO,11.0,ok,272
2025_r21_Q_GAS_lap14,2025,21,GAS,14.0,ok,257
2025_r21_Q_HAM_lap8,2025,21,HAM,8.0,ok,266
2025_r21_Q_OCO_lap8,2025,21,OCO,8.0,ok,266
2025_r21_Q_SAI_lap9,2025,21,SAI,9.0,ok,264
2025_r23_Q_ALO_lap14,2025,23,ALO,14.0,ok,308
2025_r23_Q_GAS_lap14,2025,23,GAS,14.0,ok,308
2025_r23_Q_HAM_lap8,2025,23,HAM,8.0,ok,303
2025_r23_Q_OCO_lap10,2025,23,OCO,10.0,ok,298
2025_r23_Q_SAI_lap15,2025,23,SAI,15.0,ok,303
2025_r24_Q_ALO_lap11,2025,24,ALO,11.0,ok,315
2025_r24_Q_GAS_lap8,2025,24,GAS,8.0,ok,311
2025_r24_Q_HAM_lap5,2025,24,HAM,5.0,ok,312
2025_r24_Q_OCO_lap17,2025,24,OCO,17.0,ok,317
2025_r24_Q_SAI_lap11,2025,24,SAI,11.0,ok,311
