lap_key,season,round,Driver,LapNumber,status,merged_rows
2018_r01_Q_HAM_lap19,2018,1,HAM,19.0,ok,273
2018_r01_Q_RIC_lap16,2018,1,RIC,16.0,ok,276
2018_r01_Q_SAI_lap16,2018,1,SAI,16.0,ok,282
2018_r01_Q_VET_lap19,2018,1,VET,19.0,ok,275
2018_r02_Q_ALO_lap11,2018,2,ALO,11.0,ok,304
2018_r02_Q_BOT_lap14,2018,2,BOT,14.0,ok,297
2018_r02_Q_GAS_lap17,2018,2,GAS,17.0,ok,301
2018_r02_Q_HAM_lap12,2018,2,HAM,12.0,ok,297
2018_r02_Q_OCO_lap15,2018,2,OCO,15.0,ok,302
2018_r02_Q_RIC_lap11,2018,2,RIC,11.0,ok,298
2018_r02_Q_SAI_lap11,2018,2,SAI,11.0,ok,302
2018_r02_Q_VET_lap11,2018,2,VET,11.0,ok,296
2018_r03_Q_ALO_lap10,2018,3,ALO,10.0,ok,314
2018_r03_Q_BOT_lap15,2018,3,BOT,15.0,ok,309
2018_r03_Q_GAS_lap8,2018,3,GAS,8.0,ok,317
2018_r03_Q_HAM_lap14,2018,3,HAM,14.0,ok,309
2018_r03_Q_OCO_lap8,2018,3,OCO,8.0,ok,313
2018_r03_Q_RIC_lap8,2018,3,RIC,8.0,ok,310
2018_r03_Q_SAI_lap17,2018,3,SAI,17.0,ok,313
2018_r03_Q_VET_lap13,2018,3,VET,13.0,ok,306
2018_r04_Q_ALO_lap15,2018,4,ALO,15.0,ok,350
2018_r04_Q_BOT_lap19,2018,4,BOT,19.0,ok,342
2018_r04_Q_GAS_lap4,2018,4,GAS,4.0,ok,352
2018_r04_Q_HAM_lap19,2018,4,HAM,19.0,ok,342
2018_r04_Q_OCO_lap13,2018,4,OCO,13.0,ok,346
2018_r04_Q_RIC_lap19,2018,4,RIC,19.0,ok,343
2018_r04_Q_SAI_lap19,2018,4,SAI,19.0,ok,347
2018_r04_Q_VET_lap4,2018,4,VET,4.0,ok,347
2018_r05_Q_ALO_lap20,2018,5,ALO,20.0,ok,261
2018_r05_Q_BOT_lap12,2018,5,BOT,12.0,ok,257
2018_r05_Q_GAS_lap12,2018,5,GAS,12.0,ok,267
2018_r05_Q_HAM_lap15,2018,5,HAM,15.0,ok,256
2018_r05_Q_OCO_lap13,2018,5,OCO,13.0,ok,265
2018_r05_Q_RIC_lap16,2018,5,RIC,16.0,ok,258
2018_r05_Q_SAI_lap18,2018,5,SAI,18.0,ok,262
2018_r05_Q_VET_lap15,2018,5,VET,15.0,ok,257
2018_r06_Q_ALO_lap23,2018,6,ALO,23.0,ok,243
2018_r06_Q_BOT_lap24,2018,6,BOT,24.0,ok,241
2018_r06_Q_GAS_lap28,2018,6,GAS,28.0,ok,243
2018_r06_Q_HAM_lap21,2018,6,HAM,21.0,ok,240
2018_r06_Q_OCO_lap26,2018,6,OCO,26.0,ok,242
2018_r06_Q_RIC_lap13,2018,6,RIC,13.0,ok,238
2018_r06_Q_SAI_lap27,2018,6,SAI,27.0,ok,243
2018_r06_Q_VET_lap19,2018,6,VET,19.0,ok,239
2018_r07_Q_ALO_lap13,2018,7,ALO,13.0,ok,245
2018_r07_Q_BOT_lap16,2018,7,BOT,16.0,ok,239
2018_r07_Q_HAM_lap20,2018,7,HAM,20.0,ok,239
2018_r07_Q_OCO_lap13,2018,7,OCO,13.0,ok,242
2018_r07_Q_RIC_lap17,2018,7,RIC,17.0,ok,239
2018_r07_Q_SAI_lap5,2018,7,SAI,5.0,ok,243
2018_r07_Q_VET_lap17,2018,7,VET,17.0,ok,238
2018_r08_Q_BOT_lap16,2018,8,BOT,16.0,ok,304
2018_r08_Q_GAS_lap16,2018,8,GAS,16.0,ok,312
2018_r08_Q_HAM_lap18,2018,8,HAM,18.0,ok,303
2018_r08_Q_OCO_lap13,2018,8,OCO,13.0,ok,310
2018_r08_Q_RIC_lap15,2018,8,RIC,15.0,ok,306
2018_r08_Q_SAI_lap15,2018,8,SAI,15.0,ok,309
2018_r08_Q_VET_lap18,2018,8,VET,18.0,ok,304
2018_r09_Q_ALO_lap7,2018,9,ALO,7.0,ok,218
2018_r09_Q_BOT_lap16,2018,9,BOT,16.0,ok,213
2018_r09_Q_GAS_lap11,2018,9,GAS,11.0,ok,219
2018_r09_Q_HAM_lap19,2018,9,HAM,19.0,ok,213
2018_r09_Q_OCO_lap18,2018,9,OCO,18.0,ok,219
2018_r09_Q_RIC_lap18,2018,9,RIC,18.0,ok,216
2018_r09_Q_SAI_lap10,2018,9,SAI,10.0,ok,218
2018_r09_Q_VET_lap16,2018,9,VET,16.0,ok,214
2018_r10_Q_ALO_lap8,2018,10,ALO,8.0,ok,297
2018_r10_Q_BOT_lap11,2018,10,BOT,11.0,ok,290
2018_r10_Q_GAS_lap14,2018,10,GAS,14.0,ok,297
2018_r10_Q_HAM_lap14,2018,10,HAM,14.0,ok,289
2018_r10_Q_OCO_lap10,2018,10,OCO,10.0,ok,296
2018_r10_Q_RIC_lap10,2018,10,RIC,10.0,ok,293
2018_r10_Q_SAI_lap7,2018,10,SAI,7.0,ok,297
2018_r10_Q_VET_lap12,2018,10,VET,12.0,ok,290
2018_r11_Q_ALO_lap15,2018,11,ALO,15.0,ok,248
2018_r11_Q_BOT_lap16,2018,11,BOT,16.0,ok,240
2018_r11_Q_SAI_lap18,2018,11,SAI,18.0,ok,245
2018_r11_Q_VET_lap14,2018,11,VET,14.0,ok,240
2018_r14_Q_ALO_lap5,2018,14,ALO,5.0,ok,275
2018_r14_Q_BOT_lap17,2018,14,BOT,17.0,ok,268
2018_r14_Q_GAS_lap23,2018,14,GAS,23.0,ok,274
2018_r14_Q_HAM_lap18,2018,14,HAM,18.0,ok,268
2018_r14_Q_OCO_lap16,2018,14,OCO,16.0,ok,273
2018_r14_Q_RIC_lap2,2018,14,RIC,2.0,ok,274
2018_r14_Q_SAI_lap16,2018,14,SAI,16.0,ok,272
2018_r14_Q_VET_lap18,2018,14,VET,18.0,ok,266
2018_r15_Q_ALO_lap11,2018,15,ALO,11.0,ok,332
2018_r15_Q_BOT_lap19,2018,15,BOT,19.0,ok,326
2018_r15_Q_GAS_lap6,2018,15,GAS,6.0,ok,336
2018_r15_Q_HAM_lap14,2018,15,HAM,14.0,ok,324
2018_r15_Q_OCO_lap19,2018,15,OCO,19.0,ok,330
2018_r15_Q_RIC_lap11,2018,15,RIC,11.0,ok,326
2018_r15_Q_SAI_lap8,2018,15,SAI,8.0,ok,332
2018_r15_Q_VET_lap13,2018,15,VET,13.0,ok,326
2018_r16_Q_ALO_lap2,2018,16,ALO,2.0,ok,321
2018_r16_Q_BOT_lap16,2018,16,BOT,16.0,ok,307
2018_r16_Q_GAS_lap2,2018,16,GAS,2.0,ok,318
2018_r16_Q_HAM_lap15,2018,16,HAM,15.0,ok,308
2018_r16_Q_OCO_lap13,2018,16,OCO,13.0,ok,315
2018_r16_Q_RIC_lap2,2018,16,RIC,2.0,ok,314
2018_r16_Q_SAI_lap2,2018,16,SAI,2.0,ok,319
2018_r16_Q_VET_lap17,2018,16,VET,17.0,ok,310
2018_r18_Q_ALO_lap5,2018,18,ALO,5.0,ok,320
2018_r18_Q_BOT_lap16,2018,18,BOT,16.0,ok,311
2018_r18_Q_GAS_lap8,2018,18,GAS,8.0,ok,320
2018_r18_Q_HAM_lap18,2018,18,HAM,18.0,ok,310
2018_r18_Q_OCO_lap17,2018,18,OCO,17.0,ok,317
2018_r18_Q_RIC_lap10,2018,18,RIC,10.0,ok,315
2018_r18_Q_SAI_lap11,2018,18,SAI,11.0,ok,319
2018_r18_Q_VET_lap16,2018,18,VET,16.0,ok,310
2018_r19_Q_ALO_lap5,2018,19,ALO,5.0,ok,259
2018_r19_Q_BOT_lap18,2018,19,BOT,18.0,ok,253
2018_r19_Q_GAS_lap8,2018,19,GAS,8.0,ok,258
2018_r19_Q_HAM_lap19,2018,19,HAM,19.0,ok,252
2018_r19_Q_OCO_lap7,2018,19,OCO,7.0,ok,256
2018_r19_Q_RIC_lap14,2018,19,RIC,14.0,ok,251
2018_r19_Q_SAI_lap17,2018,19,SAI,17.0,ok,257
2018_r19_Q_VET_lap12,2018,19,VET,12.0,ok,252
2018_r20_Q_ALO_lap8,2018,20,ALO,8.0,ok,234
2018_r20_Q_BOT_lap13,2018,20,BOT,13.0,ok,227
2018_r20_Q_GAS_lap12,2018,20,GAS,12.0,ok,231
2018_r20_Q_HAM_lap16,2018,20,HAM,16.0,ok,226
2018_r20_Q_OCO_lap14,2018,20,OCO,14.0,ok,231
2018_r20_Q_RIC_lap12,2018,20,RIC,12.0,ok,228
2018_r20_Q_SAI_lap8,2018,20,SAI,8.0,ok,233
2018_r20_Q_VET_lap13,2018,20,VET,13.0,ok,227
2018_r21_Q_ALO_lap14,2018,21,ALO,14.0,ok,330
2018_r21_Q_BOT_lap17,2018,21,BOT,17.0,ok,320
2018_r21_Q_GAS_lap5,2018,21,GAS,5.0,ok,331
2018_r21_Q_HAM_lap17,2018,21,HAM,17.0,ok,320
2018_r21_Q_OCO_lap17,2018,21,OCO,17.0,ok,325
2018_r21_Q_RIC_lap15,2018,21,RIC,15.0,ok,321
2018_r21_Q_SAI_lap5,2018,21,SAI,5.0,ok,326
2018_r21_Q_VET_lap16,2018,21,VET,16.0,ok,321
2019_r01_Q_BOT_lap15,2019,1,BOT,15.0,ok,271
2019_r01_Q_GAS_lap2,2019,1,GAS,2.0,ok,279
2019_r01_Q_HAM_lap17,2019,1,HAM,17.0,ok,271
2019_r01_Q_RIC_lap11,2019,1,RIC,11.0,ok,277
2019_r01_Q_SAI_lap5,2019,1,SAI,5.0,ok,280
2019_r01_Q_VET_lap15,2019,1,VET,15.0,ok,274
2019_r02_Q_BOT_lap14,2019,2,BOT,14.0,ok,297
2019_r02_Q_GAS_lap8,2019,2,GAS,8.0,ok,301
2019_r02_Q_HAM_lap11,2019,2,HAM,11.0,ok,297
2019_r02_Q_RIC_lap8,2019,2,RIC,8.0,ok,302
2019_r02_Q_SAI_lap16,2019,2,SAI,16.0,ok,299
2019_r02_Q_VET_lap12,2019,2,VET,12.0,ok,297
2019_r03_Q_BOT_lap14,2019,3,BOT,14.0,ok,308
2019_r03_Q_GAS_lap11,2019,3,GAS,11.0,ok,313
2019_r03_Q_HAM_lap11,2019,3,HAM,11.0,ok,308
2019_r03_Q_RIC_lap17,2019,3,RIC,17.0,ok,313
2019_r03_Q_SAI_lap11,2019,3,SAI,11.0,ok,316
2019_r03_Q_VET_lap15,2019,3,VET,15.0,ok,309
2019_r04_Q_BOT_lap19,2019,4,BOT,19.0,ok,338
2019_r04_Q_GAS_lap4,2019,4,GAS,4.0,ok,341
2019_r04_Q_HAM_lap20,2019,4,HAM,20.0,ok,338
2019_r04_Q_RIC_lap13,2019,4,RIC,13.0,ok,344
2019_r04_Q_SAI_lap7,2019,4,SAI,7.0,ok,343
2019_r04_Q_VET_lap22,2019,4,VET,22.0,ok,339
2019_r05_Q_BOT_lap14,2019,5,BOT,14.0,ok,254
2019_r05_Q_GAS_lap13,2019,5,GAS,13.0,ok,259
2019_r05_Q_HAM_lap8,2019,5,HAM,8.0,ok,256
2019_r05_Q_RIC_lap12,2019,5,RIC,12.0,ok,260
2019_r05_Q_SAI_lap8,2019,5,SAI,8.0,ok,261
2019_r05_Q_VET_lap13,2019,5,VET,13.0,ok,257
2019_r06_Q_BOT_lap22,2019,6,BOT,22.0,ok,236
2019_r06_Q_GAS_lap20,2019,6,GAS,20.0,ok,239
2019_r06_Q_HAM_lap27,2019,6,HAM,27.0,ok,236
2019_r06_Q_RIC_lap22,2019,6,RIC,22.0,ok,239
2019_r06_Q_SAI_lap29,2019,6,SAI,29.0,ok,240
2019_r06_Q_VET_lap23,2019,6,VET,23.0,ok,239
2019_r07_Q_BOT_lap11,2019,7,BOT,11.0,ok,239
2019_r07_Q_GAS_lap16,2019,7,GAS,16.0,ok,240
2019_r07_Q_HAM_lap20,2019,7,HAM,20.0,ok,238
2019_r07_Q_RIC_lap19,2019,7,RIC,19.0,ok,239
2019_r07_Q_SAI_lap10,2019,7,SAI,10.0,ok,242
2019_r07_Q_VET_lap21,2019,7,VET,21.0,ok,236
2019_r08_Q_BOT_lap15,2019,8,BOT,15.0,ok,299
2019_r08_Q_GAS_lap18,2019,8,GAS,18.0,ok,303
2019_r08_Q_HAM_lap19,2019,8,HAM,19.0,ok,297
2019_r08_Q_RIC_lap19,2019,8,RIC,19.0,ok,303
2019_r08_Q_SAI_lap20,2019,8,SAI,20.0,ok,301
2019_r08_Q_VET_lap13,2019,8,VET,13.0,ok,301
2019_r09_Q_BOT_lap24,2019,9,BOT,24.0,ok,214
2019_r09_Q_GAS_lap11,2019,9,GAS,11.0,ok,216
2019_r09_Q_HAM_lap25,2019,9,HAM,25.0,ok,213
2019_r09_Q_RIC_lap6,2019,9,RIC,6.0,ok,217
2019_r09_Q_SAI_lap7,2019,9,SAI,7.0,ok,217
2019_r09_Q_VET_lap8,2019,9,VET,8.0,ok,215
2019_r10_Q_BOT_lap16,2019,10,BOT,16.0,ok,286
2019_r10_Q_GAS_lap20,2019,10,GAS,20.0,ok,288
2019_r10_Q_HAM_lap15,2019,10,HAM,15.0,ok,286
2019_r10_Q_RIC_lap20,2019,10,RIC,20.0,ok,290
2019_r10_Q_SAI_lap4,2019,10,SAI,4.0,ok,291
2019_r10_Q_VET_lap15,2019,10,VET,15.0,ok,288
2019_r11_Q_BOT_lap18,2019,11,BOT,18.0,ok,243
2019_r11_Q_GAS_lap14,2019,11,GAS,14.0,ok,243
2019_r11_Q_HAM_lap15,2019,11,HAM,15.0,ok,241
2019_r11_Q_RIC_lap11,2019,11,RIC,11.0,ok,245
2019_r11_Q_SAI_lap11,2019,11,SAI,11.0,ok,245
2019_r12_Q_BOT_lap17,2019,12,BOT,17.0,ok,252
2019_r12_Q_GAS_lap18,2019,12,GAS,18.0,ok,254
2019_r12_Q_HAM_lap20,2019,12,HAM,20.0,ok,252
2019_r12_Q_RIC_lap5,2019,12,RIC,5.0,ok,261
2019_r12_Q_SAI_lap19,2019,12,SAI,19.0,ok,255
2019_r12_Q_VET_lap17,2019,12,VET,17.0,ok,252
2019_r13_Q_BOT_lap18,2019,13,BOT,18.0,ok,349
2019_r13_Q_GAS_lap3,2019,13,GAS,3.0,ok,358
2019_r13_Q_HAM_lap14,2019,13,HAM,14.0,ok,348
2019_r13_Q_RIC_lap10,2019,13,RIC,10.0,ok,351
2019_r13_Q_SAI_lap3,2019,13,SAI,3.0,ok,359
2019_r13_Q_VET_lap9,2019,13,VET,9.0,ok,347
2019_r14_Q_BOT_lap2,2019,14,BOT,2.0,ok,270
2019_r14_Q_GAS_lap8,2019,14,GAS,8.0,ok,271
2019_r14_Q_HAM_lap2,2019,14,HAM,2.0,ok,270
2019_r14_Q_RIC_lap10,2019,14,RIC,10.0,ok,268
2019_r14_Q_SAI_lap13,2019,14,SAI,13.0,ok,271
2019_r14_Q_VET_lap14,2019,14,VET,14.0,ok,267
2019_r15_Q_BOT_lap8,2019,15,BOT,8.0,ok,327
2019_r15_Q_GAS_lap8,2019,15,GAS,8.0,ok,332
2019_r15_Q_HAM_lap17,2019,15,HAM,17.0,ok,325
2019_r15_Q_RIC_lap17,2019,15,RIC,17.0,ok,330
2019_r15_Q_SAI_lap18,2019,15,SAI,18.0,ok,329
2019_r15_Q_VET_lap13,2019,15,VET,13.0,ok,325
2019_r16_Q_BOT_lap15,2019,16,BOT,15.0,ok,312
2019_r16_Q_GAS_lap10,2019,16,GAS,10.0,ok,316
