subset_name,config_name,n_features,fold,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,accuracy_gap,macro_f1_gap
distinctive_top5,compact_vehicle_state,38,2,0.9495412844036697,0.9493657505285412,0.9491393147727901,0.8,0.8,0.795552692921114,0.14954128440366965,0.15358662185167615
distinctive_top5,compact_vehicle_state,38,3,0.944954128440367,0.9449260042283297,0.9452240008053963,0.8545454545454545,0.8545454545454547,0.8521496428819082,0.09040867389491247,0.09307435792348806
distinctive_top5,compact_vehicle_state,38,4,0.9452054794520548,0.9451374207188159,0.9450323404703805,0.7962962962962963,0.7981818181818181,0.7963485789572745,0.14890918315575852,0.14868376151310603
distinctive_top5,compact_vehicle_state,38,5,0.954337899543379,0.9542283298097252,0.9543555637925347,0.7962962962962963,0.7963636363636365,0.7908179539758488,0.15804160324708272,0.16353760981668597
distinctive_top5,compact_controls,23,1,0.8073394495412844,0.8065539112050739,0.8061191873260839,0.6909090909090909,0.690909090909091,0.6929346778317029,0.11643035863219353,0.11318450949438097
distinctive_top5,compact_controls,23,2,0.7889908256880734,0.7884778012684989,0.7894902223590079,0.7636363636363637,0.7636363636363637,0.7638296003513394,0.02535446205170977,0.0256606220076685
distinctive_top5,compact_controls,23,3,0.7660550458715596,0.7653276955602537,0.763653293224549,0.7272727272727273,0.7272727272727273,0.7293175230566534,0.0387823185988323,0.034335770167895574
distinctive_top5,compact_controls,23,4,0.776255707762557,0.7755813953488373,0.7709412804289555,0.7222222222222222,0.72,0.7219130434782608,0.054033485540334825,0.04902823695069469
distinctive_top5,compact_controls,23,5,0.7488584474885844,0.7486257928118393,0.7477077171194818,0.7407407407407407,0.7345454545454546,0.7276240667545014,0.008117706747843734,0.020083650364980388
distinctive_top6,full_model,64,1,0.9846743295019157,0.9846723044397464,0.9847138515414154,0.803030303030303,0.8030303030303031,0.80331088664422,0.1816440264716127,0.18140296489719543
distinctive_top6,full_model,64,2,0.9808429118773946,0.9807963354474983,0.9808804747952822,0.8333333333333334,0.8333333333333334,0.830607315389924,0.14750957854406122,0.15027315940535813
distinctive_top6,full_model,64,3,0.9656488549618321,0.965644820295983,0.965936622066827,0.8615384615384616,0.8621212121212122,0.8636891839409001,0.10411039342337047,0.10224743812592685
distinctive_top6,full_model,64,4,0.9961832061068703,0.9962121212121212,0.996168582375479,0.7692307692307693,0.7712121212121211,0.7689661503600123,0.226952436876101,0.22720243201546675
distinctive_top6,full_model,64,5,0.9732824427480916,0.9732205778717407,0.9732606899855355,0.8923076923076924,0.890909090909091,0.890675238821692,0.08097475044039926,0.08258545116384353
