setup,model,n_samples,n_drivers,n_groups,oof_accuracy,oof_balanced_accuracy,oof_macro_f1
race_2025_top5,hybrid_cnn_tabular,4334,5,18,0.8527918781725888,0.8521691841430823,0.8524259154561872
