metric,mean,median,std,n
teammate_minus_ver_lap_time,-2.502375000000003,0.07699999999999106,10.399823446418058,16
speed_min_leader_minus_teammate,-0.8125,0.0,5.957837974746655,16
speed_mean_leader_minus_teammate,-4.416058695715908,0.02802092612768095,19.14370005676891,16
throttle_full_frac_leader_minus_teammate,-0.03519856248881187,-0.00612547254692475,0.13255140763163517,16
throttle_mid_frac_leader_minus_teammate,0.0634948406627911,0.0484915964621936,0.07930459610443676,16
throttle_diff_abs_mean_leader_minus_teammate,0.08160261339456493,0.05945564954581735,0.3098650109901882,16
brake_active_frac_leader_minus_teammate,0.009629875388340724,0.0085572782609756,0.024340445207626578,16
gear_change_count_leader_minus_teammate,-0.6875,-1.0,1.8518009252256753,16
