Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,season,round,event_name,session_name,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,session_max_rainfall,session_is_dry_by_weather,source_label,session_key,compound_upper,is_wet_compound,is_slick_compound,session_is_dry_final,dry_flag_source,lap_key
0 days 00:31:58.314000,AIT,89,0 days 00:00:54.892000,8.0,3.0,,,0 days 00:00:19.037000,0 days 00:00:19.258000,0 days 00:00:16.597000,0 days 00:31:22.459000,0 days 00:31:41.717000,0 days 00:31:58.314000,290.0,271.0,295.0,338.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2020,16,Sakhir Grand Prix,Q,54.892,19.037,19.258,16.597,,,2018_2022_q_backfill,2020_16_Q,SOFT,False,True,True,compound_inference,2020_r16_Q_AIT_lap8
0 days 01:15:37.144000,ALB,23,0 days 00:01:26.345000,23.0,6.0,,,0 days 00:00:27.746000,0 days 00:00:34.987000,0 days 00:00:23.612000,0 days 01:14:38.545000,0 days 01:15:13.532000,0 days 01:15:37.144000,316.0,270.0,252.0,329.0,True,SOFT,4.0,True,Toro Rosso,1.0,,,,False,True,2019,10,British Grand Prix,Q,86.345,27.746,34.987,23.612,,,2018_2022_q_backfill,2019_10_Q,SOFT,False,True,True,compound_inference,2019_r10_Q_ALB_lap23
0 days 00:34:13.425000,ALB,23,0 days 00:01:13.958000,8.0,2.0,,,0 days 00:00:15.928000,0 days 00:00:35.738000,0 days 00:00:22.292000,0 days 00:33:15.395000,0 days 00:33:51.133000,0 days 00:34:13.425000,217.0,258.0,268.0,340.0,False,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,11,German Grand Prix,Q,73.958,15.928,35.738,22.292,,,2018_2022_q_backfill,2019_11_Q,SOFT,False,True,True,compound_inference,2019_r11_Q_ALB_lap8
0 days 00:44:20.644000,ALB,23,0 days 00:01:16.687000,10.0,3.0,,,0 days 00:00:27.675000,0 days 00:00:27.191000,0 days 00:00:21.821000,0 days 00:43:31.632000,0 days 00:43:58.823000,0 days 00:44:20.644000,278.0,255.0,261.0,306.0,True,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,12,Hungarian Grand Prix,Q,76.687,27.675,27.191,21.821,,,2018_2022_q_backfill,2019_12_Q,SOFT,False,True,True,compound_inference,2019_r12_Q_ALB_lap10
0 days 00:35:02.075000,ALB,23,0 days 00:01:45.528000,3.0,2.0,,,0 days 00:00:31.214000,0 days 00:00:45.344000,0 days 00:00:28.970000,0 days 00:33:47.761000,0 days 00:34:33.105000,0 days 00:35:02.075000,330.0,203.0,220.0,307.0,True,SOFT,3.0,False,Red Bull Racing,1.0,,,,False,True,2019,13,Belgian Grand Prix,Q,105.528,31.214,45.344,28.97,,,2018_2022_q_backfill,2019_13_Q,SOFT,False,True,True,compound_inference,2019_r13_Q_ALB_lap3
0 days 00:58:37.442000,ALB,23,0 days 00:01:20.195000,10.0,3.0,,,0 days 00:00:27.195000,0 days 00:00:26.608000,0 days 00:00:26.392000,0 days 00:57:44.442000,0 days 00:58:11.050000,0 days 00:58:37.442000,317.0,327.0,310.0,330.0,False,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2019,14,Italian Grand Prix,Q,80.195,27.195,26.608,26.392,,,2018_2022_q_backfill,2019_14_Q,SOFT,False,True,True,compound_inference,2019_r14_Q_ALB_lap10
0 days 01:15:44.457000,ALB,23,0 days 00:01:37.411000,15.0,5.0,,,0 days 00:00:26.801000,0 days 00:00:37.513000,0 days 00:00:33.097000,0 days 01:14:33.847000,0 days 01:15:11.360000,0 days 01:15:44.457000,313.0,283.0,260.0,303.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2019,15,Singapore Grand Prix,Q,97.411,26.801,37.513,33.097,,,2018_2022_q_backfill,2019_15_Q,SOFT,False,True,True,compound_inference,2019_r15_Q_ALB_lap15
0 days 00:23:45.490000,ALB,23,0 days 00:02:07.862000,3.0,1.0,,,0 days 00:00:48.238000,0 days 00:00:46.753000,0 days 00:00:32.871000,0 days 00:22:25.866000,0 days 00:23:12.619000,0 days 00:23:45.490000,193.0,289.0,176.0,272.0,False,SOFT,3.0,True,Red Bull Racing,1.0,,,,False,True,2019,16,Russian Grand Prix,Q,127.862,48.238,46.753,32.871,,,2018_2022_q_backfill,2019_16_Q,SOFT,False,True,True,compound_inference,2019_r16_Q_ALB_lap3
0 days 01:31:45.298000,ALB,23,0 days 00:01:27.851000,18.0,7.0,,,0 days 00:00:30.597000,0 days 00:00:39.634000,0 days 00:00:17.620000,0 days 01:30:48.044000,0 days 01:31:27.678000,0 days 01:31:45.298000,280.0,309.0,269.0,306.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2019,17,Japanese Grand Prix,Q,87.851,30.597,39.634,17.62,,,2018_2022_q_backfill,2019_17_Q,SOFT,False,True,True,compound_inference,2019_r17_Q_ALB_lap18
0 days 01:07:49.279000,ALB,23,0 days 00:01:15.336000,14.0,4.0,,,0 days 00:00:26.979000,0 days 00:00:28.820000,0 days 00:00:19.537000,0 days 01:07:00.922000,0 days 01:07:29.742000,0 days 01:07:49.279000,320.0,300.0,258.0,344.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2019,18,Mexican Grand Prix,Q,75.336,26.979,28.82,19.537,,,2018_2022_q_backfill,2019_18_Q,SOFT,False,True,True,compound_inference,2019_r18_Q_ALB_lap14
0 days 01:08:14.725000,ALB,23,0 days 00:01:32.548000,10.0,3.0,,,0 days 00:00:24.847000,0 days 00:00:37.092000,0 days 00:00:30.609000,0 days 01:07:07.024000,0 days 01:07:44.116000,0 days 01:08:14.725000,245.0,196.0,215.0,322.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2019,19,United States Grand Prix,Q,92.548,24.847,37.092,30.609,,,2018_2022_q_backfill,2019_19_Q,SOFT,False,True,True,compound_inference,2019_r19_Q_ALB_lap10
0 days 00:55:47.537000,ALB,23,0 days 00:01:22.636000,13.0,4.0,,,0 days 00:00:27.410000,0 days 00:00:22.368000,0 days 00:00:32.858000,0 days 00:54:52.311000,0 days 00:55:14.679000,0 days 00:55:47.537000,284.0,290.0,299.0,322.0,True,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,1,Australian Grand Prix,Q,82.636,27.41,22.368,32.858,,,2018_2022_q_backfill,2019_1_Q,SOFT,False,True,True,compound_inference,2019_r01_Q_ALB_lap13
0 days 01:08:15.118000,ALB,23,0 days 00:01:07.935000,10.0,3.0,,,0 days 00:00:17.654000,0 days 00:00:34.384000,0 days 00:00:15.897000,0 days 01:07:24.837000,0 days 01:07:59.221000,0 days 01:08:15.118000,326.0,268.0,325.0,327.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2019,20,Brazilian Grand Prix,Q,67.935,17.654,34.384,15.897,,,2018_2022_q_backfill,2019_20_Q,SOFT,False,True,True,compound_inference,2019_r20_Q_ALB_lap10
0 days 01:08:19.806000,ALB,23,0 days 00:01:35.682000,17.0,5.0,,,0 days 00:00:17.063000,0 days 00:00:40.942000,0 days 00:00:37.677000,0 days 01:07:01.187000,0 days 01:07:42.129000,0 days 01:08:19.806000,287.0,319.0,222.0,320.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2019,21,Abu Dhabi Grand Prix,Q,95.682,17.063,40.942,37.677,,,2018_2022_q_backfill,2019_21_Q,SOFT,False,True,True,compound_inference,2019_r21_Q_ALB_lap17
0 days 00:55:09.769000,ALB,23,0 days 00:01:29.513000,14.0,5.0,,,0 days 00:00:28.148000,0 days 00:00:38.865000,0 days 00:00:22.500000,0 days 00:54:08.404000,0 days 00:54:47.269000,0 days 00:55:09.769000,246.0,268.0,291.0,324.0,True,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,2,Bahrain Grand Prix,Q,89.513,28.148,38.865,22.5,,,2018_2022_q_backfill,2019_2_Q,SOFT,False,True,True,compound_inference,2019_r02_Q_ALB_lap14
0 days 00:30:40.242000,ALB,23,0 days 00:01:42.154000,7.0,2.0,,,0 days 00:00:35.812000,0 days 00:00:41.341000,0 days 00:00:25.001000,0 days 00:29:33.900000,0 days 00:30:15.241000,0 days 00:30:40.242000,208.0,237.0,335.0,313.0,True,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,4,Azerbaijan Grand Prix,Q,102.154,35.812,41.341,25.001,,,2018_2022_q_backfill,2019_4_Q,SOFT,False,True,True,compound_inference,2019_r04_Q_ALB_lap7
0 days 00:54:59.784000,ALB,23,0 days 00:01:17.445000,13.0,4.0,,,0 days 00:00:21.796000,0 days 00:00:28.801000,0 days 00:00:26.848000,0 days 00:54:04.135000,0 days 00:54:32.936000,0 days 00:54:59.784000,288.0,304.0,285.0,320.0,True,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,5,Spanish Grand Prix,Q,77.445,21.796,28.801,26.848,,,2018_2022_q_backfill,2019_5_Q,SOFT,False,True,True,compound_inference,2019_r05_Q_ALB_lap13
0 days 00:54:49.031000,ALB,23,0 days 00:01:11.429000,22.0,4.0,,,0 days 00:00:18.809000,0 days 00:00:33.714000,0 days 00:00:18.906000,0 days 00:53:56.411000,0 days 00:54:30.125000,0 days 00:54:49.031000,220.0,206.0,273.0,284.0,True,SOFT,4.0,True,Toro Rosso,1.0,,,,False,True,2019,6,Monaco Grand Prix,Q,71.429,18.809,33.714,18.906,,,2018_2022_q_backfill,2019_6_Q,SOFT,False,True,True,compound_inference,2019_r06_Q_ALB_lap22
0 days 00:30:29.362000,ALB,23,0 days 00:01:12.020000,6.0,2.0,,,0 days 00:00:20.001000,0 days 00:00:22.934000,0 days 00:00:29.085000,0 days 00:29:37.343000,0 days 00:30:00.277000,0 days 00:30:29.362000,260.0,282.0,296.0,324.0,True,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,7,Canadian Grand Prix,Q,72.02,20.001,22.934,29.085,,,2018_2022_q_backfill,2019_7_Q,SOFT,False,True,True,compound_inference,2019_r07_Q_ALB_lap6
0 days 00:55:36.434000,ALB,23,0 days 00:01:30.461000,13.0,4.0,,,0 days 00:00:22.741000,0 days 00:00:27.863000,0 days 00:00:39.857000,0 days 00:54:28.714000,0 days 00:54:56.577000,0 days 00:55:36.434000,115.0,289.0,298.0,340.0,True,SOFT,2.0,True,Toro Rosso,1.0,,,,False,True,2019,8,French Grand Prix,Q,90.461,22.741,27.863,39.857,,,2018_2022_q_backfill,2019_8_Q,SOFT,False,True,True,compound_inference,2019_r08_Q_ALB_lap13
0 days 00:46:19.087000,ALB,23,0 days 00:01:04.665000,11.0,3.0,,,0 days 00:00:16.268000,0 days 00:00:28.646000,0 days 00:00:19.751000,0 days 00:45:30.690000,0 days 00:45:59.336000,0 days 00:46:19.087000,320.0,243.0,288.0,314.0,True,SOFT,5.0,False,Toro Rosso,1.0,,,,False,True,2019,9,Austrian Grand Prix,Q,64.665,16.268,28.646,19.751,,,2018_2022_q_backfill,2019_9_Q,SOFT,False,True,True,compound_inference,2019_r09_Q_ALB_lap11
0 days 01:26:47.011000,ALB,23,0 days 00:01:33.008000,18.0,7.0,,,0 days 00:00:33.940000,0 days 00:00:32.102000,0 days 00:00:26.966000,0 days 01:25:47.943000,0 days 01:26:20.045000,0 days 01:26:47.011000,273.0,314.0,168.0,320.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,10,Russian Grand Prix,Q,93.008,33.94,32.102,26.966,,,2018_2022_q_backfill,2020_10_Q,SOFT,False,True,True,compound_inference,2020_r10_Q_ALB_lap18
0 days 01:12:07.755000,ALB,23,0 days 00:01:26.047000,14.0,5.0,,,0 days 00:00:27.964000,0 days 00:00:35.712000,0 days 00:00:22.371000,0 days 01:11:09.672000,0 days 01:11:45.384000,0 days 01:12:07.755000,270.0,242.0,257.0,310.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,11,Eifel Grand Prix,Q,86.047,27.964,35.712,22.371,,,2018_2022_q_backfill,2020_11_Q,SOFT,False,True,True,compound_inference,2020_r11_Q_ALB_lap14
0 days 01:13:37.450000,ALB,23,0 days 00:01:17.411000,13.0,3.0,,,0 days 00:00:22.465000,0 days 00:00:29.744000,0 days 00:00:25.202000,0 days 01:12:42.504000,0 days 01:13:12.248000,0 days 01:13:37.450000,275.0,196.0,303.0,315.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,12,Portuguese Grand Prix,Q,77.411,22.465,29.744,25.202,,,2018_2022_q_backfill,2020_12_Q,SOFT,False,True,True,compound_inference,2020_r12_Q_ALB_lap13
0 days 01:14:35.218000,ALB,23,0 days 00:01:14.572000,20.0,6.0,,,0 days 00:00:23.825000,0 days 00:00:25.616000,0 days 00:00:25.131000,0 days 01:13:44.471000,0 days 01:14:10.087000,0 days 01:14:35.218000,238.0,265.0,283.0,294.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,13,Emilia Romagna Grand Prix,Q,74.572,23.825,25.616,25.131,,,2018_2022_q_backfill,2020_13_Q,SOFT,False,True,True,compound_inference,2020_r13_Q_ALB_lap20
0 days 01:23:17.203000,ALB,23,0 days 00:01:28.274000,17.0,7.0,,,0 days 00:00:27.926000,0 days 00:00:38.118000,0 days 00:00:22.230000,0 days 01:22:16.855000,0 days 01:22:54.973000,0 days 01:23:17.203000,246.0,272.0,293.0,320.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,15,Bahrain Grand Prix,Q,88.274,27.926,38.118,22.23,,,2018_2022_q_backfill,2020_15_Q,SOFT,False,True,True,compound_inference,2020_r15_Q_ALB_lap17
0 days 00:47:44.580000,ALB,23,0 days 00:00:54.026000,8.0,2.0,,,0 days 00:00:18.879000,0 days 00:00:18.726000,0 days 00:00:16.421000,0 days 00:47:09.433000,0 days 00:47:28.159000,0 days 00:47:44.580000,287.0,269.0,293.0,318.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,16,Sakhir Grand Prix,Q,54.026,18.879,18.726,16.421,,,2018_2022_q_backfill,2020_16_Q,SOFT,False,True,True,compound_inference,2020_r16_Q_ALB_lap8
0 days 01:07:54.100000,ALB,23,0 days 00:01:35.571000,11.0,4.0,,,0 days 00:00:17.058000,0 days 00:00:40.847000,0 days 00:00:37.666000,0 days 01:06:35.587000,0 days 01:07:16.434000,0 days 01:07:54.100000,288.0,320.0,228.0,321.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,17,Abu Dhabi Grand Prix,Q,95.571,17.058,40.847,37.666,,,2018_2022_q_backfill,2020_17_Q,SOFT,False,True,True,compound_inference,2020_r17_Q_ALB_lap11
0 days 00:52:40.951000,ALB,23,0 days 00:01:03.746000,11.0,3.0,,,0 days 00:00:16.167000,0 days 00:00:28.232000,0 days 00:00:19.347000,0 days 00:51:53.372000,0 days 00:52:21.604000,0 days 00:52:40.951000,320.0,255.0,289.0,318.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,1,Austrian Grand Prix,Q,63.746,16.167,28.232,19.347,,,2018_2022_q_backfill,2020_1_Q,SOFT,False,True,True,compound_inference,2020_r01_Q_ALB_lap11
0 days 00:44:46.915000,ALB,23,0 days 00:01:15.715000,12.0,3.0,,,0 days 00:00:27.586000,0 days 00:00:26.720000,0 days 00:00:21.409000,0 days 00:43:58.786000,0 days 00:44:25.506000,0 days 00:44:46.915000,283.0,256.0,262.0,308.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,3,Hungarian Grand Prix,Q,75.715,27.586,26.72,21.409,,,2018_2022_q_backfill,2020_3_Q,SOFT,False,True,True,compound_inference,2020_r03_Q_ALB_lap12
0 days 01:01:59.694000,ALB,23,0 days 00:01:26.545000,10.0,3.0,,,0 days 00:00:27.718000,0 days 00:00:34.998000,0 days 00:00:23.829000,0 days 01:01:00.867000,0 days 01:01:35.865000,0 days 01:01:59.694000,312.0,267.0,257.0,310.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,4,British Grand Prix,Q,86.545,27.718,34.998,23.829,,,2018_2022_q_backfill,2020_4_Q,SOFT,False,True,True,compound_inference,2020_r04_Q_ALB_lap10
0 days 00:55:39.134000,ALB,23,0 days 00:01:26.642000,11.0,4.0,,,0 days 00:00:27.732000,0 days 00:00:35.227000,0 days 00:00:23.683000,0 days 00:54:40.224000,0 days 00:55:15.451000,0 days 00:55:39.134000,309.0,272.0,253.0,328.0,True,MEDIUM,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,5,70th Anniversary Grand Prix,Q,86.642,27.732,35.227,23.683,,,2018_2022_q_backfill,2020_5_Q,MEDIUM,False,True,True,compound_inference,2020_r05_Q_ALB_lap11
0 days 01:14:54.658000,ALB,23,0 days 00:01:17.029000,17.0,6.0,,,0 days 00:00:21.681000,0 days 00:00:28.494000,0 days 00:00:26.854000,0 days 01:13:59.310000,0 days 01:14:27.804000,0 days 01:14:54.658000,288.0,301.0,285.0,315.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,6,Spanish Grand Prix,Q,77.029,21.681,28.494,26.854,,,2018_2022_q_backfill,2020_6_Q,SOFT,False,True,True,compound_inference,2020_r06_Q_ALB_lap17
0 days 00:55:45.116000,ALB,23,0 days 00:01:42.193000,8.0,3.0,,,0 days 00:00:30.313000,0 days 00:00:43.409000,0 days 00:00:28.471000,0 days 00:54:33.236000,0 days 00:55:16.645000,0 days 00:55:45.116000,330.0,219.0,228.0,309.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,7,Belgian Grand Prix,Q,102.193,30.313,43.409,28.471,,,2018_2022_q_backfill,2020_7_Q,SOFT,False,True,True,compound_inference,2020_r07_Q_ALB_lap8
0 days 00:44:01.073000,ALB,23,0 days 00:01:20.064000,9.0,3.0,,,0 days 00:00:26.759000,0 days 00:00:26.911000,0 days 00:00:26.394000,0 days 00:43:07.768000,0 days 00:43:34.679000,0 days 00:44:01.073000,325.0,332.0,317.0,338.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,8,Italian Grand Prix,Q,80.064,26.759,26.911,26.394,,,2018_2022_q_backfill,2020_8_Q,SOFT,False,True,True,compound_inference,2020_r08_Q_ALB_lap9
0 days 00:44:50.935000,ALB,23,0 days 00:01:15.914000,8.0,3.0,,,0 days 00:00:27.237000,0 days 00:00:20.958000,0 days 00:00:27.719000,0 days 00:44:02.258000,0 days 00:44:23.216000,0 days 00:44:50.935000,280.0,259.0,303.0,311.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2020,9,Tuscan Grand Prix,Q,75.914,27.237,20.958,27.719,,,2018_2022_q_backfill,2020_9_Q,SOFT,False,True,True,compound_inference,2020_r09_Q_ALB_lap8
0 days 00:54:22.249000,ALB,23,0 days 00:01:06.230000,14.0,5.0,,,0 days 00:00:16.669000,0 days 00:00:29.384000,0 days 00:00:20.177000,0 days 00:53:32.688000,0 days 00:54:02.072000,0 days 00:54:22.249000,315.0,247.0,283.0,316.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,11,Austrian Grand Prix,Q,66.23,16.669,29.384,20.177,,,2018_2022_q_backfill,2022_11_Q,SOFT,False,True,True,compound_inference,2022_r11_Q_ALB_lap14
0 days 00:53:46.666000,ALB,23,0 days 00:01:33.307000,10.0,4.0,,,0 days 00:00:23.361000,0 days 00:00:28.451000,0 days 00:00:41.495000,0 days 00:52:36.720000,0 days 00:53:05.171000,0 days 00:53:46.666000,117.0,279.0,298.0,333.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,12,French Grand Prix,Q,93.307,23.361,28.451,41.495,,,2018_2022_q_backfill,2022_12_Q,SOFT,False,True,True,compound_inference,2022_r12_Q_ALB_lap10
0 days 00:32:54.247000,ALB,23,0 days 00:01:19.256000,9.0,2.0,,,0 days 00:00:28.290000,0 days 00:00:28.442000,0 days 00:00:22.524000,0 days 00:32:03.281000,0 days 00:32:31.723000,0 days 00:32:54.247000,283.0,249.0,258.0,310.0,True,SOFT,4.0,True,Williams,1.0,,,,False,True,2022,13,Hungarian Grand Prix,Q,79.256,28.29,28.442,22.524,,,2018_2022_q_backfill,2022_13_Q,SOFT,False,True,True,compound_inference,2022_r13_Q_ALB_lap9
0 days 00:59:16.438000,ALB,23,0 days 00:01:45.672000,5.0,2.0,,,0 days 00:00:30.799000,0 days 00:00:45.726000,0 days 00:00:29.147000,0 days 00:58:01.565000,0 days 00:58:47.291000,0 days 00:59:16.438000,334.0,202.0,221.0,311.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,14,Belgian Grand Prix,Q,105.672,30.799,45.726,29.147,,,2018_2022_q_backfill,2022_14_Q,SOFT,False,True,True,compound_inference,2022_r14_Q_ALB_lap5
0 days 00:30:24.229000,ALB,23,0 days 00:01:11.695000,8.0,2.0,,,0 days 00:00:24.606000,0 days 00:00:25.238000,0 days 00:00:21.851000,0 days 00:29:37.140000,0 days 00:30:02.378000,0 days 00:30:24.229000,281.0,287.0,314.0,322.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,15,Dutch Grand Prix,Q,71.695,24.606,25.238,21.851,,,2018_2022_q_backfill,2022_15_Q,SOFT,False,True,True,compound_inference,2022_r15_Q_ALB_lap8
0 days 00:32:15.267000,ALB,23,0 days 00:01:31.311000,5.0,2.0,,,0 days 00:00:32.089000,0 days 00:00:41.037000,0 days 00:00:18.185000,0 days 00:31:16.045000,0 days 00:31:57.082000,0 days 00:32:15.267000,284.0,308.0,266.0,306.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,18,Japanese Grand Prix,Q,91.311,32.089,41.037,18.185,,,2018_2022_q_backfill,2022_18_Q,SOFT,False,True,True,compound_inference,2022_r18_Q_ALB_lap5
0 days 00:54:15.498000,ALB,23,0 days 00:01:36.368000,14.0,4.0,,,0 days 00:00:25.936000,0 days 00:00:38.879000,0 days 00:00:31.553000,0 days 00:53:05.066000,0 days 00:53:43.945000,0 days 00:54:15.498000,217.0,191.0,208.0,324.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,19,United States Grand Prix,Q,96.368,25.936,38.879,31.553,,,2018_2022_q_backfill,2022_19_Q,SOFT,False,True,True,compound_inference,2022_r19_Q_ALB_lap14
0 days 00:50:37.212000,ALB,23,0 days 00:01:32.664000,12.0,5.0,,,0 days 00:00:29.564000,0 days 00:00:39.897000,0 days 00:00:23.203000,0 days 00:49:34.112000,0 days 00:50:14.009000,0 days 00:50:37.212000,240.0,271.0,287.0,313.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,1,Bahrain Grand Prix,Q,92.664,29.564,39.897,23.203,,,2018_2022_q_backfill,2022_1_Q,SOFT,False,True,True,compound_inference,2022_r01_Q_ALB_lap12
0 days 00:20:39.090000,ALB,23,0 days 00:01:20.859000,3.0,1.0,,,0 days 00:00:27.963000,0 days 00:00:31.907000,0 days 00:00:20.989000,0 days 00:19:46.194000,0 days 00:20:18.101000,0 days 00:20:39.090000,313.0,290.0,249.0,348.0,True,SOFT,3.0,True,Williams,1.0,,,,False,True,2022,20,Mexico City Grand Prix,Q,80.859,27.963,31.907,20.989,,,2018_2022_q_backfill,2022_20_Q,SOFT,False,True,True,compound_inference,2022_r20_Q_ALB_lap3
0 days 00:28:48.926000,ALB,23,0 days 00:01:26.028000,8.0,2.0,,,0 days 00:00:17.561000,0 days 00:00:36.708000,0 days 00:00:31.759000,0 days 00:27:40.459000,0 days 00:28:17.167000,0 days 00:28:48.926000,294.0,328.0,216.0,334.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,22,Abu Dhabi Grand Prix,Q,86.028,17.561,36.708,31.759,,,2018_2022_q_backfill,2022_22_Q,SOFT,False,True,True,compound_inference,2022_r22_Q_ALB_lap8
0 days 00:39:32.934000,ALB,23,0 days 00:01:30.492000,8.0,2.0,,,0 days 00:00:33.167000,0 days 00:00:28.975000,0 days 00:00:28.350000,0 days 00:38:35.609000,0 days 00:39:04.584000,0 days 00:39:32.934000,288.0,323.0,304.0,326.0,True,SOFT,4.0,True,Williams,1.0,,,,False,True,2022,2,Saudi Arabian Grand Prix,Q,90.492,33.167,28.975,28.35,,,2018_2022_q_backfill,2022_2_Q,SOFT,False,True,True,compound_inference,2022_r02_Q_ALB_lap8
0 days 00:29:21.848000,ALB,23,0 days 00:01:20.135000,7.0,2.0,,,0 days 00:00:27.401000,0 days 00:00:18.067000,0 days 00:00:34.667000,0 days 00:28:29.114000,0 days 00:28:47.181000,0 days 00:29:21.848000,283.0,300.0,300.0,315.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,3,Australian Grand Prix,Q,80.135,27.401,18.067,34.667,,,2018_2022_q_backfill,2022_3_Q,SOFT,False,True,True,compound_inference,2022_r03_Q_ALB_lap7
0 days 00:29:34.514000,ALB,23,0 days 00:01:31.266000,7.0,2.0,,,0 days 00:00:30.641000,0 days 00:00:34.810000,0 days 00:00:25.815000,0 days 00:28:33.889000,0 days 00:29:08.699000,0 days 00:29:34.514000,221.0,190.0,288.0,327.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,5,Miami Grand Prix,Q,91.266,30.641,34.81,25.815,,,2018_2022_q_backfill,2022_5_Q,SOFT,False,True,True,compound_inference,2022_r05_Q_ALB_lap7
0 days 00:24:43.480000,ALB,23,0 days 00:01:21.645000,2.0,1.0,,,0 days 00:00:22.570000,0 days 00:00:30.748000,0 days 00:00:28.327000,0 days 00:23:44.405000,0 days 00:24:15.153000,0 days 00:24:43.480000,283.0,293.0,285.0,322.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,6,Spanish Grand Prix,Q,81.645,22.57,30.748,28.327,,,2018_2022_q_backfill,2022_6_Q,SOFT,False,True,True,compound_inference,2022_r06_Q_ALB_lap2
0 days 00:37:51.752000,ALB,23,0 days 00:01:13.611000,13.0,3.0,,,0 days 00:00:19.518000,0 days 00:00:34.728000,0 days 00:00:19.365000,0 days 00:36:57.659000,0 days 00:37:32.387000,0 days 00:37:51.752000,210.0,197.0,269.0,284.0,True,SOFT,2.0,True,Williams,1.0,,,,False,True,2022,7,Monaco Grand Prix,Q,73.611,19.518,34.728,19.365,,,2018_2022_q_backfill,2022_7_Q,SOFT,False,True,True,compound_inference,2022_r07_Q_ALB_lap13
0 days 00:39:32.107000,ALB,23,0 days 00:01:44.719000,4.0,1.0,,,0 days 00:00:36.929000,0 days 00:00:42.325000,0 days 00:00:25.465000,0 days 00:38:24.317000,0 days 00:39:06.642000,0 days 00:39:32.107000,210.0,237.0,336.0,318.0,True,SOFT,4.0,True,Williams,1.0,,,,False,True,2022,8,Azerbaijan Grand Prix,Q,104.719,36.929,42.325,25.465,,,2018_2022_q_backfill,2022_8_Q,SOFT,False,True,True,compound_inference,2022_r08_Q_ALB_lap4
