lap_key,season,round,Driver,LapNumber,Team,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,Compound,TyreLife,n_samples,speed_mean,speed_std,speed_min,speed_max,speed_median,speed_range,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_median,brake_mean,brake_std,brake_min,brake_max,brake_median,rpm_mean,rpm_std,rpm_min,rpm_max,rpm_median,gear_mean,gear_std,gear_min,gear_max,gear_median,throttle_zero_frac,throttle_low_frac,throttle_mid_frac,throttle_high_frac,throttle_full_frac,brake_active_frac,brake_hard_frac,drs_active_frac,first_brake_frac_pos,last_brake_frac_pos,first_full_throttle_frac_pos,last_full_throttle_frac_pos,gear_change_count,brake_on_count,drs_toggle_count,speed_diff_mean,speed_diff_std,speed_diff_abs_mean,speed_diff_abs_max,throttle_diff_mean,throttle_diff_std,throttle_diff_abs_mean,throttle_diff_abs_max,brake_diff_mean,brake_diff_std,brake_diff_abs_mean,brake_diff_abs_max,rpm_diff_mean,rpm_diff_std,rpm_diff_abs_mean,rpm_diff_abs_max,speed_cv,rpm_cv,sector_sum_seconds,sector1_share,sector2_share,sector3_share,speed_p10,speed_p25,speed_p75,speed_p90,throttle_p10,throttle_p25,throttle_p75,throttle_p90,brake_p90
2023_1_SAI_17.0,2023,1,SAI,17.0,Ferrari,90.154,28.739,38.7,22.715,SOFT,2.0,327,215.22018348623854,70.57607275390862,64.0,326.0,228.0,262.0,72.93272171253822,39.26215648866106,0.0,100.0,99.0,0.17737003058103976,0.38256696044193134,0.0,1.0,0.0,10197.987767584098,1468.677684502016,5596.0,12157.0,10762.0,5.681957186544342,1.8090803237538369,2,8,6.0,0.1743119266055046,0.2018348623853211,0.1437308868501529,0.654434250764526,0.6238532110091743,0.17737003058103976,0.0,1.0,0.0764525993883792,0.8960244648318043,0.0,0.9969418960244648,43,21,1,-0.015337423312883436,12.418958622622533,7.874233128834356,66.0,0.0,15.919412436006937,4.846625766871166,99.0,0.0,0.2480694691784169,0.06134969325153374,1.0,0.6656441717791411,567.7609858848778,383.79447852760734,3683.0,0.327924972512726,0.14401641951076252,90.15400000000001,0.31877675976662156,0.4292654790691484,0.2519577611642301,105.6,161.0,271.0,301.40000000000003,0.0,52.5,99.0,99.0,1.0
2023_1_STR_17.0,2023,1,STR,17.0,Aston Martin,90.836,29.033,39.07,22.733,SOFT,2.0,338,213.5147928994083,69.50038801922943,66.0,319.0,226.0,253.0,72.34319526627219,39.92456497291233,0.0,100.0,99.0,0.16863905325443787,0.37498792844861967,0.0,1.0,0.0,10295.68047337278,1455.2658230373806,5284.0,12684.0,10755.5,5.650887573964497,1.9126354289458265,2,8,6.0,0.1863905325443787,0.20414201183431951,0.13609467455621302,0.6597633136094675,0.6331360946745562,0.16863905325443787,0.0,1.0,0.08875739644970414,0.9112426035502958,0.0,0.9970414201183432,43,17,1,-0.011869436201780416,12.863749421275996,7.70919881305638,107.0,0.0,16.622023543078825,4.991097922848665,99.0,0.0,0.21821789023599236,0.04747774480712166,1.0,-0.45103857566765576,509.4149697789908,358.80712166172106,1960.0,0.32550619596635,0.14134722098272806,90.83600000000001,0.31961997445946544,0.4301158131137435,0.25026421242679114,111.4,157.25,268.75,296.6,0.0,44.25,99.0,99.0,1.0
2023_1_TSU_8.0,2023,1,TSU,8.0,AlphaTauri,91.4,29.242,39.229,22.929,SOFT,2.0,355,213.32957746478874,69.31660841240257,69.0,317.0,227.0,248.0,72.10422535211268,41.6983092390495,0.0,100.0,100.0,0.17183098591549295,0.3777659195819718,0.0,1.0,0.0,10564.205633802816,1313.2269759503308,5745.0,12226.0,10975.0,5.2,1.9548577765540063,2,8,5.0,0.2140845070422535,0.23661971830985915,0.08732394366197183,0.676056338028169,0.6140845070422535,0.17183098591549295,0.0,1.0,0.07605633802816901,0.9042253521126761,0.0,0.9971830985915493,48,17,1,-0.005649717514124294,11.460486211074775,7.305084745762712,82.0,0.0,17.12758324016337,4.604519774011299,100.0,0.0,0.2128985181649398,0.04519774011299435,1.0,0.6242937853107344,496.5474995924185,357.53389830508473,1747.0,0.3249273224845892,0.12430910770501598,91.4,0.3199343544857768,0.4292013129102844,0.2508643326039387,108.8,158.5,269.5,296.6,0.0,40.0,100.0,100.0,1.0
2023_1_VER_14.0,2023,1,VER,14.0,Red Bull Racing,89.708,28.736,38.514,22.458,SOFT,2.0,318,213.83962264150944,69.39269729382222,64.0,323.0,227.5,259.0,71.96855345911949,41.81232236280294,0.0,100.0,100.0,0.1918238993710692,0.39435585036117377,0.0,1.0,0.0,10499.415094339623,1309.071888345562,5682.0,12102.0,10918.5,5.289308176100629,1.8808210568646766,2,8,6.0,0.19811320754716982,0.22955974842767296,0.10062893081761007,0.6698113207547169,0.6289308176100629,0.1918238993710692,0.0,1.0,0.06289308176100629,0.89937106918239,0.0,0.9968553459119497,49,17,1,-0.00946372239747634,12.472370934862894,8.041009463722398,72.0,0.0,17.41561935356749,5.26813880126183,100.0,0.0,0.2250175801852048,0.050473186119873815,1.0,3.1198738170347005,521.8331898124701,363.94637223974763,2151.0,0.3245081357544075,0.12468045853823803,89.708,0.3203281758594551,0.4293262585276676,0.2503455656128773,108.50000000000001,160.25,269.0,296.3,0.0,33.75,100.0,100.0,1.0
2023_2_ALB_8.0,2023,2,ALB,8.0,Williams,89.994,32.811,28.333,28.85,SOFT,4.0,328,244.33231707317074,63.67532269252365,87.0,332.0,258.0,245.0,76.59451219512195,39.40245844182555,0.0,100.0,100.0,0.1524390243902439,0.35999511031545006,0.0,1.0,0.0,10830.454268292682,1111.3468580424424,6423.0,12573.0,11001.5,6.344512195121951,1.6645890309781146,3,8,7.0,0.15853658536585366,0.18902439024390244,0.08841463414634146,0.7225609756097561,0.6859756097560976,0.1524390243902439,0.0,1.0,0.042682926829268296,0.8963414634146342,0.0,0.9969512195121951,37,19,1,-0.01529051987767584,10.460988520223475,6.229357798165138,51.0,0.0,16.10395675953222,4.807339449541284,100.0,0.0,0.2349781349963872,0.05504587155963303,1.0,-0.3333333333333333,405.332479851916,270.0703363914373,1869.0,0.260609498797716,0.1026131342704645,89.994,0.3645909727315154,0.3148320999177723,0.3205769273507123,147.10000000000002,203.25,295.0,321.3,0.0,67.75,100.0,100.0,1.0
2023_2_ALO_17.0,2023,2,ALO,17.0,Aston Martin,88.73,32.171,28.084,28.475,SOFT,2.0,344,246.8343023255814,59.37663437020342,93.0,325.0,260.0,232.0,82.99127906976744,33.629735464274944,0.0,100.0,99.0,0.09593023255813954,0.2949245212803166,0.0,1.0,0.0,10785.636627906977,936.176239884282,6880.0,12019.0,10943.0,6.476744186046512,1.605215582270421,3,8,7.0,0.09011627906976744,0.12209302325581395,0.09011627906976744,0.7877906976744186,0.7732558139534884,0.09593023255813954,0.0,1.0,0.04941860465116279,0.8691860465116279,0.0,0.997093023255814,39,17,1,-0.01749271137026239,10.601210214999396,5.481049562682216,77.0,0.0,15.635093231281903,4.629737609329446,100.0,0.0,0.21629522817435004,0.04664723032069971,1.0,-0.5102040816326531,378.79132073168483,241.40816326530611,1506.0,0.2405526047667555,0.0867984220293497,88.72999999999999,0.36257184717682855,0.31651076298884256,0.3209173898343289,157.60000000000002,211.5,295.25,315.0,3.0,99.0,100.0,100.0,0.0
2023_2_GAS_22.0,2023,2,GAS,22.0,Alpine,89.357,32.403,28.357,28.597,SOFT,3.0,326,246.20245398773005,60.93761344539966,91.0,328.0,257.0,237.0,79.51840490797547,37.06357903638442,0.0,100.0,100.0,0.09815950920245399,0.29798758727644226,0.0,1.0,0.0,10705.503067484662,945.530167109246,6446.0,12046.0,10931.0,5.975460122699387,1.5746097743510392,3,8,6.0,0.1441717791411043,0.16257668711656442,0.09815950920245399,0.7392638036809815,0.7116564417177914,0.09815950920245399,0.0,1.0,0.05214723926380368,0.8865030674846626,0.0,0.9969325153374233,35,15,1,-0.015384615384615385,10.400457474049672,5.88,70.0,0.0,15.984560451870617,4.590769230769231,100.0,0.0,0.20786985482077452,0.043076923076923075,1.0,-0.5476923076923077,391.49478699353705,254.1846153846154,1463.0,0.24751017895392952,0.0883218809194555,89.357,0.36262408093378246,0.31734503172666945,0.3200308873395481,159.0,209.25,294.0,320.0,0.0,78.0,100.0,100.0,0.0
2023_2_HAM_17.0,2023,2,HAM,17.0,Mercedes,89.223,32.468,28.203,28.552,SOFT,2.0,321,246.15264797507788,61.18776226320763,91.0,327.0,259.0,236.0,81.66978193146417,35.063112600920036,0.0,104.0,100.0,0.10903426791277258,0.31216882763504833,0.0,1.0,0.0,10917.96261682243,861.6736866982366,7947.0,12223.0,11013.0,6.38006230529595,1.7568014247791124,2,8,7.0,0.09034267912772585,0.14641744548286603,0.0778816199376947,0.7757009345794392,0.7102803738317757,0.10903426791277258,0.0,1.0,0.04672897196261682,0.8847352024922118,0.0,0.9968847352024922,40,17,1,-0.015625,11.539073849901458,6.071875,96.0,0.0,15.589161092684485,4.71875,100.0,0.0,0.2239570043823417,0.05,1.0,-0.7,426.3835940546926,265.575,1992.0,0.24857649416553376,0.07892257163168585,89.22300000000001,0.36389720139425935,0.31609562556739856,0.32000717303834214,153.0,208.0,294.0,318.0,2.0,86.0,100.0,100.0,1.0
2023_2_HUL_17.0,2023,2,HUL,17.0,Haas F1 Team,89.451,32.657,28.239,28.555,SOFT,3.0,336,245.80357142857142,65.10242299441808,86.0,335.0,256.0,249.0,78.23511904761905,37.3116133973612,0.0,100.0,100.0,0.13095238095238096,0.3378513991016038,0.0,1.0,0.0,10848.639880952382,1000.044887687466,6560.0,12048.0,11069.5,6.220238095238095,1.638804060622131,3,8,6.0,0.13095238095238096,0.16964285714285715,0.09821428571428571,0.7321428571428571,0.6875,0.13095238095238096,0.0,1.0,0.044642857142857144,0.8928571428571429,0.0,0.9970238095238095,37,17,1,-0.01791044776119403,10.571667668695682,6.3283582089552235,56.0,0.0,16.004864529971957,5.176119402985075,100.0,0.0,0.21887026206583313,0.04776119402985075,1.0,-0.7373134328358208,404.623373647325,266.67164179104475,1618.0,0.26485548039864965,0.09218159130190189,89.451,0.36508255916647103,0.31569239024717444,0.3192250505863546,152.0,202.0,298.0,326.0,0.0,71.0,100.0,100.0,1.0
2023_2_LEC_18.0,2023,2,LEC,18.0,Ferrari,88.42,32.154,28.027,28.239,SOFT,2.0,325,246.76615384615386,62.15954749456711,91.0,332.0,259.0,241.0,81.93230769230769,33.10563483653085,0.0,100.0,99.0,0.12,0.3254626336861513,0.0,1.0,0.0,10865.415384615384,881.3441595315423,6858.0,12681.0,11052.0,6.246153846153846,1.598907509261211,3,8,7.0,0.027692307692307693,0.12923076923076923,0.1076923076923077,0.7630769230769231,0.7384615384615385,0.12,0.0,1.0,0.04923076923076923,0.8738461538461538,0.0,0.9969230769230769,40,17,1,-0.009259259259259259,10.301788630388808,6.040123456790123,66.0,0.0,14.827386593356717,4.827160493827161,99.0,0.0,0.2225659536298629,0.04938271604938271,1.0,-0.32407407407407407,410.7063950659356,275.55864197530866,1960.0,0.2518965689813378,0.08111463099509843,88.42,0.3636507577471161,0.31697579733092063,0.31937344492196335,156.4,208.0,296.0,323.0,9.0,82.0,99.0,99.0,1.0
2023_2_NOR_2.0,2023,2,NOR,2.0,McLaren,90.447,32.845,28.718,28.884,SOFT,2.0,343,244.46355685131195,59.0974340301611,91.0,319.0,257.0,228.0,81.22157434402332,35.01048967078121,0.0,100.0,99.0,0.10495626822157435,0.3069448316243278,0.0,1.0,0.0,10773.836734693878,1002.4803112461062,6328.0,12172.0,11060.0,6.186588921282799,1.5876518291238095,3,8,6.0,0.11661807580174927,0.13702623906705538,0.08163265306122448,0.7813411078717201,0.7376093294460642,0.10495626822157435,0.0,1.0,0.052478134110787174,0.8862973760932945,0.0,0.9970845481049563,33,15,1,0.0,10.168665572767736,5.543859649122807,56.0,0.0,15.176382330620209,4.292397660818714,99.0,0.0,0.20262210756744514,0.04093567251461988,1.0,0.049707602339181284,422.198866829847,260.89181286549706,1820.0,0.2417433289089606,0.09304766128652406,90.447,0.3631408449147014,0.31751191305405374,0.3193472420312448,153.60000000000002,212.5,290.0,314.0,0.0,91.5,99.0,100.0,1.0
2023_2_OCO_23.0,2023,2,OCO,23.0,Alpine,89.078,32.301,28.3,28.477,SOFT,3.0,331,245.4320241691843,61.50302334386316,88.0,329.0,259.0,241.0,80.05740181268882,36.88285753430221,0.0,100.0,100.0,0.13293051359516617,0.3400136245122801,0.0,1.0,0.0,10597.574018126888,1009.7163852268734,6385.0,11849.0,10879.0,6.021148036253776,1.5829125090642857,3,8,6.0,0.1419939577039275,0.16314199395770393,0.08157099697885196,0.7552870090634441,0.7099697885196374,0.13293051359516617,0.0,1.0,0.054380664652567974,0.8851963746223565,0.0,0.9969788519637462,35,17,1,-0.012121212121212121,9.948492197641789,5.757575757575758,67.0,0.0,15.269016246728443,4.303030303030303,100.0,0.0,0.2205271385679885,0.048484848484848485,1.0,-0.5242424242424243,375.14319173368403,244.1060606060606,1527.0,0.25059086544251097,0.09527806868815245,89.078,0.3626147870405712,0.31769909517501516,0.31968611778441364,151.0,204.0,292.5,319.0,0.0,81.5,100.0,100.0,1.0
2023_2_PIA_22.0,2023,2,PIA,22.0,McLaren,89.243,32.426,28.272,28.545,SOFT,4.0,333,244.26426426426426,57.89320102684575,92.0,319.0,256.0,227.0,80.34534534534535,36.055315822386916,0.0,99.0,99.0,0.12312312312312312,0.3290729583291063,0.0,1.0,0.0,10801.02102102102,965.1522491372111,6697.0,12148.0,11018.0,6.1741741741741745,1.536599572653987,3,8,6.0,0.10510510510510511,0.15915915915915915,0.06606606606606606,0.7747747747747747,0.7327327327327328,0.12312312312312312,0.0,1.0,0.05105105105105105,0.8888888888888888,0.0,0.996996996996997,33,15,1,0.0030120481927710845,10.093669606577315,5.52710843373494,69.0,0.0,15.11646628250434,4.198795180722891,99.0,0.0,0.20566008972951672,0.04216867469879518,1.0,0.17771084337349397,422.12146744524574,265.68975903614455,1974.0,0.23701052301376488,0.08935750122685858,89.243,0.36334502425960585,0.31679795614221845,0.3198570195981758,159.2,209.0,289.0,313.0,0.0,92.0,99.0,99.0,1.0
2023_2_RUS_20.0,2023,2,RUS,20.0,Mercedes,88.857,32.231,28.161,28.465,SOFT,2.0,329,247.838905775076,61.072040177825635,91.0,329.0,260.0,238.0,81.05775075987842,36.82886852892194,0.0,100.0,100.0,0.13677811550151975,0.34413635628153344,0.0,1.0,0.0,10971.683890577508,1029.8050122158163,6617.0,12746.0,11134.0,6.3890577507598785,1.6381509206199079,3,8,7.0,0.14285714285714285,0.1580547112462006,0.06382978723404255,0.7781155015197568,0.7507598784194529,0.13677811550151975,0.0,1.0,0.0547112462006079,0.8723404255319149,0.0,0.9969604863221885,36,19,1,-0.006097560975609756,10.025653304096394,6.0060975609756095,47.0,0.0,16.158806689825326,4.554878048780488,100.0,0.0,0.2346185661017325,0.054878048780487805,1.0,0.018292682926829267,411.939426866953,271.5,2337.0,0.24641829331368587,0.09386025176137401,88.857,0.362728878985336,0.31692494682467337,0.3203461741899907,155.0,210.0,298.0,320.2,0.0,100.0,100.0,100.0,1.0
2023_2_SAI_23.0,2023,2,SAI,23.0,Ferrari,88.931,32.552,28.125,28.254,SOFT,3.0,326,250.04294478527606,60.11003752793081,87.0,330.0,261.0,243.0,82.20245398773007,33.36910768668483,0.0,100.0,99.0,0.12883435582822086,0.3355315280621743,0.0,1.0,0.0,10774.435582822085,948.7602082511346,6592.0,11867.0,11025.5,6.414110429447852,1.5202176888899726,3,8,7.0,0.046012269938650305,0.12269938650306748,0.10736196319018405,0.7699386503067485,0.7331288343558282,0.12883435582822086,0.0,1.0,0.03987730061349693,0.8834355828220859,0.0,0.9969325153374233,40,19,1,-0.018461538461538463,10.981450300950723,6.086153846153846,68.0,-0.003076923076923077,15.060679419514843,4.9569230769230765,96.0,0.0,0.23570226039551584,0.055384615384615386,1.0,-0.5446153846153846,450.34883119930834,292.62461538461537,1841.0,0.2403988546029571,0.08805660407527643,88.931,0.3660365901654091,0.31625642351935773,0.3177069863152332,161.5,215.0,295.0,322.0,5.0,86.75,99.0,100.0,1.0
