subset_name,penalty,C,class_weight,fold,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,accuracy_gap,macro_f1_gap
distinctive_top5,l2,0.25,balanced,4,0.958904109589041,0.9588794926004228,0.9590257830915409,0.8148148148148148,0.8145454545454547,0.8121212121212121,0.14408929477422627,0.14690457097032872
distinctive_top5,l2,0.25,balanced,5,0.954337899543379,0.9543340380549683,0.9543869536120602,0.8518518518518519,0.850909090909091,0.8498268398268399,0.10248604769152714,0.10456011378522023
distinctive_top5,l2,0.5,none,1,0.9678899082568807,0.9677589852008456,0.9677483307084236,0.8363636363636363,0.8363636363636363,0.8383399209486166,0.1315262718932444,0.12940840975980694
distinctive_top5,l2,0.5,none,2,0.9587155963302753,0.9583509513742072,0.9582815598149372,0.8727272727272727,0.8727272727272728,0.8722153209109731,0.08598832360300257,0.08606623890396414
distinctive_top5,l2,0.5,none,3,0.9862385321100917,0.9861522198731502,0.9862526010136747,0.8545454545454545,0.8545454545454545,0.8567701863354037,0.13169307756463722,0.12948241467827104
distinctive_top5,l2,0.5,none,4,0.9726027397260274,0.9726215644820296,0.9727231224875007,0.8148148148148148,0.8163636363636364,0.8107878391631251,0.15778792491121263,0.16193528332437557
distinctive_top5,l2,0.5,none,5,0.9634703196347032,0.9634249471458773,0.9632647242270338,0.8703703703703703,0.8690909090909091,0.8680745341614907,0.09309994926433285,0.09519019006554308
distinctive_top5,l2,0.5,balanced,1,0.9678899082568807,0.9677589852008456,0.9677483307084236,0.8363636363636363,0.8363636363636363,0.8383399209486166,0.1315262718932444,0.12940840975980694
distinctive_top5,l2,0.5,balanced,2,0.963302752293578,0.9630021141649049,0.9630395560366816,0.8727272727272727,0.8727272727272728,0.8722153209109731,0.0905754795663053,0.09082423512570847
distinctive_top5,l2,0.5,balanced,3,0.9862385321100917,0.9861522198731502,0.9862526010136747,0.8545454545454545,0.8545454545454545,0.8567701863354037,0.13169307756463722,0.12948241467827104
distinctive_top5,l2,0.5,balanced,4,0.9726027397260274,0.9726215644820296,0.9727231224875007,0.8148148148148148,0.8163636363636364,0.8107878391631251,0.15778792491121263,0.16193528332437557
