Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,season,round,event_name,session_name,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,session_max_rainfall,session_is_dry_by_weather
0 days 00:39:56.567000,ALB,23,0 days 00:01:31.461000,5.0,2.0,,,0 days 00:00:29.250000,0 days 00:00:39.224000,0 days 00:00:22.987000,0 days 00:38:54.356000,0 days 00:39:33.580000,0 days 00:39:56.567000,241.0,274.0,291.0,322.0,True,SOFT,2.0,True,Williams,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.461,29.25,39.224,22.987,False,True
0 days 01:19:51.112000,ALO,14,0 days 00:01:30.336000,14.0,5.0,,,0 days 00:00:28.852000,0 days 00:00:38.774000,0 days 00:00:22.710000,0 days 01:18:49.628000,0 days 01:19:28.402000,0 days 01:19:51.112000,242.0,267.0,284.0,317.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.336,28.852,38.774,22.71,False,True
0 days 01:03:19.810000,BOT,77,0 days 00:01:31.443000,11.0,4.0,,,0 days 00:00:29.235000,0 days 00:00:39.327000,0 days 00:00:22.881000,0 days 01:02:17.602000,0 days 01:02:56.929000,0 days 01:03:19.810000,240.0,268.0,280.0,318.0,True,SOFT,5.0,False,Alfa Romeo,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.443,29.235,39.327,22.881,False,True
0 days 00:31:26.629000,DEV,21,0 days 00:01:32.121000,5.0,2.0,,,0 days 00:00:29.382000,0 days 00:00:39.634000,0 days 00:00:23.105000,0 days 00:30:23.890000,0 days 00:31:03.524000,0 days 00:31:26.629000,240.0,270.0,285.0,315.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,92.121,29.382,39.634,23.105,False,True
0 days 00:40:47.282000,GAS,10,0 days 00:01:31.818000,5.0,2.0,,,0 days 00:00:29.247000,0 days 00:00:39.412000,0 days 00:00:23.159000,0 days 00:39:44.711000,0 days 00:40:24.123000,0 days 00:40:47.282000,241.0,270.0,285.0,322.0,False,SOFT,2.0,True,Alpine,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.818,29.247,39.412,23.159,False,True
0 days 01:20:24.570000,HAM,44,0 days 00:01:30.384000,14.0,5.0,,,0 days 00:00:28.939000,0 days 00:00:38.829000,0 days 00:00:22.616000,0 days 01:19:23.125000,0 days 01:20:01.954000,0 days 01:20:24.570000,242.0,271.0,288.0,319.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.384,28.939,38.829,22.616,False,True
0 days 01:03:04.511000,HUL,27,0 days 00:01:30.809000,13.0,5.0,,,0 days 00:00:29.042000,0 days 00:00:38.957000,0 days 00:00:22.810000,0 days 01:02:02.744000,0 days 01:02:41.701000,0 days 01:03:04.511000,241.0,270.0,286.0,317.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.809,29.042,38.957,22.81,False,True
0 days 01:16:04.860000,LEC,16,0 days 00:01:30,16.0,6.0,,,0 days 00:00:28.825000,0 days 00:00:38.614000,0 days 00:00:22.561000,0 days 01:15:03.685000,0 days 01:15:42.299000,0 days 01:16:04.860000,243.0,273.0,289.0,322.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.0,28.825,38.614,22.561,False,True
0 days 00:40:20.090000,MAG,20,0 days 00:01:31.892000,5.0,2.0,,,0 days 00:00:29.428000,0 days 00:00:39.369000,0 days 00:00:23.095000,0 days 00:39:17.626000,0 days 00:39:56.995000,0 days 00:40:20.090000,240.0,271.0,289.0,317.0,True,SOFT,2.0,True,Haas F1 Team,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.892,29.428,39.369,23.095,False,True
0 days 01:03:32.835000,NOR,4,0 days 00:01:31.381000,12.0,5.0,,,0 days 00:00:29.235000,0 days 00:00:39.210000,0 days 00:00:22.936000,0 days 01:02:30.689000,0 days 01:03:09.899000,0 days 01:03:32.835000,240.0,267.0,286.0,320.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.381,29.235,39.21,22.936,False,True
0 days 01:02:58.701000,OCO,31,0 days 00:01:30.914000,11.0,4.0,,,0 days 00:00:29.111000,0 days 00:00:39.107000,0 days 00:00:22.696000,0 days 01:01:56.898000,0 days 01:02:36.005000,0 days 01:02:58.701000,241.0,269.0,287.0,320.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.914,29.111,39.107,22.696,False,True
0 days 01:24:00.743000,PER,11,0 days 00:01:29.846000,14.0,6.0,,,0 days 00:00:28.723000,0 days 00:00:38.537000,0 days 00:00:22.586000,0 days 01:22:59.620000,0 days 01:23:38.157000,0 days 01:24:00.743000,241.0,271.0,288.0,324.0,True,SOFT,2.0,False,Red Bull Racing,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,89.846,28.723,38.537,22.586,False,True
0 days 00:41:10.279000,PIA,81,0 days 00:01:32.101000,6.0,3.0,,,0 days 00:00:29.561000,0 days 00:00:39.454000,0 days 00:00:23.086000,0 days 00:40:07.739000,0 days 00:40:47.193000,0 days 00:41:10.279000,241.0,268.0,285.0,316.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,92.101,29.561,39.454,23.086,False,True
0 days 01:20:19.733000,RUS,63,0 days 00:01:30.340000,14.0,5.0,,,0 days 00:00:28.911000,0 days 00:00:38.870000,0 days 00:00:22.559000,0 days 01:19:18.304000,0 days 01:19:57.174000,0 days 01:20:19.733000,244.0,270.0,288.0,317.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.34,28.911,38.87,22.559,False,True
0 days 01:24:09.817000,SAI,55,0 days 00:01:30.154000,17.0,6.0,,,0 days 00:00:28.739000,0 days 00:00:38.700000,0 days 00:00:22.715000,0 days 01:23:08.402000,0 days 01:23:47.102000,0 days 01:24:09.817000,243.0,270.0,288.0,323.0,True,SOFT,2.0,False,Ferrari,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.154,28.739,38.7,22.715,False,True
0 days 00:41:32.367000,SAR,2,0 days 00:01:31.652000,5.0,2.0,,,0 days 00:00:29.352000,0 days 00:00:39.343000,0 days 00:00:22.957000,0 days 00:40:30.067000,0 days 00:41:09.410000,0 days 00:41:32.367000,241.0,271.0,285.0,322.0,True,SOFT,2.0,True,Williams,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.652,29.352,39.343,22.957,False,True
0 days 01:23:18.444000,STR,18,0 days 00:01:30.836000,17.0,6.0,,,0 days 00:00:29.033000,0 days 00:00:39.070000,0 days 00:00:22.733000,0 days 01:22:16.641000,0 days 01:22:55.711000,0 days 01:23:18.444000,243.0,266.0,285.0,317.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,90.836,29.033,39.07,22.733,False,True
0 days 00:40:06.649000,TSU,22,0 days 00:01:31.400000,8.0,3.0,,,0 days 00:00:29.242000,0 days 00:00:39.229000,0 days 00:00:22.929000,0 days 00:39:04.491000,0 days 00:39:43.720000,0 days 00:40:06.649000,239.0,270.0,290.0,316.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.4,29.242,39.229,22.929,False,True
0 days 01:23:54.472000,VER,1,0 days 00:01:29.708000,14.0,6.0,,,0 days 00:00:28.736000,0 days 00:00:38.514000,0 days 00:00:22.458000,0 days 01:22:53.500000,0 days 01:23:32.014000,0 days 01:23:54.472000,241.0,271.0,288.0,321.0,True,SOFT,2.0,False,Red Bull Racing,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,89.708,28.736,38.514,22.458,False,True
0 days 01:03:10.513000,ZHO,24,0 days 00:01:31.473000,11.0,4.0,,,0 days 00:00:29.041000,0 days 00:00:39.427000,0 days 00:00:23.005000,0 days 01:02:08.081000,0 days 01:02:47.508000,0 days 01:03:10.513000,240.0,267.0,286.0,318.0,True,SOFT,2.0,True,Alfa Romeo,1,,,,False,True,2023,1,Bahrain Grand Prix,Q,91.473,29.041,39.427,23.005,False,True
0 days 00:32:38.774000,ALB,23,0 days 00:01:29.994000,8.0,2.0,,,0 days 00:00:32.811000,0 days 00:00:28.333000,0 days 00:00:28.850000,0 days 00:31:41.591000,0 days 00:32:09.924000,0 days 00:32:38.774000,291.0,326.0,302.0,331.0,True,SOFT,4.0,True,Williams,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.994,32.811,28.333,28.85,False,True
0 days 01:14:28.836000,ALO,14,0 days 00:01:28.730000,17.0,5.0,,,0 days 00:00:32.171000,0 days 00:00:28.084000,0 days 00:00:28.475000,0 days 01:13:32.277000,0 days 01:14:00.361000,0 days 01:14:28.836000,291.0,318.0,297.0,325.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,88.73,32.171,28.084,28.475,False,True
0 days 00:55:05.009000,BOT,77,0 days 00:01:29.668000,17.0,4.0,,,0 days 00:00:32.591000,0 days 00:00:28.533000,0 days 00:00:28.544000,0 days 00:54:07.932000,0 days 00:54:36.465000,0 days 00:55:05.009000,287.0,320.0,303.0,328.0,True,SOFT,4.0,True,Alfa Romeo,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.668,32.591,28.533,28.544,False,True
0 days 00:34:05.371000,DEV,21,0 days 00:01:30.244000,9.0,3.0,,,0 days 00:00:32.774000,0 days 00:00:28.451000,0 days 00:00:29.019000,0 days 00:33:07.901000,0 days 00:33:36.352000,0 days 00:34:05.371000,288.0,322.0,293.0,316.0,True,SOFT,4.0,True,AlphaTauri,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,90.244,32.774,28.451,29.019,False,True
0 days 01:15:33.234000,GAS,10,0 days 00:01:29.357000,22.0,5.0,,,0 days 00:00:32.403000,0 days 00:00:28.357000,0 days 00:00:28.597000,0 days 01:14:36.280000,0 days 01:15:04.637000,0 days 01:15:33.234000,289.0,320.0,303.0,325.0,True,SOFT,3.0,True,Alpine,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.357,32.403,28.357,28.597,False,True
0 days 01:07:25.662000,HAM,44,0 days 00:01:29.223000,17.0,5.0,,,0 days 00:00:32.468000,0 days 00:00:28.203000,0 days 00:00:28.552000,0 days 01:06:28.907000,0 days 01:06:57.110000,0 days 01:07:25.662000,290.0,322.0,296.0,326.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.223,32.468,28.203,28.552,False,True
0 days 00:55:25.775000,HUL,27,0 days 00:01:29.451000,17.0,4.0,,,0 days 00:00:32.657000,0 days 00:00:28.239000,0 days 00:00:28.555000,0 days 00:54:28.981000,0 days 00:54:57.220000,0 days 00:55:25.775000,291.0,330.0,307.0,334.0,True,SOFT,3.0,True,Haas F1 Team,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.451,32.657,28.239,28.555,False,True
0 days 01:15:44.100000,LEC,16,0 days 00:01:28.420000,18.0,4.0,,,0 days 00:00:32.154000,0 days 00:00:28.027000,0 days 00:00:28.239000,0 days 01:14:47.834000,0 days 01:15:15.861000,0 days 01:15:44.100000,290.0,327.0,306.0,331.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,88.42,32.154,28.027,28.239,False,True
0 days 00:55:49.480000,MAG,20,0 days 00:01:29.517000,16.0,4.0,,,0 days 00:00:32.601000,0 days 00:00:28.364000,0 days 00:00:28.552000,0 days 00:54:52.564000,0 days 00:55:20.928000,0 days 00:55:49.480000,289.0,328.0,302.0,332.0,False,SOFT,3.0,True,Haas F1 Team,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.517,32.601,28.364,28.552,False,True
0 days 00:19:04.060000,NOR,4,0 days 00:01:30.447000,2.0,1.0,,,0 days 00:00:32.845000,0 days 00:00:28.718000,0 days 00:00:28.884000,0 days 00:18:06.458000,0 days 00:18:35.176000,0 days 00:19:04.060000,285.0,313.0,300.0,315.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,90.447,32.845,28.718,28.884,False,True
0 days 01:15:16.370000,OCO,31,0 days 00:01:29.078000,23.0,5.0,,,0 days 00:00:32.301000,0 days 00:00:28.300000,0 days 00:00:28.477000,0 days 01:14:19.593000,0 days 01:14:47.893000,0 days 01:15:16.370000,289.0,319.0,302.0,326.0,True,SOFT,3.0,True,Alpine,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.078,32.301,28.3,28.477,False,True
0 days 01:08:35.640000,PER,11,0 days 00:01:28.265000,15.0,5.0,,,0 days 00:00:32.139000,0 days 00:00:27.982000,0 days 00:00:28.144000,0 days 01:07:39.514000,0 days 01:08:07.496000,0 days 01:08:35.640000,294.0,330.0,307.0,337.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,88.265,32.139,27.982,28.144,False,True
0 days 01:15:05.069000,PIA,81,0 days 00:01:29.243000,22.0,5.0,,,0 days 00:00:32.426000,0 days 00:00:28.272000,0 days 00:00:28.545000,0 days 01:14:08.252000,0 days 01:14:36.524000,0 days 01:15:05.069000,287.0,313.0,299.0,316.0,True,SOFT,4.0,True,McLaren,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.243,32.426,28.272,28.545,False,True
0 days 01:15:49.897000,RUS,63,0 days 00:01:28.857000,20.0,6.0,,,0 days 00:00:32.231000,0 days 00:00:28.161000,0 days 00:00:28.465000,0 days 01:14:53.271000,0 days 01:15:21.432000,0 days 01:15:49.897000,291.0,323.0,302.0,328.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,88.857,32.231,28.161,28.465,False,True
0 days 01:16:04.291000,SAI,55,0 days 00:01:28.931000,23.0,5.0,,,0 days 00:00:32.552000,0 days 00:00:28.125000,0 days 00:00:28.254000,0 days 01:15:07.912000,0 days 01:15:36.037000,0 days 01:16:04.291000,290.0,323.0,302.0,329.0,True,SOFT,3.0,True,Ferrari,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,88.931,32.552,28.125,28.254,False,True
0 days 00:18:29.353000,SAR,2,0 days 00:01:29.721000,2.0,1.0,,,0 days 00:00:32.779000,0 days 00:00:28.335000,0 days 00:00:28.607000,0 days 00:17:32.411000,0 days 00:18:00.746000,0 days 00:18:29.353000,293.0,325.0,302.0,332.0,False,SOFT,2.0,True,Williams,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.721,32.779,28.335,28.607,False,True
0 days 01:15:27.491000,STR,18,0 days 00:01:28.945000,19.0,4.0,,,0 days 00:00:32.068000,0 days 00:00:28.137000,0 days 00:00:28.740000,0 days 01:14:30.614000,0 days 01:14:58.751000,0 days 01:15:27.491000,293.0,317.0,295.0,317.0,True,SOFT,4.0,True,Aston Martin,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,88.945,32.068,28.137,28.74,False,True
0 days 00:33:56.508000,TSU,22,0 days 00:01:29.939000,9.0,2.0,,,0 days 00:00:32.665000,0 days 00:00:28.598000,0 days 00:00:28.676000,0 days 00:32:59.234000,0 days 00:33:27.832000,0 days 00:33:56.508000,289.0,322.0,300.0,326.0,True,SOFT,4.0,True,AlphaTauri,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.939,32.665,28.598,28.676,False,True
0 days 00:21:47.489000,VER,1,0 days 00:01:28.761000,2.0,1.0,,,0 days 00:00:32.268000,0 days 00:00:28.188000,0 days 00:00:28.305000,0 days 00:20:50.996000,0 days 00:21:19.184000,0 days 00:21:47.489000,293.0,331.0,311.0,337.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,88.761,32.268,28.188,28.305,False,True
0 days 00:55:01.062000,ZHO,24,0 days 00:01:29.461000,17.0,4.0,,,0 days 00:00:32.628000,0 days 00:00:28.302000,0 days 00:00:28.531000,0 days 00:54:04.229000,0 days 00:54:32.531000,0 days 00:55:01.062000,289.0,321.0,303.0,330.0,True,SOFT,4.0,True,Alfa Romeo,1,,,,False,True,2023,2,Saudi Arabian Grand Prix,Q,89.461,32.628,28.302,28.531,False,True
0 days 01:21:12.622000,ALB,23,0 days 00:01:41.818000,18.0,5.0,,,0 days 00:00:35.854000,0 days 00:00:40.976000,0 days 00:00:24.988000,0 days 01:20:06.658000,0 days 01:20:47.634000,0 days 01:21:12.622000,224.0,232.0,334.0,316.0,True,SOFT,4.0,True,Williams,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.818,35.854,40.976,24.988,False,True
0 days 01:41:10.841000,ALO,14,0 days 00:01:41.253000,22.0,7.0,,,0 days 00:00:35.727000,0 days 00:00:40.757000,0 days 00:00:24.769000,0 days 01:40:05.315000,0 days 01:40:46.072000,0 days 01:41:10.841000,229.0,239.0,325.0,321.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.253,35.727,40.757,24.769,False,True
0 days 01:18:06.886000,BOT,77,0 days 00:01:42.259000,16.0,5.0,,,0 days 00:00:35.918000,0 days 00:00:41.257000,0 days 00:00:25.084000,0 days 01:17:00.545000,0 days 01:17:41.802000,0 days 01:18:06.886000,223.0,233.0,331.0,314.0,True,SOFT,2.0,True,Alfa Romeo,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,102.259,35.918,41.257,25.084,False,True
0 days 00:21:26.236000,DEV,21,0 days 00:01:55.282000,2.0,1.0,,,0 days 00:00:41.203000,0 days 00:00:47.497000,0 days 00:00:26.582000,0 days 00:20:12.157000,0 days 00:20:59.654000,0 days 00:21:26.236000,179.0,192.0,330.0,301.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,115.282,41.203,47.497,26.582,False,True
0 days 00:18:57.796000,GAS,10,0 days 00:01:44.853000,2.0,1.0,,,0 days 00:00:37.311000,0 days 00:00:42.427000,0 days 00:00:25.115000,0 days 00:17:50.254000,0 days 00:18:32.681000,0 days 00:18:57.796000,203.0,235.0,331.0,315.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,104.853,37.311,42.427,25.115,False,True
0 days 01:33:38.427000,HAM,44,0 days 00:01:41.177000,20.0,6.0,,,0 days 00:00:35.702000,0 days 00:00:40.708000,0 days 00:00:24.767000,0 days 01:32:32.952000,0 days 01:33:13.660000,0 days 01:33:38.427000,218.0,239.0,335.0,317.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.177,35.702,40.708,24.767,False,True
0 days 00:59:56.124000,HUL,27,0 days 00:01:42.755000,9.0,2.0,,,0 days 00:00:36.636000,0 days 00:00:41.152000,0 days 00:00:24.967000,0 days 00:58:50.005000,0 days 00:59:31.157000,0 days 00:59:56.124000,221.0,223.0,334.0,319.0,True,SOFT,4.0,True,Haas F1 Team,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,102.755,36.636,41.152,24.967,False,True
0 days 01:40:44.380000,LEC,16,0 days 00:01:40.203000,20.0,6.0,,,0 days 00:00:35.224000,0 days 00:00:40.191000,0 days 00:00:24.788000,0 days 01:39:39.401000,0 days 01:40:19.592000,0 days 01:40:44.380000,237.0,245.0,333.0,317.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,100.203,35.224,40.191,24.788,False,True
0 days 01:41:49.033000,NOR,4,0 days 00:01:41.281000,19.0,6.0,,,0 days 00:00:35.461000,0 days 00:00:40.735000,0 days 00:00:25.085000,0 days 01:40:43.213000,0 days 01:41:23.948000,0 days 01:41:49.033000,223.0,239.0,326.0,312.0,True,SOFT,2.0,True,McLaren,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.281,35.461,40.735,25.085,False,True
0 days 01:21:21.522000,OCO,31,0 days 00:01:41.798000,18.0,5.0,,,0 days 00:00:35.700000,0 days 00:00:41.037000,0 days 00:00:25.061000,0 days 01:20:15.424000,0 days 01:20:56.461000,0 days 01:21:21.522000,228.0,241.0,334.0,316.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.798,35.7,41.037,25.061,False,True
0 days 01:40:56.103000,PER,11,0 days 00:01:40.495000,20.0,7.0,,,0 days 00:00:35.177000,0 days 00:00:40.554000,0 days 00:00:24.764000,0 days 01:39:50.785000,0 days 01:40:31.339000,0 days 01:40:56.103000,238.0,250.0,338.0,318.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,100.495,35.177,40.554,24.764,False,True
0 days 01:41:18.594000,PIA,81,0 days 00:01:41.611000,23.0,6.0,,,0 days 00:00:35.737000,0 days 00:00:40.903000,0 days 00:00:24.971000,0 days 01:40:12.720000,0 days 01:40:53.623000,0 days 01:41:18.594000,221.0,238.0,330.0,316.0,True,SOFT,6.0,False,McLaren,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.611,35.737,40.903,24.971,False,True
0 days 01:18:16.714000,RUS,63,0 days 00:01:41.654000,16.0,5.0,,,0 days 00:00:35.794000,0 days 00:00:40.933000,0 days 00:00:24.927000,0 days 01:17:10.854000,0 days 01:17:51.787000,0 days 01:18:16.714000,228.0,240.0,331.0,313.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.654,35.794,40.933,24.927,False,True
0 days 01:33:17.727000,SAI,55,0 days 00:01:41.016000,20.0,6.0,,,0 days 00:00:35.512000,0 days 00:00:40.689000,0 days 00:00:24.815000,0 days 01:32:12.223000,0 days 01:32:52.912000,0 days 01:33:17.727000,224.0,243.0,332.0,317.0,True,SOFT,2.0,True,Ferrari,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.016,35.512,40.689,24.815,False,True
0 days 00:59:04.132000,SAR,2,0 days 00:01:42.242000,10.0,3.0,,,0 days 00:00:35.885000,0 days 00:00:41.532000,0 days 00:00:24.825000,0 days 00:57:57.775000,0 days 00:58:39.307000,0 days 00:59:04.132000,215.0,228.0,340.0,320.0,True,SOFT,4.0,True,Williams,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,102.242,35.885,41.532,24.825,False,True
0 days 01:14:25.413000,STR,18,0 days 00:01:41.576000,15.0,4.0,,,0 days 00:00:35.838000,0 days 00:00:40.829000,0 days 00:00:24.909000,0 days 01:13:19.675000,0 days 01:14:00.504000,0 days 01:14:25.413000,223.0,237.0,319.0,318.0,True,SOFT,6.0,False,Aston Martin,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.576,35.838,40.829,24.909,False,True
0 days 01:22:02.500000,TSU,22,0 days 00:01:41.569000,16.0,4.0,,,0 days 00:00:35.780000,0 days 00:00:40.906000,0 days 00:00:24.883000,0 days 01:20:56.711000,0 days 01:21:37.617000,0 days 01:22:02.500000,225.0,232.0,335.0,318.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,101.569,35.78,40.906,24.883,False,True
0 days 01:41:02.259000,VER,1,0 days 00:01:40.391000,19.0,7.0,,,0 days 00:00:35.277000,0 days 00:00:40.447000,0 days 00:00:24.667000,0 days 01:39:57.145000,0 days 01:40:37.592000,0 days 01:41:02.259000,226.0,241.0,339.0,319.0,True,SOFT,2.0,True,Red Bull Racing,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,100.391,35.277,40.447,24.667,False,True
0 days 01:00:13.403000,ZHO,24,0 days 00:01:42.642000,10.0,3.0,,,0 days 00:00:36.052000,0 days 00:00:41.578000,0 days 00:00:25.012000,0 days 00:59:06.813000,0 days 00:59:48.391000,0 days 01:00:13.403000,218.0,233.0,334.0,316.0,True,SOFT,4.0,True,Alfa Romeo,1,,,,False,True,2023,4,Azerbaijan Grand Prix,Q,102.642,36.052,41.578,25.012,False,True
0 days 00:48:09.163000,ALB,23,0 days 00:01:27.795000,11.0,3.0,,,0 days 00:00:29.414000,0 days 00:00:33.399000,0 days 00:00:24.982000,0 days 00:47:10.782000,0 days 00:47:44.181000,0 days 00:48:09.163000,224.0,194.0,283.0,338.0,True,SOFT,2.0,True,Williams,1,,,,False,True,2023,5,Miami Grand Prix,Q,87.795,29.414,33.399,24.982,False,True
0 days 00:55:00.516000,ALO,14,0 days 00:01:27.097000,13.0,3.0,,,0 days 00:00:29.216000,0 days 00:00:33.125000,0 days 00:00:24.756000,0 days 00:54:02.635000,0 days 00:54:35.760000,0 days 00:55:00.516000,224.0,195.0,282.0,335.0,True,SOFT,2.0,True,Aston Martin,1,,,,False,True,2023,5,Miami Grand Prix,Q,87.097,29.216,33.125,24.756,False,True
0 days 00:51:49.098000,BOT,77,0 days 00:01:27.564000,12.0,3.0,,,0 days 00:00:29.166000,0 days 00:00:33.347000,0 days 00:00:25.051000,0 days 00:50:50.700000,0 days 00:51:24.047000,0 days 00:51:49.098000,226.0,194.0,280.0,333.0,True,SOFT,2.0,True,Alfa Romeo,1,,,,False,True,2023,5,Miami Grand Prix,Q,87.564,29.166,33.347,25.051,False,True
0 days 00:29:45.872000,DEV,21,0 days 00:01:28.325000,7.0,2.0,,,0 days 00:00:29.529000,0 days 00:00:33.683000,0 days 00:00:25.113000,0 days 00:28:47.076000,0 days 00:29:20.759000,0 days 00:29:45.872000,223.0,194.0,281.0,332.0,True,SOFT,2.0,True,AlphaTauri,1,,,,False,True,2023,5,Miami Grand Prix,Q,88.325,29.529,33.683,25.113,False,True
0 days 00:55:41.204000,GAS,10,0 days 00:01:27.612000,14.0,4.0,,,0 days 00:00:29.325000,0 days 00:00:33.305000,0 days 00:00:24.982000,0 days 00:54:42.917000,0 days 00:55:16.222000,0 days 00:55:41.204000,222.0,192.0,279.0,333.0,True,SOFT,2.0,True,Alpine,1,,,,False,True,2023,5,Miami Grand Prix,Q,87.612,29.325,33.305,24.982,False,True
0 days 00:33:51.295000,HAM,44,0 days 00:01:27.846000,8.0,3.0,,,0 days 00:00:29.396000,0 days 00:00:33.363000,0 days 00:00:25.087000,0 days 00:32:52.845000,0 days 00:33:26.208000,0 days 00:33:51.295000,221.0,193.0,280.0,337.0,True,SOFT,2.0,True,Mercedes,1,,,,False,True,2023,5,Miami Grand Prix,Q,87.846,29.396,33.363,25.087,False,True
0 days 00:44:04.710000,HUL,27,0 days 00:01:27.903000,12.0,3.0,,,0 days 00:00:29.653000,0 days 00:00:33.348000,0 days 00:00:24.902000,0 days 00:43:06.460000,0 days 00:43:39.808000,0 days 00:44:04.710000,225.0,194.0,282.0,337.0,True,SOFT,7.0,False,Haas F1 Team,1,,,,False,True,2023,5,Miami Grand Prix,Q,87.903,29.653,33.348,24.902,False,True
