dataset,group_type,group_name,speed_mean,speed_max,speed_std,speed_min,throttle_mean,throttle_std,throttle_zero_frac,throttle_mid_frac,throttle_full_frac,throttle_diff_std,throttle_diff_abs_mean,brake_active_frac,brake_on_count,brake_std,gear_mean,gear_std,gear_change_count,rpm_mean,rpm_std,rpm_max,rpm_diff_std,speed_q90
long_qualifying_2018_2025_top5,Team,Racing Point,216.82710753699445,332.0,73.46557257897133,77.57142857142857,68.1074559456351,40.871796255614406,0.1310486680149253,0.30934155852003137,0.5596097734650433,16.6529310635521,5.6014517336701966,0.2079361431155595,9.285714285714286,0.4041850333325083,5.489881042851484,1.8937238431464938,33.857142857142854,10489.282376317657,1309.410718378939,12414.857142857143,482.24506019099016,314.9714285714286
long_qualifying_2018_2025_top5,Team,Red Bull Racing,223.03409290526184,325.19444444444446,67.58488223926304,79.52777777777777,72.26551198941598,40.46017316487573,0.16773216901537738,0.2003763937654678,0.6318914372191548,17.563257350493707,5.691753479494178,0.16796191226840299,8.256944444444445,0.3710602604963666,5.608930015525729,1.7696228814532775,34.43055555555556,10476.897506117184,1190.7777345522682,12146.027777777777,467.5481305494547,305.8375
long_qualifying_2018_2025_top5,Team,Renault,222.6924599701742,322.90909090909093,67.52587697770649,81.72727272727273,72.71788526872851,39.97177860702915,0.16006811942397406,0.22557798702174597,0.6143538935542798,16.508844161810586,5.247446165178534,0.17327975853358296,8.06060606060606,0.3758491981663979,5.617785191319379,1.767544529170696,33.72727272727273,10250.419518703678,1219.0570916881918,11895.0,467.4443872284037,305.56363636363636
long_qualifying_2018_2025_top5,Team,Sauber,215.08928169028147,324.47058823529414,71.76797076813823,73.11764705882354,71.37257538227257,40.03343089857657,0.15009301242176415,0.26953265528865383,0.580374332289582,16.750278549252183,5.5575333724728795,0.18383633260452703,8.882352941176471,0.38460851453073447,5.510762252159232,1.857191101614913,34.76470588235294,10453.356628453375,1280.8582238715267,12179.70588235294,474.26317377538044,306.7294117647059
long_qualifying_2018_2025_top5,Team,Williams,224.09527596471992,328.45454545454544,68.45867939257768,77.86363636363636,72.82033506466291,39.10110781623252,0.151126127694981,0.2355037146319768,0.6133701576730421,16.043600592275215,5.7026354906448065,0.18076086720112838,8.909090909090908,0.38149458665214164,5.860473671716853,1.7170201448224403,32.59090909090909,10430.832739796675,1350.1511941770857,12235.454545454546,500.4002653435716,308.0409090909091
long_qualifying_2018_2025_top5,Driver,HAM,222.91910201456528,325.53472222222223,68.06231267747138,79.38888888888889,74.11341894277776,38.31222870767279,0.12869722668947037,0.2727439072430007,0.598558866067529,15.45281572089788,5.437764802194531,0.16606755996357597,8.555555555555555,0.36871858549584074,5.720147879131492,1.8077754257837546,36.326388888888886,10557.600706700683,1304.5877402386825,12396.222222222223,486.2681767379844,306.54791666666665
long_qualifying_2018_2025_top5,Driver,LEC,222.56877601852185,325.97241379310344,68.59516571157428,78.2,74.35376434852225,37.33327629056187,0.07160549258426749,0.30728031031366304,0.6211141971020694,15.999429485208172,5.498731873062388,0.17129338467281371,9.882758620689655,0.37401472535712754,5.7045110288433305,1.7204182629395748,35.62068965517241,10497.758290596725,1253.7484781270982,12162.910344827586,465.6721756216862,306.66137931034484
long_qualifying_2018_2025_top5,Driver,OCO,220.58099599304774,325.92561983471074,68.36322979335861,78.30578512396694,72.05374441382708,39.70948828912233,0.14883613156220224,0.2651932479937916,0.585970620444006,16.47521523139412,5.475292005021809,0.18833822630504402,10.413223140495868,0.3878046716999368,5.526388856752294,1.7469492351742724,36.49586776859504,10362.960583365877,1247.3015279277201,12044.289256198346,472.5302988327376,305.198347107438
long_qualifying_2018_2025_top5,Driver,SAI,221.7382290097463,325.55555555555554,68.43727434913914,77.55555555555556,72.7309561383109,39.30196380936327,0.15423205881826085,0.23081316936781007,0.614954771813929,16.373999202968832,5.559870510205213,0.17770361425271983,8.92361111111111,0.3792722237595898,5.725442790558899,1.7531808013212904,34.333333333333336,10379.239928151932,1297.1240809311664,12085.5625,494.5947092403888,305.9375
long_qualifying_2018_2025_top5,Driver,VER,223.03409290526184,325.19444444444446,67.58488223926304,79.52777777777777,72.26551198941598,40.46017316487573,0.16773216901537738,0.2003763937654678,0.6318914372191548,17.563257350493707,5.691753479494178,0.16796191226840299,8.256944444444445,0.3710602604963666,5.608930015525729,1.7696228814532775,34.43055555555556,10476.897506117184,1190.7777345522682,12146.027777777777,467.5481305494547,305.8375
race_2025_clean_laps_top5,Team,Ferrari,207.10775651700587,316.25143513203216,68.52856622947724,72.951205510907,66.9245460414398,40.058588529157014,0.14641764155365844,0.38397030092079776,0.46961205752554375,15.580816608949673,5.744144159089981,0.2140295924839233,9.576349024110218,0.4071124293956818,5.362423005777988,1.7073918082210595,37.0195177956372,10169.10540341392,1428.5917233018904,12105.466704936855,489.49662662650513,295.3175660160735
race_2025_clean_laps_top5,Team,Haas F1 Team,204.20814154001962,316.46652030735453,69.12143111651216,71.37321624588364,64.34210686917612,41.43801984307802,0.183658375844263,0.3261251339685154,0.49021649018722147,15.848733691034294,5.585337926834454,0.24412240725750467,11.486278814489571,0.42721402604871406,5.2940671780701765,1.6868358863211448,38.02524698133919,10073.546793367217,1483.7871756289892,12008.353457738749,485.3093613498166,294.6334796926455
race_2025_clean_laps_top5,Team,Red Bull Racing,206.79780470353282,313.5532879818594,67.51423081843582,74.82766439909297,64.46917134685596,42.50820459227155,0.22544069941574832,0.2599827985716562,0.5145765020125954,16.66606851732471,5.9701774591571795,0.18960571729195744,8.948979591836734,0.3891726985253792,5.229144626319722,1.7059192134753793,34.06122448979592,10106.205230214324,1425.6069601213137,12038.126984126984,485.91109026003863,293.9832199546485
race_2025_clean_laps_top5,Team,Williams,205.79577718116903,319.6020025031289,68.89624565774079,72.41051314142679,63.55900191305596,41.57324296193772,0.21936070430627547,0.28551839782417654,0.49512089786954794,15.382186014537469,5.570301787000781,0.2207279374586309,9.121401752190238,0.4116676785238973,5.426798919723778,1.7589906939139164,34.659574468085104,10083.796773073029,1493.1812099388026,12162.827284105131,488.23638464947015,296.56357947434293
race_2025_clean_laps_top5,Driver,HAM,206.8781783074198,317.77970011534023,68.58447862113083,73.44982698961938,66.48054815816741,40.164785807810894,0.15315868611102038,0.43360170104846923,0.4132396128405103,15.198264600569074,5.823676353076345,0.22531023076134357,9.44405997693195,0.4148557283177752,5.420763298874594,1.6805101059258833,36.074971164936564,10086.325424556071,1488.1090676295628,12134.731257208767,492.76405258427576,295.43886966551327
race_2025_clean_laps_top5,Driver,LEC,207.33523572581854,314.7371428571429,68.47316503683304,72.45714285714286,67.3644845154937,39.95336219705082,0.13973822940367805,0.3347926735942935,0.5254690970020284,15.959870998967936,5.665339116591493,0.20285209147075373,9.707428571428572,0.3994399263494477,5.304616109646836,1.7340277349523938,37.95542857142857,10251.12853675078,1369.618537550928,12076.469714285715,486.2590742774913,295.19737142857144
race_2025_clean_laps_top5,Driver,OCO,204.20814154001962,316.46652030735453,69.12143111651216,71.37321624588364,64.34210686917612,41.43801984307802,0.183658375844263,0.3261251339685154,0.49021649018722147,15.848733691034294,5.585337926834454,0.24412240725750467,11.486278814489571,0.42721402604871406,5.2940671780701765,1.6868358863211448,38.02524698133919,10073.546793367217,1483.7871756289892,12008.353457738749,485.3093613498166,294.6334796926455
race_2025_clean_laps_top5,Driver,SAI,205.79577718116903,319.6020025031289,68.89624565774079,72.41051314142679,63.55900191305596,41.57324296193772,0.21936070430627547,0.28551839782417654,0.49512089786954794,15.382186014537469,5.570301787000781,0.2207279374586309,9.121401752190238,0.4116676785238973,5.426798919723778,1.7589906939139164,34.659574468085104,10083.796773073029,1493.1812099388026,12162.827284105131,488.23638464947015,296.56357947434293
race_2025_clean_laps_top5,Driver,VER,206.79780470353282,313.5532879818594,67.51423081843582,74.82766439909297,64.46917134685596,42.50820459227155,0.22544069941574832,0.2599827985716562,0.5145765020125954,16.66606851732471,5.9701774591571795,0.18960571729195744,8.948979591836734,0.3891726985253792,5.229144626319722,1.7059192134753793,34.06122448979592,10106.205230214324,1425.6069601213137,12038.126984126984,485.91109026003863,293.9832199546485
