subset_name,config_name,config_type,n_features,fold,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,accuracy_gap,macro_f1_gap
distinctive_top6,only_controls,family_only,23,1,0.7854406130268199,0.785059901338971,0.7844533771829162,0.5909090909090909,0.5909090909090909,0.5990977021678776,0.19453152211772895,0.18535567501503858
distinctive_top6,only_controls,family_only,23,2,0.7816091954022989,0.781183932346723,0.7823192984934847,0.6515151515151515,0.6515151515151515,0.6480129470213375,0.1300940438871474,0.1343063514721472
distinctive_top6,only_controls,family_only,23,3,0.7366412213740458,0.7363460183227626,0.7369451351827045,0.6307692307692307,0.6318181818181818,0.6214582255189466,0.105871990604815,0.11548690966375796
distinctive_top6,only_controls,family_only,23,4,0.7557251908396947,0.7557258632840028,0.753178768306229,0.6923076923076923,0.6924242424242424,0.698864585706691,0.0634174985320024,0.05431418259953802
distinctive_top6,only_controls,family_only,23,5,0.7442748091603053,0.7446264975334742,0.7431657012607352,0.7384615384615385,0.7363636363636363,0.7286663216011041,0.005813270698766804,0.014499379659631106
distinctive_top6,only_vehicle_state,family_only,38,1,0.8544061302681992,0.8543868921775898,0.8538353822033198,0.6666666666666666,0.6666666666666666,0.6559574787769513,0.1877394636015326,0.19787790342636846
distinctive_top6,only_vehicle_state,family_only,38,2,0.842911877394636,0.8431113460183227,0.8426361503904912,0.7575757575757576,0.7575757575757577,0.7599270739430923,0.08533611981887845,0.08270907644739889
distinctive_top6,only_vehicle_state,family_only,38,3,0.8435114503816794,0.8436398872445383,0.8435598218206914,0.7076923076923077,0.7075757575757576,0.7044177472667176,0.13581914268937167,0.13914207455397387
distinctive_top6,only_vehicle_state,family_only,38,4,0.8625954198473282,0.8623150105708245,0.8622938064114534,0.6615384615384615,0.6651515151515152,0.6591015417331207,0.20105695830886672,0.20319226467833262
distinctive_top6,only_vehicle_state,family_only,38,5,0.8740458015267175,0.8738548273431994,0.8738382295963717,0.7538461538461538,0.7545454545454545,0.7546620173622461,0.12019964768056368,0.11917621223412556
distinctive_top6,no_context,leave_one_out,61,1,0.9693486590038314,0.9693446088794927,0.96942665561842,0.7727272727272727,0.7727272727272728,0.7706903670671786,0.19662138627655867,0.19873628855124137
distinctive_top6,no_context,leave_one_out,61,2,0.9655172413793104,0.9652924594785061,0.9653589380675566,0.8484848484848485,0.8484848484848485,0.8434892402283706,0.11703239289446188,0.121869697839186
distinctive_top6,no_context,leave_one_out,61,3,0.9656488549618321,0.965644820295983,0.9658108672676219,0.8615384615384616,0.8621212121212122,0.8637832927306611,0.10411039342337047,0.10202757453696076
distinctive_top6,no_context,leave_one_out,61,4,0.9961832061068703,0.9962121212121212,0.996168582375479,0.7692307692307693,0.7712121212121211,0.7689661503600123,0.226952436876101,0.22720243201546675
distinctive_top6,no_context,leave_one_out,61,5,0.9732824427480916,0.9733086680761099,0.973262715047705,0.8769230769230769,0.8757575757575758,0.8758799171842649,0.0963593658250147,0.09738279786344006
distinctive_top6,no_speed,leave_one_out,53,1,0.9770114942528736,0.9769203664552503,0.9769463116321573,0.803030303030303,0.8030303030303031,0.8011695906432749,0.1739811912225706,0.17577672098888242
distinctive_top6,no_speed,leave_one_out,53,2,0.9616858237547893,0.9615926708949964,0.9615786225225351,0.803030303030303,0.8030303030303031,0.8026224982746721,0.1586555207244863,0.15895612424786298
distinctive_top6,no_speed,leave_one_out,53,3,0.9580152671755725,0.9579809725158562,0.9581385490537402,0.8461538461538461,0.846969696969697,0.848917748917749,0.11186142102172636,0.10922080013599123
distinctive_top6,no_speed,leave_one_out,53,4,0.9885496183206107,0.9886363636363638,0.9885928247997214,0.7384615384615385,0.7409090909090909,0.7385489347254053,0.2500880798590722,0.25004389007431616
distinctive_top6,no_speed,leave_one_out,53,5,0.9541984732824428,0.9542811839323466,0.9542362116247306,0.9076923076923077,0.9060606060606061,0.9063101594566124,0.046506165590135096,0.04792605216811818
distinctive_top6,no_throttle,leave_one_out,51,1,0.9195402298850575,0.9193093727977448,0.919850034134538,0.7121212121212122,0.712121212121212,0.7028011204481793,0.2074190177638453,0.2170489136863587
distinctive_top6,no_throttle,leave_one_out,51,2,0.8888888888888888,0.8890944326990838,0.8890344806484718,0.7727272727272727,0.7727272727272728,0.7710489993098687,0.11616161616161613,0.1179854813386031
