subset_name,config_name,config_type,n_features,fold,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,accuracy_gap,macro_f1_gap
distinctive_top6,no_throttle,leave_one_out,51,3,0.9083969465648855,0.9084742776603242,0.9087903961556444,0.7230769230769231,0.7212121212121212,0.7194773825208607,0.1853200234879624,0.1893130136347837
distinctive_top6,no_throttle,leave_one_out,51,4,0.9274809160305344,0.9275017618040874,0.9277515344175792,0.6461538461538462,0.6484848484848486,0.6441987544619123,0.2813270698766882,0.28355277995566686
distinctive_top6,no_throttle,leave_one_out,51,5,0.9083969465648855,0.9082980972515857,0.9083870180686349,0.7230769230769231,0.7227272727272727,0.7121808143547274,0.1853200234879624,0.1962062037139075
distinctive_top6,no_brake,leave_one_out,58,1,0.9578544061302682,0.9577167019027484,0.957750109807089,0.7424242424242424,0.7424242424242425,0.7408880153978193,0.21543016370602575,0.21686209440926962
distinctive_top6,no_brake,leave_one_out,58,2,0.9655172413793104,0.9653805496828752,0.9653209679981797,0.7575757575757576,0.7575757575757577,0.7609174121073435,0.20794148380355282,0.20440355589083614
distinctive_top6,no_brake,leave_one_out,58,3,0.9580152671755725,0.9581571529245947,0.957898268338818,0.7692307692307693,0.7696969696969697,0.7710191981931113,0.18878449794480323,0.1868790701457067
distinctive_top6,no_brake,leave_one_out,58,4,0.9809160305343512,0.9809725158562368,0.9808408868152251,0.7692307692307693,0.7712121212121211,0.769047619047619,0.2116852613035819,0.2117932677676061
distinctive_top6,no_brake,leave_one_out,58,5,0.9465648854961832,0.9463530655391121,0.9464339554181681,0.8769230769230769,0.8757575757575758,0.8756510842323199,0.06964180857310631,0.07078287118584825
distinctive_top6,no_powertrain,leave_one_out,52,1,0.9310344827586207,0.9307610993657504,0.9312002442801369,0.696969696969697,0.6969696969696971,0.6920625575166338,0.23406478578892365,0.2391376867635031
distinctive_top6,no_powertrain,leave_one_out,52,2,0.9195402298850575,0.9192212825933757,0.9196137903594765,0.7575757575757576,0.7575757575757577,0.7529581529581529,0.1619644723092999,0.1666556374013236
distinctive_top6,no_powertrain,leave_one_out,52,3,0.9198473282442748,0.9197498238195913,0.9200181709337878,0.8461538461538461,0.846969696969697,0.8479669072346417,0.0736934820904287,0.07205126369914605
distinctive_top6,no_powertrain,leave_one_out,52,4,0.9389312977099237,0.9391296687808316,0.9392533316850157,0.7538461538461538,0.7530303030303029,0.7517099095530467,0.18508514386376984,0.18754342213196895
distinctive_top6,no_powertrain,leave_one_out,52,5,0.9083969465648855,0.908121916842847,0.9084466248703897,0.8923076923076924,0.8924242424242425,0.8925675519497029,0.016089254257193097,0.0158790729206868
distinctive_top6,no_phase,leave_one_out,60,1,0.9808429118773946,0.9807963354474983,0.9808342119112687,0.7878787878787878,0.7878787878787877,0.7884693164878924,0.19296412399860674,0.19236489542337631
distinctive_top6,no_phase,leave_one_out,60,2,0.9731800766283525,0.9732205778717408,0.9732646051057298,0.8484848484848485,0.8484848484848485,0.8461271756466265,0.12469522814350398,0.12713742945910322
distinctive_top6,no_phase,leave_one_out,60,3,0.9656488549618321,0.965644820295983,0.965936622066827,0.8307692307692308,0.8303030303030304,0.8334189202610255,0.13487962419260124,0.13251770180580147
distinctive_top6,no_phase,leave_one_out,60,4,0.9923664122137404,0.9924242424242425,0.9923361522198731,0.7538461538461538,0.756060606060606,0.7537004498769204,0.2385202583675866,0.23863570234295273
distinctive_top6,no_phase,leave_one_out,60,5,0.9656488549618321,0.9655567300916138,0.9657208235694686,0.8461538461538461,0.8454545454545456,0.8445230335390518,0.11949500880798591,0.12119779003041686
distinctive_top6,no_dynamics,leave_one_out,49,1,0.9233716475095786,0.9230972515856236,0.9235412121164432,0.696969696969697,0.6969696969696969,0.6984126984126985,0.22640195053988155,0.22512851370374476
distinctive_top6,no_dynamics,leave_one_out,49,2,0.9233716475095786,0.9230972515856236,0.9237722836072496,0.7878787878787878,0.7878787878787881,0.7916955266955267,0.13549285963079072,0.13207675691172294
distinctive_top6,no_dynamics,leave_one_out,49,3,0.8893129770992366,0.8891825229034532,0.8892811700294829,0.8,0.7984848484848485,0.8064973518859192,0.08931297709923658,0.08278381814356373
distinctive_top6,no_dynamics,leave_one_out,49,4,0.9045801526717557,0.9045102184637068,0.9049711345255945,0.7076923076923077,0.7075757575757575,0.7139648265964055,0.196887844979448,0.19100630792918905
distinctive_top6,no_dynamics,leave_one_out,49,5,0.8854961832061069,0.8855708245243128,0.8863924404622078,0.8153846153846154,0.8121212121212121,0.8067783094098884,0.07011156782149153,0.0796141310523194
