team,leader_driver,teammate_driver,season,round,session_key,event_name,LapTimeSeconds_std_signed_gap,LapTimeSeconds_std_abs_gap,speed_min_std_signed_gap,speed_min_std_abs_gap,speed_mean_std_signed_gap,speed_mean_std_abs_gap,throttle_full_frac_std_signed_gap,throttle_full_frac_std_abs_gap,throttle_mid_frac_std_signed_gap,throttle_mid_frac_std_abs_gap,throttle_diff_abs_mean_std_signed_gap,throttle_diff_abs_mean_std_abs_gap,brake_active_frac_std_signed_gap,brake_active_frac_std_abs_gap,brake_on_count_std_signed_gap,brake_on_count_std_abs_gap,rpm_diff_abs_mean_std_signed_gap,rpm_diff_abs_mean_std_abs_gap,gear_change_count_std_signed_gap,gear_change_count_std_abs_gap,mean_style_distance_proxy,mean_signed_proxy
Red Bull Racing,VER,GAS,2019,11,2019_11_Q,German Grand Prix,-0.006266719927949385,0.006266719927949385,0.12796923760976425,0.12796923760976425,0.015150223523287947,0.015150223523287947,0.08698069292421656,0.08698069292421656,-0.09787890007592545,0.09787890007592545,-0.40111295321821466,0.40111295321821466,-0.08425515112017301,0.08425515112017301,0.0,0.0,0.049902326177727475,0.049902326177727475,0.0,0.0,0.08695162045772588,-0.030951124410726623
Red Bull Racing,VER,GAS,2019,12,2019_12_Q,Hungarian Grand Prix,-0.08212209099610393,0.08212209099610393,-0.3199230940244106,0.3199230940244106,0.13376566911634516,0.13376566911634516,0.2450000296962086,0.2450000296962086,-0.258536074503337,0.258536074503337,-0.025980160721487646,0.025980160721487646,0.12588713923994052,0.12588713923994052,-0.4174881748335564,0.4174881748335564,0.013552526492855713,0.013552526492855713,0.0,0.0,0.16222549596242458,-0.05858442305335455
Red Bull Racing,VER,ALB,2019,13,2019_13_Q,Belgian Grand Prix,-0.1719138989189518,0.1719138989189518,-0.06398461880488213,0.06398461880488213,0.1477985333214915,0.1477985333214915,0.3281463268901461,0.3281463268901461,-0.1237270036485807,0.1237270036485807,-0.18336759598463992,0.18336759598463992,0.33397600775309905,0.33397600775309905,0.0,0.0,-0.320039589546881,0.320039589546881,0.39890681761285457,0.39890681761285457,0.20718603924815268,0.03457949786736557
Red Bull Racing,VER,ALB,2019,15,2019_15_Q,Singapore Grand Prix,-0.05593281368527342,0.05593281368527342,0.0,0.0,0.04692572407458507,0.04692572407458507,0.5161127224085985,0.5161127224085985,-0.5265045977159464,0.5265045977159464,0.11986466050921808,0.11986466050921808,0.15471151982211584,0.15471151982211584,0.0,0.0,-0.11138428303179902,0.11138428303179902,0.6648446960214243,0.6648446960214243,0.21962810172689604,0.0808637628402923
Red Bull Racing,VER,ALB,2019,16,2019_16_Q,Russian Grand Prix,-3.325289953409438,3.325289953409438,1.7915693265366994,1.7915693265366994,3.056758664275163,3.056758664275163,5.1237332317490125,5.1237332317490125,-4.782614616656511,4.782614616656511,0.6484505373128714,0.6484505373128714,-0.245877864098231,0.245877864098231,-0.4174881748335564,0.4174881748335564,-0.2892760201609517,0.2892760201609517,0.5318757568171394,0.5318757568171394,2.0212934145849575,0.20918408875321975
Red Bull Racing,VER,ALB,2019,17,2019_17_Q,Japanese Grand Prix,0.0,0.0,-0.06398461880488213,0.06398461880488213,-0.009676708752654434,0.009676708752654434,-0.011134564653078636,0.011134564653078636,0.24923137926456268,0.24923137926456268,0.28673834738285814,0.28673834738285814,-0.19953476254688385,0.19953476254688385,-0.8349763496671128,0.8349763496671128,-0.42583938061344984,0.42583938061344984,-0.2659378784085697,0.2659378784085697,0.23470539900940518,-0.12751145367992106
Red Bull Racing,VER,ALB,2019,18,2019_18_Q,Mexican Grand Prix,-0.05406215102021448,0.05406215102021448,-0.2559384752195285,0.2559384752195285,0.01558083151074309,0.01558083151074309,0.37743407822472697,0.37743407822472697,-0.2601112502017701,0.2601112502017701,-0.03597619209966114,0.03597619209966114,0.6000691668361915,0.6000691668361915,0.8349763496671128,0.8349763496671128,0.08975126614154093,0.08975126614154093,0.13296893920428485,0.13296893920428485,0.26568687001257746,0.14446925630434257
Red Bull Racing,VER,ALB,2019,19,2019_19_Q,United States Grand Prix,-0.042276976230340345,0.042276976230340345,0.06398461880488213,0.06398461880488213,0.07801517740233517,0.07801517740233517,0.46225398008985547,0.46225398008985547,-0.41297971922710325,0.41297971922710325,-0.09217916999497534,0.09217916999497534,0.011680013429323817,0.011680013429323817,0.0,0.0,-0.029795927117373514,0.029795927117373514,-0.2659378784085697,0.2659378784085697,0.14591034607047587,-0.022723588125196554
Red Bull Racing,VER,GAS,2019,1,2019_1_Q,Australian Grand Prix,-0.15900632653004204,0.15900632653004204,0.3199230940244106,0.3199230940244106,0.24417357506259985,0.24417357506259985,0.13547852217887857,0.13547852217887857,0.16054259899432452,0.16054259899432452,-0.9428716388454123,0.9428716388454123,-0.10123711706292478,0.10123711706292478,-0.4174881748335564,0.4174881748335564,-0.7243752376482484,0.7243752376482484,0.5318757568171394,0.5318757568171394,0.37369720419975366,-0.09529849478428308
Red Bull Racing,VER,ALB,2019,20,2019_20_Q,Brazilian Grand Prix,-0.040406313565281404,0.040406313565281404,0.12796923760976425,0.12796923760976425,0.07193666833249639,0.07193666833249639,0.3015887103258951,0.3015887103258951,0.012299537719262633,0.012299537719262633,0.2681656518682497,0.2681656518682497,0.01843020916539281,0.01843020916539281,0.0,0.0,0.21411404750481247,0.21411404750481247,0.5318757568171394,0.5318757568171394,0.1586786132908294,0.15059735057777313
