subset_name,drivers,main_interpretable_baseline,main_interpretable_baseline_config,best_predictive_model,best_predictive_seq_len,best_predictive_seq_channels,best_predictive_tabular_features,best_predictive_tabular_config,best_predictive_accuracy,best_predictive_macro_f1,baseline_accuracy,baseline_macro_f1,cnn_accuracy,cnn_macro_f1
distinctive_top5,"ALB, SAI, VER, OCO, LEC",handcrafted_compact_logreg,compact_no_context_no_phase,hybrid_cnn_tabular,300.0,5.0,57.0,compact_no_context_no_phase,0.915751,0.914744,0.860806,0.861704,0.897436,0.895241
