Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,season,round,event_name,session_name,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,session_max_rainfall,session_is_dry_by_weather,source_label,session_key,compound_upper,is_wet_compound,is_slick_compound,session_is_dry_final,dry_flag_source,lap_key,analysis_team,leader_driver
0 days 01:14:14.214000,RIC,3,0 days 00:01:22.152000,16.0,6.0,,,0 days 00:00:27.240000,0 days 00:00:22.448000,0 days 00:00:32.464000,0 days 01:13:19.302000,0 days 01:13:41.750000,0 days 01:14:14.214000,277.0,288.0,296.0,308.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,1,Australian Grand Prix,Q,82.152,27.24,22.448,32.464,,,2018_2022_q_backfill,2018_1_Q,ULTRASOFT,False,True,True,compound_inference,2018_r01_Q_RIC_lap16,Red Bull Racing,VER
0 days 01:14:33.902000,VER,33,0 days 00:01:21.879000,17.0,6.0,,,0 days 00:00:26.971000,0 days 00:00:22.241000,0 days 00:00:32.667000,0 days 01:13:38.994000,0 days 01:14:01.235000,0 days 01:14:33.902000,279.0,288.0,298.0,311.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,1,Australian Grand Prix,Q,81.879,26.971,22.241,32.667,,,2018_2022_q_backfill,2018_1_Q,ULTRASOFT,False,True,True,compound_inference,2018_r01_Q_VER_lap17,Red Bull Racing,VER
0 days 01:12:14.053000,BOT,77,0 days 00:01:28.124000,14.0,5.0,,,0 days 00:00:28.014000,0 days 00:00:37.981000,0 days 00:00:22.129000,0 days 01:11:13.943000,0 days 01:11:51.924000,0 days 01:12:14.053000,250.0,273.0,294.0,323.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,2,Bahrain Grand Prix,Q,88.124,28.014,37.981,22.129,,,2018_2022_q_backfill,2018_2_Q,SUPERSOFT,False,True,True,compound_inference,2018_r02_Q_BOT_lap14,Mercedes,HAM
0 days 01:04:57.470000,HAM,44,0 days 00:01:28.220000,12.0,4.0,,,0 days 00:00:28.081000,0 days 00:00:37.990000,0 days 00:00:22.149000,0 days 01:03:57.331000,0 days 01:04:35.321000,0 days 01:04:57.470000,247.0,274.0,294.0,323.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,2,Bahrain Grand Prix,Q,88.22,28.081,37.99,22.149,,,2018_2022_q_backfill,2018_2_Q,SUPERSOFT,False,True,True,compound_inference,2018_r02_Q_HAM_lap12,Mercedes,HAM
0 days 01:12:59.352000,RIC,3,0 days 00:01:28.398000,11.0,4.0,,,0 days 00:00:28.275000,0 days 00:00:38.042000,0 days 00:00:22.081000,0 days 01:11:59.229000,0 days 01:12:37.271000,0 days 01:12:59.352000,247.0,270.0,289.0,316.0,True,SUPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,2,Bahrain Grand Prix,Q,88.398,28.275,38.042,22.081,,,2018_2022_q_backfill,2018_2_Q,SUPERSOFT,False,True,True,compound_inference,2018_r02_Q_RIC_lap11,Red Bull Racing,VER
0 days 00:15:56.496000,VER,33,0 days 00:02:09.860000,3.0,1.0,,,0 days 00:00:41.559000,0 days 00:01:01.666000,0 days 00:00:26.635000,0 days 00:14:28.195000,0 days 00:15:29.861000,0 days 00:15:56.496000,171.0,175.0,290.0,230.0,False,SUPERSOFT,3.0,True,Red Bull Racing,1.0,,,,False,True,2018,2,Bahrain Grand Prix,Q,129.86,41.559,61.666,26.635,,,2018_2022_q_backfill,2018_2_Q,SUPERSOFT,False,True,True,compound_inference,2018_r02_Q_VER_lap3,Red Bull Racing,VER
0 days 00:56:24.559000,BOT,77,0 days 00:01:31.625000,15.0,4.0,,,0 days 00:00:24.322000,0 days 00:00:27.268000,0 days 00:00:40.035000,0 days 00:55:17.256000,0 days 00:55:44.524000,0 days 00:56:24.559000,279.0,274.0,270.0,326.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,3,Chinese Grand Prix,Q,91.625,24.322,27.268,40.035,,,2018_2022_q_backfill,2018_3_Q,ULTRASOFT,False,True,True,compound_inference,2018_r03_Q_BOT_lap15,Mercedes,HAM
0 days 00:56:39.781000,HAM,44,0 days 00:01:31.675000,14.0,4.0,,,0 days 00:00:24.341000,0 days 00:00:27.289000,0 days 00:00:40.045000,0 days 00:55:32.447000,0 days 00:55:59.736000,0 days 00:56:39.781000,278.0,274.0,270.0,326.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,3,Chinese Grand Prix,Q,91.675,24.341,27.289,40.045,,,2018_2022_q_backfill,2018_3_Q,ULTRASOFT,False,True,True,compound_inference,2018_r03_Q_HAM_lap14,Mercedes,HAM
0 days 00:56:18.316000,RIC,3,0 days 00:01:31.948000,8.0,3.0,,,0 days 00:00:24.360000,0 days 00:00:27.307000,0 days 00:00:40.281000,0 days 00:55:10.728000,0 days 00:55:38.035000,0 days 00:56:18.316000,274.0,270.0,267.0,321.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,3,Chinese Grand Prix,Q,91.948,24.36,27.307,40.281,,,2018_2022_q_backfill,2018_3_Q,ULTRASOFT,False,True,True,compound_inference,2018_r03_Q_RIC_lap8,Red Bull Racing,VER
0 days 01:04:42.828000,VER,33,0 days 00:01:31.796000,11.0,4.0,,,0 days 00:00:24.171000,0 days 00:00:27.306000,0 days 00:00:40.319000,0 days 01:03:35.203000,0 days 01:04:02.509000,0 days 01:04:42.828000,275.0,270.0,266.0,321.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,3,Chinese Grand Prix,Q,91.796,24.171,27.306,40.319,,,2018_2022_q_backfill,2018_3_Q,ULTRASOFT,False,True,True,compound_inference,2018_r03_Q_VER_lap11,Red Bull Racing,VER
0 days 01:04:02.764000,BOT,77,0 days 00:01:41.837000,19.0,5.0,,,0 days 00:00:35.499000,0 days 00:00:41.155000,0 days 00:00:25.183000,0 days 01:02:56.426000,0 days 01:03:37.581000,0 days 01:04:02.764000,222.0,226.0,329.0,315.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,4,Azerbaijan Grand Prix,Q,101.837,35.499,41.155,25.183,,,2018_2022_q_backfill,2018_4_Q,ULTRASOFT,False,True,True,compound_inference,2018_r04_Q_BOT_lap19,Mercedes,HAM
0 days 01:04:07.396000,HAM,44,0 days 00:01:41.677000,19.0,5.0,,,0 days 00:00:35.296000,0 days 00:00:41.158000,0 days 00:00:25.223000,0 days 01:03:01.015000,0 days 01:03:42.173000,0 days 01:04:07.396000,225.0,231.0,329.0,316.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,4,Azerbaijan Grand Prix,Q,101.677,35.296,41.158,25.223,,,2018_2022_q_backfill,2018_4_Q,ULTRASOFT,False,True,True,compound_inference,2018_r04_Q_HAM_lap19,Mercedes,HAM
0 days 01:05:18.565000,RIC,3,0 days 00:01:41.911000,19.0,5.0,,,0 days 00:00:35.629000,0 days 00:00:40.863000,0 days 00:00:25.419000,0 days 01:04:12.283000,0 days 01:04:53.146000,0 days 01:05:18.565000,221.0,223.0,326.0,312.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,4,Azerbaijan Grand Prix,Q,101.911,35.629,40.863,25.419,,,2018_2022_q_backfill,2018_4_Q,ULTRASOFT,False,True,True,compound_inference,2018_r04_Q_RIC_lap19,Red Bull Racing,VER
0 days 01:05:21.923000,VER,33,0 days 00:01:41.994000,18.0,5.0,,,0 days 00:00:35.765000,0 days 00:00:40.936000,0 days 00:00:25.293000,0 days 01:04:15.694000,0 days 01:04:56.630000,0 days 01:05:21.923000,218.0,226.0,328.0,312.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,4,Azerbaijan Grand Prix,Q,101.994,35.765,40.936,25.293,,,2018_2022_q_backfill,2018_4_Q,ULTRASOFT,False,True,True,compound_inference,2018_r04_Q_VER_lap18,Red Bull Racing,VER
0 days 01:03:40.988000,BOT,77,0 days 00:01:16.213000,12.0,4.0,,,0 days 00:00:21.528000,0 days 00:00:28.366000,0 days 00:00:26.319000,0 days 01:02:46.303000,0 days 01:03:14.669000,0 days 01:03:40.988000,293.0,300.0,291.0,322.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,5,Spanish Grand Prix,Q,76.213,21.528,28.366,26.319,,,2018_2022_q_backfill,2018_5_Q,SUPERSOFT,False,True,True,compound_inference,2018_r05_Q_BOT_lap12,Mercedes,HAM
0 days 01:03:23.647000,HAM,44,0 days 00:01:16.173000,15.0,5.0,,,0 days 00:00:21.531000,0 days 00:00:28.316000,0 days 00:00:26.326000,0 days 01:02:29.005000,0 days 01:02:57.321000,0 days 01:03:23.647000,293.0,309.0,290.0,320.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,5,Spanish Grand Prix,Q,76.173,21.531,28.316,26.326,,,2018_2022_q_backfill,2018_5_Q,SUPERSOFT,False,True,True,compound_inference,2018_r05_Q_HAM_lap15,Mercedes,HAM
0 days 01:01:17.978000,RIC,3,0 days 00:01:16.818000,16.0,5.0,,,0 days 00:00:21.972000,0 days 00:00:28.687000,0 days 00:00:26.159000,0 days 01:00:23.132000,0 days 01:00:51.819000,0 days 01:01:17.978000,285.0,297.0,282.0,312.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,5,Spanish Grand Prix,Q,76.818,21.972,28.687,26.159,,,2018_2022_q_backfill,2018_5_Q,SOFT,False,True,True,compound_inference,2018_r05_Q_RIC_lap16,Red Bull Racing,VER
0 days 00:55:10.732000,VER,33,0 days 00:01:16.816000,12.0,4.0,,,0 days 00:00:21.900000,0 days 00:00:28.609000,0 days 00:00:26.307000,0 days 00:54:15.816000,0 days 00:54:44.425000,0 days 00:55:10.732000,287.0,296.0,287.0,315.0,True,SUPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,5,Spanish Grand Prix,Q,76.816,21.9,28.609,26.307,,,2018_2022_q_backfill,2018_5_Q,SUPERSOFT,False,True,True,compound_inference,2018_r05_Q_VER_lap12,Red Bull Racing,VER
0 days 01:03:41.258000,BOT,77,0 days 00:01:11.441000,24.0,6.0,,,0 days 00:00:18.745000,0 days 00:00:33.702000,0 days 00:00:18.994000,0 days 01:02:48.562000,0 days 01:03:22.264000,0 days 01:03:41.258000,225.0,209.0,274.0,284.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,6,Monaco Grand Prix,Q,71.441,18.745,33.702,18.994,,,2018_2022_q_backfill,2018_6_Q,HYPERSOFT,False,True,True,compound_inference,2018_r06_Q_BOT_lap24,Mercedes,HAM
0 days 01:03:53.831000,HAM,44,0 days 00:01:11.232000,21.0,5.0,,,0 days 00:00:18.594000,0 days 00:00:33.446000,0 days 00:00:19.192000,0 days 01:03:01.193000,0 days 01:03:34.639000,0 days 01:03:53.831000,225.0,207.0,272.0,285.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,6,Monaco Grand Prix,Q,71.232,18.594,33.446,19.192,,,2018_2022_q_backfill,2018_6_Q,HYPERSOFT,False,True,True,compound_inference,2018_r06_Q_HAM_lap21,Mercedes,HAM
0 days 00:54:36.999000,BOT,77,0 days 00:01:10.857000,16.0,4.0,,,0 days 00:00:19.423000,0 days 00:00:22.693000,0 days 00:00:28.741000,0 days 00:53:45.565000,0 days 00:54:08.258000,0 days 00:54:36.999000,265.0,286.0,299.0,324.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,7,Canadian Grand Prix,Q,70.857,19.423,22.693,28.741,,,2018_2022_q_backfill,2018_7_Q,HYPERSOFT,False,True,True,compound_inference,2018_r07_Q_BOT_lap16,Mercedes,HAM
0 days 01:04:18.856000,HAM,44,0 days 00:01:10.996000,20.0,5.0,,,0 days 00:00:19.430000,0 days 00:00:22.697000,0 days 00:00:28.869000,0 days 01:03:27.290000,0 days 01:03:49.987000,0 days 01:04:18.856000,265.0,285.0,297.0,321.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,7,Canadian Grand Prix,Q,70.996,19.43,22.697,28.869,,,2018_2022_q_backfill,2018_7_Q,HYPERSOFT,False,True,True,compound_inference,2018_r07_Q_HAM_lap20,Mercedes,HAM
0 days 01:04:36.254000,RIC,3,0 days 00:01:11.116000,17.0,5.0,,,0 days 00:00:19.523000,0 days 00:00:22.672000,0 days 00:00:28.921000,0 days 01:03:44.661000,0 days 01:04:07.333000,0 days 01:04:36.254000,263.0,284.0,293.0,320.0,True,HYPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,7,Canadian Grand Prix,Q,71.116,19.523,22.672,28.921,,,2018_2022_q_backfill,2018_7_Q,HYPERSOFT,False,True,True,compound_inference,2018_r07_Q_RIC_lap17,Red Bull Racing,VER
0 days 01:04:40.740000,VER,33,0 days 00:01:10.937000,15.0,5.0,,,0 days 00:00:19.420000,0 days 00:00:22.715000,0 days 00:00:28.802000,0 days 01:03:49.223000,0 days 01:04:11.938000,0 days 01:04:40.740000,264.0,285.0,295.0,322.0,True,HYPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,7,Canadian Grand Prix,Q,70.937,19.42,22.715,28.802,,,2018_2022_q_backfill,2018_7_Q,HYPERSOFT,False,True,True,compound_inference,2018_r07_Q_VER_lap15,Red Bull Racing,VER
0 days 01:09:37.904000,BOT,77,0 days 00:01:30.147000,16.0,5.0,,,0 days 00:00:22.408000,0 days 00:00:27.711000,0 days 00:00:40.028000,0 days 01:08:30.165000,0 days 01:08:57.876000,0 days 01:09:37.904000,120.0,284.0,299.0,328.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,8,French Grand Prix,Q,90.147,22.408,27.711,40.028,,,2018_2022_q_backfill,2018_8_Q,ULTRASOFT,False,True,True,compound_inference,2018_r08_Q_BOT_lap16,Mercedes,HAM
0 days 01:09:48.960000,HAM,44,0 days 00:01:30.029000,18.0,5.0,,,0 days 00:00:22.276000,0 days 00:00:27.821000,0 days 00:00:39.932000,0 days 01:08:41.207000,0 days 01:09:09.028000,0 days 01:09:48.960000,114.0,286.0,302.0,329.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,8,French Grand Prix,Q,90.029,22.276,27.821,39.932,,,2018_2022_q_backfill,2018_8_Q,ULTRASOFT,False,True,True,compound_inference,2018_r08_Q_HAM_lap18,Mercedes,HAM
0 days 00:55:52.945000,RIC,3,0 days 00:01:30.895000,15.0,4.0,,,0 days 00:00:22.601000,0 days 00:00:28.011000,0 days 00:00:40.283000,0 days 00:54:44.651000,0 days 00:55:12.662000,0 days 00:55:52.945000,124.0,282.0,296.0,324.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,8,French Grand Prix,Q,90.895,22.601,28.011,40.283,,,2018_2022_q_backfill,2018_8_Q,ULTRASOFT,False,True,True,compound_inference,2018_r08_Q_RIC_lap15,Red Bull Racing,VER
0 days 00:55:50.127000,VER,33,0 days 00:01:30.705000,15.0,4.0,,,0 days 00:00:22.568000,0 days 00:00:27.841000,0 days 00:00:40.296000,0 days 00:54:41.990000,0 days 00:55:09.831000,0 days 00:55:50.127000,123.0,284.0,300.0,325.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,8,French Grand Prix,Q,90.705,22.568,27.841,40.296,,,2018_2022_q_backfill,2018_8_Q,ULTRASOFT,False,True,True,compound_inference,2018_r08_Q_VER_lap15,Red Bull Racing,VER
0 days 01:03:59.693000,BOT,77,0 days 00:01:03.130000,16.0,5.0,,,0 days 00:00:16.018000,0 days 00:00:28.013000,0 days 00:00:19.099000,0 days 01:03:12.581000,0 days 01:03:40.594000,0 days 01:03:59.693000,321.0,253.0,292.0,320.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,9,Austrian Grand Prix,Q,63.13,16.018,28.013,19.099,,,2018_2022_q_backfill,2018_9_Q,ULTRASOFT,False,True,True,compound_inference,2018_r09_Q_BOT_lap16,Mercedes,HAM
0 days 01:04:04.283000,HAM,44,0 days 00:01:03.149000,19.0,5.0,,,0 days 00:00:16.025000,0 days 00:00:28.011000,0 days 00:00:19.113000,0 days 01:03:17.159000,0 days 01:03:45.170000,0 days 01:04:04.283000,322.0,253.0,293.0,322.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,9,Austrian Grand Prix,Q,63.149,16.025,28.011,19.113,,,2018_2022_q_backfill,2018_9_Q,ULTRASOFT,False,True,True,compound_inference,2018_r09_Q_HAM_lap19,Mercedes,HAM
0 days 00:59:39.526000,RIC,3,0 days 00:01:03.996000,18.0,5.0,,,0 days 00:00:16.351000,0 days 00:00:28.137000,0 days 00:00:19.508000,0 days 00:58:51.881000,0 days 00:59:20.018000,0 days 00:59:39.526000,310.0,250.0,279.0,307.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,9,Austrian Grand Prix,Q,63.996,16.351,28.137,19.508,,,2018_2022_q_backfill,2018_9_Q,ULTRASOFT,False,True,True,compound_inference,2018_r09_Q_RIC_lap18,Red Bull Racing,VER
0 days 01:04:42.881000,VER,33,0 days 00:01:03.840000,17.0,6.0,,,0 days 00:00:16.222000,0 days 00:00:28.182000,0 days 00:00:19.436000,0 days 01:03:55.263000,0 days 01:04:23.445000,0 days 01:04:42.881000,312.0,247.0,288.0,314.0,True,ULTRASOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,9,Austrian Grand Prix,Q,63.84,16.222,28.182,19.436,,,2018_2022_q_backfill,2018_9_Q,ULTRASOFT,False,True,True,compound_inference,2018_r09_Q_VER_lap17,Red Bull Racing,VER
0 days 01:01:30.650000,BOT,77,0 days 00:01:26.217000,11.0,4.0,,,0 days 00:00:27.702000,0 days 00:00:34.817000,0 days 00:00:23.698000,0 days 01:00:32.135000,0 days 01:01:06.952000,0 days 01:01:30.650000,310.0,268.0,252.0,319.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,10,British Grand Prix,Q,86.217,27.702,34.817,23.698,,,2018_2022_q_backfill,2018_10_Q,SOFT,False,True,True,compound_inference,2018_r10_Q_BOT_lap11,Mercedes,HAM
0 days 01:09:37.661000,HAM,44,0 days 00:01:25.892000,14.0,5.0,,,0 days 00:00:27.520000,0 days 00:00:34.708000,0 days 00:00:23.664000,0 days 01:08:39.289000,0 days 01:09:13.997000,0 days 01:09:37.661000,313.0,270.0,251.0,320.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,10,British Grand Prix,Q,85.892,27.52,34.708,23.664,,,2018_2022_q_backfill,2018_10_Q,SOFT,False,True,True,compound_inference,2018_r10_Q_HAM_lap14,Mercedes,HAM
0 days 01:01:41.838000,RIC,3,0 days 00:01:27.099000,10.0,3.0,,,0 days 00:00:28.080000,0 days 00:00:35.214000,0 days 00:00:23.805000,0 days 01:00:42.819000,0 days 01:01:18.033000,0 days 01:01:41.838000,297.0,264.0,250.0,317.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,10,British Grand Prix,Q,87.099,28.08,35.214,23.805,,,2018_2022_q_backfill,2018_10_Q,SOFT,False,True,True,compound_inference,2018_r10_Q_RIC_lap10,Red Bull Racing,VER
0 days 01:10:29.345000,VER,33,0 days 00:01:26.602000,13.0,4.0,,,0 days 00:00:27.846000,0 days 00:00:35.029000,0 days 00:00:23.727000,0 days 01:09:30.589000,0 days 01:10:05.618000,0 days 01:10:29.345000,311.0,268.0,250.0,319.0,True,SOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,10,British Grand Prix,Q,86.602,27.846,35.029,23.727,,,2018_2022_q_backfill,2018_10_Q,SOFT,False,True,True,compound_inference,2018_r10_Q_VER_lap13,Red Bull Racing,VER
0 days 01:15:34.381000,BOT,77,0 days 00:01:19.656000,17.0,5.0,,,0 days 00:00:26.803000,0 days 00:00:26.520000,0 days 00:00:26.333000,0 days 01:14:41.528000,0 days 01:15:08.048000,0 days 01:15:34.381000,322.0,333.0,312.0,338.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,14,Italian Grand Prix,Q,79.656,26.803,26.52,26.333,,,2018_2022_q_backfill,2018_14_Q,SUPERSOFT,False,True,True,compound_inference,2018_r14_Q_BOT_lap17,Mercedes,HAM
0 days 01:15:37.373000,HAM,44,0 days 00:01:19.294000,18.0,5.0,,,0 days 00:00:26.521000,0 days 00:00:26.540000,0 days 00:00:26.233000,0 days 01:14:44.600000,0 days 01:15:11.140000,0 days 01:15:37.373000,327.0,337.0,316.0,343.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,14,Italian Grand Prix,Q,79.294,26.521,26.54,26.233,,,2018_2022_q_backfill,2018_14_Q,SUPERSOFT,False,True,True,compound_inference,2018_r14_Q_HAM_lap18,Mercedes,HAM
0 days 00:29:48.304000,RIC,3,0 days 00:01:21.280000,2.0,1.0,,,0 days 00:00:27.194000,0 days 00:00:27.152000,0 days 00:00:26.934000,0 days 00:28:54.218000,0 days 00:29:21.370000,0 days 00:29:48.304000,319.0,327.0,310.0,332.0,True,SUPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,14,Italian Grand Prix,Q,81.28,27.194,27.152,26.934,,,2018_2022_q_backfill,2018_14_Q,SUPERSOFT,False,True,True,compound_inference,2018_r14_Q_RIC_lap2,Red Bull Racing,VER
0 days 00:55:32.772000,VER,33,0 days 00:01:20.333000,8.0,3.0,,,0 days 00:00:26.858000,0 days 00:00:26.866000,0 days 00:00:26.609000,0 days 00:54:39.297000,0 days 00:55:06.163000,0 days 00:55:32.772000,323.0,335.0,315.0,334.0,True,SUPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,14,Italian Grand Prix,Q,80.333,26.858,26.866,26.609,,,2018_2022_q_backfill,2018_14_Q,SUPERSOFT,False,True,True,compound_inference,2018_r14_Q_VER_lap8,Red Bull Racing,VER
0 days 01:15:44.135000,BOT,77,0 days 00:01:36.702000,19.0,5.0,,,0 days 00:00:26.468000,0 days 00:00:37.284000,0 days 00:00:32.950000,0 days 01:14:33.901000,0 days 01:15:11.185000,0 days 01:15:44.135000,316.0,278.0,262.0,308.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,15,Singapore Grand Prix,Q,96.702,26.468,37.284,32.95,,,2018_2022_q_backfill,2018_15_Q,HYPERSOFT,False,True,True,compound_inference,2018_r15_Q_BOT_lap19,Mercedes,HAM
0 days 01:07:30.810000,HAM,44,0 days 00:01:36.015000,14.0,4.0,,,0 days 00:00:26.263000,0 days 00:00:36.967000,0 days 00:00:32.785000,0 days 01:06:21.058000,0 days 01:06:58.025000,0 days 01:07:30.810000,318.0,279.0,266.0,308.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,15,Singapore Grand Prix,Q,96.015,26.263,36.967,32.785,,,2018_2022_q_backfill,2018_15_Q,HYPERSOFT,False,True,True,compound_inference,2018_r15_Q_HAM_lap14,Mercedes,HAM
0 days 01:15:54.089000,RIC,3,0 days 00:01:36.996000,11.0,4.0,,,0 days 00:00:26.536000,0 days 00:00:37.453000,0 days 00:00:33.007000,0 days 01:14:43.629000,0 days 01:15:21.082000,0 days 01:15:54.089000,311.0,274.0,261.0,301.0,True,HYPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,15,Singapore Grand Prix,Q,96.996,26.536,37.453,33.007,,,2018_2022_q_backfill,2018_15_Q,HYPERSOFT,False,True,True,compound_inference,2018_r15_Q_RIC_lap11,Red Bull Racing,VER
0 days 01:07:58.960000,VER,33,0 days 00:01:36.334000,9.0,3.0,,,0 days 00:00:26.428000,0 days 00:00:36.996000,0 days 00:00:32.910000,0 days 01:06:49.054000,0 days 01:07:26.050000,0 days 01:07:58.960000,310.0,274.0,259.0,301.0,True,HYPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,15,Singapore Grand Prix,Q,96.334,26.428,36.996,32.91,,,2018_2022_q_backfill,2018_15_Q,HYPERSOFT,False,True,True,compound_inference,2018_r15_Q_VER_lap9,Red Bull Racing,VER
0 days 01:14:27.264000,BOT,77,0 days 00:01:31.387000,16.0,5.0,,,0 days 00:00:33.321000,0 days 00:00:31.292000,0 days 00:00:26.774000,0 days 01:13:29.198000,0 days 01:14:00.490000,0 days 01:14:27.264000,277.0,324.0,179.0,323.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,16,Russian Grand Prix,Q,91.387,33.321,31.292,26.774,,,2018_2022_q_backfill,2018_16_Q,HYPERSOFT,False,True,True,compound_inference,2018_r16_Q_BOT_lap16,Mercedes,HAM
0 days 01:06:39.320000,HAM,44,0 days 00:01:31.532000,15.0,4.0,,,0 days 00:00:33.215000,0 days 00:00:31.519000,0 days 00:00:26.798000,0 days 01:05:41.003000,0 days 01:06:12.522000,0 days 01:06:39.320000,278.0,328.0,171.0,327.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,16,Russian Grand Prix,Q,91.532,33.215,31.519,26.798,,,2018_2022_q_backfill,2018_16_Q,HYPERSOFT,False,True,True,compound_inference,2018_r16_Q_HAM_lap15,Mercedes,HAM
0 days 00:29:35.806000,RIC,3,0 days 00:01:33.247000,2.0,1.0,,,0 days 00:00:34.156000,0 days 00:00:32.007000,0 days 00:00:27.084000,0 days 00:28:36.715000,0 days 00:29:08.722000,0 days 00:29:35.806000,269.0,317.0,164.0,315.0,True,HYPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,16,Russian Grand Prix,Q,93.247,34.156,32.007,27.084,,,2018_2022_q_backfill,2018_16_Q,HYPERSOFT,False,True,True,compound_inference,2018_r16_Q_RIC_lap2,Red Bull Racing,VER
0 days 00:29:26.529000,VER,33,0 days 00:01:33.314000,2.0,1.0,,,0 days 00:00:34.283000,0 days 00:00:32.167000,0 days 00:00:26.864000,0 days 00:28:27.498000,0 days 00:28:59.665000,0 days 00:29:26.529000,266.0,313.0,169.0,312.0,True,HYPERSOFT,2.0,True,Red Bull Racing,1.0,,,,False,True,2018,16,Russian Grand Prix,Q,93.314,34.283,32.167,26.864,,,2018_2022_q_backfill,2018_16_Q,HYPERSOFT,False,True,True,compound_inference,2018_r16_Q_VER_lap2,Red Bull Racing,VER
0 days 01:15:00.484000,BOT,77,0 days 00:01:32.616000,16.0,5.0,,,0 days 00:00:24.770000,0 days 00:00:36.986000,0 days 00:00:30.860000,0 days 01:13:52.638000,0 days 01:14:29.624000,0 days 01:15:00.484000,248.0,198.0,205.0,322.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,18,United States Grand Prix,Q,92.616,24.77,36.986,30.86,,,2018_2022_q_backfill,2018_18_Q,ULTRASOFT,False,True,True,compound_inference,2018_r18_Q_BOT_lap16,Mercedes,HAM
