season,round,event_name,Driver,n_laps
2023,1,Bahrain Grand Prix,ALB,8
2023,1,Bahrain Grand Prix,ALO,15
2023,1,Bahrain Grand Prix,BOT,12
2023,1,Bahrain Grand Prix,DEV,9
2023,1,Bahrain Grand Prix,GAS,6
2023,1,Bahrain Grand Prix,HAM,15
2023,1,Bahrain Grand Prix,HUL,17
2023,1,Bahrain Grand Prix,LEC,17
2023,1,Bahrain Grand Prix,MAG,6
2023,1,Bahrain Grand Prix,NOR,13
2023,1,Bahrain Grand Prix,OCO,15
2023,1,Bahrain Grand Prix,PER,15
2023,1,Bahrain Grand Prix,PIA,7
2023,1,Bahrain Grand Prix,RUS,15
2023,1,Bahrain Grand Prix,SAI,18
2023,1,Bahrain Grand Prix,SAR,6
2023,1,Bahrain Grand Prix,STR,18
2023,1,Bahrain Grand Prix,TSU,15
2023,1,Bahrain Grand Prix,VER,15
2023,1,Bahrain Grand Prix,ZHO,12
2023,2,Saudi Arabian Grand Prix,ALB,9
2023,2,Saudi Arabian Grand Prix,ALO,18
2023,2,Saudi Arabian Grand Prix,BOT,18
2023,2,Saudi Arabian Grand Prix,DEV,10
2023,2,Saudi Arabian Grand Prix,GAS,23
2023,2,Saudi Arabian Grand Prix,HAM,21
2023,2,Saudi Arabian Grand Prix,HUL,18
2023,2,Saudi Arabian Grand Prix,LEC,19
2023,2,Saudi Arabian Grand Prix,MAG,17
2023,2,Saudi Arabian Grand Prix,NOR,4
2023,2,Saudi Arabian Grand Prix,OCO,24
2023,2,Saudi Arabian Grand Prix,PER,18
2023,2,Saudi Arabian Grand Prix,PIA,23
2023,2,Saudi Arabian Grand Prix,RUS,21
2023,2,Saudi Arabian Grand Prix,SAI,24
2023,2,Saudi Arabian Grand Prix,SAR,8
2023,2,Saudi Arabian Grand Prix,STR,20
2023,2,Saudi Arabian Grand Prix,TSU,10
2023,2,Saudi Arabian Grand Prix,VER,6
2023,2,Saudi Arabian Grand Prix,ZHO,18
2023,3,Australian Grand Prix,ALB,27
2023,3,Australian Grand Prix,ALO,26
2023,3,Australian Grand Prix,BOT,12
2023,3,Australian Grand Prix,DEV,23
2023,3,Australian Grand Prix,GAS,25
2023,3,Australian Grand Prix,HAM,28
2023,3,Australian Grand Prix,HUL,26
2023,3,Australian Grand Prix,LEC,25
2023,3,Australian Grand Prix,MAG,18
2023,3,Australian Grand Prix,NOR,24
2023,3,Australian Grand Prix,OCO,18
2023,3,Australian Grand Prix,PER,2
2023,3,Australian Grand Prix,PIA,12
2023,3,Australian Grand Prix,RUS,29
2023,3,Australian Grand Prix,SAI,28
2023,3,Australian Grand Prix,SAR,12
2023,3,Australian Grand Prix,STR,26
2023,3,Australian Grand Prix,TSU,22
2023,3,Australian Grand Prix,VER,24
2023,3,Australian Grand Prix,ZHO,12
2023,4,Azerbaijan Grand Prix,ALB,19
2023,4,Azerbaijan Grand Prix,ALO,23
2023,4,Azerbaijan Grand Prix,BOT,19
2023,4,Azerbaijan Grand Prix,DEV,3
2023,4,Azerbaijan Grand Prix,GAS,6
2023,4,Azerbaijan Grand Prix,HAM,24
2023,4,Azerbaijan Grand Prix,HUL,10
2023,4,Azerbaijan Grand Prix,LEC,21
2023,4,Azerbaijan Grand Prix,MAG,9
2023,4,Azerbaijan Grand Prix,NOR,20
2023,4,Azerbaijan Grand Prix,OCO,19
2023,4,Azerbaijan Grand Prix,PER,21
2023,4,Azerbaijan Grand Prix,PIA,24
2023,4,Azerbaijan Grand Prix,RUS,18
2023,4,Azerbaijan Grand Prix,SAI,24
2023,4,Azerbaijan Grand Prix,SAR,19
2023,4,Azerbaijan Grand Prix,STR,23
2023,4,Azerbaijan Grand Prix,TSU,23
2023,4,Azerbaijan Grand Prix,VER,20
2023,4,Azerbaijan Grand Prix,ZHO,11
2023,5,Miami Grand Prix,ALB,15
2023,5,Miami Grand Prix,ALO,18
2023,5,Miami Grand Prix,BOT,15
2023,5,Miami Grand Prix,DEV,16
2023,5,Miami Grand Prix,GAS,19
2023,5,Miami Grand Prix,HAM,15
2023,5,Miami Grand Prix,HUL,15
2023,5,Miami Grand Prix,LEC,18
2023,5,Miami Grand Prix,MAG,19
2023,5,Miami Grand Prix,NOR,8
2023,5,Miami Grand Prix,OCO,19
2023,5,Miami Grand Prix,PER,20
2023,5,Miami Grand Prix,PIA,9
2023,5,Miami Grand Prix,RUS,20
2023,5,Miami Grand Prix,SAI,18
2023,5,Miami Grand Prix,SAR,10
2023,5,Miami Grand Prix,STR,8
2023,5,Miami Grand Prix,TSU,10
2023,5,Miami Grand Prix,VER,15
2023,5,Miami Grand Prix,ZHO,17
2023,6,Monaco Grand Prix,ALB,19
2023,6,Monaco Grand Prix,ALO,25
2023,6,Monaco Grand Prix,BOT,22
2023,6,Monaco Grand Prix,DEV,20
2023,6,Monaco Grand Prix,GAS,25
2023,6,Monaco Grand Prix,HAM,30
2023,6,Monaco Grand Prix,HUL,8
2023,6,Monaco Grand Prix,LEC,26
2023,6,Monaco Grand Prix,MAG,9
2023,6,Monaco Grand Prix,NOR,23
2023,6,Monaco Grand Prix,OCO,26
2023,6,Monaco Grand Prix,PER,4
2023,6,Monaco Grand Prix,PIA,22
2023,6,Monaco Grand Prix,RUS,29
2023,6,Monaco Grand Prix,SAI,28
2023,6,Monaco Grand Prix,SAR,13
2023,6,Monaco Grand Prix,STR,19
2023,6,Monaco Grand Prix,TSU,29
2023,6,Monaco Grand Prix,VER,30
2023,6,Monaco Grand Prix,ZHO,13
2023,7,Spanish Grand Prix,ALB,8
2023,7,Spanish Grand Prix,ALO,18
2023,7,Spanish Grand Prix,BOT,10
2023,7,Spanish Grand Prix,DEV,16
2023,7,Spanish Grand Prix,GAS,21
2023,7,Spanish Grand Prix,HAM,23
2023,7,Spanish Grand Prix,HUL,18
2023,7,Spanish Grand Prix,LEC,10
2023,7,Spanish Grand Prix,MAG,9
2023,7,Spanish Grand Prix,NOR,22
2023,7,Spanish Grand Prix,OCO,21
2023,7,Spanish Grand Prix,PER,17
2023,7,Spanish Grand Prix,PIA,20
2023,7,Spanish Grand Prix,RUS,18
2023,7,Spanish Grand Prix,SAI,22
2023,7,Spanish Grand Prix,SAR,6
2023,7,Spanish Grand Prix,STR,23
2023,7,Spanish Grand Prix,TSU,19
2023,7,Spanish Grand Prix,VER,20
2023,7,Spanish Grand Prix,ZHO,16
2023,8,Canadian Grand Prix,ALB,24
2023,8,Canadian Grand Prix,ALO,25
2023,8,Canadian Grand Prix,BOT,24
2023,8,Canadian Grand Prix,DEV,12
2023,8,Canadian Grand Prix,GAS,11
2023,8,Canadian Grand Prix,HAM,26
2023,8,Canadian Grand Prix,HUL,25
2023,8,Canadian Grand Prix,LEC,22
2023,8,Canadian Grand Prix,MAG,21
2023,8,Canadian Grand Prix,NOR,26
2023,8,Canadian Grand Prix,OCO,25
2023,8,Canadian Grand Prix,PER,23
2023,8,Canadian Grand Prix,PIA,24
2023,8,Canadian Grand Prix,RUS,25
2023,8,Canadian Grand Prix,SAI,26
2023,8,Canadian Grand Prix,SAR,14
2023,8,Canadian Grand Prix,STR,20
2023,8,Canadian Grand Prix,TSU,11
2023,8,Canadian Grand Prix,VER,26
2023,8,Canadian Grand Prix,ZHO,11
2023,9,Austrian Grand Prix,ALB,21
2023,9,Austrian Grand Prix,ALO,27
2023,9,Austrian Grand Prix,BOT,14
2023,9,Austrian Grand Prix,DEV,10
2023,9,Austrian Grand Prix,GAS,21
2023,9,Austrian Grand Prix,HAM,25
2023,9,Austrian Grand Prix,HUL,24
2023,9,Austrian Grand Prix,LEC,26
2023,9,Austrian Grand Prix,MAG,10
2023,9,Austrian Grand Prix,NOR,23
2023,9,Austrian Grand Prix,OCO,15
2023,9,Austrian Grand Prix,PER,19
2023,9,Austrian Grand Prix,PIA,19
2023,9,Austrian Grand Prix,RUS,21
2023,9,Austrian Grand Prix,SAI,25
2023,9,Austrian Grand Prix,SAR,9
2023,9,Austrian Grand Prix,STR,25
2023,9,Austrian Grand Prix,TSU,10
2023,9,Austrian Grand Prix,VER,24
2023,9,Austrian Grand Prix,ZHO,9
2023,10,British Grand Prix,ALB,25
2023,10,British Grand Prix,ALO,24
2023,10,British Grand Prix,BOT,11
2023,10,British Grand Prix,DEV,11
2023,10,British Grand Prix,GAS,24
2023,10,British Grand Prix,HAM,25
2023,10,British Grand Prix,HUL,17
2023,10,British Grand Prix,LEC,25
2023,10,British Grand Prix,MAG,7
2023,10,British Grand Prix,NOR,26
2023,10,British Grand Prix,OCO,18
2023,10,British Grand Prix,PER,11
2023,10,British Grand Prix,PIA,26
2023,10,British Grand Prix,RUS,24
2023,10,British Grand Prix,SAI,26
2023,10,British Grand Prix,SAR,19
2023,10,British Grand Prix,STR,19
2023,10,British Grand Prix,TSU,11
2023,10,British Grand Prix,VER,26
2023,10,British Grand Prix,ZHO,11
2023,11,Hungarian Grand Prix,ALB,8
2023,11,Hungarian Grand Prix,ALO,21
2023,11,Hungarian Grand Prix,BOT,20
2023,11,Hungarian Grand Prix,GAS,16
2023,11,Hungarian Grand Prix,HAM,20
2023,11,Hungarian Grand Prix,HUL,20
2023,11,Hungarian Grand Prix,LEC,21
2023,11,Hungarian Grand Prix,MAG,8
2023,11,Hungarian Grand Prix,NOR,20
2023,11,Hungarian Grand Prix,OCO,16
2023,11,Hungarian Grand Prix,PER,23
2023,11,Hungarian Grand Prix,PIA,20
2023,11,Hungarian Grand Prix,RIC,15
2023,11,Hungarian Grand Prix,RUS,9
2023,11,Hungarian Grand Prix,SAI,15
2023,11,Hungarian Grand Prix,SAR,8
2023,11,Hungarian Grand Prix,STR,18
2023,11,Hungarian Grand Prix,TSU,9
2023,11,Hungarian Grand Prix,VER,21
2023,11,Hungarian Grand Prix,ZHO,22
2023,12,Belgian Grand Prix,ALB,8
2023,12,Belgian Grand Prix,ALO,22
2023,12,Belgian Grand Prix,BOT,17
2023,12,Belgian Grand Prix,GAS,17
2023,12,Belgian Grand Prix,HAM,24
2023,12,Belgian Grand Prix,HUL,5
2023,12,Belgian Grand Prix,LEC,23
2023,12,Belgian Grand Prix,MAG,17
2023,12,Belgian Grand Prix,NOR,21
2023,12,Belgian Grand Prix,OCO,13
2023,12,Belgian Grand Prix,PER,22
2023,12,Belgian Grand Prix,PIA,23
2023,12,Belgian Grand Prix,RIC,8
2023,12,Belgian Grand Prix,RUS,24
2023,12,Belgian Grand Prix,SAI,23
2023,12,Belgian Grand Prix,SAR,6
2023,12,Belgian Grand Prix,STR,22
2023,12,Belgian Grand Prix,TSU,15
2023,12,Belgian Grand Prix,VER,22
2023,12,Belgian Grand Prix,ZHO,9
2023,13,Dutch Grand Prix,ALB,32
2023,13,Dutch Grand Prix,ALO,30
2023,13,Dutch Grand Prix,BOT,12
2023,13,Dutch Grand Prix,GAS,21
2023,13,Dutch Grand Prix,HAM,23
2023,13,Dutch Grand Prix,HUL,20
2023,13,Dutch Grand Prix,LAW,12
2023,13,Dutch Grand Prix,LEC,27
2023,13,Dutch Grand Prix,MAG,11
2023,13,Dutch Grand Prix,NOR,30
2023,13,Dutch Grand Prix,OCO,12
2023,13,Dutch Grand Prix,PER,33
2023,13,Dutch Grand Prix,PIA,31
2023,13,Dutch Grand Prix,RUS,32
2023,13,Dutch Grand Prix,SAI,32
2023,13,Dutch Grand Prix,SAR,27
2023,13,Dutch Grand Prix,STR,22
2023,13,Dutch Grand Prix,TSU,22
2023,13,Dutch Grand Prix,VER,31
2023,13,Dutch Grand Prix,ZHO,12
2023,14,Italian Grand Prix,ALB,21
2023,14,Italian Grand Prix,ALO,19
2023,14,Italian Grand Prix,BOT,14
2023,14,Italian Grand Prix,GAS,7
2023,14,Italian Grand Prix,HAM,21
2023,14,Italian Grand Prix,HUL,16
2023,14,Italian Grand Prix,LAW,15
2023,14,Italian Grand Prix,LEC,21
2023,14,Italian Grand Prix,MAG,8
2023,14,Italian Grand Prix,NOR,23
2023,14,Italian Grand Prix,OCO,8
2023,14,Italian Grand Prix,PER,21
2023,14,Italian Grand Prix,PIA,24
2023,14,Italian Grand Prix,RUS,21
2023,14,Italian Grand Prix,SAI,20
2023,14,Italian Grand Prix,SAR,15
2023,14,Italian Grand Prix,STR,9
2023,14,Italian Grand Prix,TSU,15
2023,14,Italian Grand Prix,VER,21
2023,14,Italian Grand Prix,ZHO,8
2023,15,Singapore Grand Prix,ALB,12
2023,15,Singapore Grand Prix,ALO,17
2023,15,Singapore Grand Prix,BOT,9
2023,15,Singapore Grand Prix,GAS,12
2023,15,Singapore Grand Prix,HAM,16
2023,15,Singapore Grand Prix,HUL,21
2023,15,Singapore Grand Prix,LAW,21
2023,15,Singapore Grand Prix,LEC,21
2023,15,Singapore Grand Prix,MAG,21
2023,15,Singapore Grand Prix,NOR,20
2023,15,Singapore Grand Prix,OCO,18
2023,15,Singapore Grand Prix,PER,13
2023,15,Singapore Grand Prix,PIA,9
2023,15,Singapore Grand Prix,RUS,17
2023,15,Singapore Grand Prix,SAI,20
2023,15,Singapore Grand Prix,SAR,9
2023,15,Singapore Grand Prix,STR,8
2023,15,Singapore Grand Prix,TSU,10
2023,15,Singapore Grand Prix,VER,14
2023,15,Singapore Grand Prix,ZHO,9
2023,16,Japanese Grand Prix,ALB,12
2023,16,Japanese Grand Prix,ALO,15
2023,16,Japanese Grand Prix,BOT,5
2023,16,Japanese Grand Prix,GAS,12
2023,16,Japanese Grand Prix,HAM,18
2023,16,Japanese Grand Prix,HUL,6
2023,16,Japanese Grand Prix,LAW,16
2023,16,Japanese Grand Prix,LEC,14
2023,16,Japanese Grand Prix,MAG,9
2023,16,Japanese Grand Prix,NOR,12
2023,16,Japanese Grand Prix,OCO,12
2023,16,Japanese Grand Prix,PER,18
2023,16,Japanese Grand Prix,PIA,14
2023,16,Japanese Grand Prix,RUS,15
2023,16,Japanese Grand Prix,SAI,14
2023,16,Japanese Grand Prix,SAR,2
2023,16,Japanese Grand Prix,STR,7
2023,16,Japanese Grand Prix,TSU,18
2023,16,Japanese Grand Prix,VER,12
2023,16,Japanese Grand Prix,ZHO,6
2023,17,Qatar Grand Prix,ALB,15
2023,17,Qatar Grand Prix,ALO,21
2023,17,Qatar Grand Prix,BOT,21
2023,17,Qatar Grand Prix,GAS,23
2023,17,Qatar Grand Prix,HAM,20
2023,17,Qatar Grand Prix,HUL,12
2023,17,Qatar Grand Prix,LAW,10
2023,17,Qatar Grand Prix,LEC,26
2023,17,Qatar Grand Prix,MAG,9
2023,17,Qatar Grand Prix,NOR,21
2023,17,Qatar Grand Prix,OCO,24
2023,17,Qatar Grand Prix,PER,16
2023,17,Qatar Grand Prix,PIA,23
2023,17,Qatar Grand Prix,RUS,21
2023,17,Qatar Grand Prix,SAI,18
2023,17,Qatar Grand Prix,SAR,10
2023,17,Qatar Grand Prix,STR,10
2023,17,Qatar Grand Prix,TSU,16
2023,17,Qatar Grand Prix,VER,19
2023,17,Qatar Grand Prix,ZHO,9
2023,18,United States Grand Prix,ALB,6
2023,18,United States Grand Prix,ALO,8
2023,18,United States Grand Prix,BOT,15
2023,18,United States Grand Prix,GAS,19
2023,18,United States Grand Prix,HAM,18
2023,18,United States Grand Prix,HUL,6
2023,18,United States Grand Prix,LEC,21
2023,18,United States Grand Prix,MAG,12
2023,18,United States Grand Prix,NOR,20
2023,18,United States Grand Prix,OCO,21
2023,18,United States Grand Prix,PER,17
2023,18,United States Grand Prix,PIA,20
2023,18,United States Grand Prix,RIC,12
2023,18,United States Grand Prix,RUS,18
2023,18,United States Grand Prix,SAI,18
2023,18,United States Grand Prix,SAR,8
2023,18,United States Grand Prix,STR,9
2023,18,United States Grand Prix,TSU,12
2023,18,United States Grand Prix,VER,18
2023,18,United States Grand Prix,ZHO,15
2023,19,Mexico City Grand Prix,ALB,12
2023,19,Mexico City Grand Prix,ALO,14
2023,19,Mexico City Grand Prix,BOT,17
2023,19,Mexico City Grand Prix,GAS,15
2023,19,Mexico City Grand Prix,HAM,18
2023,19,Mexico City Grand Prix,HUL,12
2023,19,Mexico City Grand Prix,LEC,17
2023,19,Mexico City Grand Prix,MAG,9
2023,19,Mexico City Grand Prix,NOR,6
2023,19,Mexico City Grand Prix,OCO,6
2023,19,Mexico City Grand Prix,PER,16
2023,19,Mexico City Grand Prix,PIA,18
2023,19,Mexico City Grand Prix,RIC,15
2023,19,Mexico City Grand Prix,RUS,19
2023,19,Mexico City Grand Prix,SAI,17
2023,19,Mexico City Grand Prix,SAR,6
2023,19,Mexico City Grand Prix,STR,9
2023,19,Mexico City Grand Prix,TSU,11
2023,19,Mexico City Grand Prix,VER,15
2023,19,Mexico City Grand Prix,ZHO,15
2023,20,São Paulo Grand Prix,ALB,15
2023,20,São Paulo Grand Prix,ALO,18
2023,20,São Paulo Grand Prix,BOT,9
2023,20,São Paulo Grand Prix,GAS,14
2023,20,São Paulo Grand Prix,HAM,21
2023,20,São Paulo Grand Prix,HUL,15
2023,20,São Paulo Grand Prix,LEC,18
2023,20,São Paulo Grand Prix,MAG,15
2023,20,São Paulo Grand Prix,NOR,13
2023,20,São Paulo Grand Prix,OCO,15
2023,20,São Paulo Grand Prix,PER,17
2023,20,São Paulo Grand Prix,PIA,15
2023,20,São Paulo Grand Prix,RIC,6
2023,20,São Paulo Grand Prix,RUS,21
2023,20,São Paulo Grand Prix,SAI,20
2023,20,São Paulo Grand Prix,SAR,9
2023,20,São Paulo Grand Prix,STR,16
2023,20,São Paulo Grand Prix,TSU,9
2023,20,São Paulo Grand Prix,VER,18
2023,20,São Paulo Grand Prix,ZHO,9
2023,21,Las Vegas Grand Prix,ALB,21
2023,21,Las Vegas Grand Prix,ALO,24
2023,21,Las Vegas Grand Prix,BOT,19
2023,21,Las Vegas Grand Prix,GAS,25
2023,21,Las Vegas Grand Prix,HAM,15
2023,21,Las Vegas Grand Prix,HUL,17
2023,21,Las Vegas Grand Prix,LEC,23
2023,21,Las Vegas Grand Prix,MAG,23
2023,21,Las Vegas Grand Prix,NOR,9
2023,21,Las Vegas Grand Prix,OCO,10
2023,21,Las Vegas Grand Prix,PER,14
2023,21,Las Vegas Grand Prix,PIA,10
2023,21,Las Vegas Grand Prix,RIC,18
2023,21,Las Vegas Grand Prix,RUS,22
2023,21,Las Vegas Grand Prix,SAI,23
2023,21,Las Vegas Grand Prix,SAR,23
2023,21,Las Vegas Grand Prix,STR,18
2023,21,Las Vegas Grand Prix,TSU,9
2023,21,Las Vegas Grand Prix,VER,19
2023,21,Las Vegas Grand Prix,ZHO,10
2023,22,Abu Dhabi Grand Prix,ALB,12
2023,22,Abu Dhabi Grand Prix,ALO,18
2023,22,Abu Dhabi Grand Prix,BOT,6
2023,22,Abu Dhabi Grand Prix,GAS,18
2023,22,Abu Dhabi Grand Prix,HAM,12
2023,22,Abu Dhabi Grand Prix,HUL,18
2023,22,Abu Dhabi Grand Prix,LEC,18
2023,22,Abu Dhabi Grand Prix,MAG,6
2023,22,Abu Dhabi Grand Prix,NOR,16
2023,22,Abu Dhabi Grand Prix,OCO,12
2023,22,Abu Dhabi Grand Prix,PER,17
2023,22,Abu Dhabi Grand Prix,PIA,17
2023,22,Abu Dhabi Grand Prix,RIC,12
2023,22,Abu Dhabi Grand Prix,RUS,18
2023,22,Abu Dhabi Grand Prix,SAI,6
2023,22,Abu Dhabi Grand Prix,SAR,6
2023,22,Abu Dhabi Grand Prix,STR,12
2023,22,Abu Dhabi Grand Prix,TSU,18
2023,22,Abu Dhabi Grand Prix,VER,15
2023,22,Abu Dhabi Grand Prix,ZHO,6
2024,1,Bahrain Grand Prix,ALB,12
2024,1,Bahrain Grand Prix,ALO,14
2024,1,Bahrain Grand Prix,BOT,6
2024,1,Bahrain Grand Prix,GAS,9
2024,1,Bahrain Grand Prix,HAM,18
