season,round,event_name,Driver,n_laps
2025,8,Monaco Grand Prix,HAD,27
2025,8,Monaco Grand Prix,HAM,28
2025,8,Monaco Grand Prix,HUL,23
2025,8,Monaco Grand Prix,LAW,26
2025,8,Monaco Grand Prix,LEC,27
2025,8,Monaco Grand Prix,NOR,27
2025,8,Monaco Grand Prix,OCO,32
2025,8,Monaco Grand Prix,PIA,29
2025,8,Monaco Grand Prix,RUS,13
2025,8,Monaco Grand Prix,SAI,25
2025,8,Monaco Grand Prix,STR,11
2025,8,Monaco Grand Prix,TSU,20
2025,8,Monaco Grand Prix,VER,21
2025,9,Spanish Grand Prix,ALB,14
2025,9,Spanish Grand Prix,ALO,14
2025,9,Spanish Grand Prix,ANT,18
2025,9,Spanish Grand Prix,BEA,15
2025,9,Spanish Grand Prix,BOR,12
2025,9,Spanish Grand Prix,COL,7
2025,9,Spanish Grand Prix,GAS,18
2025,9,Spanish Grand Prix,HAD,15
2025,9,Spanish Grand Prix,HAM,15
2025,9,Spanish Grand Prix,HUL,6
2025,9,Spanish Grand Prix,LAW,12
2025,9,Spanish Grand Prix,LEC,12
2025,9,Spanish Grand Prix,NOR,15
2025,9,Spanish Grand Prix,OCO,9
2025,9,Spanish Grand Prix,PIA,14
2025,9,Spanish Grand Prix,RUS,12
2025,9,Spanish Grand Prix,SAI,6
2025,9,Spanish Grand Prix,STR,15
2025,9,Spanish Grand Prix,TSU,6
2025,9,Spanish Grand Prix,VER,12
2025,10,Canadian Grand Prix,ALB,30
2025,10,Canadian Grand Prix,ALO,27
2025,10,Canadian Grand Prix,ANT,21
2025,10,Canadian Grand Prix,BEA,19
2025,10,Canadian Grand Prix,BOR,11
2025,10,Canadian Grand Prix,COL,20
2025,10,Canadian Grand Prix,GAS,12
2025,10,Canadian Grand Prix,HAD,21
2025,10,Canadian Grand Prix,HAM,27
2025,10,Canadian Grand Prix,HUL,18
2025,10,Canadian Grand Prix,LAW,10
2025,10,Canadian Grand Prix,LEC,27
2025,10,Canadian Grand Prix,NOR,22
2025,10,Canadian Grand Prix,OCO,21
2025,10,Canadian Grand Prix,PIA,23
2025,10,Canadian Grand Prix,RUS,21
2025,10,Canadian Grand Prix,SAI,13
2025,10,Canadian Grand Prix,STR,12
2025,10,Canadian Grand Prix,TSU,15
2025,10,Canadian Grand Prix,VER,20
2025,11,Austrian Grand Prix,ALB,18
2025,11,Austrian Grand Prix,ALO,14
2025,11,Austrian Grand Prix,ANT,17
2025,11,Austrian Grand Prix,BEA,15
2025,11,Austrian Grand Prix,BOR,21
2025,11,Austrian Grand Prix,COL,15
2025,11,Austrian Grand Prix,GAS,21
2025,11,Austrian Grand Prix,HAD,12
2025,11,Austrian Grand Prix,HAM,21
2025,11,Austrian Grand Prix,HUL,9
2025,11,Austrian Grand Prix,LAW,17
2025,11,Austrian Grand Prix,LEC,21
2025,11,Austrian Grand Prix,NOR,18
2025,11,Austrian Grand Prix,OCO,9
2025,11,Austrian Grand Prix,PIA,19
2025,11,Austrian Grand Prix,RUS,18
2025,11,Austrian Grand Prix,SAI,12
2025,11,Austrian Grand Prix,STR,9
2025,11,Austrian Grand Prix,TSU,6
2025,11,Austrian Grand Prix,VER,18
2025,12,British Grand Prix,ALB,13
2025,12,British Grand Prix,ALO,15
2025,12,British Grand Prix,ANT,18
2025,12,British Grand Prix,BEA,18
2025,12,British Grand Prix,BOR,9
2025,12,British Grand Prix,COL,6
2025,12,British Grand Prix,GAS,21
2025,12,British Grand Prix,HAD,12
2025,12,British Grand Prix,HAM,19
2025,12,British Grand Prix,HUL,9
2025,12,British Grand Prix,LAW,6
2025,12,British Grand Prix,LEC,21
2025,12,British Grand Prix,NOR,20
2025,12,British Grand Prix,OCO,12
2025,12,British Grand Prix,PIA,21
2025,12,British Grand Prix,RUS,19
2025,12,British Grand Prix,SAI,12
2025,12,British Grand Prix,STR,9
2025,12,British Grand Prix,TSU,13
2025,12,British Grand Prix,VER,18
2025,13,Belgian Grand Prix,ALB,20
2025,13,Belgian Grand Prix,ALO,8
2025,13,Belgian Grand Prix,ANT,6
2025,13,Belgian Grand Prix,BEA,13
2025,13,Belgian Grand Prix,BOR,18
2025,13,Belgian Grand Prix,COL,8
2025,13,Belgian Grand Prix,GAS,14
2025,13,Belgian Grand Prix,HAD,19
2025,13,Belgian Grand Prix,HAM,8
2025,13,Belgian Grand Prix,HUL,14
2025,13,Belgian Grand Prix,LAW,20
2025,13,Belgian Grand Prix,LEC,18
2025,13,Belgian Grand Prix,NOR,20
2025,13,Belgian Grand Prix,OCO,14
2025,13,Belgian Grand Prix,PIA,21
2025,13,Belgian Grand Prix,RUS,18
2025,13,Belgian Grand Prix,SAI,13
2025,13,Belgian Grand Prix,STR,8
2025,13,Belgian Grand Prix,TSU,17
2025,13,Belgian Grand Prix,VER,15
2025,14,Hungarian Grand Prix,ALB,9
2025,14,Hungarian Grand Prix,ALO,15
2025,14,Hungarian Grand Prix,ANT,9
2025,14,Hungarian Grand Prix,BEA,12
2025,14,Hungarian Grand Prix,BOR,18
2025,14,Hungarian Grand Prix,COL,12
2025,14,Hungarian Grand Prix,GAS,6
2025,14,Hungarian Grand Prix,HAD,15
2025,14,Hungarian Grand Prix,HAM,12
2025,14,Hungarian Grand Prix,HUL,6
2025,14,Hungarian Grand Prix,LAW,18
2025,14,Hungarian Grand Prix,LEC,18
2025,14,Hungarian Grand Prix,NOR,18
2025,14,Hungarian Grand Prix,OCO,6
2025,14,Hungarian Grand Prix,PIA,18
2025,14,Hungarian Grand Prix,RUS,15
2025,14,Hungarian Grand Prix,SAI,15
2025,14,Hungarian Grand Prix,STR,18
2025,14,Hungarian Grand Prix,TSU,6
2025,14,Hungarian Grand Prix,VER,18
2025,15,Dutch Grand Prix,ALB,12
2025,15,Dutch Grand Prix,ALO,17
2025,15,Dutch Grand Prix,ANT,12
2025,15,Dutch Grand Prix,BEA,9
2025,15,Dutch Grand Prix,BOR,12
2025,15,Dutch Grand Prix,COL,9
2025,15,Dutch Grand Prix,GAS,15
2025,15,Dutch Grand Prix,HAD,18
2025,15,Dutch Grand Prix,HAM,21
2025,15,Dutch Grand Prix,HUL,9
2025,15,Dutch Grand Prix,LAW,18
2025,15,Dutch Grand Prix,LEC,22
2025,15,Dutch Grand Prix,NOR,18
2025,15,Dutch Grand Prix,OCO,9
2025,15,Dutch Grand Prix,PIA,18
2025,15,Dutch Grand Prix,RUS,18
2025,15,Dutch Grand Prix,SAI,18
2025,15,Dutch Grand Prix,STR,2
2025,15,Dutch Grand Prix,TSU,15
2025,15,Dutch Grand Prix,VER,18
2025,16,Italian Grand Prix,ALB,16
2025,16,Italian Grand Prix,ALO,20
2025,16,Italian Grand Prix,ANT,22
2025,16,Italian Grand Prix,BEA,15
2025,16,Italian Grand Prix,BOR,21
2025,16,Italian Grand Prix,COL,9
2025,16,Italian Grand Prix,GAS,9
2025,16,Italian Grand Prix,HAD,6
2025,16,Italian Grand Prix,HAM,20
2025,16,Italian Grand Prix,HUL,15
2025,16,Italian Grand Prix,LAW,5
2025,16,Italian Grand Prix,LEC,20
2025,16,Italian Grand Prix,NOR,21
2025,16,Italian Grand Prix,OCO,15
2025,16,Italian Grand Prix,PIA,19
2025,16,Italian Grand Prix,RUS,18
2025,16,Italian Grand Prix,SAI,19
2025,16,Italian Grand Prix,STR,9
2025,16,Italian Grand Prix,TSU,18
2025,16,Italian Grand Prix,VER,18
2025,17,Azerbaijan Grand Prix,ALB,4
2025,17,Azerbaijan Grand Prix,ALO,18
2025,17,Azerbaijan Grand Prix,ANT,21
2025,17,Azerbaijan Grand Prix,BEA,11
2025,17,Azerbaijan Grand Prix,BOR,16
2025,17,Azerbaijan Grand Prix,COL,8
2025,17,Azerbaijan Grand Prix,GAS,8
2025,17,Azerbaijan Grand Prix,HAD,25
2025,17,Azerbaijan Grand Prix,HAM,17
2025,17,Azerbaijan Grand Prix,HUL,8
2025,17,Azerbaijan Grand Prix,LAW,26
2025,17,Azerbaijan Grand Prix,LEC,19
2025,17,Azerbaijan Grand Prix,NOR,21
2025,17,Azerbaijan Grand Prix,OCO,9
2025,17,Azerbaijan Grand Prix,PIA,17
2025,17,Azerbaijan Grand Prix,RUS,22
2025,17,Azerbaijan Grand Prix,SAI,23
2025,17,Azerbaijan Grand Prix,STR,16
2025,17,Azerbaijan Grand Prix,TSU,23
2025,17,Azerbaijan Grand Prix,VER,23
2025,18,Singapore Grand Prix,ALB,14
2025,18,Singapore Grand Prix,ALO,18
2025,18,Singapore Grand Prix,ANT,17
2025,18,Singapore Grand Prix,BEA,17
2025,18,Singapore Grand Prix,BOR,8
2025,18,Singapore Grand Prix,COL,9
2025,18,Singapore Grand Prix,GAS,8
2025,18,Singapore Grand Prix,HAD,19
2025,18,Singapore Grand Prix,HAM,20
2025,18,Singapore Grand Prix,HUL,15
2025,18,Singapore Grand Prix,LAW,14
2025,18,Singapore Grand Prix,LEC,22
2025,18,Singapore Grand Prix,NOR,20
2025,18,Singapore Grand Prix,OCO,6
2025,18,Singapore Grand Prix,PIA,20
2025,18,Singapore Grand Prix,RUS,18
2025,18,Singapore Grand Prix,SAI,14
2025,18,Singapore Grand Prix,STR,9
2025,18,Singapore Grand Prix,TSU,12
2025,18,Singapore Grand Prix,VER,18
2025,19,United States Grand Prix,ALB,9
2025,19,United States Grand Prix,ALO,18
2025,19,United States Grand Prix,ANT,18
2025,19,United States Grand Prix,BEA,19
2025,19,United States Grand Prix,BOR,8
2025,19,United States Grand Prix,COL,14
2025,19,United States Grand Prix,GAS,14
2025,19,United States Grand Prix,HAD,2
2025,19,United States Grand Prix,HAM,18
2025,19,United States Grand Prix,HUL,14
2025,19,United States Grand Prix,LAW,14
2025,19,United States Grand Prix,LEC,17
2025,19,United States Grand Prix,NOR,20
2025,19,United States Grand Prix,OCO,8
2025,19,United States Grand Prix,PIA,19
2025,19,United States Grand Prix,RUS,19
2025,19,United States Grand Prix,SAI,20
2025,19,United States Grand Prix,STR,7
2025,19,United States Grand Prix,TSU,13
2025,19,United States Grand Prix,VER,14
2025,20,Mexico City Grand Prix,ALB,9
2025,20,Mexico City Grand Prix,ALO,15
2025,20,Mexico City Grand Prix,ANT,18
2025,20,Mexico City Grand Prix,BEA,21
2025,20,Mexico City Grand Prix,BOR,9
2025,20,Mexico City Grand Prix,COL,8
2025,20,Mexico City Grand Prix,GAS,9
2025,20,Mexico City Grand Prix,HAD,18
2025,20,Mexico City Grand Prix,HAM,21
2025,20,Mexico City Grand Prix,HUL,15
2025,20,Mexico City Grand Prix,LAW,13
2025,20,Mexico City Grand Prix,LEC,20
2025,20,Mexico City Grand Prix,NOR,21
2025,20,Mexico City Grand Prix,OCO,15
2025,20,Mexico City Grand Prix,PIA,20
2025,20,Mexico City Grand Prix,RUS,18
2025,20,Mexico City Grand Prix,SAI,18
2025,20,Mexico City Grand Prix,STR,9
2025,20,Mexico City Grand Prix,TSU,12
2025,20,Mexico City Grand Prix,VER,18
2025,21,São Paulo Grand Prix,ALB,18
2025,21,São Paulo Grand Prix,ALO,15
2025,21,São Paulo Grand Prix,ANT,16
2025,21,São Paulo Grand Prix,BEA,19
2025,21,São Paulo Grand Prix,COL,9
2025,21,São Paulo Grand Prix,GAS,21
2025,21,São Paulo Grand Prix,HAD,21
2025,21,São Paulo Grand Prix,HAM,16
2025,21,São Paulo Grand Prix,HUL,23
2025,21,São Paulo Grand Prix,LAW,21
2025,21,São Paulo Grand Prix,LEC,22
2025,21,São Paulo Grand Prix,NOR,21
2025,21,São Paulo Grand Prix,OCO,9
2025,21,São Paulo Grand Prix,PIA,19
2025,21,São Paulo Grand Prix,RUS,16
2025,21,São Paulo Grand Prix,SAI,17
2025,21,São Paulo Grand Prix,STR,15
2025,21,São Paulo Grand Prix,TSU,9
2025,21,São Paulo Grand Prix,VER,9
2025,22,Las Vegas Grand Prix,ALB,8
2025,22,Las Vegas Grand Prix,ALO,25
2025,22,Las Vegas Grand Prix,ANT,8
2025,22,Las Vegas Grand Prix,BEA,17
2025,22,Las Vegas Grand Prix,BOR,9
2025,22,Las Vegas Grand Prix,COL,17
2025,22,Las Vegas Grand Prix,GAS,25
2025,22,Las Vegas Grand Prix,HAD,25
2025,22,Las Vegas Grand Prix,HAM,9
2025,22,Las Vegas Grand Prix,HUL,18
2025,22,Las Vegas Grand Prix,LAW,25
2025,22,Las Vegas Grand Prix,LEC,24
2025,22,Las Vegas Grand Prix,NOR,25
2025,22,Las Vegas Grand Prix,OCO,17
2025,22,Las Vegas Grand Prix,PIA,23
2025,22,Las Vegas Grand Prix,RUS,25
2025,22,Las Vegas Grand Prix,SAI,24
2025,22,Las Vegas Grand Prix,STR,18
2025,22,Las Vegas Grand Prix,TSU,9
2025,22,Las Vegas Grand Prix,VER,24
2025,23,Qatar Grand Prix,ALB,19
2025,23,Qatar Grand Prix,ALO,21
2025,23,Qatar Grand Prix,ANT,22
2025,23,Qatar Grand Prix,BEA,20
2025,23,Qatar Grand Prix,BOR,20
2025,23,Qatar Grand Prix,COL,9
2025,23,Qatar Grand Prix,GAS,21
2025,23,Qatar Grand Prix,HAD,20
2025,23,Qatar Grand Prix,HAM,9
2025,23,Qatar Grand Prix,HUL,20
2025,23,Qatar Grand Prix,LAW,15
2025,23,Qatar Grand Prix,LEC,23
2025,23,Qatar Grand Prix,NOR,17
2025,23,Qatar Grand Prix,OCO,11
2025,23,Qatar Grand Prix,PIA,18
2025,23,Qatar Grand Prix,RUS,26
2025,23,Qatar Grand Prix,SAI,25
2025,23,Qatar Grand Prix,STR,10
2025,23,Qatar Grand Prix,TSU,9
2025,23,Qatar Grand Prix,VER,23
2025,24,Abu Dhabi Grand Prix,ALB,6
2025,24,Abu Dhabi Grand Prix,ALO,18
2025,24,Abu Dhabi Grand Prix,ANT,12
2025,24,Abu Dhabi Grand Prix,BEA,11
2025,24,Abu Dhabi Grand Prix,BOR,21
2025,24,Abu Dhabi Grand Prix,COL,9
2025,24,Abu Dhabi Grand Prix,GAS,9
2025,24,Abu Dhabi Grand Prix,HAD,18
2025,24,Abu Dhabi Grand Prix,HAM,9
2025,24,Abu Dhabi Grand Prix,HUL,9
2025,24,Abu Dhabi Grand Prix,LAW,14
2025,24,Abu Dhabi Grand Prix,LEC,18
2025,24,Abu Dhabi Grand Prix,NOR,17
2025,24,Abu Dhabi Grand Prix,OCO,18
2025,24,Abu Dhabi Grand Prix,PIA,17
2025,24,Abu Dhabi Grand Prix,RUS,18
2025,24,Abu Dhabi Grand Prix,SAI,12
2025,24,Abu Dhabi Grand Prix,STR,15
2025,24,Abu Dhabi Grand Prix,TSU,17
2025,24,Abu Dhabi Grand Prix,VER,18
