team,leader_driver,teammate_driver,season,round,session_key,event_name,feature,leader_minus_teammate,abs_gap
Red Bull Racing,VER,PER,2024,17,2024_17_Q,Azerbaijan Grand Prix,throttle_diff_abs_mean,0.05836924139165589,0.05836924139165589
Red Bull Racing,VER,PER,2024,17,2024_17_Q,Azerbaijan Grand Prix,brake_active_frac,0.02120094141594045,0.02120094141594045
Red Bull Racing,VER,PER,2024,17,2024_17_Q,Azerbaijan Grand Prix,brake_on_count,1.0,1.0
Red Bull Racing,VER,PER,2024,17,2024_17_Q,Azerbaijan Grand Prix,rpm_diff_abs_mean,-3.692861435384657,3.692861435384657
Red Bull Racing,VER,PER,2024,17,2024_17_Q,Azerbaijan Grand Prix,gear_change_count,-3.0,3.0
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,LapTimeSeconds,-0.8989999999999867,0.8989999999999867
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,speed_min,2.0,2.0
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,speed_mean,0.009880848590540836,0.009880848590540836
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,throttle_full_frac,-0.010567752503236272,0.010567752503236272
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,throttle_mid_frac,0.002844486715454453,0.002844486715454453
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,throttle_diff_abs_mean,0.41757618710134725,0.41757618710134725
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,brake_active_frac,-0.0064463290269741735,0.0064463290269741735
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,rpm_diff_abs_mean,-19.52636428065199,19.52636428065199
Red Bull Racing,VER,PER,2024,18,2024_18_Q,Singapore Grand Prix,gear_change_count,-10.0,10.0
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,LapTimeSeconds,-0.6589999999999918,0.6589999999999918
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,speed_min,-3.0,3.0
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,speed_mean,-0.390505140529001,0.390505140529001
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,throttle_full_frac,0.016416271445395814,0.016416271445395814
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,throttle_mid_frac,-0.0348219117038546,0.0348219117038546
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,throttle_diff_abs_mean,-0.3614756722151089,0.3614756722151089
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,brake_active_frac,-0.006899131043702433,0.006899131043702433
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,rpm_diff_abs_mean,16.96033930857874,16.96033930857874
Red Bull Racing,VER,PER,2024,19,2024_19_Q,United States Grand Prix,gear_change_count,7.0,7.0
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,LapTimeSeconds,-0.3580000000000041,0.3580000000000041
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,speed_min,4.0,4.0
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,speed_mean,2.28024408848205,2.28024408848205
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,throttle_full_frac,-0.0025934401220442105,0.0025934401220442105
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,throttle_mid_frac,0.0070683956267480474,0.0070683956267480474
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,throttle_diff_abs_mean,0.05643456318625084,0.05643456318625084
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,brake_active_frac,-0.016145436053902867,0.016145436053902867
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,rpm_diff_abs_mean,-9.564413830730416,9.564413830730416
Red Bull Racing,VER,PER,2024,1,2024_1_Q,Bahrain Grand Prix,gear_change_count,-6.0,6.0
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,LapTimeSeconds,-1.4399999999999977,1.4399999999999977
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,speed_min,1.0,1.0
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,speed_mean,2.81025754162701,2.81025754162701
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,throttle_full_frac,-0.00781449571538051,0.00781449571538051
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,throttle_mid_frac,-0.016383734701934494,0.016383734701934494
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,throttle_diff_abs_mean,0.8667929292929291,0.8667929292929291
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,brake_active_frac,-0.00033673161329278445,0.00033673161329278445
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,brake_on_count,-1.0,1.0
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,rpm_diff_abs_mean,36.65951178451178,36.65951178451178
Red Bull Racing,VER,PER,2024,20,2024_20_Q,Mexico City Grand Prix,gear_change_count,-1.0,1.0
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,LapTimeSeconds,-1.358000000000004,1.358000000000004
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,speed_min,-1.0,1.0
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,speed_mean,1.875029091930486,1.875029091930486
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,throttle_full_frac,0.0065727699530516714,0.0065727699530516714
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,throttle_mid_frac,0.0010192207375306073,0.0010192207375306073
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,throttle_diff_abs_mean,-0.10292171105730397,0.10292171105730397
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,brake_active_frac,-0.021612294851731467,0.021612294851731467
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,rpm_diff_abs_mean,-1.0793220338982792,1.0793220338982792
Red Bull Racing,VER,PER,2024,22,2024_22_Q,Las Vegas Grand Prix,gear_change_count,-5.0,5.0
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,LapTimeSeconds,-0.9050000000000011,0.9050000000000011
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,speed_min,6.0,6.0
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,speed_mean,5.203427367334655,5.203427367334655
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,throttle_full_frac,0.013997591812161314,0.013997591812161314
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,throttle_mid_frac,-0.03294056936441042,0.03294056936441042
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,throttle_diff_abs_mean,-0.9237395435410738,0.9237395435410738
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,brake_active_frac,-0.013718070009460737,0.013718070009460737
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,rpm_diff_abs_mean,-34.145746534353464,34.145746534353464
Red Bull Racing,VER,PER,2024,23,2024_23_Q,Qatar Grand Prix,gear_change_count,-8.0,8.0
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,LapTimeSeconds,-0.3190000000000026,0.3190000000000026
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,speed_min,2.0,2.0
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,speed_mean,0.00364246345554875,0.00364246345554875
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,throttle_full_frac,-0.01656362329259531,0.01656362329259531
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,throttle_mid_frac,0.033184759166067584,0.033184759166067584
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,throttle_diff_abs_mean,0.3111111111111109,0.3111111111111109
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,brake_active_frac,-0.01681284447639589,0.01681284447639589
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,rpm_diff_abs_mean,-3.1955632716049536,3.1955632716049536
Red Bull Racing,VER,PER,2024,24,2024_24_Q,Abu Dhabi Grand Prix,gear_change_count,-3.0,3.0
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,LapTimeSeconds,-0.33500000000000796,0.33500000000000796
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,speed_min,0.0,0.0
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,speed_mean,5.346961152882216,5.346961152882216
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,throttle_full_frac,0.024697159565580606,0.024697159565580606
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,throttle_mid_frac,-0.008040935672514626,0.008040935672514626
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,throttle_diff_abs_mean,-0.3818969667790082,0.3818969667790082
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,brake_active_frac,-0.011017126148705092,0.011017126148705092
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,rpm_diff_abs_mean,-7.273261259683977,7.273261259683977
Red Bull Racing,VER,PER,2024,2,2024_2_Q,Saudi Arabian Grand Prix,gear_change_count,2.0,2.0
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,LapTimeSeconds,-0.0660000000000025,0.0660000000000025
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,speed_min,-1.0,1.0
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,speed_mean,2.358098891730606,2.358098891730606
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,throttle_full_frac,-0.01632566069906216,0.01632566069906216
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,throttle_mid_frac,-0.01197783461210572,0.01197783461210572
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,throttle_diff_abs_mean,-0.15500445907937088,0.15500445907937088
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,brake_active_frac,0.01359761295822677,0.01359761295822677
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,rpm_diff_abs_mean,-6.85979625437335,6.85979625437335
Red Bull Racing,VER,PER,2024,4,2024_4_Q,Japanese Grand Prix,gear_change_count,-2.0,2.0
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,LapTimeSeconds,-0.32200000000000273,0.32200000000000273
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,speed_min,4.0,4.0
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,speed_mean,1.129650263076428,1.129650263076428
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,throttle_full_frac,-0.026230269266480977,0.026230269266480977
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,throttle_mid_frac,-0.021618693902816483,0.021618693902816483
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,throttle_diff_abs_mean,-0.11988608954109026,0.11988608954109026
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,brake_active_frac,0.014438254410399282,0.014438254410399282
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,brake_on_count,-2.0,2.0
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,rpm_diff_abs_mean,18.87551547594967,18.87551547594967
Red Bull Racing,VER,PER,2024,5,2024_5_Q,Chinese Grand Prix,gear_change_count,-2.0,2.0
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,LapTimeSeconds,-0.2189999999999941,0.2189999999999941
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,speed_min,-1.0,1.0
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,speed_mean,2.4254541506839473,2.4254541506839473
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,throttle_full_frac,0.018763117898241255,0.018763117898241255
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,throttle_mid_frac,-0.018120793225736426,0.018120793225736426
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,throttle_diff_abs_mean,0.4759720401922243,0.4759720401922243
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,brake_active_frac,-0.0010494318593037566,0.0010494318593037566
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,rpm_diff_abs_mean,36.17417540410662,36.17417540410662
Red Bull Racing,VER,PER,2024,6,2024_6_Q,Miami Grand Prix,gear_change_count,-4.0,4.0
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,LapTimeSeconds,-0.960000000000008,0.960000000000008
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,speed_min,9.0,9.0
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,speed_mean,4.8687993469304445,4.8687993469304445
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,throttle_full_frac,0.004923532187910529,0.004923532187910529
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,throttle_mid_frac,-0.00965573540478834,0.00965573540478834
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,throttle_diff_abs_mean,-0.2862281603288803,0.2862281603288803
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,brake_active_frac,0.008418474725442937,0.008418474725442937
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,rpm_diff_abs_mean,-8.145477903391566,8.145477903391566
Red Bull Racing,VER,PER,2024,7,2024_7_Q,Emilia Romagna Grand Prix,gear_change_count,-5.0,5.0
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,LapTimeSeconds,-1.4930000000000092,1.4930000000000092
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,speed_min,1.0,1.0
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,speed_mean,3.5176552492341955,3.5176552492341955
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,throttle_full_frac,0.01049846839320523,0.01049846839320523
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,throttle_mid_frac,-0.05917571707045394,0.05917571707045394
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,throttle_diff_abs_mean,0.2831451216946075,0.2831451216946075
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,brake_active_frac,-0.018434976329713193,0.018434976329713193
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,rpm_diff_abs_mean,-41.53756049659813,41.53756049659813
Red Bull Racing,VER,PER,2024,8,2024_8_Q,Monaco Grand Prix,gear_change_count,-1.0,1.0
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,LapTimeSeconds,-1.0430000000000064,1.0430000000000064
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,speed_min,-4.0,4.0
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,speed_mean,4.599906011022341,4.599906011022341
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,throttle_full_frac,0.01653351561498695,0.01653351561498695
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,throttle_mid_frac,-0.013628401760157227,0.013628401760157227
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,throttle_diff_abs_mean,0.560638236813408,0.560638236813408
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,brake_active_frac,0.0162771820395608,0.0162771820395608
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,brake_on_count,-1.0,1.0
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,rpm_diff_abs_mean,0.1265855478390563,0.1265855478390563
Red Bull Racing,VER,TSU,2025,10,2025_10_Q,Canadian Grand Prix,gear_change_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,LapTimeSeconds,-0.5330000000000013,0.5330000000000013
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,speed_min,1.0,1.0
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,speed_mean,3.1875,3.1875
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,throttle_full_frac,0.010969387755102034,0.010969387755102034
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,throttle_mid_frac,-0.019727891156462563,0.019727891156462563
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,throttle_diff_abs_mean,-0.15299403251251764,0.15299403251251764
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,brake_active_frac,0.021428571428571436,0.021428571428571436
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,rpm_diff_abs_mean,-35.18084230742846,35.18084230742846
Red Bull Racing,VER,TSU,2025,11,2025_11_Q,Austrian Grand Prix,gear_change_count,-4.0,4.0
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,LapTimeSeconds,-0.9339999999999975,0.9339999999999975
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,speed_min,2.0,2.0
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,speed_mean,1.4946215490722352,1.4946215490722352
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,throttle_full_frac,0.01339224484197743,0.01339224484197743
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,throttle_mid_frac,-0.02501126633618747,0.02501126633618747
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,throttle_diff_abs_mean,1.0051066682440162,1.0051066682440162
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,brake_active_frac,0.027000019593628147,0.027000019593628147
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,rpm_diff_abs_mean,-9.567411964194179,9.567411964194179
Red Bull Racing,VER,TSU,2025,12,2025_12_Q,British Grand Prix,gear_change_count,-1.0,1.0
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,LapTimeSeconds,-0.34199999999999875,0.34199999999999875
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,speed_min,5.0,5.0
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,speed_mean,-0.23342175066315463,0.23342175066315463
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,throttle_full_frac,0.050397877984084904,0.050397877984084904
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,throttle_mid_frac,-0.015915119363395236,0.015915119363395236
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,throttle_diff_abs_mean,-0.18617021276595747,0.18617021276595747
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,brake_active_frac,0.0,0.0
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,rpm_diff_abs_mean,-4.590425531914917,4.590425531914917
Red Bull Racing,VER,TSU,2025,13,2025_13_Q,Belgian Grand Prix,gear_change_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,LapTimeSeconds,-0.35200000000000387,0.35200000000000387
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,speed_min,-2.0,2.0
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,speed_mean,1.0519650189303036,1.0519650189303036
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,throttle_full_frac,-0.010345011464832243,0.010345011464832243
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,throttle_mid_frac,0.028048845518050425,0.028048845518050425
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,throttle_diff_abs_mean,0.31918350903108905,0.31918350903108905
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,brake_active_frac,0.017543859649122806,0.017543859649122806
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,rpm_diff_abs_mean,4.8687302759685736,4.8687302759685736
Red Bull Racing,VER,TSU,2025,14,2025_14_Q,Hungarian Grand Prix,gear_change_count,1.0,1.0
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,LapTimeSeconds,-0.6970000000000027,0.6970000000000027
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,speed_min,0.0,0.0
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,speed_mean,-0.47126696832580706,0.47126696832580706
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,throttle_full_frac,0.004147812971342368,0.004147812971342368
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,throttle_mid_frac,0.04683257918552036,0.04683257918552036
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,throttle_diff_abs_mean,-0.23086978992490792,0.23086978992490792
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,brake_active_frac,-0.015987933634992457,0.015987933634992457
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,brake_on_count,-1.0,1.0
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,rpm_diff_abs_mean,-25.755814306995376,25.755814306995376
Red Bull Racing,VER,TSU,2025,15,2025_15_Q,Dutch Grand Prix,gear_change_count,-2.0,2.0
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,LapTimeSeconds,-0.6410000000000053,0.6410000000000053
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,speed_min,4.0,4.0
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,speed_mean,5.548407111323229,5.548407111323229
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,throttle_full_frac,0.0267867796205703,0.0267867796205703
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,throttle_mid_frac,-0.02030783916000478,0.02030783916000478
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,throttle_diff_abs_mean,0.2447616301422526,0.2447616301422526
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,brake_active_frac,0.010810165851330406,0.010810165851330406
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,rpm_diff_abs_mean,-0.14586937716262582,0.14586937716262582
Red Bull Racing,VER,TSU,2025,16,2025_16_Q,Italian Grand Prix,gear_change_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,LapTimeSeconds,-1.012999999999991,1.012999999999991
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,speed_min,0.0,0.0
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,speed_mean,0.9465875370920003,0.9465875370920003
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,throttle_full_frac,0.0,0.0
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,throttle_mid_frac,0.05044510385756673,0.05044510385756673
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,throttle_diff_abs_mean,0.2738095238095237,0.2738095238095237
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,brake_active_frac,-0.002967359050445123,0.002967359050445123
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,brake_on_count,0.0,0.0
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,rpm_diff_abs_mean,-11.559523809523796,11.559523809523796
Red Bull Racing,VER,TSU,2025,18,2025_18_Q,Singapore Grand Prix,gear_change_count,-1.0,1.0
Red Bull Racing,VER,TSU,2025,19,2025_19_Q,United States Grand Prix,LapTimeSeconds,-0.9559999999999889,0.9559999999999889
Red Bull Racing,VER,TSU,2025,19,2025_19_Q,United States Grand Prix,speed_min,0.0,0.0
Red Bull Racing,VER,TSU,2025,19,2025_19_Q,United States Grand Prix,speed_mean,0.21988969492198862,0.21988969492198862
