Date,Status,X,Y,Z,Source,Time,SessionTime
2023-03-04 16:08:36.879,OnTrack,6225.0,-190.0,-32.0,pos,0 days 00:01:11.118000,0 days 01:23:35.882000
2023-03-04 16:08:37.039,OnTrack,6153.0,-234.0,-33.0,pos,0 days 00:01:11.278000,0 days 01:23:36.042000
2023-03-04 16:08:37.279,OnTrack,6039.0,-297.0,-35.0,pos,0 days 00:01:11.518000,0 days 01:23:36.282000
2023-03-04 16:08:37.359,OnTrack,6005.0,-315.0,-36.0,pos,0 days 00:01:11.598000,0 days 01:23:36.362000
2023-03-04 16:08:37.579,OnTrack,5893.0,-374.0,-37.0,pos,0 days 00:01:11.818000,0 days 01:23:36.582000
2023-03-04 16:08:37.819,OnTrack,5769.0,-439.0,-39.0,pos,0 days 00:01:12.058000,0 days 01:23:36.822000
2023-03-04 16:08:37.999,OnTrack,5672.0,-490.0,-39.0,pos,0 days 00:01:12.238000,0 days 01:23:37.002000
2023-03-04 16:08:38.218,OnTrack,5551.0,-552.0,-41.0,pos,0 days 00:01:12.457000,0 days 01:23:37.221000
2023-03-04 16:08:38.378,OnTrack,5461.0,-599.0,-41.0,pos,0 days 00:01:12.617000,0 days 01:23:37.381000
2023-03-04 16:08:38.598,OnTrack,5334.0,-665.0,-42.0,pos,0 days 00:01:12.837000,0 days 01:23:37.601000
2023-03-04 16:08:38.858,OnTrack,5183.0,-745.0,-42.0,pos,0 days 00:01:13.097000,0 days 01:23:37.861000
2023-03-04 16:08:39.178,OnTrack,4991.0,-847.0,-41.0,pos,0 days 00:01:13.417000,0 days 01:23:38.181000
2023-03-04 16:08:39.358,OnTrack,4882.0,-907.0,-41.0,pos,0 days 00:01:13.597000,0 days 01:23:38.361000
2023-03-04 16:08:39.518,OnTrack,4783.0,-960.0,-40.0,pos,0 days 00:01:13.757000,0 days 01:23:38.521000
2023-03-04 16:08:39.798,OnTrack,4608.0,-1055.0,-40.0,pos,0 days 00:01:14.037000,0 days 01:23:38.801000
2023-03-04 16:08:39.958,OnTrack,4519.0,-1104.0,-40.0,pos,0 days 00:01:14.197000,0 days 01:23:38.961000
2023-03-04 16:08:40.198,OnTrack,4367.0,-1188.0,-42.0,pos,0 days 00:01:14.437000,0 days 01:23:39.201000
2023-03-04 16:08:40.438,OnTrack,4212.0,-1274.0,-43.0,pos,0 days 00:01:14.677000,0 days 01:23:39.441000
2023-03-04 16:08:40.598,OnTrack,4108.0,-1332.0,-45.0,pos,0 days 00:01:14.837000,0 days 01:23:39.601000
2023-03-04 16:08:40.818,OnTrack,3885.0,-1455.0,-49.0,pos,0 days 00:01:15.057000,0 days 01:23:39.821000
2023-03-04 16:08:41.158,OnTrack,3739.0,-1537.0,-52.0,pos,0 days 00:01:15.397000,0 days 01:23:40.161000
2023-03-04 16:08:41.438,OnTrack,3551.0,-1641.0,-57.0,pos,0 days 00:01:15.677000,0 days 01:23:40.441000
2023-03-04 16:08:41.678,OnTrack,3294.0,-1785.0,-65.0,pos,0 days 00:01:15.917000,0 days 01:23:40.681000
2023-03-04 16:08:42.018,OnTrack,3157.0,-1861.0,-71.0,pos,0 days 00:01:16.257000,0 days 01:23:41.021000
2023-03-04 16:08:42.238,OnTrack,3005.0,-1946.0,-77.0,pos,0 days 00:01:16.477000,0 days 01:23:41.241000
2023-03-04 16:08:42.498,OnTrack,2819.0,-2049.0,-84.0,pos,0 days 00:01:16.737000,0 days 01:23:41.501000
2023-03-04 16:08:42.658,OnTrack,2708.0,-2111.0,-88.0,pos,0 days 00:01:16.897000,0 days 01:23:41.661000
2023-03-04 16:08:42.999,OnTrack,2455.0,-2252.0,-97.0,pos,0 days 00:01:17.238000,0 days 01:23:42.002000
2023-03-04 16:08:43.199,OnTrack,2314.0,-2330.0,-100.0,pos,0 days 00:01:17.438000,0 days 01:23:42.202000
2023-03-04 16:08:43.399,OnTrack,2187.0,-2401.0,-103.0,pos,0 days 00:01:17.638000,0 days 01:23:42.402000
2023-03-04 16:08:43.519,OnTrack,2102.0,-2449.0,-105.0,pos,0 days 00:01:17.758000,0 days 01:23:42.522000
2023-03-04 16:08:43.699,OnTrack,1975.0,-2520.0,-107.0,pos,0 days 00:01:17.938000,0 days 01:23:42.702000
2023-03-04 16:08:43.919,OnTrack,1819.0,-2608.0,-109.0,pos,0 days 00:01:18.158000,0 days 01:23:42.922000
2023-03-04 16:08:44.918,OnTrack,1108.0,-3014.0,-109.0,pos,0 days 00:01:19.157000,0 days 01:23:43.921000
2023-03-04 16:08:45.078,OnTrack,924.0,-3118.0,-107.0,pos,0 days 00:01:19.317000,0 days 01:23:44.081000
2023-03-04 16:08:45.458,OnTrack,734.0,-3226.0,-107.0,pos,0 days 00:01:19.697000,0 days 01:23:44.461000
2023-03-04 16:08:45.598,OnTrack,649.0,-3274.0,-107.0,pos,0 days 00:01:19.837000,0 days 01:23:44.601000
2023-03-04 16:08:45.878,OnTrack,496.0,-3358.0,-108.0,pos,0 days 00:01:20.117000,0 days 01:23:44.881000
2023-03-04 16:08:46.118,OnTrack,378.0,-3416.0,-109.0,pos,0 days 00:01:20.357000,0 days 01:23:45.121000
2023-03-04 16:08:46.278,OnTrack,307.0,-3445.0,-109.0,pos,0 days 00:01:20.517000,0 days 01:23:45.281000
2023-03-04 16:08:46.478,OnTrack,221.0,-3472.0,-110.0,pos,0 days 00:01:20.717000,0 days 01:23:45.481000
2023-03-04 16:08:46.758,OnTrack,65.0,-3498.0,-112.0,pos,0 days 00:01:20.997000,0 days 01:23:45.761000
2023-03-04 16:08:47.158,OnTrack,-49.0,-3497.0,-114.0,pos,0 days 00:01:21.397000,0 days 01:23:46.161000
2023-03-04 16:08:47.338,OnTrack,-111.0,-3485.0,-115.0,pos,0 days 00:01:21.577000,0 days 01:23:46.341000
2023-03-04 16:08:47.618,OnTrack,-198.0,-3445.0,-119.0,pos,0 days 00:01:21.857000,0 days 01:23:46.621000
2023-03-04 16:08:47.818,OnTrack,-269.0,-3386.0,-120.0,pos,0 days 00:01:22.057000,0 days 01:23:46.821000
2023-03-04 16:08:48.198,OnTrack,-345.0,-3297.0,-122.0,pos,0 days 00:01:22.437000,0 days 01:23:47.201000
2023-03-04 16:08:48.458,OnTrack,-400.0,-3218.0,-124.0,pos,0 days 00:01:22.697000,0 days 01:23:47.461000
2023-03-04 16:08:48.498,OnTrack,-408.0,-3205.0,-124.0,pos,0 days 00:01:22.737000,0 days 01:23:47.501000
2023-03-04 16:08:48.758,OnTrack,-456.0,-3116.0,-126.0,pos,0 days 00:01:22.997000,0 days 01:23:47.761000
2023-03-04 16:08:49.038,OnTrack,-509.0,-2983.0,-130.0,pos,0 days 00:01:23.277000,0 days 01:23:48.041000
2023-03-04 16:08:49.379,OnTrack,-537.0,-2884.0,-132.0,pos,0 days 00:01:23.618000,0 days 01:23:48.382000
2023-03-04 16:08:49.719,OnTrack,-569.0,-2683.0,-137.0,pos,0 days 00:01:23.958000,0 days 01:23:48.722000
2023-03-04 16:08:50.039,OnTrack,-576.0,-2553.0,-140.0,pos,0 days 00:01:24.278000,0 days 01:23:49.042000
2023-03-04 16:08:50.239,OnTrack,-577.0,-2441.0,-142.0,pos,0 days 00:01:24.478000,0 days 01:23:49.242000
2023-03-04 16:08:50.459,OnTrack,-575.0,-2314.0,-144.0,pos,0 days 00:01:24.698000,0 days 01:23:49.462000
2023-03-04 16:08:50.639,OnTrack,-570.0,-2207.0,-146.0,pos,0 days 00:01:24.878000,0 days 01:23:49.642000
2023-03-04 16:08:50.839,OnTrack,-563.0,-2085.0,-148.0,pos,0 days 00:01:25.078000,0 days 01:23:49.842000
2023-03-04 16:08:51.139,OnTrack,-552.0,-1899.0,-151.0,pos,0 days 00:01:25.378000,0 days 01:23:50.142000
2023-03-04 16:08:51.358,OnTrack,-543.0,-1758.0,-152.0,pos,0 days 00:01:25.597000,0 days 01:23:50.361000
2023-03-04 16:08:51.478,OnTrack,-533.0,-1588.0,-154.0,pos,0 days 00:01:25.717000,0 days 01:23:50.481000
2023-03-04 16:08:51.918,OnTrack,-521.0,-1386.0,-156.0,pos,0 days 00:01:26.157000,0 days 01:23:50.921000
2023-03-04 16:08:52.218,OnTrack,-510.0,-1181.0,-157.0,pos,0 days 00:01:26.457000,0 days 01:23:51.221000
2023-03-04 16:08:52.418,OnTrack,-503.0,-1041.0,-158.0,pos,0 days 00:01:26.657000,0 days 01:23:51.421000
2023-03-04 16:08:52.598,OnTrack,-496.0,-914.0,-158.0,pos,0 days 00:01:26.837000,0 days 01:23:51.601000
2023-03-04 16:08:52.798,OnTrack,-488.0,-771.0,-158.0,pos,0 days 00:01:27.037000,0 days 01:23:51.801000
2023-03-04 16:08:52.998,OnTrack,-475.0,-539.0,-159.0,pos,0 days 00:01:27.237000,0 days 01:23:52.001000
2023-03-04 16:08:53.338,OnTrack,-466.0,-378.0,-159.0,pos,0 days 00:01:27.577000,0 days 01:23:52.341000
2023-03-04 16:08:53.598,OnTrack,-456.0,-185.0,-159.0,pos,0 days 00:01:27.837000,0 days 01:23:52.601000
2023-03-04 16:08:53.818,OnTrack,-447.0,-21.0,-159.0,pos,0 days 00:01:28.057000,0 days 01:23:52.821000
2023-03-04 16:08:54.118,OnTrack,-435.0,205.0,-159.0,pos,0 days 00:01:28.357000,0 days 01:23:53.121000
2023-03-04 16:08:54.318,OnTrack,-427.0,359.0,-159.0,pos,0 days 00:01:28.557000,0 days 01:23:53.321000
2023-03-04 16:08:54.558,OnTrack,-417.0,546.0,-159.0,pos,0 days 00:01:28.797000,0 days 01:23:53.561000
2023-03-04 16:08:54.658,OnTrack,-413.0,624.0,-159.0,pos,0 days 00:01:28.897000,0 days 01:23:53.661000
2023-03-04 16:08:54.878,OnTrack,-399.0,894.0,-159.0,pos,0 days 00:01:29.117000,0 days 01:23:53.881000
2023-03-04 16:08:55.318,OnTrack,-382.0,1251.0,-159.0,pos,0 days 00:01:29.557000,0 days 01:23:54.321000
