setup,model,n_samples,n_drivers,n_groups,oof_accuracy,oof_balanced_accuracy,oof_macro_f1
race_2025_top5,cnn,4334,5,18,0.8497923396400554,0.8505004430403267,0.8499692222215847
race_2025_top5,hybrid_cnn_tabular,4334,5,18,0.8527918781725888,0.8521691841430823,0.8524259154561872
race_2025_top5,gru,4334,5,18,0.5752191970466082,0.5756791775753095,0.5863949344232947
race_2025_top5,lstm,4334,5,18,0.3555606829718505,0.3509714567340922,0.3162368283190376
