season,round,event_name,session_name,Driver,Team,LapNumber,Stint,LapTimeSeconds,Compound,TyreLife,TrackStatus,lap_time_not_null,dry_session,accurate,not_deleted,not_fastf1_generated,track_status_green,not_pit_in_out,lap_delta_to_stint_median,within_2s_of_stint_median,within_3s_of_stint_median
2025,2,Chinese Grand Prix,R,RUS,Mercedes,23.0,2.0,97.155,HARD,9.0,1,True,True,True,True,True,True,True,0.49099999999999966,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,24.0,2.0,97.334,HARD,10.0,1,True,True,True,True,True,True,True,0.6700000000000017,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,25.0,2.0,97.399,HARD,11.0,1,True,True,True,True,True,True,True,0.7349999999999994,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,26.0,2.0,97.284,HARD,12.0,1,True,True,True,True,True,True,True,0.6200000000000045,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,27.0,2.0,97.057,HARD,13.0,1,True,True,True,True,True,True,True,0.3930000000000007,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,28.0,2.0,96.908,HARD,14.0,1,True,True,True,True,True,True,True,0.24399999999999977,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,29.0,2.0,96.661,HARD,15.0,1,True,True,True,True,True,True,True,-0.0030000000000001137,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,30.0,2.0,97.19,HARD,16.0,1,True,True,True,True,True,True,True,0.5259999999999962,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,31.0,2.0,96.983,HARD,17.0,1,True,True,True,True,True,True,True,0.3190000000000026,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,32.0,2.0,97.2,HARD,18.0,1,True,True,True,True,True,True,True,0.5360000000000014,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,33.0,2.0,97.1,HARD,19.0,1,True,True,True,True,True,True,True,0.43599999999999284,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,34.0,2.0,96.853,HARD,20.0,1,True,True,True,True,True,True,True,0.18899999999999295,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,35.0,2.0,96.664,HARD,21.0,1,True,True,True,True,True,True,True,0.0,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,36.0,2.0,96.688,HARD,22.0,1,True,True,True,True,True,True,True,0.02400000000000091,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,37.0,2.0,96.739,HARD,23.0,1,True,True,True,True,True,True,True,0.07500000000000284,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,38.0,2.0,96.581,HARD,24.0,1,True,True,True,True,True,True,True,-0.08299999999999841,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,39.0,2.0,96.548,HARD,25.0,1,True,True,True,True,True,True,True,-0.11599999999999966,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,40.0,2.0,96.488,HARD,26.0,1,True,True,True,True,True,True,True,-0.17600000000000193,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,41.0,2.0,96.471,HARD,27.0,1,True,True,True,True,True,True,True,-0.19299999999999784,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,42.0,2.0,96.337,HARD,28.0,1,True,True,True,True,True,True,True,-0.3269999999999982,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,43.0,2.0,96.459,HARD,29.0,1,True,True,True,True,True,True,True,-0.2049999999999983,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,44.0,2.0,96.576,HARD,30.0,1,True,True,True,True,True,True,True,-0.08800000000000807,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,45.0,2.0,96.574,HARD,31.0,1,True,True,True,True,True,True,True,-0.09000000000000341,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,46.0,2.0,96.3,HARD,32.0,1,True,True,True,True,True,True,True,-0.3640000000000043,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,47.0,2.0,96.283,HARD,33.0,1,True,True,True,True,True,True,True,-0.3810000000000002,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,48.0,2.0,96.192,HARD,34.0,1,True,True,True,True,True,True,True,-0.4720000000000084,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,49.0,2.0,96.106,HARD,35.0,1,True,True,True,True,True,True,True,-0.5580000000000069,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,50.0,2.0,96.166,HARD,36.0,1,True,True,True,True,True,True,True,-0.49800000000000466,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,51.0,2.0,96.208,HARD,37.0,1,True,True,True,True,True,True,True,-0.45600000000000307,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,52.0,2.0,96.385,HARD,38.0,1,True,True,True,True,True,True,True,-0.27899999999999636,True,True
2025,2,Chinese Grand Prix,R,RUS,Mercedes,53.0,2.0,96.504,HARD,39.0,1,True,True,True,True,True,True,True,-0.1599999999999966,True,True
