lap_key,Driver,Team,season,round,session_key,event_name,speed_mean_session_z,speed_min_session_z,speed_q10_session_z,speed_q50_session_z,speed_q90_session_z,speed_std_session_z,throttle_mean_session_z,throttle_zero_frac_session_z,throttle_full_frac_session_z,throttle_mid_frac_session_z,throttle_diff_abs_mean_session_z,brake_active_frac_session_z,brake_on_count_session_z,rpm_mean_session_z,rpm_std_session_z,rpm_diff_abs_mean_session_z,gear_mean_session_z,gear_change_count_session_z
2018_r11_Q_SAI_lap18,SAI,Renault,2018,11,2018_11_Q,German Grand Prix,-0.41521272426271527,0.43915503282683993,-0.15616080732329263,-0.8015481494942751,-0.30499750451917856,-0.7884565289565473,-1.341533344392671,0.6751166816258453,0.16601315124035862,-0.5706194010646404,1.050093415191306,0.8849038246831299,-1.5,-1.123999461634322,0.9428117293096777,1.2256210454864722,-1.3614895715206865,-0.8040844011283462
2018_r11_Q_VET_lap14,VET,Ferrari,2018,11,2018_11_Q,German Grand Prix,0.9993887749843501,-0.14638501094227999,0.884911241498647,0.7421742124946992,1.1076225164117917,1.3489238318344952,0.5102053302290002,-1.477575250071481,-1.321815611226163,1.4976979912720296,0.4435180741936972,0.5318281477627357,0.5,1.3048874548763645,0.5563681020405561,-0.9157815816321806,0.26839752817305595,-0.4824506406770077
2018_r14_Q_ALO_lap5,ALO,McLaren,2018,14,2018_14_Q,Italian Grand Prix,-1.318542694333256,-1.0606601717798212,-1.7185167416802465,-1.214746786823312,-0.7281092970147087,0.2793792065019438,-1.2683149927467166,0.01844880566113966,-0.8325686333635822,0.5083489899766428,0.7235414322507557,0.7106130870818548,1.984313483298443,-0.3506702393162179,-0.395826680278639,-0.0203876196055309,0.5690029483056057,2.1437323142813605
2018_r14_Q_BOT_lap17,BOT,Mercedes,2018,14,2018_14_Q,Italian Grand Prix,0.808447748777245,0.35355339059327373,0.07302479072295674,0.9938837346736188,-0.19435586812742764,-0.4664418750882955,0.5110635705316187,0.4475500592890098,1.0607134388376056,-1.1762193088086645,-1.2810284960635197,-0.22116610438838363,-0.6614378277661477,0.1456205302200167,0.3217335004902221,-0.5711495531705957,1.2560389402703178,0.08574929257125441
2018_r14_Q_GAS_lap23,GAS,Toro Rosso,2018,14,2018_14_Q,Italian Grand Prix,-0.6849799702243594,-0.35355339059327373,-0.5890666451651856,-0.7730206825239258,-0.03190917237912814,0.16683014729769072,0.16283448055133187,0.562026247935409,-0.1410219859587353,-0.541037947069321,0.3442779521035729,-0.7262997435385616,-0.6614378277661477,-0.1892435241304807,-0.543666028519706,0.7723858153562675,-1.7401122228478743,-0.6002450479987809
2018_r14_Q_HAM_lap18,HAM,Mercedes,2018,14,2018_14_Q,Italian Grand Prix,1.2729841955689136,-0.35355339059327373,1.2803679973425117,0.8834522085987723,0.6642909522564524,0.2301613644910358,1.2200019888568754,-0.09325124569570291,-0.2762520743638925,0.2801797967694108,0.9276546132323483,-0.40820207347912557,-0.6614378277661477,1.4258388879764865,0.6949218730728142,0.7678833746684152,0.5038865374916163,-0.9432422182837986
2018_r14_Q_OCO_lap16,OCO,Racing Point,2018,14,2018_14_Q,Italian Grand Prix,-0.6052825183213685,-1.0606601717798212,-0.6280132002174269,-0.9938837346736188,1.3140777352496635,1.5950575000973923,-1.7371350480859702,0.8972273348623795,-1.881869998381388,0.189043711102895,0.34938332647605075,2.0492998354164405,0.6614378277661477,0.5256608922124388,0.6780077219401635,1.6080773175873746,-0.9138433859764352,0.42874646285627205
2018_r14_Q_RIC_lap2,RIC,Red Bull Racing,2018,14,2018_14_Q,Italian Grand Prix,-0.45728739082587677,-0.35355339059327373,1.1635283321857819,0.0,-1.6563761298621495,-1.7538076819648662,0.2979482806518595,0.24465088355021952,0.6062288118264592,-0.6597468765994078,-1.082957816913556,-1.0921803254095006,-0.6614378277661477,-1.4742297167136826,-2.121536798640806,-1.3336727783101963,-0.09897564946323455,0.08574929257125441
2018_r14_Q_SAI_lap16,SAI,Renault,2018,14,2018_14_Q,Italian Grand Prix,-0.3614595062491701,1.7677669529663687,0.5403834513498811,-0.3312945782245396,-0.4960425888028485,-0.7334781788501263,0.10856776977289113,0.2757661153526895,0.5045807253630303,-0.6300696442168862,-1.1221011136603098,0.2381722314668187,-0.6614378277661477,-1.1217384301954982,0.8665246753216967,-0.178832474841959,-0.4520447119675145,-0.25724787771376323
2018_r14_Q_VET_lap18,VET,Ferrari,2018,14,2018_14_Q,Italian Grand Prix,1.3461201356078565,1.0606601717798212,-0.12170798453826125,1.435609838973005,1.1284243686801727,0.6822995175152162,0.7050339504681399,-2.35241820095515,0.9601897160404972,2.029501278845332,1.1412301025746392,-0.5502369071495383,0.6614378277661477,1.0387615999469064,0.499841736614242,-1.0443040816837714,0.8760475441874981,-0.9432422182837986
2018_r15_Q_ALO_lap11,ALO,McLaren,2018,15,2018_15_Q,Singapore Grand Prix,-0.6852327169371594,0.13944333775567927,0.3686048903872425,-0.4980276057238114,-0.6479013191860062,-0.4082963258329799,0.2892080350237061,0.02826416183465862,0.735849853942039,-0.16641301788558568,0.8782417484350042,0.8859852558559858,-0.724568837309472,0.23846669598767614,-1.8317189993625866,-1.446660507757064,0.7679121967408862,2.284538825903124
2018_r15_Q_BOT_lap19,BOT,Mercedes,2018,15,2018_15_Q,Singapore Grand Prix,0.6311959299496277,0.4183300132670378,0.5160468465421311,0.0,0.8494706184883375,0.5300040539107581,-1.9326627604493498,0.8804359272864252,-1.2123917168486886,-0.6107630266874978,-0.5968157729073688,-0.2440669244852392,1.20761472884912,-0.17611679421289764,0.3335070912316578,0.4430948748700649,0.6376411059029696,-0.41004543029030427
2018_r15_Q_GAS_lap6,GAS,Toro Rosso,2018,15,2018_15_Q,Singapore Grand Prix,-1.4601734266912647,-0.13944333775567927,-2.064187386168566,-1.1620644133555598,-1.166222374534844,-1.0932396940363756,1.0299115890271324,0.36469163715039166,1.6854688737393602,-0.6675137684088219,0.31617379497620424,-1.1458556659823123,-0.724568837309472,0.8209315406033318,0.28800644063567904,0.1165399686260577,-2.1007629108148165,-1.1129804536451116
2018_r15_Q_HAM_lap14,HAM,Mercedes,2018,15,2018_15_Q,Singapore Grand Prix,1.2281105056065689,1.533876715312472,0.5897678246195859,0.8300460095396855,0.7630837759301978,0.10100278823891891,1.1547571881761651,0.2893523472403439,-0.8472642461315958,-0.11568219927636639,0.4507253313105784,-0.33769337354490137,1.20761472884912,1.123267252954277,0.7578807154964982,1.2631005373854116,0.5729984700755409,-0.41004543029030427
2018_r15_Q_OCO_lap19,OCO,Racing Point,2018,15,2018_15_Q,Singapore Grand Prix,-0.46216870716744346,-1.2549900398011133,-0.5897678246195963,-1.1620644133555598,-0.014397807093025999,0.8269756484499046,-0.427204756833194,-0.5948943135749728,-0.9807707132875384,0.7537437731508464,-1.5400799901616204,1.4898127321444314,1.20761472884912,0.5298485397168811,-0.1287158449529716,0.03851462706660426,-0.26400736782134004,0.05857791861290061
2018_r15_Q_RIC_lap11,RIC,Red Bull Racing,2018,15,2018_15_Q,Singapore Grand Prix,0.6851635491186125,0.6972166887783963,1.253256627316616,1.3280736152634969,-0.15837587802325323,-0.6241475706375781,-0.49855945688353487,0.537362734727832,0.3239888092855688,-0.5743732381028323,-1.1425797576872663,-1.290100355358714,-0.724568837309472,-1.0893796233670885,-1.1580105521406177,-1.558300368371697,0.05696978063098702,-0.2928895930645031
2018_r15_Q_SAI_lap8,SAI,Renault,2018,15,2018_15_Q,Singapore Grand Prix,-0.9188805884269645,0.13944333775567927,0.14744195615488861,-0.4980276057238114,-1.1950179887208796,-1.0892892760700674,-0.18321557947391753,0.7020103110762328,0.5472730273156217,-0.773859428536843,0.28966214521662403,0.8859852558559858,-0.724568837309472,-1.8330224764818224,0.9267181506051543,0.6667635100548784,-0.5887164686795462,-0.2928895930645031
2018_r15_Q_VET_lap13,VET,Ferrari,2018,15,2018_15_Q,Singapore Grand Prix,0.9819854545480231,-1.533876715312472,-0.22116293423235386,1.1620644133555598,1.5693609731394738,1.7569903759774794,0.5677657414129818,-2.207222805740913,-0.2521538880147773,2.154860905747097,1.3446725008178446,-0.2440669244852392,-0.724568837309472,0.3860048647996548,0.8123329984871926,0.47694735812574685,0.917965193965307,0.17573375583870185
2018_r16_Q_ALO_lap2,ALO,McLaren,2018,16,2018_16_Q,Russian Grand Prix,-1.35839432006174,-1.487974739675016,-0.8518233779445218,-0.9776166135121399,-1.5309086680020574,-0.25246882854155067,0.31038962310180007,0.17967032283275775,0.6560615304437991,-0.33243518826328916,-0.17097409681255238,0.8701837490925667,0.9354143466934853,-0.5035397211751653,-1.131264751801563,-0.38728086925348987,0.6442044088716664,2.039677592964088
2018_r16_Q_BOT_lap16,BOT,Mercedes,2018,16,2018_16_Q,Russian Grand Prix,1.203180613245228,1.6070127188490173,1.2638967809934913,1.3114369205650658,0.7668904584550565,-0.2344560309668862,0.3558025634400429,0.5397167161224602,1.123224322839364,-0.7823183320930711,-0.09928656510742905,-0.3832743490763663,0.9354143466934853,0.39425485568791846,-0.6779708128816766,-0.8824269425544539,1.1713947685208486,0.13244659694571997
2018_r16_Q_GAS_lap2,GAS,Toro Rosso,2018,16,2018_16_Q,Russian Grand Prix,-0.7325768791774104,-0.7737468646310083,-0.5074038171871692,-0.9776166135121399,0.07755072051792238,0.13944899862211022,-0.04651954444495907,0.676730509227067,0.691876480371349,-0.7980694357074294,-0.8915034188834514,-0.25232758243866465,-0.9354143466934853,0.15931908605299575,-0.13742587887005264,1.1125249480423305,-1.63619589222679,-0.9271261786200399
2018_r16_Q_HAM_lap15,HAM,Mercedes,2018,16,2018_16_Q,Russian Grand Prix,1.0472987808747745,0.41663292710900446,0.6242604538726977,0.8345507676323146,1.065604344894484,0.612980969215558,1.154283349715086,0.16387667216788798,0.30340314001360685,-0.22793142926305826,-0.5200959403145946,0.09199324187499643,0.9354143466934853,0.3875494731468442,0.4751821610705863,0.8509268031228694,1.0072354070179128,0.5562757071720239
2018_r16_Q_OCO_lap13,OCO,Racing Point,2018,16,2018_16_Q,Russian Grand Prix,-0.1994948744180085,-0.7737468646310083,-0.26138984521763264,-0.21459876881973805,0.3073306331636338,0.6754401066142791,-0.6872501345277803,-1.5043260936010878,-1.205974771027643,1.6893222612198828,0.43326311728798644,1.093566467576226,0.9354143466934853,0.7934567167760321,0.34909310173190006,0.11058007352842951,-0.5013160503994396,-0.5032970683937359
2018_r16_Q_RIC_lap2,RIC,Red Bull Racing,2018,16,2018_16_Q,Russian Grand Prix,-0.03467752231596409,0.1785569687610019,1.1900925894026346,0.07153292293991267,-1.301128755356346,-2.2534802182767986,0.3416128004143124,0.535423182763327,0.2375994527163352,-0.5523621391482302,0.0017775455056085066,-1.3660889073834563,-0.9354143466934853,-1.2313769107651342,-1.000911867049767,-1.8709073641501313,-0.3846063421117986,-0.29138251328058395
2018_r16_Q_SAI_lap2,SAI,Renault,2018,16,2018_16_Q,Russian Grand Prix,-0.9700976871518889,-0.05951898958700064,-1.5898652938531315,-1.1683710746852405,-0.3820091047735004,0.8687900522882744,-2.0986212372264794,1.0211234849694029,-1.796183475445508,-0.47939849552298364,-0.9467228882631212,1.189567641752146,-0.9354143466934853,-1.4609222635311914,1.9666417920079315,0.6520891810453359,-0.8840882929259153,-1.1390407337331918
2018_r16_Q_VET_lap17,VET,Ferrari,2018,16,2018_16_Q,Russian Grand Prix,1.044761889004983,0.8927848438050096,0.1322325099336245,1.1206824593919653,0.996670371100768,0.4437449510450093,0.6703025795280902,-1.612214794481813,-0.01000667991134073,1.4831927587781786,2.1935422465875374,-1.2436202613974443,-0.9354143466934853,1.4612587638076258,0.1566562557926444,0.4144941702191258,0.5833719932534994,0.13244659694571997
2018_r18_Q_ALO_lap5,ALO,McLaren,2018,18,2018_18_Q,United States Grand Prix,-1.3890019792713448,-1.7280886327328946,-0.7040852833115739,-1.2925653651979192,-0.9279311675455962,-0.4031403691366785,-0.6767126887782647,0.6744745860693239,-0.2094915018783397,-0.363488321769416,1.845560002141022,1.1699194898202074,-0.7770928126270502,0.2893362870106277,-1.354670411279745,-0.3706332563919415,0.5178358343543694,2.341801901224421
2018_r18_Q_BOT_lap16,BOT,Mercedes,2018,18,2018_18_Q,United States Grand Prix,0.496105356659135,-0.5259400186578375,-1.123540345709961,0.7138047539152688,0.3602556297529912,0.6482731841235965,-0.52822873353016,0.7546582117501488,-0.4631868963511223,-0.30597102884911315,-0.43456740618883943,-0.7066973951261871,-0.7770928126270502,0.18247858635206402,0.5756541918010948,-0.19794974481929486,1.2638586313483293,-0.22958842168866875
2018_r18_Q_GAS_lap8,GAS,Toro Rosso,2018,18,2018_18_Q,United States Grand Prix,-0.9055001640319223,-0.5259400186578375,-1.1834624974811556,-1.1382292021892124,-0.07641786085670112,-0.13631924073378016,-0.3045197462622972,1.1014798529654952,0.4458180303561803,-0.9405166475182598,-0.2122556346722608,-0.6083494048121164,0.9991193305204932,-0.8652625755125332,-0.2236199699888831,1.190400283865374,-1.4870780483015122,0.13775305301320126
2018_r18_Q_HAM_lap18,HAM,Mercedes,2018,18,2018_18_Q,United States Grand Prix,1.2159906741020656,0.6762085954172197,0.07490268971399741,0.7138047539152688,0.8187627948931732,0.7847209433719086,1.4497143131327648,-0.10790925779204817,0.018809883545301404,0.06462946830230697,-0.9205887092260838,-0.49362237935196657,-0.7770928126270502,0.8247680794646104,1.2590702418604258,0.24192794638353746,0.7489877933463563,-0.9642713710924088
2018_r18_Q_OCO_lap17,OCO,Racing Point,2018,18,2018_18_Q,United States Grand Prix,-0.4936847378027671,0.6762085954172197,0.6741242074259767,-1.1382292021892124,-0.20741990803960136,-0.07301849105465472,-1.3991030672520104,-1.770635699324778,-1.70367992427301,1.9464452598560822,0.1359488355182212,1.2742595574547855,1.8872254020942647,0.853490594539837,-0.3855497494773618,-0.7774246752649333,-0.8123316481390725,-0.22958842168866875
2018_r18_Q_RIC_lap10,RIC,Red Bull Racing,2018,18,2018_18_Q,United States Grand Prix,0.11182373391415042,1.5778200559735125,1.752722939307546,1.0224770799326823,-0.9497648420760858,-1.4888969001795984,1.3124211251153461,0.5063836238625768,1.8999810876004026,-1.1786553216368305,-1.4113630790910936,-1.54546888579296,-0.7770928126270502,-1.345035237490408,-1.3670375145187066,-1.7735181626362064,0.08467542760773232,-0.5969298963905387
2018_r18_Q_SAI_lap11,SAI,Renault,2018,18,2018_18_Q,United States Grand Prix,-0.4678281269037747,-0.2254028651390732,0.5542799038835791,0.40513242789785525,-0.906097493015119,-0.95757921209847,0.5079391263629109,0.007329053087970591,0.12822914733594099,-0.06140766220810894,0.44951138060703744,0.6693284342152453,0.11101325894672145,-1.177092262243458,0.9235034732277144,0.5479713056046241,-1.0649357835625697,-0.22958842168866875
2018_r18_Q_VET_lap16,VET,Ferrari,2018,18,2018_18_Q,United States Grand Prix,1.4320952433344578,0.07513428837969108,-0.04494161382839163,0.7138047539152688,1.8886128468869143,1.6259600857076475,-0.36151032878830075,-1.1657803706186918,-0.11647982633537636,0.838964253823336,0.5477546109120086,0.24063058359299325,0.11101325894672145,1.237316527879292,0.5726497383754777,1.139226303258854,0.7489877933463563,-0.22958842168866875
2018_r19_Q_ALO_lap5,ALO,McLaren,2018,19,2018_19_Q,Mexican Grand Prix,-1.3085268253937945,-0.05172853157197942,-0.4604732407805742,-0.7387124116338781,-1.1992464261264795,-0.898211029795725,0.05284871356897644,0.3370323704441469,0.8612766472675736,-0.5252619827748654,-1.0240651098720945,1.1918445036839804,-0.21459876881973802,0.659950734706816,-2.2926765662384274,-0.24998972771974426,0.5015607078002139,2.1883268502375772
2018_r19_Q_BOT_lap18,BOT,Mercedes,2018,19,2018_19_Q,Mexican Grand Prix,0.8171372149077933,0.36209972100385596,1.0534113864432408,0.8372073998517285,0.05969099858548853,-0.08198895207484352,0.2980949262467004,0.9164991082710083,0.7752836461884548,-0.8915288323327003,-0.581672135411553,-0.33813506319213404,-0.21459876881973802,0.21335825856469506,0.3527564760521091,1.544337670778846,0.8734665563286372,-0.22637863967974936
2018_r19_Q_GAS_lap8,GAS,Toro Rosso,2018,19,2018_19_Q,Mexican Grand Prix,-1.202389995150066,-0.05172853157197942,-1.6211181216521644,-1.1326923645052798,-0.13566136042153568,-0.0010711314570824445,0.08320334078467645,0.6942626477128867,0.11920371082358118,-0.5149690650656945,0.6330195634994187,-1.4146843393112398,-1.0729938440986901,-0.22820515875522904,0.7705948810495389,0.06791332657138682,-2.3500766368889696,-1.232505927145302
2018_r19_Q_HAM_lap19,HAM,Mercedes,2018,19,2018_19_Q,Mexican Grand Prix,0.8188522698901877,-0.4655567841478148,1.1038742073506986,0.5745540979374608,0.6891597109414787,0.06051032364392007,1.5491530577410035,0.09257686242419848,-0.12455249166601061,-0.020547860018153882,0.14031245679360488,-0.3085842783194438,-0.21459876881973802,0.8284625466618332,0.32104819496952663,0.28660130755557534,0.4536433940754669,0.17607227530647174
2018_r19_Q_OCO_lap7,OCO,Racing Point,2018,19,2018_19_Q,Mexican Grand Prix,-0.5652988720737212,0.7759279735796913,-0.7127873453178768,-0.870039062591012,0.537218987269335,0.4872751968818072,-1.8758978312718773,-1.5507468651808318,-1.7950442168524985,1.6740662047905877,-1.0033561879716504,1.6102126293249786,2.3605864570171184,-0.005828489252219335,0.39809212876771183,-1.0335828199560952,-0.1476201998393173,-0.02515318218663882
2018_r19_Q_RIC_lap14,RIC,Red Bull Racing,2018,19,2018_19_Q,Mexican Grand Prix,1.0653212329557742,1.1897562261555268,1.0534113864432408,1.625167305594532,-0.9821882494520027,-0.9381915807562189,0.7104128049658504,0.45879581074019427,1.0730965089645297,-0.6809917341666694,0.003031673780719666,-0.7579130176691602,-0.21459876881973802,-0.477261907041446,-0.530181518326125,-1.4032821157030417,-0.009979611662662813,-0.4276040971728599
2018_r19_Q_SAI_lap17,SAI,Renault,2018,19,2018_19_Q,Mexican Grand Prix,-0.512202629269597,0.36209972100385596,0.04415496829403081,-0.7387124116338781,-0.7651300727775259,-0.7502050088635949,-0.14108413847027396,0.6417667002317503,0.19356357959861595,-0.5045960468296041,-0.20309143703684818,0.3258438438024595,-0.21459876881973802,-2.0861781638569123,0.457170409697314,-0.35359689619886503,0.38653881500355886,-0.6288295546659705
2018_r19_Q_VET_lap12,VET,Ferrari,2018,19,2018_19_Q,Mexican Grand Prix,0.8871076041334353,-2.1208697944511563,-0.4604732407805742,0.4432274469803269,1.796156411981303,2.1218821824217287,-0.6767308735650882,-1.5901866346433526,-1.1028273843242422,1.4638293163970972,2.035821176218422,-0.3085842783194438,-0.21459876881973802,1.0957021789724917,0.5231959940283486,1.141599254671949,0.29246697518312703,0.17607227530647174
2018_r01_Q_HAM_lap19,HAM,Mercedes,2018,1,2018_1_Q,Australian Grand Prix,1.0488144488694586,0.6301260378126045,1.2128254330668393,1.081828998641137,0.8521325328823184,-0.32639499473828015,-1.3296006138635226,0.6763154989342355,-1.273271198790671,-0.49113054709674214,-0.41527766611095174,-1.0068190926723881,-0.7833494518006403,1.0094083140918142,-0.2870287505900363,0.8889481903162832,0.9695554484446808,-1.390758974918296
2018_r01_Q_RIC_lap16,RIC,Red Bull Racing,2018,1,2018_1_Q,Australian Grand Prix,-0.13249688126493925,1.0502100630210074,0.4261278548613234,0.5173964776109785,-0.6336370116304418,-0.9314533851629114,-0.07766733499553695,0.37515083607300376,1.0323370644325134,-0.51129939627328,-0.9915579854431378,-0.6443631544337682,-0.7833494518006403,-0.38340062311216255,-1.0350025915151424,-1.4281124557244345,-0.8509716771548179,0.1986798535597566
2018_r01_Q_SAI_lap16,SAI,Renault,2018,1,2018_1_Q,Australian Grand Prix,-1.3133236468396159,-1.0502100630210074,-0.8663038807620289,-1.1759010854794965,-1.0706280541341948,-0.15681419694046655,0.36017476815780636,0.43579386520744395,0.49731983098714233,-0.49751692862573355,0.04967324786776657,1.148011682186712,0.26111648393354675,-1.2180331276284455,1.358332205037498,0.1579647590753047,-0.8743926099928143,0.1986798535597566
2018_r01_Q_VET_lap19,VET,Ferrari,2018,1,2018_1_Q,Australian Grand Prix,0.3970060792350797,-0.6301260378126045,-0.7726494071661285,-0.42332439077261874,0.8521325328823184,1.4146625768416536,1.0470931807011759,-1.4872602002146829,-0.25638569662902094,1.4999468719957556,1.3571624036863295,0.503170564919441,1.3055824196677337,0.5920254366487939,-0.03630086293231756,0.38119950633285343,0.7558088387029513,0.9933992677987828
2018_r20_Q_ALO_lap8,ALO,McLaren,2018,20,2018_20_Q,Brazilian Grand Prix,-1.255200631200205,-1.7589974886134583,-1.550641814183896,-0.9589899226475945,-0.8670594407439524,-0.2695412865025964,0.1785760829223395,0.1944637102483435,-2.4376644593781,2.1798336190173973,-1.2235263655576472,1.7702006162542396,-0.21459876881973802,-0.8158369004006181,-0.3112749381687599,-0.44255505106774584,0.9799428065529076,2.0461807520605535
2018_r20_Q_BOT_lap13,BOT,Mercedes,2018,20,2018_20_Q,Brazilian Grand Prix,0.8043545835616794,1.112835145857494,-0.4683146418676203,0.5295914498203134,0.8968552978141914,0.6624577752458984,-0.7243635014025653,0.8942998190093144,0.3306336931575291,-0.6583614147791457,-0.05986622052184143,-1.010493380212777,-0.21459876881973802,-0.017225714739313405,0.002917713655179465,-0.6677560404471571,0.8897239702276745,0.03589790793088691
2018_r20_Q_GAS_lap12,GAS,Toro Rosso,2018,20,2018_20_Q,Brazilian Grand Prix,-0.4898496152538392,-0.32308117137798215,-0.718082450863682,-0.8444836632269862,-0.00893875712107712,-0.10195219293343637,-0.57696216607529,1.1988411862860642,0.2823213518393224,-0.7336142835513657,-0.40448536028821463,-1.148596917583172,-1.0729938440986901,0.45849892909085,-0.5318145064962541,0.20769049503289372,-1.5942650571852355,-0.8256518824103989
2018_r20_Q_HAM_lap16,HAM,Mercedes,2018,20,2018_20_Q,Brazilian Grand Prix,1.1813379263163426,-0.6102644348250774,0.5307565941166387,1.4456415251851797,1.4212623822503951,1.2093458900143905,1.4002530281150776,-0.45286726564522367,0.3542335430081923,-0.14949263780644262,-0.6406029961036501,0.0017194016751023954,2.3605864570171184,1.1374952771492433,0.47822334529591354,1.7420880556713008,0.49772540752819605,0.32308117137798215
2018_r20_Q_OCO_lap14,OCO,Racing Point,2018,20,2018_20_Q,Brazilian Grand Prix,-0.8578243362461335,-0.32308117137798215,0.5307565941166387,-1.3025087009094194,-0.7240393268068133,0.06532804008629342,-1.3790141874353992,-1.2849033779710206,0.19423378975713135,0.3263915195360855,-0.6138507516516558,0.9541136483551149,-0.21459876881973802,1.0922124859338378,0.21684044573632205,0.5493460212036274,-0.8818459067042007,0.03589790793088691
2018_r20_Q_RIC_lap12,RIC,Red Bull Racing,2018,20,2018_20_Q,Brazilian Grand Prix,0.7579933802702614,1.4000184093045893,1.7795956390969596,0.75860396866153,-0.5095091559010843,-1.636334265078164,1.4617401814016864,0.6568837649185647,0.7534739042920986,-0.9562369598070803,0.3036215966249267,-0.27079071242472486,-0.21459876881973802,0.11626113398042019,-1.991384578583182,-0.6029000218888063,-0.454019458967957,-0.25128535551620834
