dataset,task,target,feature_config,class_name,rank,feature,coef,abs_coef
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,19,num__rpm_diff_std,-0.6867231537086984,0.6867231537086984
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,20,num__n_samples,-0.6335392900723141,0.6335392900723141
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,21,num__rpm_min,-0.6282899902899898,0.6282899902899898
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,22,num__gear_std,-0.5844421483732815,0.5844421483732815
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,23,num__speed_max,-0.4529084692894605,0.4529084692894605
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,24,num__speed_diff_std,-0.35978478246482615,0.35978478246482615
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,25,num__rpm_max,-0.3408960255891901,0.3408960255891901
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,26,num__speed_range,-0.30603580535495606,0.30603580535495606
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,27,num__rpm_diff_mean,-0.22475073356509653,0.22475073356509653
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,28,num__speed_q90,-0.21218556777092212,0.21218556777092212
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,29,num__throttle_max,0.21190440387624515,0.21190440387624515
race_2025_clean_laps_top5,same_team_ferrari_ham_vs_lec_2025_race,Driver,style_core_no_time_context,LEC,30,num__last_brake_frac_pos,0.20034756905269055,0.20034756905269055
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,1,num__throttle_zero_frac,-1.5928425106081463,1.5928425106081463
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,2,num__throttle_p10,1.3680198505924912,1.3680198505924912
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,3,num__rpm_diff_std,-0.8539068024950836,0.8539068024950836
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,4,num__rpm_diff_abs_max,-0.743880427030912,0.743880427030912
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,5,num__gear_change_count,0.732178670872335,0.732178670872335
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,6,num__rpm_diff_abs_mean,-0.7151850022288622,0.7151850022288622
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,7,num__throttle_max,-0.7020459312258523,0.7020459312258523
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,8,num__rpm_min,-0.6691294457954009,0.6691294457954009
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,9,num__throttle_diff_std,0.6106088915658453,0.6106088915658453
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,10,num__speed_diff_std,0.5638302963749818,0.5638302963749818
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,11,num__gear_mean,-0.5126888864465539,0.5126888864465539
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,12,num__throttle_diff_mean,0.4925788437019266,0.4925788437019266
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,13,num__throttle_median,0.4526976235272291,0.4526976235272291
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,14,num__last_full_throttle_frac_pos,-0.44672967264531604,0.44672967264531604
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,15,num__rpm_mean,0.4419114230391359,0.4419114230391359
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,16,num__throttle_p25,-0.3964727106853092,0.3964727106853092
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,17,num__first_brake_frac_pos,0.3931219973079056,0.3931219973079056
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,18,num__speed_std,0.39052951404740527,0.39052951404740527
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,19,num__n_samples,-0.365499512564388,0.365499512564388
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,20,num__brake_diff_abs_mean,0.36088314495291013,0.36088314495291013
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,21,num__brake_std,-0.35969807501124323,0.35969807501124323
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,22,num__throttle_diff_abs_max,0.35197333493026367,0.35197333493026367
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,23,num__brake_mean,-0.345405791412413,0.345405791412413
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,24,num__brake_active_frac,-0.345405791412413,0.345405791412413
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,25,num__rpm_diff_mean,0.3393165829598448,0.3393165829598448
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,26,num__speed_diff_abs_mean,0.3276561855855434,0.3276561855855434
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,27,num__speed_cv,0.31892583915812783,0.31892583915812783
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,28,num__speed_diff_mean,0.3170033670237582,0.3170033670237582
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,29,num__speed_p90,-0.30148152050635935,0.30148152050635935
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,LEC,30,num__rpm_max,0.2825582439296618,0.2825582439296618
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,1,num__throttle_zero_frac,1.5928425106081463,1.5928425106081463
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,2,num__throttle_p10,-1.3680198505924912,1.3680198505924912
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,3,num__rpm_diff_std,0.8539068024950836,0.8539068024950836
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,4,num__rpm_diff_abs_max,0.743880427030912,0.743880427030912
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,5,num__gear_change_count,-0.732178670872335,0.732178670872335
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,6,num__rpm_diff_abs_mean,0.7151850022288622,0.7151850022288622
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,7,num__throttle_max,0.7020459312258523,0.7020459312258523
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,8,num__rpm_min,0.6691294457954009,0.6691294457954009
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,9,num__throttle_diff_std,-0.6106088915658453,0.6106088915658453
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,10,num__speed_diff_std,-0.5638302963749818,0.5638302963749818
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,11,num__gear_mean,0.5126888864465539,0.5126888864465539
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,12,num__throttle_diff_mean,-0.4925788437019266,0.4925788437019266
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,13,num__throttle_median,-0.4526976235272291,0.4526976235272291
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,14,num__last_full_throttle_frac_pos,0.44672967264531604,0.44672967264531604
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,15,num__rpm_mean,-0.4419114230391359,0.4419114230391359
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,16,num__throttle_p25,0.3964727106853092,0.3964727106853092
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,17,num__first_brake_frac_pos,-0.3931219973079056,0.3931219973079056
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,18,num__speed_std,-0.39052951404740527,0.39052951404740527
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,19,num__n_samples,0.365499512564388,0.365499512564388
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,20,num__brake_diff_abs_mean,-0.36088314495291013,0.36088314495291013
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,21,num__brake_std,0.35969807501124323,0.35969807501124323
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,22,num__throttle_diff_abs_max,-0.35197333493026367,0.35197333493026367
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,23,num__brake_mean,0.345405791412413,0.345405791412413
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,24,num__brake_active_frac,0.345405791412413,0.345405791412413
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,25,num__rpm_diff_mean,-0.3393165829598448,0.3393165829598448
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,26,num__speed_diff_abs_mean,-0.3276561855855434,0.3276561855855434
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,27,num__speed_cv,-0.31892583915812783,0.31892583915812783
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,28,num__speed_diff_mean,-0.3170033670237582,0.3170033670237582
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,29,num__speed_p90,0.30148152050635935,0.30148152050635935
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,all_telemetry_features,SAI,30,num__rpm_max,-0.2825582439296618,0.2825582439296618
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,1,num__throttle_zero_frac,-1.5577312802573962,1.5577312802573962
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,2,num__throttle_p10,1.3253663700352565,1.3253663700352565
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,3,num__rpm_diff_std,-0.8087815188919341,0.8087815188919341
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,4,num__gear_change_count,0.7631227386799027,0.7631227386799027
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,5,num__rpm_diff_abs_max,-0.7166447253184668,0.7166447253184668
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,6,num__throttle_max,-0.6919321175093047,0.6919321175093047
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,7,num__rpm_diff_abs_mean,-0.6855520031517993,0.6855520031517993
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,8,num__rpm_min,-0.6490463127101086,0.6490463127101086
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,9,num__speed_diff_std,0.6361104843994896,0.6361104843994896
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,10,num__throttle_diff_std,0.6043527262755793,0.6043527262755793
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,11,num__gear_mean,-0.5360508854232188,0.5360508854232188
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,12,num__last_full_throttle_frac_pos,-0.533949636601203,0.533949636601203
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,13,num__throttle_diff_mean,0.4933935129700799,0.4933935129700799
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,14,num__rpm_mean,0.49297143971767954,0.49297143971767954
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,15,num__n_samples,-0.45975610825679286,0.45975610825679286
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,16,num__throttle_median,0.4501925390327675,0.4501925390327675
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,17,num__speed_std,0.4357478006983832,0.4357478006983832
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,18,num__throttle_diff_abs_max,0.3841805222747964,0.3841805222747964
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,19,num__throttle_p25,-0.3792929910509577,0.3792929910509577
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,20,num__brake_diff_abs_mean,0.36149988807879074,0.36149988807879074
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,21,num__brake_std,-0.3613149543667407,0.3613149543667407
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,22,num__speed_diff_abs_mean,0.34812670743385393,0.34812670743385393
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,23,num__brake_mean,-0.3473235336885563,0.3473235336885563
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,24,num__brake_active_frac,-0.3473235336885563,0.3473235336885563
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,25,num__speed_cv,0.34541366792218753,0.34541366792218753
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,26,num__first_brake_frac_pos,0.3428218225130365,0.3428218225130365
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,27,num__speed_p25,-0.30142586904482516,0.30142586904482516
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,28,num__rpm_diff_mean,0.30014031040490285,0.30014031040490285
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,29,num__speed_p90,-0.28839196851599913,0.28839196851599913
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,LEC,30,num__gear_min,0.2615260921575619,0.2615260921575619
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,1,num__throttle_zero_frac,1.5577312802573962,1.5577312802573962
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,2,num__throttle_p10,-1.3253663700352565,1.3253663700352565
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,3,num__rpm_diff_std,0.8087815188919341,0.8087815188919341
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,4,num__gear_change_count,-0.7631227386799027,0.7631227386799027
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,5,num__rpm_diff_abs_max,0.7166447253184668,0.7166447253184668
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,6,num__throttle_max,0.6919321175093047,0.6919321175093047
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,7,num__rpm_diff_abs_mean,0.6855520031517993,0.6855520031517993
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,8,num__rpm_min,0.6490463127101086,0.6490463127101086
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,9,num__speed_diff_std,-0.6361104843994896,0.6361104843994896
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,10,num__throttle_diff_std,-0.6043527262755793,0.6043527262755793
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,11,num__gear_mean,0.5360508854232188,0.5360508854232188
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,12,num__last_full_throttle_frac_pos,0.533949636601203,0.533949636601203
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,13,num__throttle_diff_mean,-0.4933935129700799,0.4933935129700799
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,14,num__rpm_mean,-0.49297143971767954,0.49297143971767954
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,15,num__n_samples,0.45975610825679286,0.45975610825679286
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,16,num__throttle_median,-0.4501925390327675,0.4501925390327675
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,17,num__speed_std,-0.4357478006983832,0.4357478006983832
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,18,num__throttle_diff_abs_max,-0.3841805222747964,0.3841805222747964
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,19,num__throttle_p25,0.3792929910509577,0.3792929910509577
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,20,num__brake_diff_abs_mean,-0.36149988807879074,0.36149988807879074
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,21,num__brake_std,0.3613149543667407,0.3613149543667407
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,22,num__speed_diff_abs_mean,-0.34812670743385393,0.34812670743385393
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,23,num__brake_mean,0.3473235336885563,0.3473235336885563
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,24,num__brake_active_frac,0.3473235336885563,0.3473235336885563
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,25,num__speed_cv,-0.34541366792218753,0.34541366792218753
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,26,num__first_brake_frac_pos,-0.3428218225130365,0.3428218225130365
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,27,num__speed_p25,0.30142586904482516,0.30142586904482516
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,28,num__rpm_diff_mean,-0.30014031040490285,0.30014031040490285
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,29,num__speed_p90,0.28839196851599913,0.28839196851599913
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,no_time_features,SAI,30,num__gear_min,-0.2615260921575619,0.2615260921575619
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,1,num__throttle_zero_frac,-1.5686198334005839,1.5686198334005839
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,2,num__throttle_p10,1.3341492496358383,1.3341492496358383
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,3,num__rpm_diff_std,-0.8068231973028162,0.8068231973028162
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,4,num__gear_change_count,0.7426482858260928,0.7426482858260928
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,5,num__rpm_diff_abs_max,-0.720416678097213,0.720416678097213
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,6,num__rpm_diff_abs_mean,-0.6839471897268232,0.6839471897268232
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,7,num__throttle_max,-0.6828706127272579,0.6828706127272579
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,8,num__rpm_min,-0.6596380983427925,0.6596380983427925
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,9,num__speed_diff_std,0.6455420140304827,0.6455420140304827
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,10,num__throttle_diff_std,0.6128438976802631,0.6128438976802631
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,11,num__gear_mean,-0.5323076814205929,0.5323076814205929
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,12,num__last_full_throttle_frac_pos,-0.5228747456214687,0.5228747456214687
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,13,num__rpm_mean,0.4948949861433684,0.4948949861433684
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,14,num__throttle_diff_mean,0.4940404371920482,0.4940404371920482
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,15,num__n_samples,-0.4475565781610273,0.4475565781610273
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,16,num__throttle_median,0.4437952195356898,0.4437952195356898
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,17,num__speed_std,0.44143390995731663,0.44143390995731663
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,18,num__throttle_diff_abs_max,0.39072712007280264,0.39072712007280264
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,19,num__throttle_p25,-0.38604178683972307,0.38604178683972307
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,20,num__brake_std,-0.3695941586358663,0.3695941586358663
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,21,num__brake_diff_abs_mean,0.3640605630094958,0.3640605630094958
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,22,num__brake_mean,-0.35652530138141414,0.35652530138141414
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,23,num__brake_active_frac,-0.35652530138141414,0.35652530138141414
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,24,num__speed_diff_abs_mean,0.3530817613505834,0.3530817613505834
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,25,num__speed_cv,0.3475272964738182,0.3475272964738182
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,26,num__first_brake_frac_pos,0.33084937275706117,0.33084937275706117
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,27,num__speed_p25,-0.30115743671831857,0.30115743671831857
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,28,num__rpm_diff_mean,0.29348249012922856,0.29348249012922856
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,29,num__speed_p90,-0.28031229594021856,0.28031229594021856
