dataset,task,target,feature_config,class_name,rank,feature,coef,abs_coef
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,LEC,30,num__gear_min,0.26434045316120097,0.26434045316120097
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,1,num__throttle_zero_frac,1.5686198334005839,1.5686198334005839
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,2,num__throttle_p10,-1.3341492496358383,1.3341492496358383
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,3,num__rpm_diff_std,0.8068231973028162,0.8068231973028162
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,4,num__gear_change_count,-0.7426482858260928,0.7426482858260928
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,5,num__rpm_diff_abs_max,0.720416678097213,0.720416678097213
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,6,num__rpm_diff_abs_mean,0.6839471897268232,0.6839471897268232
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,7,num__throttle_max,0.6828706127272579,0.6828706127272579
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,8,num__rpm_min,0.6596380983427925,0.6596380983427925
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,9,num__speed_diff_std,-0.6455420140304827,0.6455420140304827
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,10,num__throttle_diff_std,-0.6128438976802631,0.6128438976802631
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,11,num__gear_mean,0.5323076814205929,0.5323076814205929
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,12,num__last_full_throttle_frac_pos,0.5228747456214687,0.5228747456214687
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,13,num__rpm_mean,-0.4948949861433684,0.4948949861433684
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,14,num__throttle_diff_mean,-0.4940404371920482,0.4940404371920482
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,15,num__n_samples,0.4475565781610273,0.4475565781610273
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,16,num__throttle_median,-0.4437952195356898,0.4437952195356898
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,17,num__speed_std,-0.44143390995731663,0.44143390995731663
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,18,num__throttle_diff_abs_max,-0.39072712007280264,0.39072712007280264
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,19,num__throttle_p25,0.38604178683972307,0.38604178683972307
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,20,num__brake_std,0.3695941586358663,0.3695941586358663
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,21,num__brake_diff_abs_mean,-0.3640605630094958,0.3640605630094958
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,22,num__brake_mean,0.35652530138141414,0.35652530138141414
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,23,num__brake_active_frac,0.35652530138141414,0.35652530138141414
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,24,num__speed_diff_abs_mean,-0.3530817613505834,0.3530817613505834
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,25,num__speed_cv,-0.3475272964738182,0.3475272964738182
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,26,num__first_brake_frac_pos,-0.33084937275706117,0.33084937275706117
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,27,num__speed_p25,0.30115743671831857,0.30115743671831857
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,28,num__rpm_diff_mean,-0.29348249012922856,0.29348249012922856
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,29,num__speed_p90,0.28031229594021856,0.28031229594021856
short_qualifying_2023_2025,same_team_ferrari_lec_vs_sai_2023_2024_qual,Driver,style_core_no_time_context,SAI,30,num__gear_min,-0.26434045316120097,0.26434045316120097
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,1,num__throttle_mid_frac,1.0185075651443773,1.0185075651443773
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,2,num__throttle_mean,0.9041622295446438,0.9041622295446438
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,3,num__throttle_full_frac,-0.8527701286060551,0.8527701286060551
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,4,num__throttle_diff_abs_mean,0.8156032647696974,0.8156032647696974
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,5,num__brake_on_count,-0.7914967664113836,0.7914967664113836
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,6,num__throttle_std,-0.7019735008159604,0.7019735008159604
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,7,num__gear_std,0.624833722856597,0.624833722856597
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,8,num__rpm_std,-0.6193920551872112,0.6193920551872112
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,9,num__rpm_diff_std,0.4846357505831071,0.4846357505831071
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,10,num__gear_change_count,0.4679712345185165,0.4679712345185165
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,11,num__brake_mean,0.45827873651343837,0.45827873651343837
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,12,num__brake_active_frac,0.45827873651343837,0.45827873651343837
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,13,num__rpm_mean,0.42469317764819803,0.42469317764819803
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,14,num__speed_q50,0.42393798933256666,0.42393798933256666
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,15,num__brake_std,0.42198317609535924,0.42198317609535924
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,16,num__speed_mean,0.37527135483824087,0.37527135483824087
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,17,num__speed_q90,0.3678815619613568,0.3678815619613568
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,18,num__rpm_max,0.34370518596491406,0.34370518596491406
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,19,num__Sector2TimeSeconds,0.31145058938222453,0.31145058938222453
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,20,num__first_brake_frac_pos,0.29637842895116306,0.29637842895116306
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,21,num__gear_mean,0.25402935514425257,0.25402935514425257
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,22,num__throttle_diff_mean,0.2499921429791609,0.2499921429791609
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,23,num__gear_max,-0.23825059882266156,0.23825059882266156
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,24,num__speed_diff_abs_mean,-0.23677733958005223,0.23677733958005223
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,25,num__gear_min,0.22286398645066538,0.22286398645066538
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,26,num__rpm_min,-0.20716458479250693,0.20716458479250693
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,27,cat__Compound_MEDIUM,-0.18427203738866696,0.18427203738866696
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,28,num__LapTimeSeconds,0.1777922059711647,0.1777922059711647
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,29,cat__Compound_SOFT,0.17481473132216352,0.17481473132216352
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,HAM,30,num__Sector1TimeSeconds,-0.16946576063267704,0.16946576063267704
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,1,num__rpm_diff_std,-1.6426152296255923,1.6426152296255923
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,2,num__throttle_zero_frac,-1.1643424144601482,1.1643424144601482
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,3,num__speed_diff_abs_mean,1.0765963841105797,1.0765963841105797
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,4,num__gear_mean,-0.985292314770494,0.985292314770494
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,5,num__throttle_diff_abs_mean,-0.9200261497384845,0.9200261497384845
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,6,num__speed_std,0.9063129959870772,0.9063129959870772
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,7,num__brake_std,-0.7917248634958061,0.7917248634958061
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,8,num__brake_on_count,0.7801408792481097,0.7801408792481097
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,9,num__throttle_diff_std,0.7283806481135721,0.7283806481135721
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,10,num__gear_change_count,0.6946070371377273,0.6946070371377273
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,11,num__throttle_mean,-0.6542813030111823,0.6542813030111823
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,12,num__rpm_diff_abs_mean,-0.642441713386982,0.642441713386982
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,13,num__brake_active_frac,-0.548737398292123,0.548737398292123
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,14,num__brake_mean,-0.548737398292123,0.548737398292123
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,15,num__speed_q90,-0.44717777520011814,0.44717777520011814
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,16,num__n_samples,-0.4337456409516136,0.4337456409516136
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,17,num__speed_mean,-0.43300011446892517,0.43300011446892517
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,18,num__throttle_full_frac,0.38238256144222527,0.38238256144222527
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,19,num__rpm_std,0.3777094680568755,0.3777094680568755
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,20,num__throttle_diff_mean,-0.3353423146818115,0.3353423146818115
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,21,num__rpm_min,-0.3188851428930473,0.3188851428930473
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,22,num__throttle_max,-0.30323270303756994,0.30323270303756994
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,23,num__LapTimeSeconds,-0.283902900924675,0.283902900924675
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,24,num__throttle_mid_frac,0.2791252507745016,0.2791252507745016
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,25,num__gear_max,-0.24234221686036886,0.24234221686036886
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,26,num__gear_std,-0.2302152695861339,0.2302152695861339
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,27,num__Sector3TimeSeconds,-0.2271400780919889,0.2271400780919889
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,28,num__Sector2TimeSeconds,-0.1958599863234757,0.1958599863234757
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,29,num__speed_diff_std,-0.19239427930681147,0.19239427930681147
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,LEC,30,num__gear_min,0.19021130412239476,0.19021130412239476
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,1,num__throttle_mid_frac,-1.2976328159188772,1.2976328159188772
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,2,num__throttle_zero_frac,1.275181061114877,1.275181061114877
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,3,num__gear_change_count,-1.1625782716562425,1.1625782716562425
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,4,num__rpm_diff_std,1.1579794790424862,1.1579794790424862
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,5,num__speed_diff_abs_mean,-0.8398190445305276,0.8398190445305276
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,6,num__speed_std,-0.7614842742661252,0.7614842742661252
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,7,num__gear_mean,0.7312629596262411,0.7312629596262411
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,8,num__throttle_diff_std,-0.7131904113601776,0.7131904113601776
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,9,num__rpm_mean,-0.5700278577750191,0.5700278577750191
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,10,num__rpm_diff_abs_mean,0.543097055296618,0.543097055296618
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,11,num__n_samples,0.5338685402095625,0.5338685402095625
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,12,num__rpm_min,0.5260497276855531,0.5260497276855531
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,13,num__throttle_std,0.5137104796646933,0.5137104796646933
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,14,num__gear_max,0.48059281568303186,0.48059281568303186
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,15,num__throttle_full_frac,0.47038756716382923,0.47038756716382923
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,16,num__first_brake_frac_pos,-0.41575844850648985,0.41575844850648985
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,17,num__gear_min,-0.41307529057306,0.41307529057306
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,18,num__gear_std,-0.394618453270464,0.394618453270464
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,19,num__speed_q50,-0.3727057682231066,0.3727057682231066
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,20,num__brake_std,0.3697416874004484,0.3697416874004484
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,21,num__rpm_max,-0.3101899870844604,0.3101899870844604
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,22,num__Sector1TimeSeconds,0.2620977398361826,0.2620977398361826
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,23,num__throttle_mean,-0.24988092653346153,0.24988092653346153
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,24,num__rpm_std,0.24168258713033716,0.24168258713033716
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,25,num__throttle_max,0.2146472958927045,0.2146472958927045
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,26,num__last_brake_frac_pos,0.21037366690581688,0.21037366690581688
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,27,num__speed_q10,0.18621689862030044,0.18621689862030044
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,28,num__speed_min,-0.1742880201103566,0.1742880201103566
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,29,num__speed_range,0.16075865263889536,0.16075865263889536
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,all_telemetry_features,SAI,30,num__speed_diff_mean,0.14023152144043743,0.14023152144043743
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,1,num__throttle_mid_frac,1.0421957160053148,1.0421957160053148
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,2,num__throttle_mean,0.9268734796627187,0.9268734796627187
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,3,num__throttle_full_frac,-0.8731916863965371,0.8731916863965371
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,4,num__brake_on_count,-0.8020651941384046,0.8020651941384046
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,5,num__throttle_diff_abs_mean,0.778469265066988,0.778469265066988
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,6,num__rpm_std,-0.6317805426106841,0.6317805426106841
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,7,num__throttle_std,-0.5853316447116508,0.5853316447116508
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,8,num__gear_std,0.5850348974855281,0.5850348974855281
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,9,num__speed_q50,0.5306168880407328,0.5306168880407328
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,10,num__gear_change_count,0.5148989194091966,0.5148989194091966
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,11,num__rpm_diff_std,0.5036638184419755,0.5036638184419755
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,12,num__brake_active_frac,0.39757966530188843,0.39757966530188843
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,13,num__brake_mean,0.39757966530188843,0.39757966530188843
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,14,num__rpm_mean,0.38969973252391293,0.38969973252391293
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,15,num__brake_std,0.384065941348064,0.384065941348064
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,16,num__rpm_max,0.33593821637658916,0.33593821637658916
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,17,num__speed_mean,0.3213937062425533,0.3213937062425533
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,18,num__speed_q90,0.27082267232642354,0.27082267232642354
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,19,num__rpm_min,-0.2678579574815462,0.2678579574815462
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,20,num__speed_diff_abs_mean,-0.26199968378878824,0.26199968378878824
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,21,num__gear_max,-0.24972822965636726,0.24972822965636726
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,22,num__first_brake_frac_pos,0.2376187878560371,0.2376187878560371
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,23,num__gear_min,0.2344231992719014,0.2344231992719014
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,24,num__gear_mean,0.20117714558165092,0.20117714558165092
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,25,num__throttle_diff_mean,0.19792661468742492,0.19792661468742492
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,26,cat__Compound_MEDIUM,-0.19434225756616716,0.19434225756616716
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,27,cat__Compound_SOFT,0.1911322531041722,0.1911322531041722
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,28,num__speed_diff_std,0.18669663643822954,0.18669663643822954
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,29,num__speed_q10,-0.1557768078293311,0.1557768078293311
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,HAM,30,num__speed_std,-0.14221332770819495,0.14221332770819495
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,1,num__rpm_diff_std,-1.6805622726217573,1.6805622726217573
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,2,num__speed_diff_abs_mean,1.1251365160382387,1.1251365160382387
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,3,num__throttle_zero_frac,-1.1200421600015265,1.1200421600015265
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,4,num__throttle_diff_abs_mean,-0.9720671298304429,0.9720671298304429
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,5,num__gear_mean,-0.9396572836973757,0.9396572836973757
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,6,num__speed_std,0.8866624396338446,0.8866624396338446
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,7,num__throttle_diff_std,0.8131939637952567,0.8131939637952567
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,8,num__n_samples,-0.8081401094523583,0.8081401094523583
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,9,num__brake_on_count,0.7579757147134009,0.7579757147134009
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,10,num__brake_std,-0.7114263969270581,0.7114263969270581
long_qualifying_2018_2025_top5,same_team_ferrari_lec_sai_ham_long_qual,Driver,no_time_features,LEC,11,num__throttle_mean,-0.6558933466060165,0.6558933466060165
