n_samples,speed_mean,speed_std,speed_min,speed_max,speed_q10,speed_q50,speed_q90,speed_range,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_zero_frac,throttle_full_frac,throttle_mid_frac,brake_mean,brake_std,brake_min,brake_max,brake_active_frac,brake_on_count,first_brake_frac_pos,last_brake_frac_pos,rpm_mean,rpm_std,rpm_min,rpm_max,gear_mean,gear_std,gear_min,gear_max,gear_change_count,speed_diff_mean,speed_diff_std,speed_diff_abs_mean,throttle_diff_mean,throttle_diff_std,throttle_diff_abs_mean,rpm_diff_mean,rpm_diff_std,rpm_diff_abs_mean,drs_active_frac,lap_key,Driver,season,round,LapNumber,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,Compound,TyreLife,Team,session_key,event_name
241,234.87551867219918,71.9751191257601,63.0,325.0,123.0,267.0,313.0,262.0,77.9460580912863,38.365473777168596,0.0,100.0,0.16597510373443983,0.6846473029045643,0.14937759336099585,0.14107883817427386,0.34882731820388035,0.0,1.0,0.14107883817427386,4,0.15,0.9875,10681.809128630706,1347.0775052249173,5485.0,12532.0,6.078838174273859,1.9251645759614044,2,8,24,-0.625,10.738865012529125,6.241666666666666,-0.3333333333333333,13.311104203579413,3.808333333333333,-9.620833333333334,481.5745292052093,314.72083333333336,1.0,2019_r11_Q_HAM_lap15,HAM,2019,11,15.0,71.767,15.411,34.572,21.784,SOFT,2.0,Mercedes,2019_11_Q,German Grand Prix
243,232.90123456790124,75.26667821625459,59.0,330.0,117.0,264.0,316.8,271.0,77.37037037037037,37.472340579952366,0.0,100.0,0.0823045267489712,0.6748971193415638,0.24279835390946503,0.1646090534979424,0.37159271815007117,0.0,1.0,0.1646090534979424,6,0.04132231404958678,0.987603305785124,10567.45267489712,1380.1868094390074,5168.0,11908.0,6.061728395061729,1.845335950145971,2,8,27,-0.6570247933884298,11.258290270956282,6.640495867768595,-0.18181818181818182,13.6925336288951,4.214876033057851,-11.074380165289256,482.02612944256646,318.3884297520661,1.0,2019_r11_Q_LEC_lap2,LEC,2019,11,2.0,72.229,15.597,34.515,22.117,SOFT,2.0,Ferrari,2019_11_Q,German Grand Prix
245,230.6,76.42436526761198,53.0,328.0,114.0,264.0,315.6,275.0,76.08571428571429,39.254800270314654,0.0,100.0,0.1673469387755102,0.6816326530612244,0.1510204081632653,0.1510204081632653,0.3588017678303625,0.0,1.0,0.1510204081632653,5,0.040983606557377046,0.9713114754098361,10431.281632653061,1451.5467690766961,4861.0,11855.0,5.987755102040817,1.9658594930301014,2,8,27,-0.6516393442622951,11.517635314048489,6.536885245901639,-0.20491803278688525,13.782817790582511,3.901639344262295,-11.204918032786885,479.75392249418127,309.09016393442624,1.0,2019_r11_Q_SAI_lap11,SAI,2019,11,11.0,72.632,15.658,34.905,22.069,SOFT,2.0,McLaren,2019_11_Q,German Grand Prix
247,228.8825910931174,74.11673925073461,58.0,326.0,112.6,258.0,308.0,268.0,75.20242914979757,39.167136057168804,0.0,100.0,0.10526315789473684,0.6437246963562753,0.25101214574898784,0.1700404858299595,0.376431142253533,0.0,1.0,0.1700404858299595,8,0.032520325203252036,0.9715447154471545,10602.53036437247,1348.1855369200618,4799.0,12813.0,5.862348178137652,1.9788719769210479,2,8,26,-0.6219512195121951,11.032760393096929,6.6138211382113825,-0.17479674796747968,14.433730865345032,4.670731707317073,-5.7682926829268295,475.78438690995023,325.5975609756098,1.0,2019_r11_Q_STR_lap2,STR,2019,11,2.0,73.393,15.793,35.045,22.555,SOFT,2.0,Racing Point,2019_11_Q,German Grand Prix
243,232.20164609053498,73.46048353984126,58.0,327.0,119.0,261.0,313.8,269.0,76.01234567901234,39.660905817444174,0.0,100.0,0.16049382716049382,0.6790123456790124,0.16049382716049382,0.13991769547325103,0.34761761998911767,0.0,1.0,0.13991769547325103,4,0.1487603305785124,0.9793388429752066,10433.71193415638,1338.5362176390177,5456.0,11934.0,6.049382716049383,1.9213969257578198,2,8,25,-0.6115702479338843,10.598968008032372,6.446280991735537,-0.2066115702479339,13.695816579905157,3.5867768595041323,-12.826446280991735,457.86805574981463,303.801652892562,1.0,2019_r11_Q_VER_lap13,VER,2019,11,13.0,72.113,15.517,34.737,21.859,SOFT,2.0,Red Bull Racing,2019_11_Q,German Grand Prix
252,217.5595238095238,58.32598688054127,100.0,317.0,132.1,223.0,289.9,217.0,73.2063492063492,38.65164009762244,0.0,100.0,0.15079365079365079,0.5793650793650794,0.2698412698412698,0.1746031746031746,0.38038280318909434,0.0,1.0,0.1746031746031746,8,0.09561752988047809,0.9402390438247012,10809.111111111111,1161.4640556407132,7287.0,12541.0,5.476190476190476,1.5549139980280315,3,8,32,-0.18725099601593626,10.940603128381406,7.422310756972111,0.0,17.045351272414422,6.717131474103586,3.9641434262948207,474.30592944761224,346.34661354581675,1.0,2019_r12_Q_HAM_lap20,HAM,2019,12,20.0,74.769,27.228,26.488,21.053,SOFT,2.0,Mercedes,2019_12_Q,Hungarian Grand Prix
252,217.34126984126985,60.657573626231674,97.0,322.0,130.1,223.5,292.9,225.0,73.17460317460318,37.34976906014127,0.0,100.0,0.015873015873015872,0.5753968253968254,0.4087301587301587,0.17857142857142858,0.3837552222118201,0.0,1.0,0.17857142857142858,9,0.09163346613545817,0.9322709163346613,10859.515873015873,1087.9701244882215,7313.0,12420.0,5.428571428571429,1.537984252394895,3,8,31,-0.2151394422310757,11.013878966126242,7.553784860557769,-0.00398406374501992,18.014771274255608,7.01593625498008,3.147410358565737,449.13332339436465,331.0597609561753,1.0,2019_r12_Q_LEC_lap16,LEC,2019,12,16.0,75.043,27.036,26.553,21.454,SOFT,2.0,Ferrari,2019_12_Q,Hungarian Grand Prix
255,214.07843137254903,59.11887235389273,99.0,317.0,129.0,219.0,287.0,218.0,69.82745098039216,41.675556377598966,0.0,100.0,0.1568627450980392,0.5725490196078431,0.27058823529411763,0.19607843137254902,0.39780934791539063,0.0,1.0,0.19607843137254902,9,0.09448818897637795,1.0,10490.501960784313,1044.835216162409,7055.0,11937.0,5.552941176470588,1.6422513044354297,3,8,35,-0.1889763779527559,10.664656476524954,7.346456692913386,-0.3779527559055118,20.29191280871506,7.409448818897638,-4.574803149606299,503.47226777837307,359.40944881889766,1.0,2019_r12_Q_SAI_lap19,SAI,2019,12,19.0,75.852,27.279,27.013,21.56,SOFT,2.0,McLaren,2019_12_Q,Hungarian Grand Prix
261,210.1455938697318,60.49553281133023,90.0,323.0,126.0,215.0,288.0,233.0,67.90038314176245,41.43128741393049,0.0,100.0,0.06130268199233716,0.5593869731800766,0.3793103448275862,0.20306513409961685,0.40305347942883896,0.0,1.0,0.20306513409961685,10,0.09230769230769231,1.0,10710.241379310344,1137.9855139559004,6776.0,12687.0,5.210727969348659,1.5731032066560762,3,8,32,-0.18846153846153846,11.093454431092743,7.480769230769231,-0.3230769230769231,20.228507497898,7.846153846153846,0.7576923076923077,508.9073150839997,384.0576923076923,1.0,2019_r12_Q_STR_lap8,STR,2019,12,8.0,77.542,27.666,27.723,22.153,SOFT,2.0,Racing Point,2019_12_Q,Hungarian Grand Prix
251,217.8207171314741,56.385563126421516,97.0,312.0,135.0,225.0,285.0,215.0,71.3187250996016,42.365858990089265,0.0,100.0,0.21115537848605578,0.6294820717131474,0.1593625498007968,0.18725099601593626,0.39089232884389535,0.0,1.0,0.18725099601593626,9,0.096,0.94,10679.90438247012,931.2116917332585,7217.0,12143.0,5.430278884462151,1.5716613890760156,3,8,30,-0.192,10.97144596240733,7.264,0.0,22.08708576136107,7.472,2.704,465.4467909922464,342.376,1.0,2019_r12_Q_VER_lap14,VER,2019,12,14.0,74.572,27.095,26.456,21.021,SOFT,2.0,Red Bull Racing,2019_12_Q,Hungarian Grand Prix
348,247.8477011494253,64.54096231096732,80.0,332.0,156.0,264.0,314.3,252.0,80.4683908045977,34.4258235414878,0.0,100.0,0.07183908045977011,0.6637931034482759,0.26436781609195403,0.10919540229885058,0.31233329715075137,0.0,1.0,0.10919540229885058,6,0.0345821325648415,0.8559077809798271,10860.37356321839,1298.9027351498548,5845.0,12534.0,6.339080459770115,1.5221595702147426,3,8,29,0.1729106628242075,8.466121768799132,5.129682997118156,0.0,13.263884643578226,4.3976945244956775,-2.0345821325648417,395.1184705085753,245.94812680115274,1.0,2019_r13_Q_HAM_lap14,HAM,2019,13,14.0,103.282,30.726,43.97,28.586,SOFT,2.0,Mercedes,2019_13_Q,Belgian Grand Prix
346,249.72543352601156,68.6916849636464,77.0,345.0,154.0,268.0,323.0,268.0,79.61560693641619,34.15777016966848,0.0,100.0,0.023121387283236993,0.6589595375722543,0.3179190751445087,0.12138728323699421,0.327049763992684,0.0,1.0,0.12138728323699421,8,0.03188405797101449,0.855072463768116,10766.101156069364,1323.0952329801858,5909.0,12619.0,6.427745664739884,1.506212874092703,3,8,24,0.1855072463768116,9.431843566898335,5.542028985507247,0.0,13.804069167509823,4.521739130434782,2.979710144927536,357.9308383643987,238.46376811594203,1.0,2019_r13_Q_LEC_lap15,LEC,2019,13,15.0,102.519,29.904,44.319,28.296,SOFT,2.0,Ferrari,2019_13_Q,Belgian Grand Prix
359,240.69359331476323,67.78421017304743,69.0,330.0,148.4,261.0,315.0,261.0,75.1058495821727,37.891641216324956,0.0,100.0,0.14206128133704735,0.637883008356546,0.2200557103064067,0.13649025069637882,0.34378755342206013,0.0,1.0,0.13649025069637882,7,0.0335195530726257,0.8491620111731844,10416.955431754875,1122.9367340249619,6105.0,11832.0,6.3983286908078,1.7829413564353112,2,8,29,0.18435754189944134,8.224073496766007,5.11731843575419,0.0,14.290895418998444,4.810055865921788,2.541899441340782,402.5091987796855,258.13966480446925,1.0,2019_r13_Q_SAI_lap3,SAI,2019,13,3.0,106.507,31.194,46.351,28.962,SOFT,3.0,McLaren,2019_13_Q,Belgian Grand Prix
353,244.68271954674222,68.99996839156957,71.0,337.0,152.4,262.0,320.8,266.0,75.6770538243626,36.86504812303345,0.0,100.0,0.07932011331444759,0.6288951841359773,0.29178470254957506,0.14447592067988668,0.35207069298088295,0.0,1.0,0.14447592067988668,10,0.03409090909090909,0.8494318181818182,10854.949008498583,990.6287361302545,6289.0,12554.0,6.1303116147308785,1.8586450845569389,2,8,34,0.2159090909090909,8.986788484345633,5.579545454545454,0.0,13.52911811749151,5.011363636363637,0.7954545454545454,412.428680781801,277.9488636363636,1.0,2019_r13_Q_STR_lap7,STR,2019,13,7.0,105.047,30.567,45.713,28.767,SOFT,2.0,Racing Point,2019_13_Q,Belgian Grand Prix
349,247.06876790830947,65.8550818776332,74.0,334.0,153.8,263.0,315.0,260.0,77.18338108882521,37.6777878866268,0.0,100.0,0.11174785100286533,0.670487106017192,0.2177650429799427,0.1318051575931232,0.3387645011135348,0.0,1.0,0.1318051575931232,6,0.03735632183908046,0.8620689655172413,10717.819484240688,844.9189337899494,6862.0,12018.0,6.326647564469914,1.8326243490531864,2,8,33,0.1839080459770115,8.579553115240103,5.264367816091954,0.0,14.917254964544698,4.850574712643678,-0.16379310344827586,367.03660098995925,242.69252873563218,1.0,2019_r13_Q_VER_lap15,VER,2019,13,15.0,103.69,30.684,44.395,28.611,SOFT,2.0,Red Bull Racing,2019_13_Q,Belgian Grand Prix
270,254.04444444444445,72.58548265625255,72.0,339.0,135.9,269.0,331.1,267.0,81.32592592592593,35.43271116517813,0.0,100.0,0.12222222222222222,0.7296296296296296,0.14814814814814814,0.11481481481481481,0.3193903389698708,0.0,1.0,0.11481481481481481,6,0.12639405204460966,0.8438661710037175,11001.477777777778,1180.7751271903242,6437.0,12366.0,6.4037037037037035,1.8683395171347597,2,8,31,0.0037174721189591076,9.74009184319686,5.587360594795539,0.0,12.880043570891354,4.4535315985130115,0.07434944237918216,439.7406567487282,276.3717472118959,1.0,2019_r14_Q_HAM_lap2,HAM,2019,14,2.0,80.272,27.045,26.715,26.512,SOFT,2.0,Mercedes,2019_14_Q,Italian Grand Prix
270,254.38518518518518,77.51464523431692,68.0,349.0,126.80000000000001,268.0,340.0,281.0,80.54444444444445,35.09927326727655,0.0,100.0,0.018518518518518517,0.7148148148148148,0.26666666666666666,0.13333333333333333,0.3405658968709641,0.0,1.0,0.13333333333333333,6,0.11895910780669144,0.8364312267657993,11028.325925925927,1260.094749665975,6005.0,12516.0,6.333333333333333,1.9242147048817786,2,8,28,0.01486988847583643,9.983931216658995,6.059479553903346,0.0,14.155585364615812,4.401486988847584,0.3754646840148699,414.5904339263447,273.4460966542751,1.0,2019_r14_Q_LEC_lap4,LEC,2019,14,4.0,80.126,26.749,26.777,26.6,MEDIUM,4.0,Ferrari,2019_14_Q,Italian Grand Prix
271,254.4022140221402,77.5177198063052,67.0,354.0,126.0,269.0,334.0,287.0,77.84132841328413,37.42737051161846,0.0,99.0,0.13653136531365315,0.11439114391143912,0.7490774907749077,0.12915129151291513,0.33598779076719754,0.0,1.0,0.12915129151291513,5,0.11481481481481481,0.837037037037037,10845.19188191882,1279.272073141221,6085.0,12679.0,6.501845018450185,1.9010222176997447,2,8,26,-0.011111111111111112,9.707423799739924,5.855555555555555,0.0,14.459789136039849,3.962962962962963,-0.42962962962962964,422.2613496946636,266.4888888888889,1.0,2019_r14_Q_SAI_lap13,SAI,2019,14,13.0,80.202,26.829,26.793,26.58,SOFT,2.0,McLaren,2019_14_Q,Italian Grand Prix
271,253.38745387453875,78.39501867544178,69.0,349.0,124.0,267.0,340.0,280.0,78.25092250922509,37.41939174780176,0.0,100.0,0.01845018450184502,0.7084870848708487,0.2730627306273063,0.14391143911439114,0.3516493090742049,0.0,1.0,0.14391143911439114,7,0.11851851851851852,0.8481481481481481,11090.247232472324,1181.2893684373246,6441.0,12598.0,6.236162361623617,2.006365434067919,2,8,29,0.014814814814814815,10.352870898411943,6.2518518518518515,0.0,14.24715454536116,4.392592592592592,0.6962962962962963,425.2994881646012,285.0074074074074,1.0,2019_r14_Q_STR_lap16,STR,2019,14,16.0,80.498,26.728,27.097,26.673,SOFT,2.0,Racing Point,2019_14_Q,Italian Grand Prix
325,190.40923076923076,66.28479920681619,72.0,319.0,105.0,180.0,290.0,247.0,64.36615384615385,41.90691579731113,0.0,100.0,0.20615384615384616,0.4492307692307692,0.3446153846153846,0.23076923076923078,0.4219747362848611,0.0,1.0,0.23076923076923078,11,0.046296296296296294,1.0,10328.61846153846,1548.002506905759,5333.0,12491.0,4.781538461538462,1.8202303059150784,2,8,48,-0.28703703703703703,12.097681065762258,8.780864197530864,-0.30864197530864196,16.98379630264534,7.444444444444445,-3.7376543209876543,566.5893416269448,435.1882716049383,1.0,2019_r15_Q_HAM_lap17,HAM,2019,15,17.0,96.408,26.442,37.132,32.834,SOFT,2.0,Mercedes,2019_15_Q,Singapore Grand Prix
324,189.83641975308643,67.95268637738876,66.0,322.0,102.30000000000001,179.5,292.7,256.0,66.62962962962963,39.0318420283038,0.0,100.0,0.021604938271604937,0.47530864197530864,0.5030864197530864,0.23765432098765432,0.42630465306615334,0.0,1.0,0.23765432098765432,12,0.043343653250773995,1.0,10125.49074074074,1571.6105274745391,4853.0,12676.0,4.922839506172839,1.6515973951257408,3,8,45,-0.35294117647058826,12.867186431548697,9.263157894736842,-0.29102167182662536,18.081822652698158,7.325077399380805,-4.232198142414861,592.3944086143754,457.8544891640867,1.0,2019_r15_Q_LEC_lap16,LEC,2019,15,16.0,96.217,26.211,37.127,32.879,SOFT,2.0,Ferrari,2019_15_Q,Singapore Grand Prix
329,187.14893617021278,67.80917679566889,65.0,320.0,102.80000000000001,177.0,292.2,255.0,61.12765957446808,43.164272089941335,0.0,100.0,0.24620060790273557,0.46504559270516715,0.2887537993920973,0.24012158054711247,0.4278077808645209,0.0,1.0,0.24012158054711247,11,0.039634146341463415,1.0,9872.103343465045,1534.566768217283,5429.0,12034.0,5.0303951367781155,1.8591370019908158,2,8,45,-0.47560975609756095,12.725495715974075,9.24390243902439,-0.3018292682926829,19.030566022237092,7.429878048780488,-8.103658536585366,599.1794860476581,464.359756097561,1.0,2019_r15_Q_SAI_lap18,SAI,2019,15,18.0,97.818,26.775,37.557,33.486,SOFT,2.0,McLaren,2019_15_Q,Singapore Grand Prix
337,182.56676557863503,67.03030470860782,60.0,322.0,99.6,169.0,287.40000000000003,262.0,58.50148367952522,42.2260868244552,0.0,100.0,0.12462908011869436,0.4362017804154303,0.4391691394658754,0.23738872403560832,0.4261151409242051,0.0,1.0,0.23738872403560832,12,0.044642857142857144,1.0,10276.486646884274,1398.8807390173697,5479.0,12750.0,4.5222551928783385,1.8339417978813037,2,8,47,-0.2648809523809524,12.124408044665378,8.8125,-0.29464285714285715,18.083044780367732,7.2351190476190474,-1.8839285714285714,565.7089607547786,441.83035714285717,1.0,2019_r15_Q_STR_lap7,STR,2019,15,7.0,99.979,27.23,38.626,34.123,SOFT,2.0,Racing Point,2019_15_Q,Singapore Grand Prix
326,189.1840490797546,65.2649736913999,68.0,318.0,103.0,179.0,288.5,250.0,63.62883435582822,44.23239637526585,0.0,100.0,0.25153374233128833,0.50920245398773,0.2392638036809816,0.2392638036809816,0.42728993331994664,0.0,1.0,0.2392638036809816,12,0.046153846153846156,1.0,10423.69018404908,1150.5194755929754,6244.0,12333.0,4.677914110429448,1.8540442128950196,2,8,52,-0.36923076923076925,12.368030810717316,8.941538461538462,-0.3076923076923077,21.230018257497452,7.612307692307692,-2.4676923076923076,562.2208138727673,441.5323076923077,1.0,2019_r15_Q_VER_lap14,VER,2019,15,14.0,96.813,26.664,37.174,32.975,SOFT,2.0,Red Bull Racing,2019_15_Q,Singapore Grand Prix
310,240.40322580645162,56.249979410976266,109.0,326.0,156.9,248.5,314.1,217.0,80.72258064516129,36.47050241930835,0.0,100.0,0.11612903225806452,0.7387096774193549,0.14516129032258066,0.13548387096774195,0.3427930084826392,0.0,1.0,0.13548387096774195,8,0.18122977346278318,1.0,11007.438709677419,773.8001513471464,7905.0,12546.0,6.090322580645161,1.6145284639724187,3,8,39,0.0970873786407767,10.276547404358553,6.142394822006472,-0.313915857605178,17.335736507735238,5.284789644012945,-4.158576051779935,453.95113598591297,307.80906148867314,1.0,2019_r16_Q_HAM_lap17,HAM,2019,16,17.0,92.03,33.807,31.518,26.705,SOFT,2.0,Mercedes,2019_16_Q,Russian Grand Prix
308,242.92532467532467,58.46537109399107,106.0,330.0,158.0,251.0,319.0,224.0,82.05194805194805,32.75967017047141,3.0,100.0,0.0,0.7305194805194806,0.2694805194805195,0.13636363636363635,0.34373275389477914,0.0,1.0,0.13636363636363635,7,0.1791530944625407,1.0,10937.27922077922,802.8918619448332,7896.0,12630.0,6.233766233766234,1.4608560597334825,3,8,34,-0.019543973941368076,10.9386110432754,6.390879478827362,-0.30944625407166126,16.187181506278357,5.006514657980456,-2.6156351791530943,416.00109447502115,284.57654723127035,1.0,2019_r16_Q_LEC_lap16,LEC,2019,16,16.0,91.628,33.333,31.319,26.976,SOFT,2.0,Ferrari,2019_16_Q,Russian Grand Prix
314,237.2484076433121,58.94689829450368,97.0,325.0,150.6,247.0,316.0,228.0,79.11146496815287,36.87952490139268,0.0,100.0,0.12420382165605096,0.7261146496815286,0.14968152866242038,0.1337579617834395,0.3409354056342664,0.0,1.0,0.1337579617834395,7,0.18210862619808307,0.9105431309904153,10681.866242038217,920.2139048144988,7005.0,11713.0,6.226114649681529,1.5612580532564702,3,8,39,0.07667731629392971,9.650986355929447,6.134185303514377,0.0,17.001131184084826,5.105431309904153,-0.8594249201277955,449.65327031907884,297.038338658147,1.0,2019_r16_Q_SAI_lap19,SAI,2019,16,19.0,93.222,34.138,31.815,27.269,SOFT,2.0,McLaren,2019_16_Q,Russian Grand Prix
317,235.6435331230284,60.99939611765058,99.0,332.0,147.6,241.0,319.0,233.0,76.66561514195584,38.16596648172724,0.0,100.0,0.07570977917981073,0.6876971608832808,0.23659305993690852,0.15141955835962145,0.3590240868419775,0.0,1.0,0.15141955835962145,8,0.17405063291139242,1.0,10885.567823343848,943.0474198310465,7357.0,12467.0,5.883280757097792,1.5838198777333306,3,8,36,0.11392405063291139,10.39106739925214,6.424050632911392,-0.0031645569620253164,15.517220013195486,5.098101265822785,0.30063291139240506,449.42440944960026,311.69303797468353,1.0,2019_r16_Q_STR_lap10,STR,2019,16,10.0,94.233,34.159,32.345,27.729,SOFT,2.0,Racing Point,2019_16_Q,Russian Grand Prix
311,239.90353697749197,57.209606290950504,103.0,327.0,155.0,248.0,317.0,224.0,79.87459807073955,37.33933795760344,0.0,100.0,0.1382636655948553,0.7266881028938906,0.13504823151125403,0.1414790996784566,0.34907675287890066,0.0,1.0,0.1414790996784566,8,0.18387096774193548,1.0,10779.514469453376,829.5902130354198,7428.0,12070.0,6.102893890675241,1.5012977133761185,3,8,35,0.04838709677419355,9.843150854749078,6.17741935483871,-0.3225806451612903,17.676867843289962,5.445161290322581,2.8548387096774195,416.9850426401079,279.6225806451613,1.0,2019_r16_Q_VER_lap14,VER,2019,16,14.0,92.31,33.68,31.641,26.989,SOFT,2.0,Red Bull Racing,2019_16_Q,Russian Grand Prix
293,242.44027303754265,55.56263295369571,76.0,329.0,174.0,249.0,306.6,253.0,81.30034129692832,33.09448749599915,0.0,100.0,0.08191126279863481,0.6313993174061433,0.28668941979522183,0.10921501706484642,0.31244243006109557,0.0,1.0,0.10921501706484642,7,0.10616438356164383,0.8424657534246576,10879.040955631399,1158.106835970832,5434.0,12351.0,6.194539249146757,1.384739803953385,3,8,26,0.06506849315068493,7.282649837462075,4.736301369863014,0.0,12.498247299802093,4.602739726027397,-0.1643835616438356,371.4164403979723,240.56849315068493,1.0,2019_r17_Q_HAM_lap19,HAM,2019,17,19.0,87.302,30.483,39.524,17.295,SOFT,2.0,Mercedes,2019_17_Q,Japanese Grand Prix
294,243.44557823129253,57.742769275377,74.0,333.0,174.3,251.0,312.0,259.0,82.27551020408163,31.12754142336069,0.0,100.0,0.02040816326530612,0.673469387755102,0.30612244897959184,0.1054421768707483,0.30764598087103023,0.0,1.0,0.1054421768707483,8,0.09897610921501707,0.825938566552901,10796.272108843537,1091.652184652681,5573.0,12234.0,6.261904761904762,1.4031088511717944,3,8,26,0.06143344709897611,7.4564705278511685,4.825938566552901,0.0,15.530350312272992,5.686006825938566,2.2969283276450514,371.01906667043176,240.37883959044368,1.0,2019_r17_Q_LEC_lap15,LEC,2019,17,15.0,87.253,30.366,39.346,17.541,SOFT,2.0,Ferrari,2019_17_Q,Japanese Grand Prix
297,239.53535353535352,56.38393600262613,73.0,328.0,164.2,246.0,306.40000000000003,255.0,80.28282828282828,35.08292504640441,0.0,100.0,0.10774410774410774,0.7171717171717171,0.1750841750841751,0.11447811447811448,0.3189284429387754,0.0,1.0,0.11447811447811448,7,0.10472972972972973,0.8344594594594594,10711.670033670034,921.5496416936758,6597.0,11742.0,6.239057239057239,1.4750480249017917,2,8,25,0.05067567567567568,7.556395846300179,4.726351351351352,0.0,17.095544072027778,5.702702702702703,1.537162162162162,392.6033042990031,250.91554054054055,1.0,2019_r17_Q_SAI_lap20,SAI,2019,17,20.0,88.304,30.694,40.073,17.537,SOFT,2.0,McLaren,2019_17_Q,Japanese Grand Prix
300,236.65666666666667,58.677784525989765,72.0,333.0,161.5,242.0,308.1,261.0,77.52333333333333,33.90439226617526,0.0,100.0,0.04,0.6333333333333333,0.32666666666666666,0.19666666666666666,0.3981422858999376,0.0,1.0,0.19666666666666666,11,0.09364548494983277,0.8394648829431438,10798.946666666667,1174.5594792900824,5453.0,12567.0,5.92,1.4925455797704497,3,8,29,0.07023411371237458,7.6103790581083475,5.0602006688963215,-0.0033444816053511705,14.17354050764571,5.160535117056856,-0.7424749163879598,417.37216091469963,277.1371237458194,1.0,2019_r17_Q_STR_lap11,STR,2019,17,11.0,89.345,31.257,40.432,17.656,SOFT,2.0,Racing Point,2019_17_Q,Japanese Grand Prix
295,241.86779661016948,55.49020395461237,73.0,332.0,175.4,248.0,305.6,259.0,79.89491525423729,35.902444460998844,0.0,100.0,0.10847457627118644,0.688135593220339,0.2033898305084746,0.1152542372881356,0.3198711258997368,0.0,1.0,0.1152542372881356,7,0.10884353741496598,0.8401360544217688,10720.511864406779,824.037186492638,6652.0,11863.0,6.183050847457627,1.4847469999526273,2,8,23,0.05782312925170068,7.425170964075042,4.663265306122449,0.0,16.996285480554825,5.598639455782313,2.0408163265306123,323.9549620564093,216.29931972789115,1.0,2019_r17_Q_VER_lap15,VER,2019,17,15.0,87.851,30.441,39.8,17.61,SOFT,2.0,Red Bull Racing,2019_17_Q,Japanese Grand Prix
253,217.61264822134387,83.56843121975261,79.0,350.0,102.2,220.0,330.8,271.0,66.56916996047431,41.93220338424285,0.0,100.0,0.18181818181818182,0.5098814229249012,0.308300395256917,0.18972332015810275,0.39285928168745154,0.0,1.0,0.18972332015810275,8,0.19444444444444445,1.0,10425.371541501976,1757.6022482337758,5896.0,12614.0,5.525691699604743,1.9931260880803265,3,8,23,-0.5079365079365079,10.997823784547228,7.285714285714286,-0.3968253968253968,16.1030443609433,6.603174603174603,-2.9682539682539684,507.96090191336225,366.2857142857143,1.0,2019_r18_Q_HAM_lap19,HAM,2019,18,19.0,75.262,26.965,28.611,19.686,SOFT,2.0,Mercedes,2019_18_Q,Mexican Grand Prix
252,217.5793650793651,86.08250033160219,75.0,358.0,101.0,220.0,334.8,283.0,66.72619047619048,40.144366329281006,0.0,100.0,0.051587301587301584,0.5238095238095238,0.4246031746031746,0.20634920634920634,0.4054894306463505,0.0,1.0,0.20634920634920634,9,0.17928286852589642,1.0,10441.36507936508,1590.7165295367456,6220.0,12848.0,5.531746031746032,2.0440819559921946,2,8,26,-0.5418326693227091,11.515608669448978,7.776892430278885,-0.3904382470119522,17.646272926801604,6.844621513944223,-6.394422310756972,492.54850706175625,357.5816733067729,1.0,2019_r18_Q_LEC_lap13,LEC,2019,18,13.0,75.024,26.689,28.812,19.523,SOFT,2.0,Ferrari,2019_18_Q,Mexican Grand Prix
256,214.6171875,84.02801783847305,74.0,347.0,103.5,217.0,331.5,273.0,64.46484375,42.77692632550688,0.0,99.0,0.2265625,0.51953125,0.25390625,0.21484375,0.411518440012824,0.0,1.0,0.21484375,8,0.1843137254901961,1.0,10403.5,1328.8148722474032,7060.0,12421.0,5.55859375,2.236174160804784,2,8,30,-0.5411764705882353,11.41509527710001,7.5058823529411764,-0.38823529411764707,18.547509193076394,6.576470588235294,-9.882352941176471,518.4219030570034,372.0,1.0,2019_r18_Q_SAI_lap18,SAI,2019,18,18.0,76.014,27.086,29.056,19.872,SOFT,2.0,McLaren,2019_18_Q,Mexican Grand Prix
263,209.0380228136882,84.56781956512464,63.0,353.0,100.4,206.0,326.6,290.0,60.847908745247146,43.577863819554196,0.0,100.0,0.1520912547528517,0.5057034220532319,0.34220532319391633,0.23954372623574144,0.4276187627862294,0.0,1.0,0.23954372623574144,10,0.17557251908396945,1.0,10505.121673003803,1564.0682860603579,5983.0,12628.0,5.144486692015209,2.1136682647045557,2,8,30,-0.5801526717557252,10.772075577024998,7.549618320610687,-0.37404580152671757,17.864254373890308,6.877862595419847,-4.9541984732824424,497.86264031573205,367.51145038167937,1.0,2019_r18_Q_STR_lap7,STR,2019,18,7.0,78.065,27.263,30.269,20.533,SOFT,2.0,Racing Point,2019_18_Q,Mexican Grand Prix
