n_samples,speed_mean,speed_std,speed_min,speed_max,speed_q10,speed_q50,speed_q90,speed_range,throttle_mean,throttle_std,throttle_min,throttle_max,throttle_zero_frac,throttle_full_frac,throttle_mid_frac,brake_mean,brake_std,brake_min,brake_max,brake_active_frac,brake_on_count,first_brake_frac_pos,last_brake_frac_pos,rpm_mean,rpm_std,rpm_min,rpm_max,gear_mean,gear_std,gear_min,gear_max,gear_change_count,speed_diff_mean,speed_diff_std,speed_diff_abs_mean,throttle_diff_mean,throttle_diff_std,throttle_diff_abs_mean,rpm_diff_mean,rpm_diff_std,rpm_diff_abs_mean,drs_active_frac,lap_key,Driver,season,round,LapNumber,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,Compound,TyreLife,Team,session_key,event_name
318,211.23270440251574,74.87859321595643,82.0,326.0,106.0,224.0,305.0,244.0,69.88993710691824,40.99454252355154,0.0,100.0,0.14150943396226415,0.5754716981132075,0.2830188679245283,0.1509433962264151,0.358557911592697,0.0,1.0,0.1509433962264151,10,0.07886435331230283,0.722397476340694,10217.034591194968,1395.4841596410681,6123.0,11950.0,5.518867924528302,1.8469744997401334,3,8,29,0.15772870662460567,7.855924468532072,5.3249211356466875,0.0,15.33548874962495,4.977917981072555,1.586750788643533,436.3555877238504,294.5646687697161,1.0,2018_r03_Q_LEC_lap8,LEC,2018,3,8.0,94.454,24.914,28.225,41.315,ULTRASOFT,2.0,Sauber,2018_3_Q,Chinese Grand Prix
313,214.71246006389777,73.72671560736448,81.0,327.0,109.0,230.0,306.8,246.0,68.61661341853035,40.375242859086356,0.0,99.0,0.08626198083067092,0.5654952076677316,0.34824281150159747,0.18849840255591055,0.39173592233800064,0.0,1.0,0.18849840255591055,9,0.07371794871794872,0.7532051282051282,10204.303514376998,1393.5504786084775,6206.0,12220.0,5.587859424920127,1.855202202172189,3,8,30,0.16346153846153846,8.164046239563527,5.471153846153846,0.0,12.857867585351926,4.147435897435898,1.6378205128205128,429.3305417314284,301.9775641025641,1.0,2018_r03_Q_OCO_lap8,OCO,2018,3,8.0,93.057,24.481,27.802,40.774,ULTRASOFT,2.0,Force India,2018_3_Q,Chinese Grand Prix
313,211.2555910543131,71.46385030020187,85.0,320.0,108.0,226.0,300.0,235.0,68.70287539936102,42.32980126387215,0.0,100.0,0.1853035143769968,0.5750798722044729,0.23961661341853036,0.18210862619808307,0.3865520178727619,0.0,1.0,0.18210862619808307,6,0.08012820512820513,0.7371794871794872,10022.73162939297,1304.246820003777,6475.0,11910.0,5.348242811501597,1.8887670085662975,2,8,33,0.14102564102564102,7.823165137656536,5.288461538461538,0.0,14.458055532294777,4.512820512820513,1.2724358974358974,447.56313335378246,315.23397435897436,1.0,2018_r03_Q_SAI_lap17,SAI,2018,3,17.0,92.819,24.579,27.686,40.554,ULTRASOFT,2.0,Renault,2018_3_Q,Chinese Grand Prix
317,211.97476340694007,73.06473196626017,82.0,323.0,109.0,226.0,301.0,241.0,71.801261829653,39.455249425944665,0.0,100.0,0.14511041009463724,0.6025236593059937,0.25236593059936907,0.20189274447949526,0.40204723080954213,0.0,1.0,0.20189274447949526,8,0.06962025316455696,0.7563291139240507,10234.091482649843,1300.6940386235224,6010.0,12291.0,5.38801261829653,1.9899068484889082,2,8,34,0.16455696202531644,8.005839741202943,5.3354430379746836,0.0,12.704704790333533,4.19620253164557,2.3639240506329116,442.3524456657358,308.84493670886076,1.0,2018_r03_Q_STR_lap6,STR,2018,3,6.0,94.285,25.045,28.051,41.189,ULTRASOFT,2.0,Williams,2018_3_Q,Chinese Grand Prix
309,213.92233009708738,70.45750621165928,88.0,318.0,110.8,229.0,301.0,230.0,68.70550161812298,42.760819267632385,0.0,100.0,0.11650485436893204,0.6019417475728155,0.2815533980582524,0.15210355987055016,0.3597037592732917,0.0,1.0,0.15210355987055016,7,0.08766233766233766,0.7467532467532467,10085.47572815534,1234.6205120044829,6448.0,11830.0,5.427184466019417,1.792491238259878,3,8,29,0.1396103896103896,7.789368172402286,5.3019480519480515,0.0,13.789482845036302,4.181818181818182,1.2922077922077921,412.3338820632982,292.83116883116884,1.0,2018_r03_Q_VER_lap11,VER,2018,3,11.0,91.796,24.171,27.306,40.319,ULTRASOFT,2.0,Red Bull Racing,2018_3_Q,Chinese Grand Prix
342,187.67543859649123,72.85386839308119,70.0,337.0,102.0,179.5,295.90000000000003,267.0,63.29824561403509,42.63882205775884,0.0,100.0,0.2222222222222222,0.49707602339181284,0.2807017543859649,0.23684210526315788,0.4257675128472596,0.0,1.0,0.23684210526315788,12,0.026392961876832845,0.9472140762463344,10170.140350877193,1480.4455650759185,6533.0,12421.0,4.821637426900585,1.925382151990895,2,8,50,-0.2903225806451613,12.686289271645629,9.252199413489736,0.0,16.53801325289532,6.504398826979473,-3.7038123167155423,618.807156801659,484.63049853372434,1.0,2018_r04_Q_HAM_lap19,HAM,2018,4,19.0,101.677,35.296,41.158,25.223,ULTRASOFT,2.0,Mercedes,2018_4_Q,Azerbaijan Grand Prix
350,185.32857142857142,71.09099085511018,69.0,325.0,100.9,178.0,291.1,256.0,64.31142857142858,43.65182162183642,0.0,100.0,0.2542857142857143,0.5257142857142857,0.22,0.24571428571428572,0.4311262369347952,0.0,1.0,0.24571428571428572,12,0.025787965616045846,0.9426934097421203,10183.628571428571,1426.7106032104548,5994.0,12084.0,4.734285714285714,1.88516191565059,2,8,55,-0.20916905444126074,11.994937948005854,8.902578796561604,0.0,18.709669268534146,6.578796561604585,0.10601719197707736,566.7625622308234,437.51575931232094,1.0,2018_r04_Q_LEC_lap9,LEC,2018,4,9.0,103.752,36.233,41.754,25.765,ULTRASOFT,4.0,Sauber,2018_4_Q,Azerbaijan Grand Prix
346,184.97109826589596,73.21114413828467,69.0,336.0,99.0,174.5,293.0,267.0,60.51445086705202,43.57377311652759,0.0,100.0,0.17052023121387283,0.47109826589595377,0.3583815028901734,0.2658959537572254,0.4424489563758437,0.0,1.0,0.2658959537572254,12,0.02608695652173913,0.9507246376811594,10074.557803468208,1584.0134033102324,6257.0,12499.0,4.716763005780347,1.877589245696459,2,8,46,-0.33043478260869563,12.586252471005933,9.240579710144928,0.0,17.406394173967648,6.3652173913043475,-1.2434782608695651,615.4886542977554,481.1101449275362,1.0,2018_r04_Q_OCO_lap13,OCO,2018,4,13.0,102.967,36.012,41.626,25.329,ULTRASOFT,2.0,Force India,2018_4_Q,Azerbaijan Grand Prix
347,184.850144092219,71.81535829051722,73.0,329.0,100.0,177.0,293.40000000000003,256.0,60.654178674351584,44.541936511682536,0.0,100.0,0.2824207492795389,0.4956772334293948,0.2219020172910663,0.2564841498559078,0.43732274910730995,0.0,1.0,0.2564841498559078,11,0.023121387283236993,0.953757225433526,9594.317002881844,1650.2746829775158,5275.0,11815.0,4.792507204610951,1.8096246526886355,3,8,53,-0.28901734104046245,12.107381658549686,8.878612716763005,0.0,17.61883050618846,6.300578034682081,-1.1676300578034682,584.8735680976656,457.67630057803467,1.0,2018_r04_Q_SAI_lap19,SAI,2018,4,19.0,103.351,36.218,41.573,25.56,ULTRASOFT,2.0,Renault,2018_4_Q,Azerbaijan Grand Prix
349,185.1002865329513,72.41228324176417,68.0,330.0,98.0,178.0,294.0,262.0,62.32091690544413,43.34803212156281,0.0,100.0,0.20630372492836677,0.498567335243553,0.29512893982808025,0.2664756446991404,0.44275056235800897,0.0,1.0,0.2664756446991404,13,0.02586206896551724,0.9482758620689655,9992.905444126074,1550.5568538836133,6237.0,12352.0,4.656160458452722,1.89277153035783,2,8,55,-0.2672413793103448,11.972608814311553,8.870689655172415,0.0,16.621918795314826,6.241379310344827,-2.3735632183908044,586.0384744005779,444.08620689655174,1.0,2018_r04_Q_STR_lap15,STR,2018,4,15.0,103.585,36.138,41.622,25.825,ULTRASOFT,4.0,Williams,2018_4_Q,Azerbaijan Grand Prix
343,188.1078717201166,70.4068172027047,75.0,328.0,103.2,182.0,293.8,253.0,62.20699708454811,44.014959684678246,0.0,100.0,0.119533527696793,0.5102040816326531,0.37026239067055394,0.24489795918367346,0.4306549188710953,0.0,1.0,0.24489795918367346,11,0.023391812865497075,0.9473684210526315,10087.714285714286,1386.8442320522547,6698.0,12226.0,4.641399416909621,1.8055244400844728,2,8,52,-0.2543859649122807,11.825325526826044,8.874269005847953,0.0,18.01123793863463,6.47953216374269,-2.0497076023391814,570.2788949713707,434.52923976608184,1.0,2018_r04_Q_VER_lap18,VER,2018,4,18.0,101.994,35.765,40.936,25.293,ULTRASOFT,2.0,Red Bull Racing,2018_4_Q,Azerbaijan Grand Prix
256,225.83203125,65.51598449903238,82.0,323.0,133.5,234.0,313.0,241.0,75.375,38.48595363832083,0.0,100.0,0.14453125,0.625,0.23046875,0.1640625,0.3710577091631594,0.0,1.0,0.1640625,6,0.13333333333333333,0.9333333333333333,10625.57421875,999.7352484628093,7461.0,12119.0,5.82421875,1.829057234655892,2,8,31,-0.2980392156862745,10.598868796349713,6.698039215686275,0.0,15.972663655507446,5.207843137254902,3.854901960784314,457.62692241990527,317.7372549019608,1.0,2018_r05_Q_HAM_lap15,HAM,2018,5,15.0,76.173,21.531,28.316,26.326,SUPERSOFT,2.0,Mercedes,2018_5_Q,Spanish Grand Prix
266,218.52255639097746,65.59879096509107,78.0,321.0,127.0,224.0,307.5,243.0,73.96616541353383,39.58095098768493,0.0,100.0,0.16917293233082706,0.5639097744360902,0.2669172932330827,0.16541353383458646,0.37225374036048386,0.0,1.0,0.16541353383458646,8,0.12452830188679245,0.9283018867924528,10658.616541353384,1048.4956715024214,6854.0,12368.0,5.601503759398496,1.7780203094285874,2,8,31,-0.26037735849056604,10.467307322532088,6.690566037735849,0.0,15.550017051535034,4.996226415094339,0.5735849056603773,456.3485377822125,328.64150943396226,1.0,2018_r05_Q_LEC_lap12,LEC,2018,5,12.0,78.91,22.144,29.358,27.408,SUPERSOFT,7.0,Sauber,2018_5_Q,Spanish Grand Prix
265,218.70943396226414,66.9633726889212,79.0,328.0,127.2,225.0,309.6,249.0,70.89433962264151,40.72910514260721,0.0,100.0,0.10943396226415095,0.5849056603773585,0.30566037735849055,0.22264150943396227,0.41680672317341705,0.0,1.0,0.22264150943396227,7,0.125,0.9393939393939394,10412.958490566038,1248.460480047381,5965.0,12335.0,5.694339622641509,1.7669541390975885,3,8,30,-0.2878787878787879,10.642500565987245,6.916666666666667,0.003787878787878788,16.195454956956855,5.087121212121212,3.4886363636363638,455.87664250141347,327.0871212121212,1.0,2018_r05_Q_OCO_lap13,OCO,2018,5,13.0,78.696,22.025,29.643,27.028,SUPERSOFT,3.0,Force India,2018_5_Q,Spanish Grand Prix
262,221.31679389312978,63.68248302388677,81.0,317.0,132.1,231.0,305.0,236.0,74.53053435114504,39.96211116106114,0.0,100.0,0.1717557251908397,0.6450381679389313,0.183206106870229,0.19083969465648856,0.39371506543158746,0.0,1.0,0.19083969465648856,7,0.13409961685823754,0.9348659003831418,10319.240458015267,1035.0012120805552,6991.0,11716.0,5.580152671755725,1.7307416454424087,2,8,28,-0.29118773946360155,10.161365317825682,6.475095785440613,0.0,16.470252905442308,4.888888888888889,-0.39846743295019155,479.3463520549744,330.8352490421456,1.0,2018_r05_Q_SAI_lap18,SAI,2018,5,18.0,77.79,21.99,29.074,26.726,SUPERSOFT,2.0,Renault,2018_5_Q,Spanish Grand Prix
259,224.17760617760618,62.45500178937608,85.0,318.0,136.8,232.0,306.0,233.0,74.16988416988417,40.579356892396476,0.0,100.0,0.10810810810810811,0.6563706563706564,0.23552123552123552,0.13513513513513514,0.34252974900661687,0.0,1.0,0.13513513513513514,6,0.13953488372093023,0.9263565891472868,10516.092664092665,839.2238795829483,7926.0,11796.0,5.598455598455598,1.705257922521748,2,8,28,-0.2596899224806202,9.97732853665652,6.127906976744186,0.0,16.51105042061885,4.744186046511628,1.0271317829457365,433.7157742137794,295.11240310077517,1.0,2018_r05_Q_VER_lap12,VER,2018,5,12.0,76.816,21.9,28.609,26.307,SUPERSOFT,2.0,Red Bull Racing,2018_5_Q,Spanish Grand Prix
240,170.3875,69.38694373043855,46.0,292.0,81.9,168.0,271.0,246.0,56.28333333333333,43.969880016609494,0.0,100.0,0.2875,0.4083333333333333,0.30416666666666664,0.2375,0.42644045825313814,0.0,1.0,0.2375,12,0.02510460251046025,0.9748953974895398,10175.358333333334,1640.5437245206713,5075.0,12522.0,4.125,1.9558409463786621,1,7,29,-0.5188284518828452,11.724725234093352,8.518828451882845,0.0,19.685980166759553,7.97489539748954,2.8661087866108788,660.9080197495326,521.1087866108786,1.0,2018_r06_Q_HAM_lap21,HAM,2018,6,21.0,71.232,18.594,33.446,19.192,HYPERSOFT,2.0,Mercedes,2018_6_Q,Monaco Grand Prix
245,166.36326530612246,68.73692630947652,45.0,292.0,80.4,162.0,266.6,247.0,56.20816326530612,44.05410159694803,0.0,100.0,0.2693877551020408,0.4,0.3306122448979592,0.2530612244897959,0.43565573377076877,0.0,1.0,0.2530612244897959,15,0.020491803278688523,0.9672131147540983,9973.938775510203,1638.359272837291,4937.0,12089.0,4.048979591836734,1.8811099846026982,1,7,39,-0.430327868852459,11.027801674341212,8.487704918032787,0.0,20.070041962141982,8.10655737704918,0.26639344262295084,602.542239983818,489.3975409836066,1.0,2018_r06_Q_LEC_lap18,LEC,2018,6,18.0,72.714,19.199,34.175,19.34,HYPERSOFT,2.0,Sauber,2018_6_Q,Monaco Grand Prix
242,168.47520661157026,69.42766471335828,44.0,294.0,82.0,164.5,269.9,250.0,53.264462809917354,42.84465204720806,0.0,100.0,0.1652892561983471,0.3677685950413223,0.4669421487603306,0.3181818181818182,0.466735817836442,0.0,1.0,0.3181818181818182,11,0.02074688796680498,0.983402489626556,10018.07438016529,1665.755206920391,4639.0,12433.0,4.078512396694215,1.9125142197966847,1,7,31,-0.6182572614107884,11.308713393524222,8.477178423236515,-0.03319502074688797,19.391980133532222,7.925311203319502,-10.867219917012449,637.7301994542747,519.3485477178423,1.0,2018_r06_Q_OCO_lap26,OCO,2018,6,26.0,72.061,19.063,33.795,19.203,HYPERSOFT,2.0,Force India,2018_6_Q,Monaco Grand Prix
243,168.4814814814815,68.82792853599818,46.0,293.0,81.2,165.0,268.0,247.0,52.699588477366255,44.9710223485037,0.0,100.0,0.3374485596707819,0.39094650205761317,0.2716049382716049,0.2757201646090535,0.4477987897251529,0.0,1.0,0.2757201646090535,11,0.01652892561983471,0.9752066115702479,9655.872427983539,1608.4625185999125,4753.0,11832.0,4.094650205761317,1.9314952085818777,1,7,32,-0.5371900826446281,11.074280563400663,8.388429752066116,0.0,20.762038451556254,8.024793388429751,3.5785123966942147,641.7068881699407,505.504132231405,1.0,2018_r06_Q_SAI_lap27,SAI,2018,6,27.0,72.13,18.967,33.828,19.335,HYPERSOFT,2.0,Renault,2018_6_Q,Monaco Grand Prix
248,164.91935483870967,69.53921175891857,44.0,291.0,78.7,158.0,266.6,247.0,54.766129032258064,44.364173617282866,0.0,100.0,0.2903225806451613,0.4153225806451613,0.29435483870967744,0.2701612903225806,0.44494094385180744,0.0,1.0,0.2701612903225806,14,0.020242914979757085,0.97165991902834,9693.588709677419,1715.8612573418957,4694.0,12414.0,4.036290322580645,1.886102365725423,1,7,34,-0.47368421052631576,11.515556630119868,8.65991902834008,0.0,19.468757544466037,7.522267206477733,-3.534412955465587,611.2053646645081,485.2186234817814,1.0,2018_r06_Q_STR_lap4,STR,2018,6,4.0,73.682,19.374,34.677,19.631,HYPERSOFT,4.0,Williams,2018_6_Q,Monaco Grand Prix
239,210.66108786610877,72.26420793443603,61.0,314.0,108.8,222.0,301.0,253.0,73.93305439330544,40.65808078437124,0.0,100.0,0.200836820083682,0.6150627615062761,0.18410041841004185,0.17154811715481172,0.37777837527612923,0.0,1.0,0.17154811715481172,6,0.037815126050420166,0.7899159663865546,10344.941422594142,1328.569175985127,5320.0,12301.0,5.468619246861925,2.0328340985100026,2,8,36,0.06722689075630252,11.943418710958156,7.949579831932773,0.0,15.120891184416694,4.546218487394958,2.46218487394958,548.0070649998236,391.546218487395,1.0,2018_r07_Q_HAM_lap20,HAM,2018,7,20.0,70.996,19.43,22.697,28.869,HYPERSOFT,2.0,Mercedes,2018_7_Q,Canadian Grand Prix
245,205.71428571428572,71.35474756454542,63.0,318.0,106.0,214.0,296.6,255.0,71.81224489795919,40.593413989020945,0.0,100.0,0.15918367346938775,0.5877551020408164,0.2530612244897959,0.2,0.40081883401970775,0.0,1.0,0.2,7,0.028688524590163935,0.7950819672131147,10238.420408163265,1390.8224299129681,5667.0,11874.0,5.4,1.8541048832341678,2,8,35,0.10245901639344263,10.835173352682252,7.668032786885246,0.0,15.451237514864003,4.885245901639344,3.44672131147541,494.33725141582653,371.9549180327869,1.0,2018_r07_Q_LEC_lap19,LEC,2018,7,19.0,72.661,20.12,23.41,29.131,HYPERSOFT,2.0,Sauber,2018_7_Q,Canadian Grand Prix
242,207.11157024793388,71.85439367547505,62.0,317.0,107.1,215.5,298.0,255.0,68.67768595041322,40.992907974020625,0.0,100.0,0.1115702479338843,0.5619834710743802,0.32644628099173556,0.19834710743801653,0.39958141398516867,0.0,1.0,0.19834710743801653,6,0.024896265560165973,0.8008298755186722,10160.644628099173,1618.0882108985995,4623.0,12488.0,5.479338842975206,1.8382707621790848,3,8,33,0.06224066390041494,11.438616318936463,7.946058091286307,0.004149377593360996,14.11957799337242,4.759336099585062,2.199170124481328,545.1234357152288,405.0373443983402,1.0,2018_r07_Q_OCO_lap13,OCO,2018,7,13.0,72.084,19.93,23.2,28.954,HYPERSOFT,2.0,Force India,2018_7_Q,Canadian Grand Prix
243,208.2880658436214,71.82744000713876,66.0,318.0,105.4,218.0,298.6,252.0,69.8724279835391,42.31889196101203,0.0,100.0,0.2222222222222222,0.588477366255144,0.18930041152263374,0.1934156378600823,0.39579120998729506,0.0,1.0,0.1934156378600823,6,0.024793388429752067,0.7892561983471075,9859.872427983539,1524.8709971792025,5456.0,11894.0,5.448559670781893,1.874256872995305,2,8,33,0.07851239669421488,11.345481536930238,7.855371900826446,0.0,14.757795605046573,4.462809917355372,2.524793388429752,547.7049223398958,413.6900826446281,1.0,2018_r07_Q_SAI_lap5,SAI,2018,7,5.0,72.097,19.987,22.951,29.159,HYPERSOFT,2.0,Renault,2018_7_Q,Canadian Grand Prix
239,212.29707112970712,70.3466180570036,67.0,317.0,109.0,224.0,300.0,250.0,71.55230125523012,41.689886337494784,0.0,100.0,0.13807531380753138,0.6108786610878661,0.2510460251046025,0.18410041841004185,0.38837942544510246,0.0,1.0,0.18410041841004185,5,0.03361344537815126,0.7899159663865546,10310.740585774058,1232.8168740841222,6230.0,12120.0,5.372384937238493,1.8785137838394157,2,8,34,0.07983193277310924,11.904593162651913,7.7521008403361344,0.0,14.66561177640985,4.65546218487395,2.76890756302521,505.14294375784107,377.3151260504202,1.0,2018_r07_Q_VER_lap15,VER,2018,7,15.0,70.937,19.42,22.715,28.802,HYPERSOFT,2.0,Red Bull Racing,2018_7_Q,Canadian Grand Prix
303,237.34323432343234,68.40278797497618,88.0,331.0,140.0,246.0,320.0,243.0,72.8019801980198,40.062704114506474,0.0,100.0,0.1551155115511551,0.594059405940594,0.2508250825082508,0.132013201320132,0.3390650953695997,0.0,1.0,0.132013201320132,8,0.04966887417218543,0.9304635761589404,10637.83498349835,1077.1632319702182,6792.0,12090.0,6.052805280528053,1.7521558296460826,3,8,27,-0.23178807947019867,8.349861206882997,5.503311258278146,0.0,13.66203362573441,4.410596026490066,-0.7947019867549668,397.22041410339887,275.1655629139073,1.0,2018_r08_Q_HAM_lap18,HAM,2018,8,18.0,90.029,22.276,27.821,39.932,ULTRASOFT,2.0,Mercedes,2018_8_Q,French Grand Prix
