Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
2023-03-04 16:08:38.937,10959.0,242.0,6,100.0,False,8,car,0 days 00:01:13.176000,0 days 01:23:37.940000
2023-03-04 16:08:39.097,11069.0,246.0,6,100.0,False,8,car,0 days 00:01:13.336000,0 days 01:23:38.100000
2023-03-04 16:08:39.497,11358.0,254.0,6,100.0,False,8,car,0 days 00:01:13.736000,0 days 01:23:38.500000
2023-03-04 16:08:39.817,11581.0,258.0,6,100.0,False,8,car,0 days 00:01:14.056000,0 days 01:23:38.820000
2023-03-04 16:08:40.017,11011.0,261.0,6,100.0,False,8,car,0 days 00:01:14.256000,0 days 01:23:39.020000
2023-03-04 16:08:40.177,10417.0,263.0,7,100.0,False,8,car,0 days 00:01:14.416000,0 days 01:23:39.180000
2023-03-04 16:08:40.417,10672.0,266.0,7,100.0,False,8,car,0 days 00:01:14.656000,0 days 01:23:39.420000
2023-03-04 16:08:40.657,10763.0,270.0,7,100.0,False,8,car,0 days 00:01:14.896000,0 days 01:23:39.660000
2023-03-04 16:08:40.857,10822.0,272.0,7,100.0,False,8,car,0 days 00:01:15.096000,0 days 01:23:39.860000
2023-03-04 16:08:41.177,10956.0,275.0,7,100.0,False,8,car,0 days 00:01:15.416000,0 days 01:23:40.180000
2023-03-04 16:08:41.377,11043.0,277.0,7,100.0,False,8,car,0 days 00:01:15.616000,0 days 01:23:40.380000
2023-03-04 16:08:41.617,11097.0,279.0,7,100.0,False,8,car,0 days 00:01:15.856000,0 days 01:23:40.620000
2023-03-04 16:08:41.856,11185.0,282.0,7,100.0,False,8,car,0 days 00:01:16.095000,0 days 01:23:40.859000
2023-03-04 16:08:42.096,11179.0,283.0,7,100.0,False,8,car,0 days 00:01:16.335000,0 days 01:23:41.099000
2023-03-04 16:08:42.416,11316.0,286.0,7,100.0,False,8,car,0 days 00:01:16.655000,0 days 01:23:41.419000
2023-03-04 16:08:42.736,11401.0,287.0,7,100.0,False,8,car,0 days 00:01:16.975000,0 days 01:23:41.739000
2023-03-04 16:08:42.896,11423.0,289.0,7,100.0,False,8,car,0 days 00:01:17.135000,0 days 01:23:41.899000
2023-03-04 16:08:43.176,11442.0,291.0,7,100.0,False,8,car,0 days 00:01:17.415000,0 days 01:23:42.179000
2023-03-04 16:08:43.416,11503.0,291.0,7,100.0,False,8,car,0 days 00:01:17.655000,0 days 01:23:42.419000
2023-03-04 16:08:43.736,11504.0,293.0,7,100.0,False,8,car,0 days 00:01:17.975000,0 days 01:23:42.739000
2023-03-04 16:08:43.896,11577.0,293.0,7,100.0,False,8,car,0 days 00:01:18.135000,0 days 01:23:42.899000
2023-03-04 16:08:44.896,11614.0,295.0,7,100.0,False,8,car,0 days 00:01:19.135000,0 days 01:23:43.899000
2023-03-04 16:08:45.096,11683.0,296.0,7,100.0,False,8,car,0 days 00:01:19.335000,0 days 01:23:44.099000
2023-03-04 16:08:45.537,10100.0,258.0,7,0.0,True,8,car,0 days 00:01:19.776000,0 days 01:23:44.540000
2023-03-04 16:08:45.737,9988.0,230.0,7,0.0,True,8,car,0 days 00:01:19.976000,0 days 01:23:44.740000
2023-03-04 16:08:46.057,10104.0,196.0,6,0.0,True,8,car,0 days 00:01:20.296000,0 days 01:23:45.060000
2023-03-04 16:08:46.337,9979.0,170.0,5,0.0,True,8,car,0 days 00:01:20.576000,0 days 01:23:45.340000
2023-03-04 16:08:46.697,8682.0,149.0,4,0.0,True,8,car,0 days 00:01:20.936000,0 days 01:23:45.700000
2023-03-04 16:08:46.897,8211.0,149.0,4,0.0,True,8,car,0 days 00:01:21.136000,0 days 01:23:45.900000
2023-03-04 16:08:47.057,8041.0,140.0,4,0.0,True,8,car,0 days 00:01:21.296000,0 days 01:23:46.060000
2023-03-04 16:08:47.417,7650.0,131.0,4,0.0,False,8,car,0 days 00:01:21.656000,0 days 01:23:46.420000
2023-03-04 16:08:47.737,8055.0,126.0,4,23.0,False,8,car,0 days 00:01:21.976000,0 days 01:23:46.740000
2023-03-04 16:08:48.017,7841.0,128.0,4,42.0,False,8,car,0 days 00:01:22.256000,0 days 01:23:47.020000
2023-03-04 16:08:48.217,8110.0,130.0,4,50.0,False,8,car,0 days 00:01:22.456000,0 days 01:23:47.220000
2023-03-04 16:08:48.656,9053.0,142.0,4,77.0,False,8,car,0 days 00:01:22.895000,0 days 01:23:47.659000
2023-03-04 16:08:48.856,9446.0,151.0,4,100.0,False,8,car,0 days 00:01:23.095000,0 days 01:23:47.859000
2023-03-04 16:08:49.256,10602.0,170.0,4,100.0,False,8,car,0 days 00:01:23.495000,0 days 01:23:48.259000
2023-03-04 16:08:49.496,10972.0,178.0,4,100.0,False,8,car,0 days 00:01:23.735000,0 days 01:23:48.499000
2023-03-04 16:08:49.696,11398.0,182.0,4,100.0,False,8,car,0 days 00:01:23.935000,0 days 01:23:48.699000
2023-03-04 16:08:50.016,12018.0,198.0,4,100.0,False,8,car,0 days 00:01:24.255000,0 days 01:23:49.019000
2023-03-04 16:08:50.216,10758.0,204.0,5,100.0,False,8,car,0 days 00:01:24.455000,0 days 01:23:49.219000
2023-03-04 16:08:50.496,11019.0,212.0,5,100.0,False,8,car,0 days 00:01:24.735000,0 days 01:23:49.499000
2023-03-04 16:08:50.776,11441.0,220.0,5,100.0,False,8,car,0 days 00:01:25.015000,0 days 01:23:49.779000
2023-03-04 16:08:51.056,11697.0,228.0,5,100.0,False,8,car,0 days 00:01:25.295000,0 days 01:23:50.059000
2023-03-04 16:08:51.296,11851.0,230.0,5,100.0,False,8,car,0 days 00:01:25.535000,0 days 01:23:50.299000
2023-03-04 16:08:51.456,11011.0,236.0,6,100.0,False,8,car,0 days 00:01:25.695000,0 days 01:23:50.459000
2023-03-04 16:08:51.776,10910.0,243.0,6,100.0,False,8,car,0 days 00:01:26.015000,0 days 01:23:50.779000
2023-03-04 16:08:51.937,11019.0,245.0,6,100.0,False,8,car,0 days 00:01:26.176000,0 days 01:23:50.940000
2023-03-04 16:08:52.137,11191.0,245.0,6,100.0,False,8,car,0 days 00:01:26.376000,0 days 01:23:51.140000
2023-03-04 16:08:52.497,11418.0,255.0,6,100.0,False,8,car,0 days 00:01:26.736000,0 days 01:23:51.500000
2023-03-04 16:08:52.737,11505.0,258.0,6,100.0,False,8,car,0 days 00:01:26.976000,0 days 01:23:51.740000
2023-03-04 16:08:53.017,11613.0,262.0,6,100.0,False,8,car,0 days 00:01:27.256000,0 days 01:23:52.020000
2023-03-04 16:08:53.417,10630.0,267.0,7,100.0,False,8,car,0 days 00:01:27.656000,0 days 01:23:52.420000
2023-03-04 16:08:53.577,10750.0,269.0,7,100.0,False,8,car,0 days 00:01:27.816000,0 days 01:23:52.580000
2023-03-04 16:08:53.857,10837.0,272.0,7,100.0,False,8,car,0 days 00:01:28.096000,0 days 01:23:52.860000
2023-03-04 16:08:54.057,10983.0,275.0,7,100.0,False,14,car,0 days 00:01:28.296000,0 days 01:23:53.060000
2023-03-04 16:08:54.337,11154.0,279.0,7,100.0,False,12,car,0 days 00:01:28.576000,0 days 01:23:53.340000
2023-03-04 16:08:54.737,11280.0,284.0,7,100.0,False,12,car,0 days 00:01:28.976000,0 days 01:23:53.740000
2023-03-04 16:08:54.977,11373.0,288.0,7,100.0,False,12,car,0 days 00:01:29.216000,0 days 01:23:53.980000
2023-03-04 16:08:55.177,11478.0,290.0,7,100.0,False,12,car,0 days 00:01:29.416000,0 days 01:23:54.180000
2023-03-04 16:08:55.456,11564.0,293.0,7,100.0,False,12,car,0 days 00:01:29.695000,0 days 01:23:54.459000
